content,主题概率,主题类型,情感类型,情感得分
chinese uniform drippy ,"[(0, 0.041783486), (1, 0.7910543), (2, 0.04178032), (3, 0.04183265), (4, 0.04182059), (5, 0.041728653)]",1,NEGATIVE,0.9982814788818359
chinese vegetation tradition woman beautiful ,"[(0, 0.027928473), (1, 0.8602704), (2, 0.027944768), (3, 0.028084727), (4, 0.02786442), (5, 0.027907273)]",1,POSITIVE,0.9997814297676086
chinese video dont understand ,"[(0, 0.033801146), (1, 0.03362735), (2, 0.033513602), (3, 0.033632033), (4, 0.83183163), (5, 0.033594266)]",4,NEGATIVE,0.9968216419219971
chinese virus ,"[(0, 0.055864293), (1, 0.056055643), (2, 0.055850588), (3, 0.056022286), (4, 0.7205162), (5, 0.055691008)]",4,NEGATIVE,0.9834149479866028
chinese virus china leave earth ckmkb ,"[(0, 0.023903957), (1, 0.024092168), (2, 0.024221472), (3, 0.024293141), (4, 0.87933564), (5, 0.02415364)]",4,NEGATIVE,0.9938117265701294
chinese virus ckmkb ,"[(0, 0.041813854), (1, 0.04190239), (2, 0.04180741), (3, 0.041885253), (4, 0.79085773), (5, 0.041733377)]",4,NEGATIVE,0.9825856685638428
chinese virus destroy ,"[(0, 0.041829586), (1, 0.04189919), (2, 0.041810956), (3, 0.041897207), (4, 0.79083246), (5, 0.04173063)]",4,NEGATIVE,0.9988732933998108
chinese virus kill inocent people worldwide shame china ,"[(0, 0.018630583), (1, 0.018695127), (2, 0.5355501), (3, 0.018602537), (4, 0.38993675), (5, 0.018584924)]",2,NEGATIVE,0.9975945353507996
chinese wife ,"[(0, 0.055777907), (1, 0.72045547), (2, 0.05610062), (3, 0.055874884), (4, 0.055853058), (5, 0.055938054)]",1,POSITIVE,0.9943702816963196
chinese wrong terrible ,"[(0, 0.041919965), (1, 0.7909295), (2, 0.04181733), (3, 0.041807134), (4, 0.041802887), (5, 0.041723177)]",1,NEGATIVE,0.9994863271713257
chinese youth coronavirus piss ,"[(0, 0.033513844), (1, 0.033477034), (2, 0.033487193), (3, 0.8323976), (4, 0.033515844), (5, 0.033608492)]",3,NEGATIVE,0.9988773465156555
chinesegovernmentwuhan laboratorycovid19virusmadeinchina ,"[(0, 0.055621553), (1, 0.055621263), (2, 0.05562056), (3, 0.7218936), (4, 0.05562033), (5, 0.055622637)]",3,NEGATIVE,0.9796868562698364
chinesevirus ruin life ,"[(0, 0.041806422), (1, 0.041992888), (2, 0.041894358), (3, 0.79052186), (4, 0.041871257), (5, 0.0419132)]",3,NEGATIVE,0.99978107213974
chingetoutiran ,"[(0, 0.5827422), (1, 0.083451375), (2, 0.08345001), (3, 0.08345282), (4, 0.08344952), (5, 0.083454065)]",0,NEUTRAL,0.5967330932617188
chinines rich people ,"[(0, 0.041943807), (1, 0.04254249), (2, 0.04199214), (3, 0.78936887), (4, 0.04230541), (5, 0.041847236)]",3,POSITIVE,0.9918383955955505
choice coll crazy ,"[(0, 0.04169157), (1, 0.042547636), (2, 0.041754037), (3, 0.79023755), (4, 0.041981008), (5, 0.041788172)]",3,NEGATIVE,0.7419957518577576
choice mind opinion alter elaborate doubt label fake hypocrisy comfortable western medium rest ally ,"[(0, 0.011172815), (1, 0.0111662345), (2, 0.94401467), (3, 0.011275678), (4, 0.011148102), (5, 0.011222488)]",2,NEGATIVE,0.9570695161819458
choose protest social medium citizen hear legal arrest true hooman ditch legend everytime natural desaister happen pretty china earthquake goverment corrupt health shanghai prevent report ,"[(2, 0.96752745)]",2,NEGATIVE,0.986041247844696
christine chinese kick ,"[(0, 0.04184093), (1, 0.041941978), (2, 0.042034555), (3, 0.041900698), (4, 0.7905122), (5, 0.04176965)]",4,POSITIVE,0.9773008227348328
chubby ,"[(0, 0.08344099), (1, 0.083440416), (2, 0.0834391), (3, 0.5827977), (4, 0.0834388), (5, 0.08344303)]",3,NEGATIVE,0.9997463822364807
ciao ,"[(0, 0.08348788), (1, 0.083487116), (2, 0.5825607), (3, 0.083488956), (4, 0.08348466), (5, 0.08349071)]",2,POSITIVE,0.9896631836891174
cihina stupid ,"[(0, 0.055636905), (1, 0.05575048), (2, 0.7216914), (3, 0.055612806), (4, 0.055704106), (5, 0.0556043)]",2,NEGATIVE,0.999790608882904
citizen fault ,"[(0, 0.05576573), (1, 0.056345504), (2, 0.7181875), (3, 0.0565369), (4, 0.056031223), (5, 0.05713317)]",2,NEGATIVE,0.9996055960655212
city book ,"[(0, 0.05591174), (1, 0.05556558), (2, 0.7206305), (3, 0.05596754), (4, 0.056154355), (5, 0.055770278)]",2,POSITIVE,0.9867017865180969
city live china ,"[(0, 0.042034905), (1, 0.04177878), (2, 0.7904855), (3, 0.041870885), (4, 0.042055488), (5, 0.041774455)]",2,POSITIVE,0.9993293285369873
class ,"[(0, 0.58165336), (1, 0.083450794), (2, 0.08454082), (3, 0.08345226), (4, 0.08344909), (5, 0.083453655)]",0,POSITIVE,0.9968228340148926
clean country youuuuuuuu cannnnn talkkkkkk almighty china ,"[(0, 0.02092237), (1, 0.021456875), (2, 0.8946182), (3, 0.021056747), (4, 0.021092853), (5, 0.020852936)]",2,POSITIVE,0.6121965050697327
clean street shut animal market permanently practice hygiene aspect vile cruelty enoygh cure wicked farm puppy mill spitting carry infectious disease entire country invest disinfectant scrub brush educate cleanliness nonsense ,"[(1, 0.97302246)]",1,NEGATIVE,0.9975250363349915
close ,"[(0, 0.08334153), (1, 0.58211005), (2, 0.0833414), (3, 0.083488405), (4, 0.08334137), (5, 0.08437723)]",1,POSITIVE,0.9987285733222961
close force labor camp ,"[(0, 0.03343326), (1, 0.033486944), (2, 0.033420473), (3, 0.033362836), (4, 0.03348883), (5, 0.8328076)]",5,NEGATIVE,0.9987050294876099
close market spreading virus ,"[(0, 0.03339967), (1, 0.4248587), (2, 0.033372924), (3, 0.03352276), (4, 0.44131875), (5, 0.03352717)]",4,NEGATIVE,0.9959574341773987
clown munde ,"[(0, 0.056587406), (1, 0.055594765), (2, 0.055594392), (3, 0.05559521), (4, 0.056256622), (5, 0.7203716)]",5,NEGATIVE,0.9962570667266846
cobra ,"[(0, 0.083487794), (1, 0.08348702), (2, 0.5825611), (3, 0.08348895), (4, 0.08348458), (5, 0.0834906)]",2,NEGATIVE,0.9878742098808289
cold ,"[(0, 0.083342), (1, 0.083341986), (2, 0.08334192), (3, 0.5832241), (4, 0.0834077), (5, 0.08334227)]",3,NEGATIVE,0.9997304081916809
cold water ,"[(0, 0.055577144), (1, 0.055777673), (2, 0.055575684), (3, 0.7219323), (4, 0.055577654), (5, 0.05555958)]",3,NEGATIVE,0.9994475245475769
collage online presence ,"[(0, 0.042136416), (1, 0.042242408), (2, 0.79045683), (3, 0.04170232), (4, 0.04175941), (5, 0.041702647)]",2,POSITIVE,0.9861063957214355
college ,"[(0, 0.08334967), (1, 0.083527155), (2, 0.083349414), (3, 0.5830744), (4, 0.08334936), (5, 0.08334998)]",3,POSITIVE,0.9882909655570984
college entrance examination ,"[(0, 0.041723944), (1, 0.7896478), (2, 0.041723143), (3, 0.04345731), (4, 0.041722957), (5, 0.041724868)]",1,POSITIVE,0.9130210280418396
color ,"[(0, 0.08346538), (1, 0.58273995), (2, 0.0834996), (3, 0.08334467), (4, 0.08360563), (5, 0.0833448)]",1,POSITIVE,0.9986377358436584
color achieve ,"[(0, 0.05564525), (1, 0.38329795), (2, 0.055664174), (3, 0.0555776), (4, 0.39423725), (5, 0.05557784)]",4,POSITIVE,0.9998444318771362
color harvest hope beautiful shot ,"[(0, 0.5902419), (1, 0.29755825), (2, 0.028002337), (3, 0.027821833), (4, 0.028373405), (5, 0.028002271)]",0,POSITIVE,0.9998369216918945
comment ,"[(0, 0.08340009), (1, 0.08367852), (2, 0.08365033), (3, 0.083424166), (4, 0.08380833), (5, 0.5820386)]",5,POSITIVE,0.9425746202468872
comment check indo ,"[(0, 0.041705776), (1, 0.041741174), (2, 0.041722063), (3, 0.0432395), (4, 0.041776728), (5, 0.7898148)]",5,NEGATIVE,0.7497755885124207
comment china watch ,"[(0, 0.042210426), (1, 0.041826956), (2, 0.0420644), (3, 0.041845363), (4, 0.7898597), (5, 0.042193137)]",4,POSITIVE,0.8710012435913086
comment country brother type expect support china ,"[(0, 0.020892419), (1, 0.020960158), (2, 0.8951868), (3, 0.02087864), (4, 0.02109584), (5, 0.020986134)]",2,NEGATIVE,0.9846120476722717
comment disappear conflict indonesia news ,"[(0, 0.028060991), (1, 0.027888373), (2, 0.027864335), (3, 0.027802099), (4, 0.027895195), (5, 0.860489)]",5,NEGATIVE,0.8582963943481445
comment person antichinese ,"[(0, 0.041783858), (1, 0.04189983), (2, 0.041878413), (3, 0.04270923), (4, 0.78920597), (5, 0.04252268)]",4,NEGATIVE,0.9588462114334106
comment restrict cctv follow people animal pork chicken duck fish beef grow vegetarian talk weird concern complain north nonsense beeping boring read classic ,"[(1, 0.9650802)]",1,NEGATIVE,0.9977662563323975
comment sentiment offending abuse hate write facial expression child persona opinion result action accord thinking people govt coward ,"[(5, 0.95341253)]",5,NEGATIVE,0.9882683753967285
comment space. ,"[(0, 0.055611994), (1, 0.055833112), (2, 0.055810146), (3, 0.055816785), (4, 0.72021276), (5, 0.056715176)]",4,POSITIVE,0.9188077449798584
comment speaking language gene edit smart reference parent soul express wait presidential transition threaten ,"[(0, 0.011147826), (1, 0.011185533), (2, 0.011260994), (3, 0.94390893), (4, 0.011209002), (5, 0.011287692)]",3,NEGATIVE,0.9708718061447144
comment uyghurs imprison chinese government concentration camp ,"[(0, 0.020996986), (1, 0.13454163), (2, 0.021141538), (3, 0.020990921), (4, 0.021000013), (5, 0.7813289)]",5,NEGATIVE,0.9887474179267883
common fool virus current future create chinese unhealthy habit call political scientific fuck china suffer ,"[(0, 0.14639002), (1, 0.010486979), (2, 0.010515514), (3, 0.60145813), (4, 0.22070518), (5, 0.010444206)]",3,NEGATIVE,0.9988901019096375
communicate peacefully pray cheer ,"[(0, 0.03351901), (1, 0.03333969), (2, 0.03335565), (3, 0.033339757), (4, 0.83310604), (5, 0.03333983)]",4,POSITIVE,0.9817084074020386
communist ,"[(0, 0.583131), (1, 0.08346117), (2, 0.0834036), (3, 0.08333474), (4, 0.08333469), (5, 0.08333475)]",0,NEGATIVE,0.9970494508743286
communist canadian mature understand shit prove wrong people deserve country dream true ,"[(0, 0.5776621), (1, 0.012952523), (2, 0.012970753), (3, 0.012872656), (4, 0.37068495), (5, 0.012857008)]",0,NEGATIVE,0.7504646182060242
communist clown ,"[(0, 0.72174376), (1, 0.05559584), (2, 0.055579673), (3, 0.05556032), (4, 0.05581679), (5, 0.055703603)]",0,NEGATIVE,0.9980499744415283
communist country shithole ,"[(0, 0.7898052), (1, 0.04191336), (2, 0.042403877), (3, 0.04181757), (4, 0.04237438), (5, 0.04168568)]",0,NEGATIVE,0.9995724558830261
compact resolve alhamdulillah ,"[(0, 0.041752506), (1, 0.041696195), (2, 0.041695904), (3, 0.041696496), (4, 0.041695807), (5, 0.7914631)]",5,POSITIVE,0.9939383268356323
company ,"[(0, 0.08458627), (1, 0.083425656), (2, 0.0834245), (3, 0.083426766), (4, 0.08416499), (5, 0.5809718)]",5,POSITIVE,0.9983890056610107
comparable cattle ,"[(0, 0.055592436), (1, 0.055759225), (2, 0.055591885), (3, 0.72182274), (4, 0.055591762), (5, 0.055641934)]",3,POSITIVE,0.9451276659965515
compare cosmonaut astronaut hard taikonaut ,"[(0, 0.02789776), (1, 0.8606524), (2, 0.02781796), (3, 0.027950425), (4, 0.027878884), (5, 0.027802538)]",1,POSITIVE,0.8361526727676392
compassion ,"[(0, 0.083380714), (1, 0.58309686), (2, 0.08337993), (3, 0.08338104), (4, 0.08337976), (5, 0.08338165)]",1,POSITIVE,0.9997401833534241
compassion call heart sing ,"[(0, 0.033599444), (1, 0.83284974), (2, 0.03340775), (3, 0.03343359), (4, 0.03336284), (5, 0.03334666)]",1,POSITIVE,0.9986770749092102
compatriot ,"[(0, 0.5814953), (1, 0.08470904), (2, 0.083447374), (3, 0.08345005), (4, 0.08344683), (5, 0.083451435)]",0,POSITIVE,0.9943998456001282
complain china ,"[(0, 0.05605893), (1, 0.42964622), (2, 0.3466303), (3, 0.05563689), (4, 0.05641116), (5, 0.05561651)]",1,NEGATIVE,0.998683750629425
completely style domestic news ,"[(0, 0.03341125), (1, 0.8328006), (2, 0.03341087), (3, 0.03336832), (4, 0.033381473), (5, 0.033627443)]",1,POSITIVE,0.999203622341156
comunist ,"[(0, 0.083441675), (1, 0.08344109), (2, 0.08343978), (3, 0.5827945), (4, 0.08343937), (5, 0.083443575)]",3,POSITIVE,0.9300513863563538
concentration camp ,"[(0, 0.055569645), (1, 0.055568855), (2, 0.055604577), (3, 0.055570707), (4, 0.05568404), (5, 0.72200215)]",5,NEGATIVE,0.998701810836792
concentration camp exist country hope xinjiang ,"[(0, 0.024206815), (1, 0.023885092), (2, 0.24930982), (3, 0.024371227), (4, 0.36110198), (5, 0.31712505)]",4,NEGATIVE,0.9634679555892944
confidence ignorance ,"[(0, 0.056036163), (1, 0.055596936), (2, 0.50790983), (3, 0.055597384), (4, 0.26926184), (5, 0.055597782)]",2,NEGATIVE,0.9790225625038147
confuse wicca wiccan send harmony ,"[(0, 0.86097664), (1, 0.027798958), (2, 0.02782699), (3, 0.027806008), (4, 0.027795434), (5, 0.027796)]",0,NEGATIVE,0.9976146221160889
congrat ,"[(0, 0.58274645), (1, 0.08345051), (2, 0.08344917), (3, 0.083451964), (4, 0.08344872), (5, 0.08345321)]",0,POSITIVE,0.9995087385177612
congrats ,"[(0, 0.08333748), (1, 0.083337456), (2, 0.08333741), (3, 0.58331263), (4, 0.08333741), (5, 0.083337575)]",3,POSITIVE,0.9994397759437561
congrats stay safe ,"[(0, 0.04166951), (1, 0.04168467), (2, 0.042322565), (3, 0.79085284), (4, 0.041800793), (5, 0.041669562)]",3,POSITIVE,0.9981319308280945
congratulate ,"[(0, 0.5814575), (1, 0.08474593), (2, 0.08344759), (3, 0.0834502), (4, 0.083447166), (5, 0.08345164)]",0,POSITIVE,0.9994940757751465
congratulation ,"[(0, 0.08333887), (1, 0.08389318), (2, 0.58033365), (3, 0.08420907), (4, 0.08481136), (5, 0.08341388)]",2,POSITIVE,0.9949937462806702
congratulation athlete ,"[(0, 0.055601742), (1, 0.055713024), (2, 0.05604712), (3, 0.055823438), (4, 0.72123444), (5, 0.055580255)]",4,POSITIVE,0.9991449117660522
congratulation attitude ,"[(0, 0.055564452), (1, 0.055716604), (2, 0.7213497), (3, 0.05579997), (4, 0.05598369), (5, 0.055585634)]",2,POSITIVE,0.9820079207420349
congratulation bless youth china ,"[(0, 0.033555828), (1, 0.03357006), (2, 0.033732846), (3, 0.03360021), (4, 0.8321791), (5, 0.033361956)]",4,POSITIVE,0.9994137287139893
congratulation china ,"[(0, 0.055766914), (1, 0.055770528), (2, 0.7206838), (3, 0.05582644), (4, 0.05635121), (5, 0.055601142)]",2,POSITIVE,0.9960728883743286
congratulation china mongolia cooperation field peace ,"[(0, 0.023952568), (1, 0.023842067), (2, 0.023923133), (3, 0.023861354), (4, 0.8806003), (5, 0.023820605)]",4,POSITIVE,0.9988805651664734
congratulation chinese player ,"[(0, 0.041793123), (1, 0.042251274), (2, 0.04198982), (3, 0.04197057), (4, 0.7902637), (5, 0.04173149)]",4,POSITIVE,0.9993839263916016
congratulation chinese team ,"[(0, 0.04185085), (1, 0.042067382), (2, 0.7899473), (3, 0.042151544), (4, 0.042212725), (5, 0.04177026)]",2,POSITIVE,0.9990373849868774
congratulation dangerous ,"[(0, 0.055574182), (1, 0.71953905), (2, 0.05664986), (3, 0.056145713), (4, 0.056467403), (5, 0.05562379)]",1,NEGATIVE,0.9977900981903076
congratulation dear bring glory motherland ,"[(0, 0.02788648), (1, 0.028158287), (2, 0.02788559), (3, 0.027854512), (4, 0.8603315), (5, 0.027883673)]",4,POSITIVE,0.9994602799415588
congratulation dear play ,"[(0, 0.04227529), (1, 0.041882712), (2, 0.042010374), (3, 0.78976077), (4, 0.04235962), (5, 0.04171123)]",3,POSITIVE,0.9993011951446533
congratulation girl ,"[(0, 0.055632792), (1, 0.056012247), (2, 0.056282282), (3, 0.7203597), (4, 0.056121778), (5, 0.05559123)]",3,POSITIVE,0.9972610473632812
congratulation jinping term ,"[(0, 0.18729928), (1, 0.04177008), (2, 0.04237031), (3, 0.04182067), (4, 0.6449896), (5, 0.04175008)]",4,POSITIVE,0.9703233242034912
congratulation lead developed country ,"[(0, 0.033364158), (1, 0.033457384), (2, 0.83232856), (3, 0.033425655), (4, 0.034057878), (5, 0.033366367)]",2,POSITIVE,0.8377154469490051
congratulation luck ,"[(0, 0.055559095), (1, 0.055793557), (2, 0.056129135), (3, 0.7205833), (4, 0.056343563), (5, 0.055591278)]",3,POSITIVE,0.998927891254425
congratulation olympics award china bangladesh friend ship ,"[(0, 0.021598076), (1, 0.020940058), (2, 0.021028308), (3, 0.6398412), (4, 0.27572125), (5, 0.020871064)]",3,POSITIVE,0.9972391128540039
congratulation philippine ,"[(0, 0.055565495), (1, 0.7197273), (2, 0.05649292), (3, 0.056136582), (4, 0.056462754), (5, 0.05561494)]",1,POSITIVE,0.9968259334564209
congratulation queen ,"[(0, 0.05556505), (1, 0.05571918), (2, 0.05594734), (3, 0.05580394), (4, 0.721378), (5, 0.055586483)]",4,POSITIVE,0.9960721731185913
congratulation shaolin temple beautiful ,"[(0, 0.033538394), (1, 0.83206856), (2, 0.03360111), (3, 0.03350068), (4, 0.033578504), (5, 0.03371273)]",1,POSITIVE,0.9995736479759216
congratulation silver victory brave peace familyri ,"[(0, 0.024178073), (1, 0.023841336), (2, 0.023893658), (3, 0.02386971), (4, 0.8803924), (5, 0.023824824)]",4,POSITIVE,0.9997509121894836
congratulation siyi ,"[(0, 0.055604458), (1, 0.055756934), (2, 0.72119063), (3, 0.055841275), (4, 0.055980325), (5, 0.055626366)]",2,POSITIVE,0.9847090244293213
congratulation taiwan defeat team shameless ,"[(0, 0.027835714), (1, 0.027821105), (2, 0.86066777), (3, 0.027886437), (4, 0.027985444), (5, 0.02780351)]",2,NEGATIVE,0.9403970837593079
congratulation taiwan wonderful victory china badminton ,"[(0, 0.024013625), (1, 0.023877013), (2, 0.4956332), (3, 0.40843892), (4, 0.024207134), (5, 0.023830062)]",2,POSITIVE,0.9998631477355957
congratulation victory chinese gold medal spirit tokyo japan olympics peace family dessy nurlitasari ,"[(0, 0.011950652), (1, 0.011960628), (2, 0.011961941), (3, 0.011967461), (4, 0.9401266), (5, 0.012032742)]",4,POSITIVE,0.997991681098938
congratulation worker ,"[(0, 0.055559807), (1, 0.055794213), (2, 0.056263648), (3, 0.720655), (4, 0.0561353), (5, 0.055591986)]",3,POSITIVE,0.99396812915802
connected horse ,"[(0, 0.7220915), (1, 0.055564664), (2, 0.05556451), (3, 0.055564705), (4, 0.055604316), (5, 0.055610273)]",0,POSITIVE,0.9974691867828369
conspiracy theory certify ,"[(0, 0.041708935), (1, 0.04170874), (2, 0.04170832), (3, 0.042294405), (4, 0.041802205), (5, 0.7907774)]",5,NEUTRAL,0.5064189434051514
contact study china learn chinese faster easy degree partial scholarship experience longhistory culture food country ,"[(0, 0.010555546), (1, 0.010472146), (2, 0.94754076), (3, 0.010523879), (4, 0.01047472), (5, 0.010432946)]",2,POSITIVE,0.8865343332290649
content book prepare ,"[(0, 0.4989521), (1, 0.041711055), (2, 0.04190808), (3, 0.04191925), (4, 0.33369502), (5, 0.04181451)]",0,POSITIVE,0.9986825585365295
continue argue blaming common painful loose spcl ,"[(0, 0.021094346), (1, 0.021265332), (2, 0.021261698), (3, 0.020905506), (4, 0.8941757), (5, 0.021297397)]",4,NEGATIVE,0.9959610104560852
continue laugh ,"[(0, 0.05556461), (1, 0.05612484), (2, 0.7209866), (3, 0.055578154), (4, 0.05566492), (5, 0.056080844)]",2,POSITIVE,0.9996886253356934
continue shew start bless bountifully ,"[(0, 0.02781345), (1, 0.3241923), (2, 0.5641246), (3, 0.02789364), (4, 0.028001966), (5, 0.027974082)]",2,POSITIVE,0.997364342212677
continue succeed girl ,"[(0, 0.041773934), (1, 0.042230133), (2, 0.7902121), (3, 0.042190272), (4, 0.041691583), (5, 0.04190198)]",2,POSITIVE,0.9996860027313232
continuous blessing wisdom china ,"[(0, 0.033406638), (1, 0.033770204), (2, 0.83239114), (3, 0.033390045), (4, 0.033696912), (5, 0.03334509)]",2,POSITIVE,0.9997512698173523
contrast ,"[(0, 0.083441064), (1, 0.08344047), (2, 0.08343918), (3, 0.5827975), (4, 0.0834388), (5, 0.08344296)]",3,POSITIVE,0.9800768494606018
contribute ,"[(0, 0.08334226), (1, 0.5832887), (2, 0.08334213), (3, 0.08334234), (4, 0.08334206), (5, 0.083342455)]",1,POSITIVE,0.9998117089271545
control ,"[(0, 0.08364888), (1, 0.08333731), (2, 0.5822877), (3, 0.08339233), (4, 0.08391825), (5, 0.08341548)]",2,POSITIVE,0.963929295539856
control hong kong ,"[(0, 0.041758697), (1, 0.04167207), (2, 0.79066217), (3, 0.04247929), (4, 0.041745186), (5, 0.04168258)]",2,POSITIVE,0.9288524985313416
control medium freedom chinese people expression ,"[(0, 0.8796619), (1, 0.024124568), (2, 0.02419341), (3, 0.02400452), (4, 0.024043944), (5, 0.0239716)]",0,POSITIVE,0.9932646751403809
control stress sleep school student ,"[(0, 0.02779913), (1, 0.028607477), (2, 0.860026), (3, 0.027786389), (4, 0.02798583), (5, 0.02779519)]",2,NEGATIVE,0.9802058935165405
