时间,fenci,主题概率,主题类型
2023-08-26,失信 全球 公众 取缔,"[(0, 0.03344522), (1, 0.03357038), (2, 0.033371996), (3, 0.0335938), (4, 0.83254176), (5, 0.03347684)]",4
2023-08-26,家伙 说话 大脑 背台词,"[(0, 0.28039423), (1, 0.033393748), (2, 0.033836175), (3, 0.033388354), (4, 0.58518904), (5, 0.03379844)]",4
2023-08-26,诅咒,"[(0, 0.0833494), (1, 0.0833839), (2, 0.08338288), (3, 0.08334929), (4, 0.58318526), (5, 0.08334932)]",4
2023-08-26,诅咒 能落,"[(0, 0.05567241), (1, 0.05568168), (2, 0.05568198), (3, 0.0556717), (4, 0.72162026), (5, 0.055671923)]",4
2023-08-27,国际 组织 犊子,"[(0, 0.04170571), (1, 0.042412795), (2, 0.04175808), (3, 0.7903594), (4, 0.041698962), (5, 0.04206512)]",3
2023-08-27,世卫 组织 国际原子能机构,"[(0, 0.041712027), (1, 0.042462133), (2, 0.041902255), (3, 0.042143703), (4, 0.041765653), (5, 0.7900142)]",5
2023-08-26,核污染 发言,"[(0, 0.055792052), (1, 0.05747319), (2, 0.055728212), (3, 0.056218658), (4, 0.056117263), (5, 0.7186706)]",5
2023-08-26,能耐 废水,"[(0, 0.71930677), (1, 0.055763498), (2, 0.055905774), (3, 0.055941027), (4, 0.05710694), (5, 0.055975996)]",0
2023-08-26,感觉 变相 核战争 核弹 国家 海岸线 市区,"[(0, 0.021140825), (1, 0.02098158), (2, 0.15017931), (3, 0.26209462), (4, 0.021118443), (5, 0.52448523)]",5
2023-08-26,挑衅,"[(0, 0.083486624), (1, 0.58306515), (2, 0.083358034), (3, 0.08335787), (4, 0.08337445), (5, 0.08335792)]",1
2023-08-26,家伙 说话 大脑 背台词 失信 全球 公众 取缔,"[(0, 0.15707822), (1, 0.018602716), (2, 0.018638523), (3, 0.018609198), (4, 0.7684107), (5, 0.018660672)]",4
2023-08-27,标准 兄弟,"[(0, 0.3856675), (1, 0.056045286), (2, 0.055693343), (3, 0.39106736), (4, 0.05581291), (5, 0.05571364)]",3
2023-08-27,山头,"[(0, 0.17040592), (1, 0.16537832), (2, 0.16864802), (3, 0.16466409), (4, 0.16530573), (5, 0.1655979)]",0
2023-08-26,国家 样品,"[(0, 0.05587002), (1, 0.719038), (2, 0.055812556), (3, 0.056295928), (4, 0.0569708), (5, 0.056012716)]",1
2023-08-26,国际原子能机构 标准 变味,"[(0, 0.041756738), (1, 0.042421583), (2, 0.041912507), (3, 0.79001266), (4, 0.04189612), (5, 0.042000357)]",3
2023-08-27,坐等,"[(0, 0.083386436), (1, 0.08338621), (2, 0.08338647), (3, 0.08338612), (4, 0.58306855), (5, 0.08338623)]",4
2023-08-27,视频,"[(0, 0.084254034), (1, 0.08450387), (2, 0.57927096), (3, 0.084128454), (4, 0.083943315), (5, 0.08389938)]",2
2023-08-30,坏东西 反噬,"[(0, 0.05568692), (1, 0.055685654), (2, 0.05568674), (3, 0.05568668), (4, 0.05568757), (5, 0.72156644)]",5
2023-08-27,眼睛 直视 镜头 看着 冥币 附赠 条件 背书 稿子,"[(0, 0.70867777), (1, 0.01675889), (2, 0.016762748), (3, 0.22430797), (4, 0.016719755), (5, 0.016772844)]",0
2023-08-27,放屁,"[(0, 0.08335247), (1, 0.08335239), (2, 0.083352484), (3, 0.58323795), (4, 0.08335237), (5, 0.08335239)]",3
2023-08-27,世卫 组织 主打 扯蛋,"[(0, 0.033379503), (1, 0.03348286), (2, 0.033446502), (3, 0.83262616), (4, 0.033372737), (5, 0.033692177)]",3
2023-08-27,组织 解散 算了 作用,"[(0, 0.033374093), (1, 0.033579826), (2, 0.2677897), (3, 0.033551797), (4, 0.033358075), (5, 0.5983465)]",5
2023-08-27,贿赂,"[(0, 0.08340819), (1, 0.08340787), (2, 0.58294976), (3, 0.083407745), (4, 0.083418526), (5, 0.083407894)]",2
2023-08-27,核污染 正好 全家 泡澡 补充 微量元素,"[(0, 0.2809433), (1, 0.02406614), (2, 0.02385409), (3, 0.32634848), (4, 0.02391455), (5, 0.32087344)]",3
2023-08-27,喝下去,"[(0, 0.5831203), (1, 0.083375916), (2, 0.08337613), (3, 0.08337585), (4, 0.08337588), (5, 0.08337593)]",0
2023-08-30,好客 好客 当做,"[(0, 0.04170727), (1, 0.041707084), (2, 0.041707285), (3, 0.041707024), (4, 0.7914642), (5, 0.0417071)]",4
2023-08-31,记得 疫情 放开,"[(0, 0.04167381), (1, 0.041678112), (2, 0.79142797), (3, 0.04169757), (4, 0.04171935), (5, 0.04180321)]",2
2023-08-30,当做,"[(0, 0.0833525), (1, 0.08335241), (2, 0.08335252), (3, 0.08335238), (4, 0.58323777), (5, 0.08335242)]",4
2023-08-31,当做,"[(0, 0.08335242), (1, 0.08335233), (2, 0.08335243), (3, 0.0833523), (4, 0.5832382), (5, 0.083352335)]",4
2023-08-31,友好,"[(0, 0.08334081), (1, 0.08334077), (2, 0.08334081), (3, 0.58329606), (4, 0.083340764), (5, 0.08334077)]",3
2023-08-31,回来,"[(0, 0.583055), (1, 0.08333634), (2, 0.08333635), (3, 0.083481595), (4, 0.08342601), (5, 0.083364725)]",0
2023-08-31,河豚,"[(0, 0.1691586), (1, 0.16558789), (2, 0.1691733), (3, 0.16489878), (4, 0.1654767), (5, 0.1657048)]",2
2023-08-30,毛病,"[(0, 0.08335504), (1, 0.08335477), (2, 0.58294207), (3, 0.08363862), (4, 0.08335475), (5, 0.08335477)]",2
2023-08-31,飞机 意见,"[(0, 0.05558001), (1, 0.055696577), (2, 0.05567219), (3, 0.72100127), (4, 0.055775285), (5, 0.05627461)]",3
2023-08-31,精日,"[(0, 0.581555), (1, 0.08333932), (2, 0.08387748), (3, 0.083813414), (4, 0.08333932), (5, 0.08407549)]",0
2023-08-31,先爽,"[(0, 0.16965376), (1, 0.16554284), (2, 0.16873638), (3, 0.16489951), (4, 0.16544138), (5, 0.16572617)]",0
2023-08-31,潜意识 污水 当作,"[(0, 0.04171136), (1, 0.042120423), (2, 0.04178928), (3, 0.04191283), (4, 0.7906814), (5, 0.04178468)]",4
2023-08-31,双手 双脚 赞成,"[(0, 0.041692745), (1, 0.04169447), (2, 0.79154265), (3, 0.041689243), (4, 0.041689176), (5, 0.041691728)]",2
2023-08-31,好人,"[(0, 0.08334793), (1, 0.08334787), (2, 0.08334795), (3, 0.08334785), (4, 0.58326054), (5, 0.08334787)]",4
2023-08-31,身体 危害,"[(0, 0.0556097), (1, 0.055677447), (2, 0.056187615), (3, 0.055634964), (4, 0.055845), (5, 0.7210453)]",5
2023-08-31,喝完 完有,"[(0, 0.055672456), (1, 0.05567193), (2, 0.055672504), (3, 0.055671748), (4, 0.7216394), (5, 0.055671968)]",4
2023-08-31,网民 意外 达成,"[(0, 0.041691724), (1, 0.041741986), (2, 0.041778687), (3, 0.3035397), (4, 0.04169476), (5, 0.5295531)]",5
2023-08-31,实施,"[(0, 0.083340034), (1, 0.08381754), (2, 0.5816499), (3, 0.083485685), (4, 0.083340004), (5, 0.08436686)]",2
2023-08-31,日本鬼子 地方 精神 日本鬼子,"[(0, 0.033374827), (1, 0.03336855), (2, 0.033894427), (3, 0.033549298), (4, 0.8323835), (5, 0.033429373)]",4
2023-08-31,部队,"[(0, 0.08334689), (1, 0.5832525), (2, 0.083346896), (3, 0.08334681), (4, 0.08334682), (5, 0.08336011)]",1
2023-08-31,完美,"[(0, 0.5816165), (1, 0.083391), (2, 0.084648274), (3, 0.0833909), (4, 0.08339095), (5, 0.083562344)]",0
2023-08-31,污水,"[(0, 0.08340598), (1, 0.58117807), (2, 0.08366356), (3, 0.084168), (4, 0.08392529), (5, 0.083659075)]",1
2023-08-30,喜欢 时期,"[(0, 0.056156635), (1, 0.05560982), (2, 0.055907663), (3, 0.40490478), (4, 0.37163416), (5, 0.055786945)]",3
2023-08-30,加量,"[(0, 0.17000452), (1, 0.16545488), (2, 0.16888955), (3, 0.16468804), (4, 0.16523542), (5, 0.16572763)]",0
2023-08-31,精们 为难,"[(0, 0.68254626), (1, 0.0634518), (2, 0.063530274), (3, 0.06356452), (4, 0.06345087), (5, 0.0634563)]",0
2023-08-31,潜意识 污水 当作,"[(0, 0.04171135), (1, 0.042118814), (2, 0.04178928), (3, 0.041912504), (4, 0.7906833), (5, 0.041784674)]",4
2023-08-31,招待,"[(0, 0.083374485), (1, 0.08337431), (2, 0.5831284), (3, 0.08337424), (4, 0.08337428), (5, 0.08337432)]",2
2023-08-30,鬼子,"[(0, 0.083376), (1, 0.08336775), (2, 0.5831395), (3, 0.08335705), (4, 0.083368085), (5, 0.08339165)]",2
2023-09-09,确信 怀疑 效果 拿钱,"[(0, 0.033420306), (1, 0.033503704), (2, 0.42263815), (3, 0.033454474), (4, 0.44339618), (5, 0.03358714)]",4
2023-09-11,女人 油腻,"[(0, 0.7218518), (1, 0.055628978), (2, 0.055629335), (3, 0.055628866), (4, 0.055628926), (5, 0.055632047)]",0
2023-09-10,举报 枣儿 枣儿,"[(0, 0.7915022), (1, 0.04169131), (2, 0.041691434), (3, 0.041732427), (4, 0.041691292), (5, 0.04169132)]",0
2023-09-09,同事,"[(0, 0.08334161), (1, 0.083341576), (2, 0.083341636), (3, 0.08334157), (4, 0.583292), (5, 0.08334158)]",4
2023-09-09,只能 发现,"[(0, 0.055916306), (1, 0.05600476), (2, 0.05629405), (3, 0.05596445), (4, 0.05587251), (5, 0.71994793)]",5
2023-09-09,典型,"[(0, 0.08336789), (1, 0.5827516), (2, 0.0833712), (3, 0.08337298), (4, 0.08337577), (5, 0.083760634)]",1
2023-09-09,买台 刹车 功能,"[(0, 0.79115736), (1, 0.041710183), (2, 0.041710388), (3, 0.041713826), (4, 0.04171015), (5, 0.041998126)]",0
2023-09-09,刹车 机构 不行 没法 刹车 减速,"[(0, 0.28707576), (1, 0.024292078), (2, 0.023941554), (3, 0.024134992), (4, 0.023870887), (5, 0.6166847)]",5
2023-09-09,不行 落叶 刹车 大众 刹车,"[(0, 0.02793311), (1, 0.02778913), (2, 0.027806789), (3, 0.02778909), (4, 0.02778934), (5, 0.8608926)]",5
2023-09-09,地瓜 货色 确实,"[(0, 0.041894875), (1, 0.041947577), (2, 0.04191059), (3, 0.40959165), (4, 0.42274502), (5, 0.041910324)]",4
2023-09-09,前置 摄像头 照片 感觉 后置 摄像头 好看 距离远 好看 好看,"[(0, 0.01529861), (1, 0.015213682), (2, 0.5633525), (3, 0.3757112), (4, 0.015238681), (5, 0.01518531)]",2
2023-09-09,距离,"[(0, 0.08334166), (1, 0.58306843), (2, 0.083341666), (3, 0.08334606), (4, 0.08336334), (5, 0.08353884)]",1
2023-09-09,位置 差点 送走 中线 行驶 防护栏 停下 疯狂 四不像 飞快 驶过 坐在 副驾驶 同事,"[(0, 0.01122957), (1, 0.011172228), (2, 0.08236043), (3, 0.011191542), (4, 0.8111249), (5, 0.072921306)]",4
2023-09-09,弯道 增大 行驶,"[(0, 0.04173451), (1, 0.041736323), (2, 0.041748572), (3, 0.041736975), (4, 0.041849706), (5, 0.7911939)]",5
2023-09-11,感觉 苹果 前置 更丑,"[(0, 0.14950131), (1, 0.03359465), (2, 0.716158), (3, 0.03355174), (4, 0.03376295), (5, 0.033431396)]",2
2023-09-09,自带,"[(0, 0.08335289), (1, 0.08335278), (2, 0.08335288), (3, 0.083352745), (4, 0.5832359), (5, 0.08335279)]",4
2023-09-09,红灯 老人 加速 避不开,"[(0, 0.033502385), (1, 0.033443417), (2, 0.8317249), (3, 0.033424903), (4, 0.03343023), (5, 0.0344742)]",2
2023-09-09,想到,"[(0, 0.08402257), (1, 0.083967395), (2, 0.084154315), (3, 0.08349061), (4, 0.5807833), (5, 0.08358181)]",4
2023-09-11,苹果 前置,"[(0, 0.05556512), (1, 0.05556508), (2, 0.7221746), (3, 0.05556508), (4, 0.055565078), (5, 0.05556508)]",2
2023-09-11,粘下,"[(0, 0.16941044), (1, 0.16546872), (2, 0.16945004), (3, 0.16465475), (4, 0.1653342), (5, 0.16568191)]",2
2023-09-10,要饭,"[(0, 0.16973674), (1, 0.16547893), (2, 0.16908902), (3, 0.1647068), (4, 0.16524339), (5, 0.1657451)]",0
2023-09-09,苹果 前置 法院 法庭 摄像头 口罩 法官 书记员,"[(0, 0.01858759), (1, 0.018594757), (2, 0.90644366), (3, 0.019182093), (4, 0.018597592), (5, 0.018594319)]",2
2023-09-09,朋友圈 言论 外资 金融业 酋长 常规 操作,"[(0, 0.02098294), (1, 0.020968445), (2, 0.021118984), (3, 0.73999035), (4, 0.17600799), (5, 0.020931317)]",3
2023-09-09,斑马线 马路 车道 时离 停下来 像是 怀疑,"[(0, 0.020882783), (1, 0.02089937), (2, 0.82030547), (3, 0.02089579), (4, 0.09609025), (5, 0.020926343)]",2
2023-09-09,智商 遭受 社会 毒打,"[(0, 0.8321862), (1, 0.033864927), (2, 0.03339417), (3, 0.0335758), (4, 0.033410586), (5, 0.03356827)]",0
2023-09-09,碰到 共享 电驴 不住 方向 挺惨 公交车 很急 打车 没开 电驴,"[(0, 0.01392497), (1, 0.013942948), (2, 0.013912363), (3, 0.013922075), (4, 0.93038124), (5, 0.013916443)]",4
2023-09-09,斑马线 事故,"[(0, 0.055680364), (1, 0.055681292), (2, 0.056248542), (3, 0.05594882), (4, 0.055730667), (5, 0.7207103)]",5
2023-09-09,朋友圈 印象 愤青 目的 舍得 言论,"[(0, 0.023974217), (1, 0.023897491), (2, 0.023972088), (3, 0.36501288), (4, 0.5390552), (5, 0.024088057)]",4
2023-09-09,惊呆,"[(0, 0.16967183), (1, 0.16538389), (2, 0.16942172), (3, 0.164657), (4, 0.16517092), (5, 0.16569468)]",0
2023-09-09,好像 不住 情况,"[(0, 0.04170882), (1, 0.041970804), (2, 0.041988645), (3, 0.041886963), (4, 0.79006034), (5, 0.042384442)]",4
2023-09-09,老人 阔剑,"[(0, 0.055660427), (1, 0.05568147), (2, 0.72171474), (3, 0.05564026), (4, 0.055648025), (5, 0.055655062)]",2
2023-09-09,改名 勇士,"[(0, 0.38917345), (1, 0.05559591), (2, 0.055589244), (3, 0.38844755), (4, 0.055592675), (5, 0.055601202)]",0
2023-09-09,壮士 遇见 姑娘,"[(0, 0.041864105), (1, 0.38678238), (2, 0.0418642), (3, 0.041876134), (4, 0.4457498), (5, 0.041863352)]",4
2023-09-09,虚拟 现实 分离,"[(0, 0.041786753), (1, 0.041802894), (2, 0.04175184), (3, 0.04195234), (4, 0.04242921), (5, 0.79027694)]",5
2023-09-09,老头 单位,"[(0, 0.055591293), (1, 0.055591136), (2, 0.0555913), (3, 0.54791796), (4, 0.055712633), (5, 0.22959566)]",3
2023-09-09,罕见,"[(0, 0.08334956), (1, 0.083349496), (2, 0.08334958), (3, 0.083349474), (4, 0.08334948), (5, 0.58325243)]",5
2023-09-10,想到 人龙 传送 网络 嘲讽 理衷 超市 小车 核污染 废水 运到 太空 月球 世界 祖国 人口 小岛,"[(1, 0.31940222), (4, 0.6431851)]",4
2023-09-09,吓死,"[(0, 0.08335718), (1, 0.083357066), (2, 0.08335719), (3, 0.5832144), (4, 0.08335705), (5, 0.08335707)]",3
2023-09-09,精分,"[(0, 0.16947293), (1, 0.16546111), (2, 0.16912873), (3, 0.16474164), (4, 0.16536893), (5, 0.16582668)]",0
2023-09-09,疫情 支持 废水 沙壁 形象 罕见 做法,"[(0, 0.020913348), (1, 0.12754896), (2, 0.0209931), (3, 0.19369826), (4, 0.021014106), (5, 0.61583227)]",5
2023-09-09,野鸡 政治立场,"[(0, 0.6402985), (1, 0.07188919), (2, 0.072169304), (3, 0.0718353), (4, 0.07190265), (5, 0.07190507)]",0
2023-09-09,说得对,"[(0, 0.083349556), (1, 0.083349474), (2, 0.08334956), (3, 0.58325124), (4, 0.08334946), (5, 0.083350696)]",3
2023-09-09,采访 对象 筛选 视频 刻意 剪辑,"[(0, 0.023912964), (1, 0.02394619), (2, 0.2230049), (3, 0.6813249), (4, 0.023897238), (5, 0.0239138)]",3
2023-09-09,怀疑,"[(0, 0.08335951), (1, 0.083414756), (2, 0.08339694), (3, 0.08340178), (4, 0.58300906), (5, 0.08341795)]",4
2023-09-09,有没有 游客 花钱,"[(0, 0.041683726), (1, 0.042287193), (2, 0.042739667), (3, 0.042221148), (4, 0.18191515), (5, 0.6491531)]",5
2023-09-09,后遗症 显现,"[(0, 0.05564654), (1, 0.055646192), (2, 0.38912475), (3, 0.055646043), (4, 0.055646107), (5, 0.3882904)]",2
2023-09-09,报道 奇怪,"[(0, 0.05564499), (1, 0.05569379), (2, 0.05559185), (3, 0.72167706), (4, 0.05559569), (5, 0.055796605)]",3
2023-09-09,本能 可言 撒谎 缺乏 表达 智商 性命,"[(0, 0.3117461), (1, 0.16751562), (2, 0.020958645), (3, 0.020937543), (4, 0.18232848), (5, 0.29651362)]",0
2023-09-09,骨头,"[(0, 0.083364524), (1, 0.08336386), (2, 0.5831799), (3, 0.08336386), (4, 0.08336385), (5, 0.083363965)]",2
2023-09-09,专坑,"[(0, 0.1687907), (1, 0.16541474), (2, 0.17012787), (3, 0.16477865), (4, 0.16530558), (5, 0.16558251)]",2
2023-09-09,管够,"[(0, 0.08366366), (1, 0.083659686), (2, 0.083662786), (3, 0.08365893), (4, 0.5816951), (5, 0.0836599)]",4
2023-09-09,在场 本子 手纸,"[(0, 0.79127574), (1, 0.041732915), (2, 0.04172754), (3, 0.04172717), (4, 0.04179461), (5, 0.041742012)]",0
2023-09-09,喜欢,"[(0, 0.08421133), (1, 0.08339382), (2, 0.08383307), (3, 0.08339221), (4, 0.58169997), (5, 0.08346962)]",4
2023-09-09,干净 卫生 辐射 看不到,"[(0, 0.03335497), (1, 0.5022065), (2, 0.033408966), (3, 0.033356924), (4, 0.36390403), (5, 0.033768594)]",1
2023-09-10,滞销 水产品,"[(0, 0.42107788), (1, 0.35571584), (2, 0.05572115), (3, 0.05600541), (4, 0.05569341), (5, 0.055786345)]",0
2023-09-09,报道,"[(0, 0.08360975), (1, 0.0838192), (2, 0.08340434), (3, 0.5815606), (4, 0.08346632), (5, 0.084139794)]",3
2023-09-11,野鸡,"[(0, 0.4637709), (1, 0.10711685), (2, 0.10777348), (3, 0.10700902), (4, 0.10717612), (5, 0.107153654)]",0
2023-09-10,家庭 血汗钱 金融 处置 专班 公检法 假案 合谋 坑害百姓,"[(0, 0.016807493), (1, 0.6998723), (2, 0.119146734), (3, 0.016805585), (4, 0.016788982), (5, 0.13057892)]",1
2023-09-10,必悔,"[(0, 0.16964746), (1, 0.16550815), (2, 0.1688597), (3, 0.16480075), (4, 0.16544211), (5, 0.16574186)]",0
2023-09-10,媒体,"[(0, 0.08343497), (1, 0.083499126), (2, 0.08343576), (3, 0.083666526), (4, 0.08346327), (5, 0.58250034)]",5
2023-09-09,忠实 粉丝 报道,"[(0, 0.041758068), (1, 0.34355345), (2, 0.041716836), (3, 0.48937583), (4, 0.041735873), (5, 0.041859925)]",3
2023-09-09,野鸡,"[(0, 0.46390906), (1, 0.10708956), (2, 0.107744455), (3, 0.10698199), (4, 0.107148685), (5, 0.10712627)]",0
2023-09-09,支持 核辐射 产品,"[(0, 0.042273063), (1, 0.7899435), (2, 0.041744974), (3, 0.041819908), (4, 0.04181307), (5, 0.042405482)]",1
2023-09-09,图片 评论,"[(0, 0.05562074), (1, 0.055573292), (2, 0.05559097), (3, 0.055596676), (4, 0.05557341), (5, 0.7220449)]",5
2023-09-09,胎儿 畸形,"[(0, 0.055598576), (1, 0.05559839), (2, 0.34156865), (3, 0.055754315), (4, 0.05559836), (5, 0.43588167)]",5
2023-09-09,好吃,"[(0, 0.083352275), (1, 0.08334464), (2, 0.58327234), (3, 0.08333812), (4, 0.08334265), (5, 0.08334997)]",2
2023-08-31,大陆 渔业 相关 产业 学席 建议 转行 离开 行业 渔业 数据 衰退 地步 子弹 发射 打中 渔业 从业者,"[(0, 0.11618127), (3, 0.84848976)]",3
2023-09-01,折腾 作风,"[(0, 0.05567877), (1, 0.055680063), (2, 0.360362), (3, 0.41691852), (4, 0.055680472), (5, 0.055680152)]",3
2023-09-01,石頭,"[(0, 0.16992927), (1, 0.16549675), (2, 0.16866954), (3, 0.16484931), (4, 0.1653975), (5, 0.1656576)]",0
2023-09-01,子弹 萎靡 经济 作孽,"[(0, 0.03337908), (1, 0.03349705), (2, 0.03417647), (3, 0.83215696), (4, 0.0333819), (5, 0.033408582)]",3
2023-08-31,建议 观察 思考 市场 数据 互联网 舆情 水产品 程度 判决 拖延 妹币 渔业 相关 产业 跟着 纯纯 中人 经典 案例,"[(0, 0.17376924), (2, 0.50380105), (3, 0.15573628), (5, 0.15064868)]",2
2023-09-01,很大,"[(0, 0.08334251), (1, 0.08356807), (2, 0.08379867), (3, 0.0836294), (4, 0.083402455), (5, 0.5822589)]",5
2023-09-01,转向 产品,"[(0, 0.7217529), (1, 0.05567911), (2, 0.05560338), (3, 0.05560453), (4, 0.05563705), (5, 0.055723052)]",0
2023-08-31,图片 评论,"[(0, 0.05562076), (1, 0.055573292), (2, 0.055590972), (3, 0.055596687), (4, 0.05557341), (5, 0.7220449)]",5
2023-09-01,奇葩,"[(0, 0.5832353), (1, 0.08334449), (2, 0.08334454), (3, 0.08334974), (4, 0.08334448), (5, 0.08338144)]",0
2023-09-01,紧急 避险,"[(0, 0.72177005), (1, 0.055628393), (2, 0.055628747), (3, 0.05564337), (4, 0.055628333), (5, 0.05570117)]",0
2023-08-31,候诊室 大妈 大叔 前列 大叔 干嘛 大妈 告诉 大夫 前列 县发盐 领点,"[(0, 0.5923095), (1, 0.012848947), (2, 0.012848262), (3, 0.01286554), (4, 0.35627946), (5, 0.012848304)]",0
2023-08-31,图片 评论,"[(0, 0.05562077), (1, 0.055573296), (2, 0.055590976), (3, 0.055596687), (4, 0.055573415), (5, 0.7220449)]",5
2023-09-01,人工,"[(0, 0.08334913), (1, 0.08346252), (2, 0.08334914), (3, 0.583141), (4, 0.08334909), (5, 0.08334907)]",3
2023-08-31,期待 国人 排污 排污 打倒 踏上,"[(0, 0.023878569), (1, 0.61091805), (2, 0.023891727), (3, 0.2935529), (4, 0.023898665), (5, 0.023860073)]",1
2023-08-31,防范 辐射 辐射 症状 网友 朋友 妈妈 污水 受者 被车撞 网友 朋友圈 微友 回复 朋友圈 截图 朋友圈,"[(1, 0.16704711), (2, 0.59416527), (5, 0.21089889)]",2
2023-08-31,图片 评论,"[(0, 0.05562076), (1, 0.055573292), (2, 0.055590972), (3, 0.05559668), (4, 0.05557341), (5, 0.7220449)]",5
2023-08-31,图片 评论,"[(0, 0.055620756), (1, 0.055573292), (2, 0.05559097), (3, 0.05559668), (4, 0.05557341), (5, 0.7220449)]",5
2023-08-31,图片 评论,"[(0, 0.055620756), (1, 0.055573292), (2, 0.05559097), (3, 0.05559668), (4, 0.05557341), (5, 0.7220449)]",5
2023-08-31,图片 评论,"[(0, 0.055620715), (1, 0.055573296), (2, 0.055590976), (3, 0.05559668), (4, 0.055573415), (5, 0.72204494)]",5
2023-08-31,担心 饮用水,"[(0, 0.05561068), (1, 0.0556589), (2, 0.056578275), (3, 0.72050786), (4, 0.055806592), (5, 0.055837676)]",3
2023-08-31,精彩 评论,"[(0, 0.05572748), (1, 0.05560707), (2, 0.055628657), (3, 0.4200772), (4, 0.05560964), (5, 0.35734993)]",3
2023-08-31,出生 注定 耗材 做人 奉献 自知,"[(0, 0.32296422), (1, 0.17988677), (2, 0.02407679), (3, 0.023923093), (4, 0.4252781), (5, 0.023871025)]",4
2023-08-31,通知,"[(0, 0.08334906), (1, 0.08334899), (2, 0.58310103), (3, 0.083370015), (4, 0.083348975), (5, 0.083481915)]",2
2023-08-31,评论 棒棒,"[(0, 0.055624884), (1, 0.05557619), (2, 0.055584967), (3, 0.055588953), (4, 0.055577233), (5, 0.72204775)]",5
2023-08-31,癌症 死亡 肠道 传染病 体检 机构 肿瘤 提前,"[(0, 0.018578392), (1, 0.018721601), (2, 0.78826904), (3, 0.01871994), (4, 0.01860668), (5, 0.13710439)]",2
2023-09-05,菜市场 海鱼 海鱼,"[(0, 0.041692104), (1, 0.041691825), (2, 0.04198158), (3, 0.04169175), (4, 0.7912493), (5, 0.04169344)]",4
2023-09-07,癌症 发达 国家,"[(0, 0.041830882), (1, 0.41420844), (2, 0.042029347), (3, 0.042253993), (4, 0.042411715), (5, 0.4172656)]",5
2023-08-31,建议,"[(0, 0.08346813), (1, 0.083412364), (2, 0.08360381), (3, 0.083905235), (4, 0.083374046), (5, 0.5822364)]",5
2023-08-31,建议 移民,"[(0, 0.055647817), (1, 0.055610973), (2, 0.05573735), (3, 0.72093827), (4, 0.055585664), (5, 0.056479912)]",3
2023-09-05,伤敌,"[(0, 0.16936402), (1, 0.16559638), (2, 0.1688409), (3, 0.16492556), (4, 0.1654969), (5, 0.16577621)]",0
2023-09-08,防晒 护肤品 不用 国货 找到,"[(0, 0.6563795), (1, 0.028047688), (2, 0.0280903), (3, 0.2315321), (4, 0.028001308), (5, 0.027949084)]",0
2023-09-11,水乳 面霜 不用 防晒 简妮 希望 国货 好用 防晒,"[(0, 0.91642785), (1, 0.016686602), (2, 0.016761739), (3, 0.016704535), (4, 0.016705673), (5, 0.016713584)]",0
2023-09-08,国货 洁面 面霜 修复 发酵 类产品 排进 世界,"[(0, 0.6088528), (1, 0.21763688), (2, 0.018649288), (3, 0.018626463), (4, 0.01858554), (5, 0.11764901)]",0
2023-09-08,记得 醒醒 博主 护肤品 有限 清洁 保湿 防晒 很大 程度 护肤 效果 国货 防晒 短板 清洁 保湿 便宜,"[(0, 0.19905302), (1, 0.26193967), (2, 0.51254207)]",2
2023-09-08,国货 基础 防晒 独创 科研 空缺,"[(0, 0.24903959), (1, 0.023874141), (2, 0.023980964), (3, 0.65529895), (4, 0.02385747), (5, 0.023948908)]",3
2023-09-08,醒醒 醒醒 醒醒 醒醒 醒醒 专科 摇摇 乐好 伤心 找到 好用 便宜,"[(0, 0.09334456), (1, 0.01290976), (2, 0.85495245), (3, 0.012940616), (4, 0.013019519), (5, 0.0128331175)]",2
2023-09-10,专科 专科 日本产 可惜,"[(0, 0.033368688), (1, 0.033338692), (2, 0.8332696), (3, 0.033340752), (4, 0.033342294), (5, 0.033340044)]",2
2023-09-10,专科 版本 醒醒 推荐 起码,"[(0, 0.38878822), (1, 0.027828604), (2, 0.33435497), (3, 0.02781715), (4, 0.02782967), (5, 0.1933814)]",0
2023-09-09,好用,"[(0, 0.58188), (1, 0.08334572), (2, 0.08334606), (3, 0.083405256), (4, 0.08467721), (5, 0.08334575)]",0
2023-09-08,伤心 国货 防晒,"[(0, 0.4882554), (1, 0.04171493), (2, 0.3447526), (3, 0.041802276), (4, 0.04171132), (5, 0.04176344)]",0
2023-09-08,国货 急需 包装 下功夫,"[(0, 0.26421666), (1, 0.03336493), (2, 0.60213953), (3, 0.033476822), (4, 0.033364847), (5, 0.033437233)]",2
2023-09-08,国货 漂亮 不行 配方 新意 批量 代工厂,"[(0, 0.020946719), (1, 0.020863386), (2, 0.021050638), (3, 0.02092011), (4, 0.020862266), (5, 0.8953569)]",5
2023-09-08,工艺 配方 下功夫 包装 价格,"[(0, 0.16817662), (1, 0.027819185), (2, 0.028082462), (3, 0.5216188), (4, 0.027863828), (5, 0.22643915)]",3
2023-09-08,醒醒 衬衫 好看,"[(0, 0.041770488), (1, 0.041724566), (2, 0.36427045), (3, 0.46878526), (4, 0.041724674), (5, 0.041724585)]",3
2023-09-08,妈妈 喜欢 神仙 面霜,"[(0, 0.24193013), (1, 0.033359565), (2, 0.38957942), (3, 0.26800555), (4, 0.033699166), (5, 0.033426195)]",2
2023-09-08,神仙 面霜 降级 集团,"[(0, 0.03395504), (1, 0.033378266), (2, 0.24640882), (3, 0.61950165), (4, 0.033379402), (5, 0.033376805)]",3
