content,fenci,聚类结果,二级-聚类结果
《足球报》点评认为，“村超”真正的意义其实不在于竞技层面，而是从最基层改变足球的生态：中国足球常年来一直以竞技为核心，却忽视了足球生态和足球文化的建设，忽视球迷群体的维护和提升，由此竞技层面也便成为了无源之水。,足球报 意义 竞技 层面 基层 足球 生态 中国 足球 竞技 核心 足球 生态 足球 文化 球迷 群体 竞技 层面,1,0
10万有什么用，还不够一餐海参，人家看不上,海参,1,1
董路说的没毛病，但是国足的表现和中国足球发展的现状屡次让国人寒了心，虽然村超的水平与国家队还有较大的差距，但人家那种足球氛围，踢足球的初衷难道不是值得大力宣传和弘扬的吗如果中国到处都可以见到这样的场景，那中国足球发展能不好吗,董路 毛病 国足 中国 足球 现状 国人 水平 国家队 差距 足球 氛围 踢足球 弘扬 中国 场景 中国 足球,1,0
虽然我不看足球但我知道足球真的很差劲谁都比不过我们那么大个国家有那么多人口难道找不出几个会踢球的人吗国足实在太差了还不如这个村超,足球 足球 差劲 国家 人口 踢球 国足,1,0
人家碍着你什么了 人家踢自己的足球又怎么攻击职业赛了 是不是人家没有请你来解说,足球 职业赛,1,0
村超不够职业所以叫村超，国足为什么被骂又是什么水平和职业道德，李铁代表的什么，一个足球评论员不支持中国足球氛围是什么心态,职业 水平 职业道德 李铁 代表 足球 评论员 中国 足球 氛围 心态,1,0
为什么会有这种想法难道大家的想法不是因为村超让中国人看到了中国足球的另一种可能性起码还是有希望...,中国 中国 足球 可能性 起码,1,0
中国只村足没所谓的什么国足。,中国,1,0
为什么会这样还不是国足太垃圾了村超给球迷看到了中国足球未来的希望然而在国足身上只有一次次的失望,国足太 垃圾 球迷 中国 足球 国足,1,0
不论这人说的对与错。不论这人对国家足球付出了什么。我就是不待见这个人。,国家 足球,1,0
不懂就问，国足不是专业吃海参的吗,专业 海参,1,1
你职业也还是世界最低层，还是没人看，还是被骂，人家业余也有人喜欢有人爱看，我们看的是对足球的热爱是希望，你看到的是技术输赢，但是你赢了吗,职业 世界 业余 足球 技术,1,0
国足不敢对抗村超，国足怕吃零蛋，不怕吃海参，按理说，同在中国，国足应该出来表演一下,零蛋 海参 中国,1,0
谁都知道职业的比村超的要强很多，主要是中超太水了，球迷气不过讽刺一下中超而已这些人还给我们普及中超水平高，我们需要你讲吗我们需要的是中国足球的改变,职业 比村 球迷 普及 超水平 中国 足球,1,0
笑死，人家是为了初心去用心去踢足球，而某些球队为了去钱去参加球队吃海参养身体，足球最初的初心不是以热爱足球而去努力踢好每一场足球吗,用心 踢足球 球队 球队 海参 身体 足球 初心 足球 足球,1,0
评论区是看见董路就开始喷呀，人家说了村超很好，但是借用村超去攻击中国职业足球是不道德的，你们喷的啥呀,评论 董路 中国 职业 足球,1,0
这是混淆概念，村超是建立群众足球基础的，中超是提高足球事业能力的，没有基础何来能力，没事别哗众取宠,概念 群众 足球 基础 足球 事业 能力 基础 能力,1,0
这真是现在浮躁社会的一股清流，无关中国足球，无关竞技体育，就是一个娱乐，我也相信它能引起这么大的关注，并不是因为足球本身，这么多人奔赴贵州，也不是因为村超足球水平有多高，去的也不是球迷。村超已经超越体育本身，真的让我叹为观止，太好了。,社会 清流 中国 足球 竞技 足球 贵州 足球 水平 球迷,1,0
村超比国足好看多了，国足海参对都打不过,国足 海参,1,1
竟吓抬杠 村超没有中超职业球员的系统训练 村超里可以从年轻人中选拔优秀选手来踢中超 让热爱足球的人拥有更职业的足球舞台机会,职业 球员 系统 年轻人 足球 职业 足球 舞台 机会,1,0
解散足协，重查董路，踢个足球碍着谁,董路 足球,1,0
我认为他说的对的，不能用业余的跟职业的比，但是从某些方面来说，过度的宣传村超，是对职业的一种激励和鞭策，让国足能够走出去，也能为足球事业在中国发展提供很大帮助,业余 职业 过度 职业 鞭策 国足 足球 事业 中国,1,0
村超已经影响你们足球专业的收入了,足球 专业,1,0
董是在害怕什么全民有足球热情和激情不好吗村里面有足球比赛让这些人害怕什么影响到他们吃海参了,全民 足球 热情 激情 足球比赛 海参,1,0
"我们办村超就是娱乐，大多数都是农民，都没有专业训练过，但我们都有颗热爱足球的心??"" ，纯属娱乐娱乐而已，大家别拿中超相比较了，就让我们好好玩吧，如果有热爱足球?"" 的欢迎大家来一起玩",办村 农民 专业训练 足球 纯属 玩吧 足球,1,0
啥叫国足吃海参的那个吗,海参,1,1
村超是一群热爱足球的人组到一起踢足球这是热爱，中超是一群有钱人组到一起，不是为了踢球是为了挣钱，这是对足球的侮辱,足球 踢足球 有钱人 踢球 足球,1,0
村超的目的不是进多少个球，而且让大家都喜欢足球并行动起来，我认为什么都没有比热爱更重要，知道为什么巴西能成为足球王国吗因为巴西人民喜爱足球，大街小巷都有踢足球的而不是像他这种人一样泼冷水,目的 个球 足球 巴西 足球 王国 巴西 足球 踢足球 泼冷水,1,0
什么职业，足协董路用足球歉钱确实够职业的，只是十几年没有在足球上取得一点点成绩。,职业 董路 足球 职业 足球 成绩,1,0
我就搞不懂，一个地方小镇，一群热爱足球的人，凭什么每天让你们这个来评判，那个来建议的，能不能让原本纯粹的足球回归自己的本质,地方 小镇 足球 建议 原本 足球 本质,1,0
人家地方 举行 足球赛….足协 插手做什么 你话说的也没错…人家也没说跟国足 跟 职业足球 对比….,地方 足球赛 国足 职业 足球,1,0
村超不够职业，但让很多人喜欢上了足球，国足够职业，但让很多人厌恶了足球,职业 足球 职业 足球,1,0
用村超的体育竞技精神为指引，让国人看到干净的足球，看到中国足球的崛起，是每个国人最热衷看到的结果,体育竞技 精神 国人 足球 中国 足球 国人 热衷,1,0
吃了中超的海参还是,海参,1,1
这个董路好像快要疯了。我们就不要职业足球又咋了，我们要的是足球爱好者努力拼搏的精神... ... ... 因为像董路这些人特别肯定一些没用的或者反足球的事儿，我们的足球就不会发展。村超特别好，我们永远支持,董路 职业 足球 足球 爱好者 精神 董路 足球 事儿 足球,1,0
村超只是想表达对足球的热爱，从而网友表达的是对比，但也不否认全中国也热爱足球，同时也希望足协能改变足球的种种劣迹，更希望中国球队能在世界上占一席之地。,足球 网友 中国 足球 足球 劣迹 中国 球队,1,0
怎么好意思站出来讲这番话的，体育运动本就是兴趣爱好，14亿人口里选出来的足球运动员把足球踢成什么了现在人家玩一玩，高下立判，受不了了,这番话 体育运动 人口 足球 运动员 足球 高下,1,0
"我只能说村超的足球?"" 是很纯粹的体育精神，",足球 体育精神,1,0
人家从来没想和别人比，村级队伍怎么能和国家队比不懂球的都应该知道这个，这没啥好说的。只是想表达国足不应该才是现有的水平，有点伤国民心了。村超给我们带来的是积极的影响，让我们感受到了好的足球氛围，一个纯粹热爱足球的氛围。,村级 队伍 国家队 国足 水平 国民 足球 氛围 足球 氛围,1,0
国足有存在的意义吗有啥大不了的，越来越倒出这里是老百姓的足球，快乐的足球，纯粹的足球，自发的足球，中国足球要发展还得有群众基础,国足 意义 老百姓 足球 足球 足球 足球 中国 足球 群众 基础,1,0
说国足是职业的是对职业足球的不道德,职业 职业 足球,1,0
真是悲哀，但是我也不知道悲哀什么，感觉都很有问题，可能上个月村超是纯粹的村超，但是现在的村超绝对不是单纯的足球，国足我就不说了吧,感觉 足球 国足,1,0
村超没有海参，是不专业的，,海参 专业,1,1
村超关你什么事没吃海参，哪够职业，但我们喜欢。,海参 职业,1,1
周星驰的少林足球不是梦想，足球就应该在人民中发展体育，强身健国，为国争光，所有为了利益的人才是绊脚石。争气吧中国足球。,周星驰 少林足球 梦想 足球 利益 人才 绊脚石 争气 中国 足球,1,0
其实中国人民还是很热爱足球的，就是吃海参的那些人把中国人民搞寒心了,中国 足球 海参 中国 寒心,1,0
人家本来是吃海参的，这样一弄，让人家吃什么,海参,1,1
10是一人10么，要是一个队给10就一边歇着吧，都不如去看村超的那帮热爱足球的球迷打赏的多,足球 球迷,1,0
村超本来就不是职业足球，何必要和职业足球比较呢草根足球本来就是中国足球的一部分，是足球的土壤，应该支持，中国足球不就是差这一块吗如果全国都村超，中国足球一定不会烂成这样。,职业 足球 职业 足球 草根 足球 中国 足球 足球 土壤 中国 足球 全国 都村 中国 足球,1,0
我觉得普及足球很好啊 但一些抖超球迷球都没看过就说村超媲美英超 会不会有点自大了,普及 足球 球迷 英超,1,0
这么说吧，之前我们说国足不行，有的人就总是赖国内足球氛围不好，现在“村超”作为一个契机，这么好的足球氛围，如果普及开来，全民足球……国内的氛围慢慢起来了不是好人怎么有的人又开始急眼了呢,足球 氛围 契机 足球 氛围 普及 全民 足球 氛围 好人,1,0
为啥大家愿意支持村超，还不是因为国足太让人失望，村超让大家再次燃起了对足球的热爱#,国足 足球,1,0
村超养了多少人，国足就养了几个吃海参的,国足 海参,1,1
十万够吃海参吗，请问,海参,1,1
村超能激起全民对足球的热爱，踢足球的会越来越多，足球的后备军会更加雄厚，也就离足球的倔起越来越近，直至达到顶峰。这就是村超的意义而国足屡次的表现给人一消极的表现，使足球精神越来越消极，直至足球颓废。人民的选择是正确的,全民 足球 踢足球 足球 后备军 足球 越来越近 顶峰 意义 国足 消极 足球 精神 消极 足球,1,0
董路的话没毛病，只是现在中国足球太拉夸了，一些营销号借机来喷职业联赛、喷国家队。拿自己的爱好对比别人的职业本来就很业余,董路 毛病 中国 足球 借机 职业联赛 国家队 职业 业余,1,0
村超也好像没有说自己要和国足比吧他们只是热爱足球，其实是你们这些所谓的职业球员自己心虚,足球 职业 球员 心虚,1,0
我还希望打打看，输了，我们是村超，赢了，中国足球就会翻天覆地的变化。,中国 足球,1,0
啊，对对对，你国足再牛逼我就不看不支持，我长这么大，就没从国足看到对足球的热爱，对足球的拼搏精神。国足讨论的啥海参待遇住那家酒店还是各种贪污,国足 足球 足球 拼搏精神 海参 待遇 酒店,1,0
10能买几斤海参,海参,1,1
你发展你的，人家发展人家的，足球对任何人都是平等的，不要道德绑架，人民群众喜欢就好,足球 道德 群众,1,0
攻击的不是职业足球，而是职业足球背后的体育体制,职业 足球 职业 足球 体制,1,0
先问海参队敢不敢应战，赢了不讨好，输了要解散,海参,1,1
确实，盲目用村超攻击国足是不道德的，国足配不上村超。国足不仅足球职业，吃海参也是顶级水平。,盲目 用村 国足 足球 职业 海参 顶级 水平,1,0
村超那怕只进一个球，足球都没脸了,足球,1,0
至少村超不会射自己家球门至少村超对足球的热情比你们高至少人家没接到球还会跑比有些人走强多了,球门 足球 热情,1,0
董路老师，你说的大家都知道，大家只不过对中国足球的寄托，这时候村超能够弥补大家对国足的失望。,董路 老师 中国 足球 国足,1,0
喷你国足你就要认，职业足球踢了多少假球了抓了多少人了,职业 足球 假球,1,0
业余是肯定踢不过职业的……这一点毋庸置疑……只是……为什么大家都对村超这么关注……我个人认为……大家都是热爱纯粹的足球……没有乱七八糟的事……没有乱七八糟的人……哪怕你是业余的……只要你尽力了……国足的……你们真的尽力了吗,业余 职业 足球 业余 国足,1,0
村超体现的是一种足球精神吧这是我一直以来的理解，而且我也确信他们肯定踢不过国足，毕竟人家不是靠这个吃饭的。但是，从足球层面不谈技术只谈精神，你敢说村超比不过国足就那几个踢假球的有什么可比的,足球 精神 足球 层面 技术 精神 国足 假球,1,0
职业拉胯了还不能喷么村超至少带动了足球氛围，提供了踢球的平台，踢职业足球却得花很多钱呐,职业 足球 氛围 踢球 平台 职业 足球,1,0
是村超给了我们足球的意义，不好给我们讲职业，国足很职业，给予球迷的是什么,足球 意义 职业 国足 职业 球迷,1,0
国足还指望给你时间给你支持慢慢改良国足已经到了破而后立，不破不立了。骂你那是恨其不争，没这个村超，大家没有对足球的热情，没有对足球的期待，你看前段时间，有人搭理足球没还不道德，做不好事情还听不得说，你也忒大爷了,国足 时间 不争 足球 热情 足球 前段时间 足球 事情 大爷,1,0
看到没职业足球人，已经拿着大家的兴趣组成的球队，和男足比较了,职业 足球 兴趣 球队 男足,1,0
我只能说，以村超攻击中超的。确实不对，那些人也很少看球。对中国的足球根本没有感情。说中国足球大环境不好，说的就是你们这些人,中国 足球 感情 中国 足球 环境,1,0
村超只是为了快乐足球，自身并没有渲染，更没有过度，要说宣传开始也是网友自发的。再说了，大家这么热情关注，不正式说明了职业足球的疲软吗村超要那么职业干啥你别来蹭热度了,足球 过度 网友 职业 足球 职业 热度,1,0
为什么不能提高职业足球，大家支持为什么就不能发展下去了不能进步了，你现在还在人家很弱小的时候就否定了，不就是打压吗，你还有什么话说，快说,职业 足球 弱小,1,0
踢球的人快乐，看球的人开心，还要啥那些职业的能感受到足球的快乐吗看他们踢的人开心吗,踢球 看球 职业 足球,1,0
国足很好，但国足不够专业，过度用国足去渲染职业足球是不道德的，是不人道的，是对职业足球的侮辱,国足 国足 专业 过度 用国 职业 足球 职业 足球,1,0
中超，除了吃得好，工资高，被骂的好，还有什么呢还10，你要搞清楚，什么叫体育运动，什么叫热爱足球,体育运动 足球,1,0
中国村超的意义在于，足球运动的回归让人们相信这个运动不再是特权运动让每一个人重新爱上足球让每一个相信足球可以很干净同时，董路，足协这帮人其实就是中国足球最大的破坏者他们往足球里面添加太多东西董路是因，国足是果鼓吹职业化足球需要这个那个殊不知他们忘了足球最大的魅力就是每一个都可以踢可以热爱而不是一提起足球就联想到钱，联想到关系，黑哨村超，感谢你,中国 意义 足球运动 特权 足球 足球 董路 中国 足球 破坏者 足球 东西 董路 国足 职业化 足球 足球 魅力 足球 关系 黑哨,1,0
中国足球小将不是你的，是我们的。这没毛病吧，结果直接给我拉黑了。气量太小了。,中国 足球 小将 毛病 气量 太小,1,0
“村超”代表的是基层人民对足球的热爱 职业足球代表的是竞技体育、荣誉。技战术水平根本不在一个层面，为什么你们这些大咖要拿村超跟职业足球比呢爱好与荣誉可比吗我们热爱足球、喜欢踢足球、因为热爱很纯粹、很简单。,代表 基层人民 足球 职业 足球 代表 竞技 荣誉 技战术 水平 层面 咖要 职业 足球 荣誉 足球 踢足球,1,0
足球本质就是一项竞技运动，和足球职业没有一点关系，喜欢踢就踢，想比赛就比赛，和职业队没有正相关,足球 本质 竞技 足球 职业 关系 职业,1,0
如果你想把足球踢好，那就去热爱它，不论怎样，村超做到了。,足球,1,0
董路董什么大家的意思是国足花了那么多钱，打出一个世界垫底。把国人对足球的希望都破灭了。难得有一个村超把足球的希望再次点燃，不爱看你就闭嘴吧,董路 世界 垫底 国人 足球 足球,1,0
村超吃不上海参。,海参,1,1
人家压根儿也没敢把足球当职业的事儿，因为他们肯定吃不起海参,压根儿 足球 职业 事儿 海参,1,0
又没吃你家海参，你急什么,海参,1,1
先不说村超能不能干赢国足，但起码我们看到村超对足球精神就比国足好,国足 起码 足球 精神,1,0
看了评论区，真的让人心寒。有如此多的人真的认为村超水平能够高过职业队，恰恰体现了他们对于足球缺乏基本的认知，恰恰体现了中国足球氛围的薄弱，偏偏他们还真的认为是在为中国足球做贡献…,评论 心寒 超水平 职业 足球 中国 足球 氛围 中国 足球 贡献,1,0
我们要职业足球干什么是能给我们带来快乐还是荣誉,职业 足球 荣誉,1,0
这有什么不道德的，村超只是燃起国家对足球，对运动的热爱，有什么不可以。你董路去踢啊，站着说话不腰疼。,国家 足球 董路,1,0
别闹，国足和职业足球代表的就是不道德,国足 职业 足球 代表,1,0
村超因为没吃海参所以国足职业,海参 职业,1,1
十万都不够一顿海参,海参,1,1
所以呢，海参队够专业吗,海参 专业,1,1
弱弱的问一句，不够职业是没吃海参吗,职业 海参,1,1
不懂就问，职业的是知道海参的吃法有多种吗,职业 海参,1,1
村超是燃起全国全民健身的热情，是带动地方经济以及旅游业的发展，是全国人民足球热爱的典范，这是目的，没有要攻击足协，足协肯定是职业，人家没法跟你足协来比职业，但论水平也不亚于国足甚至也有可能超越国足，是吧，村超好的必须支持，国足差的也得接受人家指出，大家共同进步，这才是中国的足球风彩，对吧,全国 全民 热情 地方 经济 旅游业 全国 足球 典范 目的 职业 职业 水平 国足差 中国 足球 风彩,1,0
中国的足球认知水平和环境觉得配的上国足成绩，是中国足球差导致中国男足差，不是中国男足差导致中国足球差，无良自媒体的煽风点火绝对是害中国足球的一大原因,中国 足球 水平 环境 上国 成绩 中国 足球 中国男足 中国男足 中国 足球 媒体 中国 足球 原因,1,0
这个我支持董路说的，村超太不道德了，这是侮辱国足。吃不起海参就拿足球来攻击国足，我们要谴责村超拿业余的脚踩踏职业的脸的不道德行为,董路 海参 足球 业余 职业 道德行为,1,0
足球明明是一项体育运动，为何要职业人家就是踢着玩的，强身健体，要什么职业,足球 体育运动 职业 职业,1,0
村超是真的好，无资本，有激情但是你说村超的踢球水平一定要跟职业比，那真的没办法比，这也没说错只是我们需要的是足球激情，而不是职业足球的不道德的激情,资本 激情 踢球 水平 职业 办法 足球 激情 职业 足球 激情,1,0
这是一个勇于替海参队站出来指责村超锻炼出来的足球运动员技术不够专业，道德绑架人家海参队队员专业性。,海参 队站 足球 运动员 技术 专业 道德 海参 队员 专业性,1,0
不要拿海参队跟村超比，如果村超拿海参队的工资分分钟压着海参队打,海参 海参 工资分 海参,1,1
董路不是不懂足球，而是不懂评论区为什么有这么多人玩嘴的。难道大家不知道村超只是业余联赛嘛因为玩嘴的人多了，他就认真了,董路 足球 评论 业余,1,0
本来人家就不是职业球队，人家只是热爱足球，你谈什么职业,职业 球队 足球 职业,1,0
村超的最大意义是培养中国足球文化，国足的意义是应付比赛一个国家足球队必须有,意义 中国 足球 文化 国足 意义 国家足球队,1,0
国足够职业，拿成绩来看看呗，村超再不职业，但点燃了全国人民对足球的热情,职业 成绩 职业 全国 足球 热情,1,0
"终于有怕足球?"" 的出来解释了，但是你是越描越黑村超没有职业年薪可拿，没有职业海参可吃……",足球 职业 年薪 职业 海参,1,0
是不是你也吃海参，,海参,1,1
"董路，你不懂老百姓的快乐，重在参与快乐足球??""",董路 老百姓 足球,1,0
不懂足球，问一问懂的跟中超球队踢是不是得先职业化，是不是就归足协管了,足球 球队 职业化,1,0
至少村超让广大球迷对足球又重新拾起了希望，在一次又一次的失望中，又找到了快乐。村超不够职业，但村超让大家看到了球员对足球的尊重，对球迷的尊重。,球迷 足球 职业 球员 足球 球迷,1,0
没有村超这些人的爱好，哪里会渲染到小朋友的热爱，哪里会有青训孩子的热爱，才是足球的源头，这才是足球该有的样子。。,小朋友 青训 孩子 足球 源头 足球 样子,1,0
说句中肯的话，村超真踢不过，为啥大家这么拥护村超，主要还是大家都对中国足球太失望了，村超恰好带来了激情，但不代表水平很高,中肯 中国 足球 激情 代表 水平,1,0
那些喊着敢不敢打一场的人 用你的榆木脑袋想想 中超赢了能怎样 百分之百肯定有人说村超而已 我上我也行 榆木脑袋肯定不知道什么叫职业 什么叫业余 赢了还要被骂的比赛你会去打吗 村超的本意是让全民能看到足球运动的精彩 让更多普通人了解足球 而不是让不懂球的人攻击中国足球 那些喊着打一场的人未必知道一场足球比赛需要几个裁判,榆木脑袋 榆木脑袋 职业 业余 全民 足球运动 精彩 普通人 足球 中国 足球 足球比赛,1,0
村超是用热爱来回应同样热爱足球的朋友，职业的，国足的是用海参用金钱来回应人们的热爱。如果国足有那么好村超应该不会被人放在一起比较。,足球 朋友 职业 国足 海参 金钱 国足,1,0
培养国人对足球的爱好 是好事 这样足球才有未来 不是专业不专业的问题 职业球员生来就是职业球员,国人 足球 好事 足球 专业 专业 职业 球员 职业 球员,1,0
当一个国家的足球职业和一个农民们的足球盛宴比的时候那这个国家的职业就已经输了一个拿着最低几十万的年薪一个白天干活 晚上踢球没有任何专业人员指导这能比吗虽然现在踢不赢职业队 但几十年后或许足球的未来就是这群村超燃起的,国家 足球 职业 农民 足球 盛宴 国家 职业 年薪 踢球 专业 人员 指导 职业 足球 群村,1,0
村超玩足球 跟国足有什么关系，有本事把村超 热度比下去,足球 国足 关系 热度,1,0
村超够不够职业我不知道，但村超对足球的热爱是谁都看得见的，某些人连这种精神都没有，凭什么去评价村超,职业 足球 精神 评价,1,0
村超踢出了足球的魅力，踢出了中国足球的希望。你在这里讲职业，对于村超来讲重要吗,足球 魅力 中国 足球 职业,1,0
村超不职业主要是没有吃海参,职业 海参,1,1
别拿贵族足球和业余足球来对比，你有你的快乐，我们也有我们的快乐,贵族 足球 业余 足球,1,0
中超倒是够职业，没赢过一场比赛，光吃海参了,职业 海参,1,1
我们是看到村超的义无反顾，对足球的那么认真。不像有些人拿着千万的年薪，干的不是专业的人事儿。,足球 年薪 专业 事儿,1,0
他说的也没错，就像贵州的村篮球队也很火，但是没有人认为他们有实力挑战的职业球队。村超足球的意义在于全民参与、对于如今的社会环境来说可以起到榜样的作用、可以为足球的提供更多的基层人口。目前村超球员的实力确实无法和职业足球相比，当然不排除村超长期发展后水平能提升到职业水平，可是那样就变味了，不是民间比赛而是职业联赛,贵州 篮球队 实力 职业 球队 足球 意义 全民 社会 环境 榜样 足球 基层 人口 球员 实力 职业 足球 水平 职业 水平 变味 民间 职业联赛,1,0
人家职业的是吃海参的村超拿什么比,职业 海参,1,1
把职业足球跟村超作比较，就已经输了,职业 足球,1,0
国足，职业足球，还用攻击吗,职业 足球,1,0
国足在其他国家球队面前 不也是个“村超”队（此评论仅针对足球，与其他无关）,国足 国家 球队 评论 足球,1,0
拿业余的村超，去对比吃海参所谓的专业的中超，这本身就是村超赢了。这样的足球才是我们大家喜爱的,业余 海参 专业 足球,1,0
肯定不够职业啊，你见过哪个村超吃海参,职业 海参,1,1
不要老拿职业说事，足球的本质是带给老百姓快乐国足和职业高大上，但总给人带来痛苦，又有什么用职业足球首先要有肥沃的足球土壤，快乐足球可以让更多的孩子喜欢足球，未来职业足球运动员就来自这些底层的孩子,职业 足球 本质 老百姓 国足 职业 痛苦 职业 足球 足球 土壤 足球 孩子 足球 职业 足球 运动员 底层 孩子,1,0
希望中国出现大量的村超联赛这种类型的纯粹足球：让足球全民化发展：到那时何愁中国足球不能强大起来?,中国 类型 足球 足球 全民 何愁 中国 足球,1,0
足球只服乔丹,足球 乔丹,1,0
弘扬中国足球，发扬全世界期待你们,弘扬 中国 足球 全世界,1,0
这是中国,中国,1,0
最纯粹的足球，最纯粹的热爱,足球,1,0
这才是足球,足球,1,0
入选2023中国足球最佳进球候选,中国 足球 进球,1,0
功夫加足球有没搞头,功夫 足球,1,0
如果足球没有门坎儿，中国早就世界冠军,足球 坎儿 中国 世界冠军,1,0
中国足球要的不是名利，是一种政治外交,中国 足球 名利 政治 外交,1,0
原来你才是全国人民足球的希望,全国 足球,1,0
我就说14亿中国人肯定有十几个会踢球的,中国 踢球,1,0
中国足球在民间是有道理的,中国 足球 民间 道理,1,0
中国足球该有的样子，是未来国足希望之基石,中国 足球 样子 基石,1,0
这才是我们中国足球精彩,中国 足球 精彩,1,0
民间可能有中国足球的未来,民间 中国 足球,1,0
中国足球,中国 足球,1,0
可惜了这么好的资源浪费在足球上了!,资源 浪费 足球,1,0
贵州，新疆，中国足球就靠你们了,贵州 新疆 中国 足球,1,0
他们为啥这么牛因为没得海参吃…,海参,1,1
这足球占用农耕地会不会被扒拉了,足球 农耕地,1,0
中国足球靠你们了,中国 足球,1,0
由贵州村超引发的中国全民足球运动会,贵州 中国 全民 足球 运动会,1,0
我就搞不懂了，为什么贵州办村超，跟中国足球有什么关系为什么网上80%的人都在骂国足过分了，剩下的20%干嘛去了,贵州 办村 中国 足球 关系 国足 过分 干嘛,1,0
有没有一种可能，不是中国的足球弱，就是那几个人弱,中国 足球,1,0
以后中国足球的未来要靠贵州大旗了,中国 足球 贵州 大旗,1,0
在网络不发达的村庄，足球成为了大型活动,网络 村庄 足球,1,0
不是中国足球不行，下一句怎么接,中国 足球,1,0
坐标成都，踢了近10年足球，迄今为止没找到一个免费的足球场。,成都 足球 足球场,1,0
但凡把中国足协关了，各地自己组织足协，中国足球能把外国人惊呆,中国足协 中国 足球 外国人,1,0
我要是足球协会领导，早10年就把国足解散 中超 中甲全解散 就在贵州这里搞球,足球 协会 领导 国足 贵州,1,0
把钱投到每个热爱足球的地方不好吗一个球员一年上千万啊，一个俱乐部一年花的钱可以投多少个啊。,足球 地方 球员 俱乐部,1,0
都说贵州地无三尺平，却愿意扣出那么大的足球场，希望未来能承载起中国足球的希望呀,贵州 足球场 中国 足球,1,0
中国足球只能靠贵州了,中国 足球 贵州,1,0
我们贵州的篮球和足球真的不错，特别是女足,贵州 篮球 足球 女足,1,0
不用多久，贵州就变成中国的足球之都,贵州 中国 足球,1,0
足球的未来就在这里,足球,1,0
看样子中国足球希望要看贵州省男儿了,中国 足球 贵州省 男儿,1,0
别的可以凑活，跟足球有关的坚决不凑活,足球,1,0
"恩他们村是懂足球?"" 且热爱的",足球,1,0
我就是贵州榕江的 我们那边真的很喜欢足球那一届高中市级高中联赛 唯一踢不赢的是 贵阳。听说人家请外援了。还有我们高中足球踢得好不用高考直接 进贵州师范 二本一本的 大学。,贵州 榕江 足球 市级 贵阳 外援 足球 贵州 师范 二本 大学,1,0
原来我们贵州早就秘密训练大一大批足球高手。国足就是掩人耳目。,贵州 秘密 足球 高手,1,0
希望全国都像贵州学习，篮球足球,全国 贵州 篮球 足球,1,0
想带小朋友去榕江县住一段时间，让他感受下足球的氛围,小朋友 榕江县 足球 氛围,1,0
这种场面只有世界杯上面见过村超加油中国足球看哪里当然榕江村超去建议门票100至2800,场面 世界杯 中国 足球 榕江 建议 门票,1,0
让我看到了足球的希望,足球,1,0
没有足协的地方足球发展的都很健康,地方 足球,1,0
老表们加油，中国足球的未来就看你们了,老表 中国 足球,1,0
我们这里几百里都看不到海参店,海参,1,1
中国足球未来看贵州了,中国 足球 贵州,1,0
再穷不能穷足球,足球,1,0
只要协会不插手，篮球足球还是有希望的,协会 篮球 足球,1,0
要不说中国足球不行呢，请问这样的足球场，在一二线城市能有几个（学校除外）,中国 足球 足球场 城市 学校,1,0
真正的对足球的热爱,足球,1,0
如果遍布全国，我想中国足球会立于不败之地。,遍布全国 中国 足球,1,0
中国足球 篮球还得靠 贵州,中国 足球 篮球 贵州,1,0
要是每个村都有一个足球场，中国足球能起飞,足球场 中国 足球,1,0
广西部分地区足球也不差啊，怎么没有出圈,广西 地区 足球,1,0
差不多行了哈。人家海参队不要脸吗,海参,1,1
"四川农村没有一个足球?"" 场地中国足球未来希望在农村",四川 农村 足球 中国 足球 农村,1,0
足球发展与金元无关,足球 金元,1,0
我从小学到现在三十几了发现我们一个县就一个足球场，不是中国足球不行是好多好多人连足球场都没进过，这样怎么去世界杯,小学 足球场 中国 足球 足球场 世界杯,1,0
一直在努力，只不过现在才被看见。中国体育加油。,中国,1,0
这就叫暗藏玄机老外直呼：原来中国足球真正的训练基地隐藏在这里。,老外 中国 足球 基地,1,0
中国足球靠贵州了,中国 足球 贵州,1,0
真的热爱足球的，都不一样的,足球,1,0
乡村足球振兴,乡村 足球,1,0
别家足球除了能挣钱，也专注本身工作啊，提升球技是吧，国足只看到钱了,足球 球技 国足,1,0
确实，中国足球的崛起和强大，必须从基础配套开始，把足球场修到村镇，还免费开放，这个才是最好的硬件,中国 足球 基础 足球场 村镇 硬件,1,0
中国足球看贵州,中国 足球 贵州,1,0
中国足球还得看贵州,中国 足球 贵州,1,0
网红，我相信大多数村里的都不看足球，还别说那么多人看，我从小在县城长大我可以负责告诉你们身边人生的没一个人看足球，更别说农村了,网红 足球 县城 长大 人生 足球 农村,1,0
人家贵州的足球肯定纯粹绝不会进班房,贵州 足球 班房,1,0
这就是足球，这就是底蕴文化,足球 底蕴 文化,1,0
国足：我们要向村超学习村超：吃海参的学不来的,海参,1,1
喜欢足球但是没踢过,足球,1,0
中国足球踢的是人情世故，不是技术,中国 足球 技术,1,0
就一块好地，还给足球了,足球,1,0
中国足球想要进步每个村必须要有球场,中国 足球 球场,1,0
他们真的很热爱足球,足球,1,0
想要足球发扬光大，大部分的一个镇上都没有足球场，还想哪有人才出都要想一想自己的方面,足球 足球场 人才,1,0
中国足球还得看贵州 村里足球场都搞这么洋气 中国算最好的了,中国 足球 贵州 足球场 洋气 中国,1,0
