评论ID,评论文本,翻译-评论文本,fenci,sentiment
@MegaPecheneg,"Душевный привет из Рорссии! Красиво у Вас: природа, труд",罗西亚的真诚问候！与您一起美丽：自然，工作,真诚 问候,正面
@joysau5437,谦卑低调，不网红脸，只为做好美食，感谢你，请你一定要保持初心！感谢你将中国美食传播到世界每一角落。,谦卑低调，不网红脸，只为做好美食，感谢你，请你一定要保持初心！感谢你将中国美食传播到世界每一角落。,谦卑 低调 不网 红脸 做好 美食 感谢 感谢 美食 世界 角落,正面
@antonietalopez6165,"Gracias por mostrarnos todo el proceso para hacer la artesanía de barro, me pareció muy encantador con tu participación y las hermosas tomas del video. 
La preparación de tu comida espectacular eres una gran chef  
Todo se me antojo",感谢您向我们展示整个制作泥工艺的过程，我发现您的参与和视频的精美镜头非常可爱。您壮观的食物的准备是很棒的厨师一切都像我一样,展示 工艺 过程 发现 参与 视频 精美 镜头 可爱 壮观 食物 很棒 厨师,正面
@dwiaprilia2127,"Saya orang indonesia , tetapi suka dengan chenel youtub ini , selain orangnya baik2 , pengambilan videonya sangat bagus . Jadi penasaran sama cameramenya",我是印尼人，但是像这个频道一样，除了好人之外，视频收藏非常好。对相机很好奇,频道 好人 视频 收藏 好奇,正面
@suziemorales247,Qué hermoso paisaje!! Hermosa cultura China!!! Felicitaciones,多么美丽的风景！美丽的中国文化！恭喜,风景 文化 恭喜,正面
@stellabedoshvili2359,Красота какая!!!,真漂亮！,漂亮,正面
@user-pg4ux8iw9q,"Hi, I'm from Indonesia, I really like the beauty of your village",嗨，我来自印度尼西亚，我真的很喜欢你村的美丽,喜欢,正面
@JinJinDoe,"What an impressive journey Penje has so wonderfully crafted and put together in a video for us to enjoy! Thank you for all of your hard work, Happy New Year and I wish you get as rich as your grandma desires!",彭杰（）在视频中精心制作和整理了一段令人印象深刻的旅程，供我们欣赏！感谢您的辛勤工作，新年快乐，希望您能像祖母想要的那样富有！,视频 整理 印象 旅程 欣赏 辛勤工作 希望 想要 富有,正面
@hance2601,"So Beautiful small city, I must say it is a charm. I love the pottery place and I am so proud of the people in there. May all these treasuries last for the next many generations. Happy New Year to all Warm Greetings from Finland",如此美丽的小城市，我必须说这是一种魅力。我喜欢陶器的地方，我为那里的人们感到骄傲。愿所有这些国库在接下来的几代人中持续下去。芬兰所有热情问候的新年快乐,魅力 喜欢 陶器 地方 感到 骄傲 国库 几代人 热情 问候,正面
@5yui932,"Очень добрые у тебя видео, смотреть просто одно удовольствие.Спасибо тебе большое.",您有一个非常友善的视频，请注意。,友善 视频,正面
@user-yc7fk4us5g,"Какая прекрасная семья, Вы очень трудолюбивы. Дай бог всем Вам здоровья.",多么美好的家庭，你非常努力。上帝禁止你的健康。,美好 家庭 努力 上帝 禁止 健康,正面
@sammy510,We have enjoyed your videos tremendously.  Thank you and your family for letting us in weekly.,我们非常喜欢您的视频。感谢您和您的家人让我们每周。,喜欢 视频 家人,正面
@begood786,"Best video of 2024. You must travel and share te amazing art, culture and culinary delights in your cities.",2024年的最佳视频。您必须在我们的城市旅行并分享令人惊叹的艺术，文化和烹饪美食。,视频 分享 艺术 文化 烹饪 美食,正面
@muoimuoi2795,Những video của bạn tuyệt vời quá!!!,您的视频很棒！,视频 很棒,正面
@sandydionesio-7594,Wow  what a beautiful place,哇，多么美丽的地方,地方,正面
@harunasuzooki,I have always admired people who does this kind of craft and it really makes me want to learn how to do pottery. This episode was so good and the cinematography was marvelous!,我一直很欣赏那种手工艺的人，这确实使我想学习如何做陶器。这一集非常好，摄影非常出色！,欣赏 手工艺 确实 学习 陶器 摄影 出色,正面
@Mamxanh74,Tôi là người Việt Nam và tôi rất thích những gì mang ý nghĩa truyền thống.Cảm ơn video của bạn cho tôi và mọi người biết thêm về những nghề cổ truyền của đất nước Trung Quốc của bạn.Chúc tất cả những người bạn của tôi năm mới nhiều sức khỏe và thành công.,我是越南人，我真的很喜欢传统的含义。,喜欢 传统 含义,正面
@ellenmirafuentes5178,"I am always watching your channel, I already watch all your videos and I am always full just watching the food you prepared hehe I love you place it's very fruitful",我一直在看你的频道，我已经看过你所有的视频，我总是很满意，只是看着你准备的食物，我爱你，这是非常富有成果的,频道 看过 视频 满意 看着 食物,正面
@rosemay2842,70年前我在农村老家见过制作陶罐的全过程。但那是农村人用来盛米面用的，不甚精巧。后来从考古节目中看到7000年前先人们制作的各式各样的精美绝伦的陶器。现在小哥们还在传承祖先们的工艺，使我这个年近八十的老人不胜感慨。中华民族薪火相传，举世无双！！,70年前我在农村老家见过制作陶罐的全过程。但那是农村人用来盛米面用的，不甚精巧。后来从考古节目中看到70年前先人们制作的各式各样的精美绝伦的陶器。现在小哥们还在传承祖先们的工艺，使我这个年近八十的老人不胜感慨。中华民族薪火相传，举世无双！,农村 老家 陶罐 全过程 农村 米面 精巧 节目 陶器 哥们 传承 工艺 老人 感慨 薪火相传,正面
@TaribunsTV,"Amazing, keren warisan budaya takbenda yunnan",令人惊叹的，酷云南的塔基达文化遗产,文化遗产,正面
@andreamello5323,"Amo seus vídeos, são tranquilos e bem feitos. Muito amor a família e aos animais",我喜欢您的视频，安静且制作精良。对家人和动物的爱很大,喜欢 视频 精良 家人 动物 很大,正面
@user-vf1mo6we6t,"Кроме того, что приготовленная на пару пища очень полезна, она ещё и красива на вид.",除了为一对夫妇烹制的食物非常有用的事实外，外观也很漂亮。,夫妇 烹制 食物 有用 事实 外观 很漂亮,正面
@deborahleticiaferreira81,I loooooooove Chinese pottery.. talented people!!!,我很高兴中国陶器.才华横溢的人！,陶器,正面
@jackroark2060,Love all your videos but this one is my new favorite. Every thing about it is amazing! The best channel on youtube!,喜欢您所有的视频，但这是我的新喜爱。关于它的每一件事都很棒！上最好的频道！,喜欢 视频 喜爱 很棒 频道,正面
@dorayantz3649,"Wow, this video is amazing,  Penji. Firstly, I'm so amazed by the passionation in making the pots from muds to a beautiful earthen pots. Secondly, the delicious foods you cooked using those pots. Last but not least, the fellowship meals with you family. What a blessed day to start a New Year. Happy New Year!",哇，这段视频很棒，佩吉。首先，我对将花盆从泥土变成美丽的土锅的热情感到非常惊讶。其次，您使用这些花盆烹制的美味食物。最后但并非最不重要的一点是，与您的家人一起餐饮。开始新的一年真是幸福的一天。新年快乐！,视频 很棒 花盆 泥土 土锅 热情 感到 惊讶 花盆 烹制 食物 家人 餐饮 幸福,正面
@yr-rp8uv,Indah sekali 🇮🇩,非常漂亮🇮🇩,漂亮,正面
@reporterlumiere,"Merci @Dianxixiaoge de partager tes passions, tes moments en famille, la vie, la simplicité et les savoir-faires de ta région. Joëlle",感谢，您的家庭时刻，生活，简单性和您所在地区的知识。乔利,感谢 家庭 时刻 简单 地区 知识,正面
@LukesMushrooms,"What a surprise to see morel mushrooms in one of the dishes! Another amazing, relaxing and educative video. Thank you :)",在其中一种菜肴中看到莫雷尔蘑菇真是令人惊讶！另一个令人惊叹的，轻松和教育的视频。谢 ：）,菜肴 蘑菇 惊讶 轻松 视频,正面
@5yui932,"Как у вас красиво, просто рай.у вас хорошая семья и дружная,это прекрасно.",你有多美丽，只有天堂。,天堂,正面
@RobinsWood1,"Another great video. Jianshui is really beautiful - that camera team really captures every angle of the story and makes the story more juicy. Love the camera team, great work!",另一个很棒的视频。真的很漂亮 - 那个相机团队确实捕捉了故事的每个角度，并使故事更加多汁。爱相机团队，很棒的工作！,很棒 视频 很漂亮 团队 确实 捕捉 故事 角度 故事 多汁 团队 很棒,正面
@ahmadraza8881,Excellent  work   nice   video  beautiful  place    beautiful country like  your home  and  you,出色的工作不错的视频美丽的地方像您的家一样美丽的国家和您,出色 不错 视频 地方 国家,正面
@minervacranes8594,Its satisfying and relaxing watching this. Beautiful handmade craft,它令人满意和放松。美丽的手工制作,放松 手工,正面
@nancydion9685,suka sekali pemandangan disana tenang dan menyegarkan dan juga sepertinya orang² disana sangat ramah. sukses selalu penji,喜欢那里的观点，令人振奋，令人耳目一新，似乎那里的人们非常友好。成功永远是阴茎,喜欢 观点 友好 成功 阴茎,正面
@MiniKitchenSetup,Very beautiful and relaxing,非常美丽和放松,放松,正面
@ramadeviramadevi288,As expected wenderful beautiful excellent video,正如预期的，美丽的优秀视频,优秀 视频,正面
@vijayalakshmisoundarapandi6183,I love your way of your lifesimply super ma and the purple pot,我爱你的生活方式超级马和紫色的锅,方式 紫色,正面
@user-hn9vu8sq8e,สวยงามมากค่ะ,很漂亮,很漂亮,正面
@MuFaSya_NaFaSyi,selalu aku tunggu tayangan nya,我总是等待节目,等待 节目,正面
@begood786,Thanks for showing the heritage and sights in Yunnan.,感谢您展示云南的遗产和景点。,展示 景点,正面
@silveritea,Thank you for featuring steam pots! I have a clay steam pot I found here in Alabama in the United States at an antique sale - I am always looking for new recipes to try! I use an Instant Pot with a gasket as the steam base.,感谢您提供蒸汽锅！我有一个在美国阿拉巴马州的古董销售中发现的粘土蒸汽锅 - 我一直在寻找新的食谱！我将带有垫圈的速溶锅用作蒸汽底座。,提供 蒸汽 发现 粘土 蒸汽 寻找 食谱 带有 垫圈 速溶 用作 蒸汽 底座,负面
@fafacacahyo12,"Akhirnyaa tayang juga videonya  from Channel ""Ellen Glen Kehidupan di Desa """,最后，该视频还从频道“埃伦·格伦·赫迪普（ ）”播出。,视频 频道 播出,正面
@galleryrie_,"i really love it. during my hardest time, facing a lot of defeat that makes me desperate, i always watch your video, makes me heal and relieve. i also living in the countryside but not much nature i can watch. you should know that i really like it, i really love nature, culture and tradition. spreading lots of love from me to you.",我很喜欢。在我最艰难的时期，面对很多失败，使我绝望，我总是看你的视频，使我康复和缓解。我也住在乡村，但我无法观看的大自然。您应该知道我真的很喜欢，我真的很喜欢自然，文化和传统。向我传播很多爱。,喜欢 艰难 时期 面对 失败 绝望 视频 缓解 乡村 观看 喜欢 喜欢 文化 传统,正面
@yip9602,整整齊齊吃飯... 就是幸福,整齐吃饭. 就是幸福,吃饭 幸福,正面
@spring_is_passing_through,用自己設計製作的蒸汽陶鍋做一桌豐盛的菜招待家人親友，不僅倍感成就，更是賓主盡歡。順便一提，原來南瓜潤肺且治久咳，長知識了。感謝！,用自己设计制作的蒸汽陶锅做一桌丰盛的菜招待家人亲友，不仅倍感成就，更是宾主尽欢。顺便一提，原来南瓜润肺且治久咳，长知识了。感谢！,蒸汽 丰盛 招待 家人 亲友 成就 顺便 润肺 知识 感谢,正面
@sunnyting4543,"雲南處處有好山好水，讓人羨慕！
中國的手工藝，就是那麽神奇！
阿盆姐嶄新宮殿終於誕生了！
小小汽鍋放入那麽多最好吃的美食，還會有人説：不好味嗎？",云南处有好山好水，让人羡慕！中国的手工艺，就是那么神奇！阿盆姐崭新宫殿终于诞生了！小汽锅放入那么多最好吃的美食，还会有人说：不好味吗？,处有 羡慕 手工艺 神奇 诞生 汽锅 放入 好吃 美食,正面
@rhalaineechavez4174,"One of the best video on this channel.,!!! Love it so much.,!!! 🩷🩷🩷",此频道上最好的视频之一。非常喜欢它。，！🩷,频道 视频 喜欢,正面
@Basheerdlx,Love from kerala  the nature just like melting candy ......  now a days iam obsessed with your videos,来自喀拉邦的爱就像融化的糖果一样…现在我痴迷于您的视频,糖果 痴迷 视频,正面
@pujianto.indonesia,Thank you for Indonesian subtitle. ♡,谢您的印尼字幕。♡,字幕,正面
@lishabiswas8045,Lot's of love from India ️,来自印度的爱情,爱情,正面
@Kunkle2771a,谢谢盆鸡把建水文化带向世界，为盆鸡点赞，欢迎大家到云南建水玩！,谢盆鸡把建水文化带向世界，为盆鸡点赞，欢迎大家到云南建水玩！,建水 文化 世界 盆鸡点 建水,正面
@Anca.05,Beautiful country with wonderful people.,美丽的国家，有美好的人。,国家 美好,正面
@mandalayzak5935,"Wow! tienes casa nueva o renovastes la anterior?. Te felicito, me encanta que cada día creces más. Aprovecha muy bien la oportunidad que la vida te ha concedido, para que logres todo lo que te propongas. 
Como todos tus videos esto es una maravilla. Fascinante ver esta labor ancestral de la cerámica de tu tierra
Que sigan tus éxitos",哇！您有新房子还是上一所房子？我祝贺你，我爱你每天成长更多。利用生活赋予您的机会，以实现自己提出的一切。像您所有的视频一样，这很棒。令人着迷的是看到您土地陶瓷的祖先作品跟随您的成功,新房子 房子 成长 利用 赋予 机会 提出 视频 很棒 着迷 土地 陶瓷 作品 跟随 成功,正面
@user-db7rv7gj9x,"Здравствуйте уважаемая семья, поздравляю вас с новым годом, очень красиво всё",亲爱的家人，我祝贺你新年快乐，一切都很漂亮,亲爱 家人 很漂亮,正面
@antoniacelestin8350,"Beautiful Pottery, Lovely Gift Idea.....",美丽的陶器，可爱的礼物主意.,陶器 可爱 礼物 主意,正面
@user-bw5xv3ii5t,景美。傳承，美味，豐盛 溫暖     ，肚子餓,景美。传承，美味，丰盛 温暖 ，肚子饿,传承 丰盛 温暖 肚子饿,正面
@marcialima1081,"Obrigado por essa experiência tão maravilhosa de ver essa criação de peças tão lindas de artesanato. Emocionante! Apenjie, sua culinária é maravilhosa, me dá água na boca. Queria experimentar",感谢您看到如此美丽的手工艺品的创作的奇妙经历。令人兴奋！，您的烹饪很棒，给了我口水。我想尝试,手工艺品 奇妙 经历 烹饪 很棒 口水,正面
@onyeelaw2646,"盆姐，雲南建水的風景同手工藝都一樣美麗同舒服
想問來福左後腳好了嗎？",盆姐，云南建水的风景同手工艺都一样美丽同舒服想问来福左后脚好了吗？,盆姐 建水 风景 手工艺 舒服 后脚 好了吗,正面
@elviracaravaca4283,"Que hermoso capitulo!!!!
La cerámica preciosa, los paisajes hermosos y la comida muy apetitosa!!!
Felicidades por el gran trabajo, de dar a conocer tu cultura...",多么美丽的章节！珍贵的陶瓷，美丽的风景和非常开胃的食物！祝贺您的出色工作，宣传您的文化.,章节 珍贵 陶瓷 风景 开胃 食物 出色 文化,正面
@ClassicallyMish,Thank you for sharing these dishes with us.,感谢您与我们分享这些菜。,分享,正面
@sithayann31,I love it,我喜欢它,喜欢,正面
@teddysu990,"小盆妹家裡用的鍋碗盆甕都是有年代的古董喔! 只是不是精品而已,但還是很有古味!","小盆妹家里用的锅碗盆瓮都是有年代的古董喔! 只是不是精品而已,但还是很有古味!",盆妹 碗盆 精品 古味,正面
@1o5o29,Oh my!  Fantastic aerial photos!,天啊！梦幻般的航拍照片！,航拍 照片,正面
@user-rt2hv8xo8b,"I really love your video  Your video always make me relax and missing my hometown I don't feel lonely because I have your video. Thank you for being here, Thank you for your existence.",我真的很喜欢您的视频，您的视频总是让我放松，而错过了我的家乡，我不会感到孤独，因为我有您的视频。感谢您在这里，谢您的存在。,喜欢 视频 视频 放松 错过 家乡 感到 孤独 视频,正面
@kangeunji2445,Sangat cantik ️,非常漂亮,漂亮,正面
@neethuru16,Wonderful,精彩的,精彩,正面
@Alex-ng5ri,蒸氣鍋真棒，可以鎖住食物的美味，同時ㄧ次可以蒸很多……盆雞的廚藝太棒了,蒸气锅真棒，可以锁住食物的美味，同时ㄧ次可以蒸很多…盆鸡的厨艺太棒了,蒸气 真棒 锁住 食物 盆鸡 厨艺,正面
@cookingfoodshows,Appreciate your Video. Amazing,感谢您的视频。惊人的,视频 惊人,负面
@keylavida9560,gracias por el video,谢你的视频,视频,正面
@ranigreen,Love this video,喜欢这个视频,喜欢 视频,正面
@silvaniasilvavania5557,"Seu trabalho é inspirador! Sua família é muito harmoniosa 
Fico feliz a cada vídeo 
Brasil aqui para a china",您的工作鼓舞人心！你的家人很和谐我对每个视频感到满意巴西在这里,家人 和谐 视频 感到 满意,正面
@juliomanuelgiraldezrial5492,EN PAIS PRECIOSO,在美丽的国家,国家,正面
@JBStree,好幸福的視頻,好幸福的视频,幸福 视频,正面
@liviazheng7777,好美的鍋子，實用方便,好美的锅子，实用方便,锅子 实用,正面
@user-eo9ke4nl6w,"What a talented group of people - including yourself!  I thought long and hard about what to learn when I retired - whether to learn throwing (I hope that the correct term) pottery or weaving, and I settled on weaving (I loved the European tapestries we saw when we were stationed in Italy, Spain and England).  You made beautiful cups and cooking pots!",多么有才华的人 - 包括您自己！我对退休时要学习的知识很长时间 - 是否学习投掷（我希望正确的术语）陶器还是编织，然后我定居（我爱我们驻扎在西班牙意大利时看到的欧洲挂毯和英国）。您制作了漂亮的杯子和烹饪锅！,包括 退休 学习 知识 学习 投掷 希望 正确 术语 陶器 编织 定居 驻扎 挂毯 漂亮 杯子 烹饪,正面
@cleidemiranda4914,Que lindas peças,什么美丽的作品,作品,正面
@yue_9598,待ってました！,我一直在等待！,等待,正面
@primordialblack000,Always love your videos 🇵🇭,总是爱你的视频🇵🇭,视频,正面
@galuhkusuma5142,"Suasana pedesaan, budaya masyarakatnya ditambah keahlian memasak dengan memanfaatkan hasil alam sekitar menjadi perpaduan yang luar biasa dan menarik. Penataan makanannya juga sangat bagus dan berkelas. Semangat berkarya terus Dianxi. Saya fans dari Indonesia",乡村气氛，人们的文化以及利用周围天然产品的烹饪专业知识，是一种非凡而有吸引力的组合。食物的布置也非常好且优雅。工作精神仍然是戴安克斯。我是印度尼西亚的粉丝,乡村 气氛 文化 利用 产品 烹饪 专业知识 吸引力 组合 食物 布置 优雅 精神 粉丝,正面
@simonemichiles4913,"Há como eu amo assistir Dianxi mostrando sua culinária incrível, sua cultura maravilhosa, sempre será minha série favorita 🇧🇷",有一种方法，我喜欢看展示您的美食，您的精彩文化，永远是我最喜欢的系列🇧🇷,方法 喜欢 展示 美食 精彩 文化 喜欢,正面
@berkur.,"Hermoso video, que preciosas ollas! Hermoso ver los ceramistas trabajar, y a Dianxi cocinar",美丽的视频，什么美丽的花盆！看到陶瓷的工作很漂亮，戴安克斯厨师,视频 花盆 陶瓷 很漂亮 厨师,正面
@theresadecastro-dantes3651,Such beautiful city ! So many amazing things to see ! So serene ! Good thing apenjie found time to relax and see beautiful places ! Have a nice day !,如此美丽的城市！这么多令人惊奇的事物值得一看！如此安静！好东西找到了时间放松并看到美丽的地方！祝你今天过得愉快 ！,惊奇 事物 找到 时间 放松 地方 愉快,正面
@josephalcantra1183,Very very Beautiful place. Watching from Philippines,非常美丽的地方。从菲律宾观看,地方 观看,正面
@craigpowell7916,Wow! This beautiful woman is so talented at cooking! The way so comes up with so many different and delicious looking dishes is amazing! It is an honor to watch her videos! God bless you and your family!,哇！这个美丽的女人在烹饪方面很有才华！因此，这么多不同可口的菜肴的方式真是太神奇了！能够观看她的视频很荣幸！上帝保佑你和你的家人！,女人 烹饪 可口 菜肴 方式 神奇 观看 视频 家人,正面
@akuilanasilivata3227,Your videos are my favorate whe it comes to cooking.,在烹饪方面，您的视频是我的最爱。,烹饪 视频 最爱,正面
@mariloulaurent4588,"Je crois que c'est l'un de vos plus beaux post.
Magnifique 
Et le repas a l'air si savoureux !",我认为这是您最美丽的帖子之一。华丽的而且这顿饭看起来很美味！,帖子 顿饭,负面
@mohammadvahidlotfi9588,Very very beautiful 🫶🫶🫶,非常漂亮🫶,漂亮,正面
@jacobmelo270,Realmente maravilhoso ver a culinária chinesa dessa forma. Essas iguarias feitas nas panelas de barro e cozidas no vapor não tem como não ficarem deliciosas. Trabalho lindo desses artesãos que manipulam a argila e nos dão essa panelas lindas. Parabéns pelo vídeo.,以这种方式看到中国美食真是太好了。这些在粘土炊具中制成的美味佳肴并用蒸汽煮熟，无法享用美味。这些工匠的精美作品，他们操纵粘土，并给我们这些美丽的花盆。恭喜视频。,方式 美食 粘土 炊具 制成 并用 蒸汽 煮熟 享用 工匠 精美 作品 操纵 粘土 花盆 恭喜 视频,正面
@normahlizabintiaman2950,So beautiful.  Thank you for sharing,如此美丽。感谢你的分享,感谢 分享,正面
@skeltonjuanita6515,Outstanding video… very beautiful as well as informative…thank you!,出色的视频…非常漂亮且内容丰富…谢！,出色 视频 漂亮 内容,正面
@johnneymc,"fun fact, her nickname ""penji"" is composed of ""pen"" meaning tub in Chinese and ""ji"" meaning chicken.. hence the design on the cup, a chicken in a tub",有趣的事实，她的昵称“ ”由“笔”组成，意为中文的浴缸和“ ”，意为鸡肉。因此，杯子上的设计，浴缸中的鸡肉,有趣 事实 昵称 浴缸 鸡肉 杯子 浴缸 鸡肉,正面
@xxpetrusafandiliuxx1639,Sangat indah keramik warisan nenek moyang. Saya suka melihatnya 🇮🇩,非常美丽的陶瓷继承了祖先。我喜欢看到它🇮🇩,陶瓷 继承 喜欢,正面
@Yan-Fun,Amazingly talented work of art! Such a beautiful place and people. 謝謝分享!,才华横溢的艺术品！如此美丽的地方和人。谢！,艺术品 地方,正面
@nagarathnajgirish9752,"Love the pots  & cooking
You are so awesome cooking",喜欢锅和烹饪你真烹饪很棒,喜欢 烹饪 烹饪 很棒,正面
@mariaer5244,"Bellísima artesanía de cerámicas y tus recetas siempre se ven muy deliciosas, hermoso lugar 🇦🇷",陶瓷和食谱的美丽手工艺品总是看起来很美味，美丽的地方🇦🇷,陶瓷 食谱 手工艺品 地方,正面
@user-ol8pm4ns2r,Спасибо за увлекательную экскурсию,感谢您的激动人心的旅行,激动人心,正面
@annstewart1983,"Such an educational video, I was fascinated. The dishes you prepared looked delicious, your guests were so fortunate to sample them.  Please stay safe and I appreciate you sharing your amazing life with us.",这样的教育视频，我着迷了。您准备的菜看起来很美味，您的客人很幸运地品尝了它们。请保持安全，感谢您与我们分享您的美好生活。,视频 着迷 客人 品尝 分享,正面
@simplybysuzie,One of the best videos you’ve done. So endearing.,您完成的最好的视频之一。如此可爱。,视频 可爱,正面
@anh2rio33,"Những thước phim rất đẹp, cảm ơn Bạn đã tôi một trải nghiệm thú vị, rất tuyệt vời",非常漂亮的镜头，谢我，这是一个有趣，非常美好的经历,漂亮 镜头 有趣 美好 经历,正面
@ellakrasavina5623,Благодарим родителе за такую дочь,我们感谢父母这样的女儿,感谢 父母 女儿,正面
@-ananda-,"Que preciosas piezas de barro, me encanta como se transforma la tierra en objetos útiles y hermosos
Mis abuelos eran alfareros y tenían una tienda con distintas piezas muy famosa, pero en la guerra civil española les cayó una bomba y destruyó todo, menos a mis abuelos️
Precioso lugar y preciosa artesanía ️
https://youtu.be/Gm0MpYE4vO4?si=kJLyRqEOPtfyBo-N",多么美丽的泥土，我喜欢地球如何变成有用和美丽的物体我的祖父母是陶艺家，有一家商店里有不同的作品，但是在西班牙内战中，炸弹掉了并摧毁了一切，除了我的祖父母祖父美丽的地方和美丽的手工艺:/./04?=-,泥土 喜欢 地球 有用 物体 陶艺家 商店 作品 内战 炸弹 摧毁 祖父 地方 手工艺,正面
@user-ck5kz2dk5o,한국에서도 많이 보고 있습니다 아름다운 영상이 편안함을 느끼게 합니다,我在韩国看到很多，让我感到舒适。,感到 舒适,正面
@ThuyLe-ky1fb,những thước phim đẹp tuyệt vời. cảm ơn bạn đã cho chúng tôi biết đến vùng đất tươi đẹp nơi bạn sinh sống,美丽的美丽镜头。谢您让我们知道您居住的美丽土地,镜头 居住 土地,正面
@Nnnm86,Penonton setia Dianxi dari Indonesia mana suaranya 🇮🇩️️️,来自印度尼西亚的戴安克西忠实的观众，那里的声音是🇮🇩️,忠实 观众 声音,正面
@rubielaarango1472,Que cultura tan hermosa.  Yo quiero conocer,多么美丽的文化。我想见,文化 想见,正面
@donaldho4345,"Thanks for sharing this video. 
    ️ Peace & Love",感谢您分享此视频。配立和平与爱,分享 视频 配立,正面
@jiminisnotonfire7125,I love your videos so much they’re so relaxing,我非常喜欢你的视频，他们太放松了,喜欢 视频 放松,正面
@nicolinavincelli9369,"Love the pots , wish that we could purchase them here, you are very good cook.",喜欢锅，希望我们可以在这里购买它们，您是很好的厨师。,喜欢 希望 购买 很好 厨师,正面
@hcambo5373,Nice work,做得好,做得好,正面
@user-br3ty9rt1m,Very cool. You are so talented!,很酷。你是如此有才华！,很酷,正面
@oliviawingate97,Fantastic video love the cookware,很棒的视频喜欢炊具,很棒 视频 喜欢 炊具,正面
@Ponnu.CR7,What a beautiful camera work!! I loved the sceneries.,多么美丽的相机作品！我喜欢风景。,作品 喜欢 风景,正面
@ahmadumair9501,The best video from u ever,有史以来最好的视频,视频,正面
@SamanthaSeman-vn2xl,Love all of the videos you do,喜欢您所做的所有视频,喜欢 视频,正面
@frogm549,that was a great video thanks for sharing,这是一个很好的视频，感谢您的分享,很好 视频 分享,正面
@ManishaKashyap29715,Love that first shot . It’s nice to see something different here,喜欢那镜头。很高兴在这里看到不同的东西,喜欢 镜头,正面
@user-nu4kb4uo8x,Traditional art  work good episode,传统艺术作品好剧集,传统 艺术作品 剧集,正面
@fol2355,Як чудово яка прикрасна атмосфера і мелодія заспокійлива а дівчина красуня.,装饰气氛和旋律舒缓和一个女孩多么美妙。,装饰 气氛 旋律 舒缓 女孩 美妙,正面
@TalagaKyle,Always present to watching your video from phillipines,总是在菲律宾观看视频,观看 视频,正面
@TrangsDailyLife68,so beautifull video,如此美丽的视频,视频,正面
@hemdenofficial,My favorite family video,我最喜欢的家庭视频,喜欢 家庭 视频,正面
@arunakamala23,Wow absolutely stunning video. Kudos to the impeccable artist and their amazing craftsmanship. Well made video. The scenery is stunning ️,哇，绝对令人惊叹的视频。这位无可挑剔的艺术家及其惊人的工艺。做得好的视频。风景令人惊叹️,视频 艺术家 惊人 工艺 做得好 视频 风景,正面
@grimreper8645,ชั้นชอบบรรยากาศแบบนี้จังเลย ดูสบายๆได้ไม่เบื่อเลย,我真的很喜欢这样的气氛。看起来很舒服，一点也不感到无聊。,喜欢 气氛 舒服 感到 无聊,正面
@sabiner8379,Super intéressant et magnifique……merci pour ces jolies vidéos.,超级有趣而美丽…谢您的这些漂亮的视频。,有趣 漂亮 视频,正面
@tienthuy3594,So wonderful,如此精彩,精彩,正面
@zainivlogs4157,Main ap ke sari videos dakhti hu bhut Sara Pyar ap or ap ke family k liye,我为您和您的家人看您的纱丽视频,家人 纱丽 视频,负面
@ArPhiLTV,"I missed watching you, soo glad your back.",我想念你，很高兴你的背。,想念,正面
@lingchen127,師傅好厲害,师傅好厉害,厉害,正面
@user-sf7gr6nh1i,I love watching you cook it's amazing.,我喜欢看着你做饭，真是太神奇了。,喜欢 看着 做饭 神奇,正面
@Martin_Priesthood,"Beautiful place with amazing pottery. ..
Delicious as usual. .. ️",美丽的地方，有着惊人的陶器。.像往常一样美味。.,地方 惊人 陶器,负面
@cuteAndcomedy,I always watch your video so nice and peaceful life,我总是看你的视频如此美好，和平的生活,视频 美好,正面
@user-pz7ln8db1h,Love the pots you made. Love all your videos .  Happy New Year,爱你制作的花盆。爱你所有的视频。新年快乐,花盆 视频,正面
@tian00000,요리가 완전 대박이다 세상최고,烹饪是世界上最好的,烹饪 世界,正面
@ariel.rangel,i love this so much! specially becaus i'm a potter so watching you making pottery was super nice and fun!! thank you so much for sharing this lovely video!!,我非常喜欢这个！尤其是因为我是一个陶工，所以看着你制作陶器非常好又有趣！非常感谢您分享这个可爱的视频！,喜欢 陶工 看着 陶器 有趣 分享 可爱 视频,正面
@nonihanifa1975,Very warm and homy.love that.,非常温暖和热情。,温暖 热情,正面
@rolandwang6521,好幸福啊,好幸福啊,幸福,正面
@nanamimi7385,"Finally... I miss your videos and been waiting for the new ones for quite some time.
I love your videos.
Hi from Jakarta, Indonesia",最后.我想念您的视频，并等待新视频已有一段时间了。我爱你的视频。来自印度尼西亚雅加达的嗨,想念 视频 等待 视频 已有 视频,正面
@luzdaryalvarado9524,"Hermoso legado cultural y artesanal,  gracias por compartirlo con el resto del mundo. Maravilloso",美丽的文化和手工遗产，感谢您与世界其他地方分享。奇妙,文化 手工 世界 地方 分享 奇妙,正面
@masterkabao,Love this episode. It reminds me of the cdrama Meet Yourself. So relaxing and down to earth.,喜欢这个情节。这让我想起了见面。因此放松并脚踏实地。,喜欢 情节 想起 见面 放松,正面
@AliceRelaxCooking-ob4ih,"This is amazing and better too, I'm impressed",这也很棒，也更好，我给我留下了深刻的印象,很棒 留下 印象,正面
@Narnia86,It's amazing!,太奇妙了！,奇妙,正面
