评论用户id,评论id,分词,分词-英文
7724319577,5075251463721960,感觉 真人,I feel real
5363492054,5075312734635120,接诊 住院治疗 有效性 医院 一致性 错过 黄金 抢救 落下 残疾,The effectiveness of the hospital for hospitalization The hospital consistently missed the gold rescue to the disabled
7672254993,5075349379225050,八字 算命,Fiber fortune
5607288857,5075519393760300,医生 咋办,Doctors
2383807403,5075382594964940,看病,see a doctor
5955634310,5075293057844730,脑梗 村子 脑梗,Cerebral infarction village cerebral infarction
6569470906,5075663388413730,确实 浪漫主义,Really romanticism
5446469276,5075351468509460,治愈 科技,Healing technology
7568786389,5075350468167990,治愈 机器人 聊过,Talking to the healing robot
2515816787,5075383269722480,科技,science and technology
6990514882,5075381529611000,人工智能 威力,Artificial intelligence
7774369759,5075351151844880,回报 社会,Return society
7773085649,5075350948676560,科技 温暖 人心,Technology warmth
7774176247,5075350828618160,期待,expect
7737092015,5075319696394730,不错,good
3707266414,5075319239738990,展会 不错,The exhibition is good
7731420777,5075318832631660,科技 赋能 人类,Science and technology empower humans
7774383555,5075351342680200,想想 很酷,It's cool to think about
6149224010,5075351027581830,科技,science and technology
3226646150,5075350709868980,可能性,possibility
7871968758,5075318507311930,人类 硬道理,Human hardship
7933961215,5075250821992580,人工智能,AI
7361527558,5075250672830290,人工智能 厉害,Powerful artificial intelligence
1800314411,5075250245010200,技术 智能 行业,Technical intelligence industry
6101839000,5075249963995130,人工智能,AI
5872354033,5075249787835530,人工智能 强大,Powerful artificial intelligence
6859889914,5075249708138990,人工智能,AI
5482984541,5075249595156910,人工智能 强大,Powerful artificial intelligence
5721206645,5075259482441970,科技 改变,Technological change
7804354858,5075251377472630,关系,relation
7525476030,5075251047958310,人工智能,AI
7579498218,5075250817270920,技术 提高 时间,Technical improvement time
6093153979,5075250616470240,确实,really
7738256663,5075250538613130,功能 占据,Function occupation
3023681197,5075250507158800,人用,Use
7504106616,5075250251825930,技术 成熟 厉害,Mature technology
6922047890,5075250119447140,抄袭,Plagiarize
7543255731,5075250095852070,科技,science and technology
5970162313,5075250096901150,关注,focus on
7243402594,5075250062033840,人工智能 很棒,Artificial intelligence is great
1731585825,5075250062300030,人工智能,AI
7806611845,5075250032938130,人工智能 强大,Powerful artificial intelligence
5498490361,5075249995712010,人工智能 强大,Powerful artificial intelligence
7502606042,5075249908155990,技术,technology
7775180982,5075249901077240,期待 精彩 表现,Looking forward to wonderful performance
7920585853,5075249898718810,人工智能 很棒,Artificial intelligence is great
5921790064,5075249882205550,感觉 厉害,I feel awesome
7733812416,5075249827940100,科技,science and technology
2998488271,5075249814572620,学到,Learn
7898780144,5075249806972210,人工智能 厉害,Powerful artificial intelligence
7504879070,5075249794909660,有没有 思考问题 能力,Do you have the ability to think about the problem
6481122076,5075249769742560,人工智能 强大,Powerful artificial intelligence
6913408559,5075249761356370,道理 样子,Make the truth
7899234313,5075249740121840,确实 依赖,Indeed dependence
7433312044,5075249722557430,感谢 分享,Thanks for sharing
6994106206,5075249694247800,道理,reason
7806562552,5075249678781850,分享,share
5977857084,5075249674584870,科技,science and technology
7699376642,5075249669080920,理智,reason
7777033793,5075249610361450,算是,Be regarded as
7478473694,5075249557408800,精准 值得,Accurate
2842576271,5075249513103490,感谢 分享 知识,Thanks for sharing knowledge
1951863923,5075249504977610,支持 国产手机,Support domestic mobile phones
7854238361,5075249484534180,逗乐 智能,Funny intelligence
7766237366,5075251139973660,期待 激动人心 时刻,Looking forward to exciting moments
7888457353,5075250855020010,年轻人 学会 思考 方式,Young people learn how to think about
7782866557,5075250427204010,希望 有好,Hope there is good
7786928227,5075249657807840,道理 超过 人类,The truth is more than humans
7917338954,5075251161204730,人工智能,AI
5176559117,5075250803114360,科技,science and technology
5842709509,5075250066229360,人工智能,AI
6516349392,5075249824270010,人工智能,AI
7584314444,5075249626088070,感谢 确实,Thank you really
7594184315,5075249139813270,对接 交流 脑血管 意外 后遗症 治疗 治疗 稳定,Connect and exchange cerebrovascular accident sequelae Treatment treatment stable
6690609735,5077926854528850,声音 好听 科学 锻炼,Sound is nice scientific exercise
3219747612,5075586118323230,科技进步,Scientific and technological progress
5662052727,5075268376989880,医者,Doctor
7836558881,5075234027209140,本源 支持,Source support
7447856651,5075229082388190,凭空 创造 出新 灵魂 抽取 灵魂 逮捕 控制,Create a new soul to extract soul arrest control out of thin air
7864333184,5075499804000940,搓澡 孩子 莫名 肚子痛 白花 好奇 类似 病例 搜索 无意 发现 已有 医生 详细 性生活 孩子 腹痛 感受 真人 医生 耐心,Knoting the child's inexplicable stomach pain Baihua Curiosity Similar cases Search without intention found that existing doctors live in detailed life.
7864333184,5075497191474490,科幻 大片,Science fiction blockbuster
5379770771,5075272997538090,小花 人工智能 医生 小花 知悉,Xiaohua artificial intelligence doctor Xiaohua knows
5685862893,5075247095090860,恐怖,fear
7544809480,5075197898523610,技术 人工智能 创造 事物 科技 创新 融入 技术,Technical artificial intelligence creation technology innovation integration technology
5293996821,5075197839541330,全球性 交流 文化 解决 全球性 提供 可能性 技能 创造力,Global exchange culture to solve global provision of possibility skills creativity
7845110267,5075218848811790,创新 智能,Innovative intelligence
3245659414,5075215435170000,期待 包容 创新 智能,Looking forward to tolerance and innovation intelligence
5308867544,5075197940728350,人工智能 技术 走进 外滩 大会 汇集 科技 智能 产品,Artificial intelligence technology walks into the Bund Conference to gather technology intelligent products
7314852754,5075196184625300,人工智能 核心,Artificial Intelligence Core
5969639666,5078538875043850,人工智能 技术 商家 敛财 工具,Artificial Intelligence Technology Merchant Merchants Tools
5303336450,5075198368025560,厉害 厉害 技术 文化 地域 紧密 构建 技术,Tightly constructing technology
6784408281,5075198255039060,期待 包容 创新 智能,Looking forward to tolerance and innovation intelligence
7519205529,5075198063939390,外滩 体验,Bund experience
7862972649,5075198135242020,科技 带动 产业 技术 产业 社会,Technology drives industrial technology and industry society
7388048950,5075198121082940,鼓励 人工智能 推动 技术 开源,Encourage artificial intelligence to promote technical open source
7923747343,5075197990797510,想象 人工智能 世界 美好,Imagine the beautiful world of artificial intelligence
7691414684,5075347567285110,盈利,profit
5921610516,5075200687999990,只能 诊断,Can only be diagnosed
1655253920,5075287198665240,目标 机器 机器 变回 机器 变回 人指 拥有 情感 思维 审慎 权衡利弊 危机 患者 结局,The target machine machine changes the machine back to the person to change the person who has emotional thinking and carefully weighs the end of the crisis of the crisis
3907481615,5075202950040620,错误 没法 解决 负责 诊断 出错 赔偿 符合规范 治疗 方法 正确 答案 经验 医生 玄学,Error cannot be resolved to be responsible for diagnosis of errors compensation. Correct treatment method Correct answers Experience. Doctors' metaphysics
6319954098,5075202551845750,收益 情绪 稳定 人类 分裂 生物,Emotional Emotions stabilize human split creatures
5700203869,5075201911949390,老龄化 程度 社区 医院 发现 老年人 手机 电子 挂号 社区 医生 人文 增员,Age -aged community hospital found that the elderly mobile phone electronic registered community doctors have humanistic employees
5672452380,5075217703768280,医生 专业性 评论 出丑,Doctors' professional comments are ugly
3211655451,5075208865580940,医疗 外行 臆测 仪器 流水线 判读 繁重 无效 解脱 判读 疾病 书本 看病 法官 现实,"Medical layman speculates that the instrumental assembly line is heavier and ineffective, liberated, and interpret the illness of the disease."
3211633245,5075205456137490,机器人 做手术,Robotic surgery
1062258421,5075207643726780,体量 医生 嫌多 降低 待遇,Doctors are suspected to reduce the treatment more
2090186934,5075207070679340,医生 人类 健康 需求,Doctor human health needs
6437419429,5075205372248270,药师,Pharmacist
2400326114,5075208270251260,无脑 抬杠 搞不好 承担 责任 取代,No brain -free lift bumper to take responsibility for replacement
7917730534,5075207687244000,顶替 估计 够呛,Estimated to replace it enough
5758520544,5075207291144760,功能 疾病 病人 口述 舒服 症状 表现 交由 医生 指标 判断 医生 引导 病人 描述 病情,Patients with functional diseases are comfortable and comfortable symptoms.
7875570780,5075206205079570,观点 失业 前提条件 预见 短期内 人口 医生 充足 情况 基层 全科 医生 大材小用 分诊 医生 充分利用 提升 诊断 效率 取代 医生 失业 劣质 医院,The prerequisite for the unemployment of views is foreseeable that the population doctors are sufficient in the short term.
5287013197,5075205746333000,医生 诊疗 过程 程序 流水作业,Doctor diagnosis and treatment process program flow operation
7598487836,5075211893870760,岗位 短期内 指南 开药 病人 病史 药物 药物 繁杂 严谨 数据库 筛选 程序 超光 核磁 胃肠 医生 阅片 写下 建议 诊断 识图 程度 病灶 存疑,"In the short term, the post of prescribed drugs in the post in the short term of the medical history of drugs and drugs is complicated and rigorous database screening procedure ultra -light nuclear magnetic gastrointestinal doctor."
2957824487,5075213238927950,猜想 高度 集成 无人 智能 检查和 诊断 社区 医院 乡镇 医院 医保卡 验血 诊断 报告,Guess highly integrated unmanned intelligent examination and diagnosis community hospital township hospital medical insurance card diagnosis report
7072358272,5075205437524660,想想 机器人 抽血 害怕 失灵,"Think of the robot to draw blood, afraid of failure"
1973254097,5075234640626570,看病 电脑 算命,Determine computer fortune -telling
5664501104,5075220694568530,接受 问责 工人,Acceptance workers
5634814954,5075211758079870,医疗保险 类似 模式 判断 不给 依托 答辩,A similar model of medical insurance is judged not to give a defense to rely on
2373481325,5075211053436160,医院 排队 原因 医生 医生 诊断 开药 效率 区别 重点 患者 大夫 交流 过程 不到,"The reason why the hospital queues is queuing, doctors diagnose the efficiency of prescribing medicine."
1401096961,5075208917227110,国家 超算 中心 部署,National Super Cantone
2899577325,5075205772806800,正骨 按摩 做不了 模型 机器人 有用 误诊 可能性 医疗事故 可能性 大大降低,"Positive bone massage cannot do the possibility of misdiagnosis of model robots, the possibility of misdiagnosis of medical accidents is greatly reduced"
7477549702,5075204837737380,只能 取代 治疗,Only replace the treatment
7387288668,5075201437468360,意味着 社区 医院 做好 检查和 判断,It means that community hospitals do a good job of inspection and judgment
5286771642,5075215111949320,医学,medicine
1087135227,5075214985856070,证明 医学,Proof
6372718743,5075212939298720,老师 淘汰,Teacher eliminate
7844462415,5075212720408280,医护人员 失业,Medical staff unemployment
1896551332,5075212538483070,医疗事故 负责,Medical accident responsibility
2723694064,5075212082610920,不行 坐牢,Not to go to jail
2120139653,5075207305299690,人力 干嘛,What a manpower
1246339822,5075203648652260,责任 承担 规范 担责 医生 相关 规范 错会,Responsibility assumes that the relevant norms of the responsibility for the responsibility of the doctors are wrong
5889803576,5077069773408960,医生 检验科 减负,Doctor's inspection department reduces burden
1413344032,5075299426107810,取代 法官 自由 裁量,Replace the judge's free tailoring
1905563444,5075289438947020,尿常规 发现 血尿 医生 开药,Urine routine discovery hematuria doctor prescribing medicine
3898810885,5075245582781430,医生 背锅 挨刀,Doctor back to a knife
7275293633,5075222544517560,采血 飞针,Bloody pins
2437212253,5075221438797090,医生 失不 失业 药代 肯定 要死 大片,Doctors will definitely die if they lose unemployment pharmac generation
7540300519,5075220513165520,玩意 骗人 狗会 看书 能干,Bad deceived dogs can read books and can do it
7448949406,5075219432343900,医学 完善 病例 协助 医生 病症 化验 给出 患者 所患 比例 科室 医生 判断 主观 判断 局限于 专科 例子 朋友 父亲 牙疼 牙科 只能 拔牙 医院 骨癌,Medical perfect cases to assist doctors' illness tests to give the patient's sufferings in the proportion department.
7275436427,5075218875811850,老花眼 看病 经验 数据 足够 剔除 庸医,The experience data of Laohua Eye Seeing a doctor is enough
2090322255,5075218407625740,律师 媒体 财经 失业,Lawyer media financial unemployment
2000518797,5075218225959220,医生 背锅,Doctor back
7296823339,5075217688824080,话儿 采血 输液 医生 护士 护士 机器 减轻 压力,Talking for blood infusion doctor nurse nurse machines to reduce pressure
7643765707,5075217648979040,帮转,Help
7784024189,5075217449747000,配药师,Pharmacist
5428964709,5075217078552780,简单 医疗 仪器 信息化 水平 医生 负担 减少 医疗 压力 群众 医疗 需求 提升,Simple medical instrument informatization level Doctors burden the burden of reducing medical pressure on the masses of medical needs
1450415403,5075216912876440,医患 纠纷 交给 判断 看病 解决 纠纷 负责 赔偿,Doctors and patients disputes to judge a doctor to resolve disputes responsible for compensation
1547520101,5075216910254970,医生 诊断 模态 注重 病人 精神状态 语言 描述 医生 判断,Doctor diagnostic modes pay attention to the patient's mental state language description. Doctors' judgment
2273380097,5075216731211450,医院 骨折 拍片,Hospital fracture film
1796389600,5075216516254340,医生 减少 看病 数量 轻松 地方 学生 老师 老师 改成 小班制 老师 学生 小班制,"Doctors reduce the number of medical treatment, easy to see a doctor, local student teachers, teachers, teachers, change to small class teachers and students, small class system"
2741021737,5075215422587370,读片 准确性 心电图 看病难 准确 读片 读数据,Reading accuracy ECG Difficult to read the film and read data accurately
1441346904,5075215075772150,医生 失业 医疗 资源 贫瘠 心惊,Doctor unemployed medical resources is barren and shocked
1940299437,5075215036450990,机器人 新手 医师 接近 资深 医生 水平 医生,Robot New Year Doctor is close to senior doctor level doctors
5717800371,5075214695661690,感觉 简单 小病 慢性病 配药 解决 不错,Feeling a simple minor disease Chronic disease with medicine is good to solve the good
1847329620,5075214606010010,医生 药剂师 签字 责任人 省时省力 角色 电脑,The person with the responsible for the signature of the doctor's pharmacist saves time -saving and labor -saving character computers
6194329146,5075214207812620,客气 机器,Polite machine
2266984582,5075213622707760,百度 看病,Baidu see a doctor
2283303133,5075213549046410,取代,replace
7897846222,5075212549492100,无证 行医,Permit
1254422025,5075212174889140,健康 领域 替换 药师 医师 替换 医师 肯定 替换 老师,"Replace the pharmacist physician in the health field, and the doctor will definitely replace the teacher"
1731403030,5075211886005540,机器 采血 心理障碍 很大,Machine blood collection psychological disorders are very large
1086501017,5075211292508200,诊断 估计 医生 诊断,Diagnosis is estimated to be diagnosis
2007515531,5075211139155440,主治医生 辅助性 医生,Indicated doctor auxiliary doctor
1132123880,5075210776610050,病人 疾病 常见 规律 负责 医院,Common laws of patient diseases are responsible for hospitals
7746787334,5075210566895940,感觉 常规 模式 取代 就业 主力 方向,Feeling that the conventional mode replaces the main direction of employment
6768514737,5075210437138010,失业 减少 工作量 医生,Unemployment and reduction of workload doctors
1157515940,5075209621080770,面对 边界问题 准确 只能 初筛,"In the face of border issues, accurate can only be sieved first"
7611563373,5075208936882730,医院 医生 强度,Hospital doctor strength
6169777453,5075208295415950,办法 坐牢 担责任 坐牢,The method is responsible for responsibility to the jail
7315368806,5075208271037030,医生 质量 提升 敬业 医生 疲劳 情绪 质量 质量 提升,"Improved the quality of doctors, the quality and quality of the fatigue, the quality of the dedicated doctor, the quality improvement"
2234053094,5075207515801530,百度 加大 投入,Baidu increase investment
2146879952,5075207182091940,先用 组织 中层干部 干掉 达成,First use the middle -level cadre of the organization to kill and achieve
6050320433,5075207136216960,放心 财务 失业,Rest assured of financial unemployment
1999508665,5075206754537730,正好 劳动力,Just happen
7534828870,5075206611667290,專業 軟件 厲害 取代 工程,Professional software is powerful replacement project
1664012380,5075206474827170,医生 看片,Doctor watching a movie
6889038973,5075206041507200,希望 司法,Hope to be judicial
5694787746,5075205816846880,检验科 有用 感觉 赋能 司法 案子 委屈 赋能 负责 接待 答疑 解惑 复核,The inspection section has useful feelings to empower the judicial case of grievances and empower the reception and answer questions
2625870960,5075205791155030,年轻 医生 诊断,Young doctor diagnosis
6973120731,5075205655626390,会计,Accounting
3194735155,5075205485758280,取代 法院 案情 清晰 案子,Replace the court's clear case
2880886034,5075205393221770,诊断 面对 病人 问诊 治疗 方案,Diagnosis Facing patient diagnosis and treatment plan
7304352264,5075205211029550,医院 后台 系统 都用 数字化 指望,The background system of the hospital uses digitization to count
1500941445,5075205072358920,断案 公平正义,Fair and justice
5168286373,5075205044568820,地方 过度 医疗 病人,Local over -medical patients
2048239561,5075205030413040,医生 护士 失业,Doctor nurse unemployment
1061231970,5075204969074390,感觉 办法 背锅,Feel a way to carry the pot
2135340301,5075204566420610,家政 机器人 铺开 老年人 医疗 信息 片区 只用 家庭医生 事情,Housekeeping robots roll out the elderly medical information area.
3037882525,5075203990488860,背锅 坦白讲 希望 介入 医生 情况 估计 漫长 过程,"Frankly described in the back pot, I hope to intervene in the doctor's situation and it is estimated to have a long process"
1401338437,5075201390018600,常见,common
6868153093,5075276867830760,取代 法官 判案 公平,Replace the judge's judgment fair
5531141575,5075295612701870,科技 时代,Era of science and technology
2463959434,5075287639064630,诊断 用药 医生,Diagnosis doctor
2234310801,5075205061345700,采血 机器 吓人,Blood mining machine scary
5489608542,5075215824716580,医院 医生 取代,Hospital doctor replacement
6247653221,5075212321950190,路径 回复 争论 焦点 医学 试错 包括 医生 教条 判断 试错 留下 概率 正确 路径 问问 医生 朋友,Path Replies Contents Focusing Medicine Trial and Error includes doctors' dogmatic judgments. Plide the probability of correct path.
7324077331,5075210267526020,治愈 安慰 医生 下岗,Healing and comforting doctors laid off
6189305089,5075210027929420,医生 律师 法官 教师 司机 设计师,Doctor lawyer judge teacher driver designer designer
2808780721,5075205867701210,精神病 强制 治疗,Psychiatric mandatory treatment
6558743054,5075214000721890,出错 板子 落到 医院,The wrong board fell to the hospital
7778607988,5075213841073400,医师 协会 警告,Physician Association warning
7792263381,5075211043211970,公文 成熟 人会 失业,Mature people will be unemployed
7460676775,5075209839443990,适合 智能 机器人,Suitable for smart robots
7922854058,5075208562280510,取代 轻松 不用,Replace it easily without having
7486809631,5075205938479930,开车 医生 开出 药方 承担 责任,Driving doctor takes out the prescription to take responsibility
6191556034,5075205589829560,医者 仁心 诊断 解放 重复性 留下 医生 涨薪 提升 医生 社会 医德 标准 医生 不用 机器人 看成 病人 病人 沟通 心理 按摩 社会 和谐,Doctors 'heart diagnosis Liberation and duplication left doctors to increase salary increase to enhance doctors' social medical ethics standard doctors do not use robots to see patients and patients communicate psychological massage in the society
6115715254,5075205355736350,处方权 人类 医生 把关,Prescription rights Human Doctors
7906385764,5075202755267020,医生 取代 取缔 无人 经济 人类 救济粮 圈养,Doctors replace the banning of unmanned economic and human relief grain circles
7140283634,5075200691146410,还好 医生 取代 岗位 减少 工作量,"Fortunately, doctors replace posts to reduce workload"
3508639155,5075225549209770,医生 明说 治治 不行,Doctors said that governance cannot
6165944491,5075222744795500,配合 减少 机械化 诊断 试水,Cooperate with mechanized diagnosis test water
3832092088,5075219998051930,关注 弱智 取关,Follow the mentally retarded customs
1878575803,5075210951461990,医生 人类 精英 群体 失业 摆脱 机械 医疗机构 接待 病患 能力 看病 医生 评论 看病 人次,Doctors Human elite group unemployment gets rid of mechanical medical institutions to receive patients' ability to see a doctor to comment on the number of patients
7914590867,5075639500276270,互关,Interdependence
5457077346,5075270188925260,热闹,lively
2792519675,5075270027185240,人机 共存 吓人,Scary of human -machine coexistence
3094290237,5075268414737940,门票 赶过去,Tickets rush over
2107576281,5075267718483580,很大,Great
1318291270,5075267029043690,整体 魔幻,Overall magic
3315426953,5075266932837070,充满 无限 乐趣,Full of fun
2621055085,5075264528192490,确实 热闹,Really lively
2661992301,5075264218860770,实名 羡慕 现场,Real name envy scene
7258536407,5075263991581300,改变 世界,Change the world
2297255040,5075263447368360,阵容 强大 规格,Powerful specifications of lineups
6397676213,5075274603694130,现场,on site
7794175294,5075389301657140,科技 改变 具象化,Technical changes to the concrete
7916944397,5075367092292720,科技,science and technology
7903160698,5075329226379830,科技 创造 期待 科技 创新 成果,Science and technology creation expects scientific and technological innovation results
5273271439,5075277323698450,科幻电影 情节 要成,Science fiction movie plot is to be completed
7514938649,5075275919917910,科技 推动 社会,Science and technology to promote society
7515137006,5075275796711030,厉害,sharp
1648843763,5075270716098920,接下去 出门 走遍 世界,Then go out and walk all over the world
1648843763,5075270612814560,时代,era
2233173947,5075270145147760,科技 改变 厉害,Science and technology changes greatly
1932161935,5075269482709790,期待 院士 探讨 科技 话题 意义 交流,Looking forward to the significance of academicians to discuss the significance of scientific and technological topics
2620529533,5075268869816440,科学家 厉害 带来 神奇,Scientists are amazing
7757218657,5075387910719800,社会 时代 期待 创新,Social era looking forward to innovation
5271585668,5075357787228410,科技进步 意义,Significance of scientific and technological progress
7515048573,5075288635477450,现场 肯定 热闹,The scene is definitely lively
7514394968,5075288196909160,科技 赋能 创造 无限,Technology empowerment creation unlimited
7515249432,5075287955997610,科技 盛宴,Science and technology feast
7725346103,5075286980559400,外滩 大会 见证,Bund Conference Witness
6265170551,5075283929471560,大会 值得 参加,The conference is worth participating
5824729933,5075277178735060,科技 盛会 期待,Science and technology event expect
2792124773,5075269033658080,大会 实力 科技 创新 贡献 亮点,The highlight of the conference strength science and technology innovation contributes
2480162642,5075357004465930,人机 共存,Coexistence
6112951680,5075207448169240,外卖 小哥 好评,Takeaway brother praise
3170066537,5075218752605970,妈妈 脑子,Mother's mind
5428497283,5075225394023060,松弛 拉满 期待,Stepmus full of expectations
2561483803,5080442405653770,取代 人类 文化 所有人 体力 工作者 想法,Replace the idea of ​​all human beings all human beings
6370609520,5075549335327360,大学 专业 结不 结婚 结婚,University professional knot is not married and married
7891838015,5075336534426060,正规 套路,Formal routine
5990378111,5075214565902790,精神状态,Mental state
6448771650,5075213363184880,松弛 拉满 看得 期待,Saspin and look forward to looking forward to it
7419001718,5075212564957880,外滩 大会 现场,Bund conference site
7734922932,5075212498633380,精神状态 美好,Beautiful mental state
2963965925,5075211755721100,外滩 大会 提问 现场,Question scene of the Bund Conference
1275478035,5075213702136360,甲方 想要,Party A wants
1739581060,5075527734133320,调戏 酒店 机器人 机器人 解压 事情 好玩,Moing hotel robot robots to decompress things fun
1903441163,5075514402278900,银行 基金 没了,Bank funds are gone
7708312395,5075356677577620,人生 孩子,Life child
1954486255,5075256467000590,精神 卫生 中心 深陷 小妹 现实 虚拟 创建 角色 对话 入魔,The mental health center is deeply trapped in the young girl's realistic virtual creation role dialogue into the demon
5746232264,5075245386432750,归来,Return
5925071856,5075245335055890,辛苦,Hard
2843624374,5075245320898780,博主 用心 内容 踏实,The blogger's heart is practical
1250103480,5075245321161360,值得 围观,Worth watching
3255212224,5075245323518080,用心,Attentive
5459941932,5075245316969110,真棒,Awesome
6205914673,5075245312509420,不错,good
5641786124,5075245314869910,不赞 群众,Do not like the masses
1863234980,5075245308315370,不错,good
5861509523,5075245306482150,模仿 超越,Imitate
3159960982,5075245306744030,缘分,fate
3252172502,5075245301762590,帮忙 转发,Help forward
2609743217,5075245297832380,感觉 不行,I can't
1756595177,5075245293897470,博主说 道理,Blogger says reason
3692139164,5075245304124460,上线 刷到 微博,Go online to Weibo
7868897436,5075256525983000,愿不愿意 谈恋爱 回答 我会 激动 提出 勉励 希望 游戏 让玩家 角色 对话,Would you like to love in love and answer?
5254836581,5075245333743190,看好,Be optimistic
5238987382,5075245323784130,鼓掌 鼓掌 鼓掌,Applaud and applause
6481114322,5075245318278260,我会 围观,I will watch
1071130301,5075245293634690,支持 观点,Perspective
1617791504,5075245294421770,不错,good
7022415578,5075359475177580,微博 能量,Weibo energy
7038576908,5075267800793230,提高 防骗 意识,Raise awareness of anti -fraud
7046706509,5075248007614190,警惕 变声 骗局,Be wary
7030516533,5075239866467930,转发,Forward
7933961215,5075250709270550,科技 发达,Science and technology
6093153979,5075250512134960,看不懂,can't read
6101839000,5075249866214540,道理,reason
1800314411,5075249807230760,技术 智能 希望 人类,Technical intelligence hopes humans
7826887117,5075251371966490,时刻,time
6608908054,5075251140759860,技术 成熟,Technical maturity
7804354858,5075251068666150,确实 感觉 关系,Really feel the relationship
7579498218,5075250976394400,提高 工作效率,Improve work efficiency
7525476030,5075250917935240,人工智能 走进,Artificial intelligence enters
3023681197,5075250453155980,确实 引用,Indeed
7504106616,5075250150904050,引用,Quote
6922047890,5075250052073390,确实 感觉,Really feel
5970162313,5075250049714460,人工智能,AI
7806611845,5075249968451080,人工智能,AI
1731585825,5075249907106030,技术,technology
7733812416,5075249768432560,关注,focus on
5498490361,5075249735141920,人工智能,AI
6481122076,5075249668031700,科技,science and technology
6072687272,5075249641030080,确实 仔细,Really carefully
7504879070,5075249622420750,思考 无效 模板 材料 报告,Think about invalid template materials report
7699376642,5075249614291700,抄袭 嫌疑,Suspected plagiarism
5977857084,5075249597777840,希望,hope
2842576271,5075249464870160,制造,manufacture
7766237366,5075251194495900,三者 很大 区别,Three are very different
7782866557,5075250400199890,希望 有好,Hope there is good
7786928227,5075249593583200,优秀 厉害,Excellent
7917338954,5075251081248810,科技 不错,Good technology
5176559117,5075250716609510,很棒,great
5842709509,5075250003577740,技术,technology
6516349392,5075249702372370,知识,Knowledge
6859889914,5075249614033540,人工智能 时刻,Artificial Intelligence Moment
7584314444,5075249527786200,无限,unlimited
7478473694,5075249518085180,生物 时刻 厉害,The creatures are powerful at all times
7854238361,5075249414802190,时刻,time
5721206645,5075249555835450,科技 创新能力,Scientific and technological innovation ability
7924733910,5075272959004110,老师 博下 评论 转发 加速 金粉 金粉 老师 精准度 没进 抓紧 关键 机会,"Teacher Bo commented to repost the accuracy of the accuracy of Jinfen Golden Fan Teacher's accuracy, hurry up and seize the key opportunity"
7517505947,5075239023935940,关键时刻 掉队 抱紧 老师 大腿 抓紧 老师 会员 价格 折扣 锁定 涨价 了拍 大腿,"At the critical moment, the teacher's thighs are tightly hugged."
6448528047,5075268836525910,时代 人类 带来,Humans in the times
6436645824,5075262209790570,现场 能领 礼品,Large gifts on the spot
6867233450,5075268062413870,看着 热闹,Look at the lively
6972388786,5075274355967910,科技 改变,Technological change
2139909504,5075307377460360,作用 很大,Great role
3134706975,5075282695031840,带给 人类,Bring to humans
6235053059,5075276280892010,现场 体验,On -site experience
3315426953,5075264249793570,现场,on site
6436645824,5075262141630600,现场,on site
6436645824,5075262071376660,邀请,invite
6024684024,5075260136755390,现场 氛围 满满,The atmosphere at the scene was full
3636097040,5075260476756020,感受 科技 带来,Feel technology
7859819782,5075260334148910,展区 特色,Characteristic
7860161691,5075260198356030,感受 科技 带来 无限,Feel the technology brings infinite
7895847306,5075264453739800,科技 改变 世界 精彩 向善 有爱 科技 迷人,Technology changes the world wonder
6430392611,5075259953513730,希望 走进,Hope to enter
3699040184,5075260213299410,感受 科技 带来 无限,Feel the technology brings infinite
2283946441,5075260108178130,感受 科技 带来 无限,Feel the technology brings infinite
1961007652,5075260022195670,科技 带来 无限,Technology brings infinite
2330078925,5075260002535190,科技 展览 充满 期待 期待 人机 共生 美好 时代,Science and technology exhibitions are full of expectations of expectations of human -machine symbiosis
7416388884,5075259986804970,给力 加油,Capable
2262280987,5075259982352160,感受 科技 带来 无限,Feel the technology brings infinite
3592742571,5075259969767270,人类 加油,Humans come on
3252640444,5075259970029640,不错 能量,Good energy
2685526185,5075259963216240,期待 给力,Look forward to
6135393918,5075259906594730,人工智能 技术 带来 便利,Artificial intelligence technology brings convenience
2889713604,5075259876706390,人工智能 技术 美好,Artificial intelligence technology beautiful
5417522595,5075261214689630,不错,good
6358746946,5075260982430010,期待,expect
7922501635,5075260062564730,科技 改变 科技 美好,Technology change technology is beautiful
1796238430,5075260020626210,展览 震撼 无限 期待 体验 感受 科技 带来,The exhibition shocks infinite expectation experience experience and technology brings
5536160305,5075699964055220,院士 年龄,Academic age
5824309541,5075204398645600,期待 领域 做出 贡献,Looking forward to the field of contribution
7932041877,5075211639066040,现场,on site
7745708773,5076130710945910,打球 厉害 优秀,Playing and excellent playing
7728621222,5075543863330620,座谈会 专家 预言 估计,Symposium expert prediction estimate
5810257359,5075204409919890,院士 呼吁 推动,Academician calls for promotion
1566723420,5075204407820700,工具 赋能 人类 提升 质量,Tools empower humans to improve quality
5129912431,5075204408346110,希望,hope
5394739265,5075204405461500,人类 解决 技术 带来,Human solution skills bring
5798381257,5075204403366840,希望 人类 引导 向善,Hope human beings guide to good
1867246791,5075204397335020,外滩 大会 展示 成果,Bund conference display results
3544879473,5075204399173530,专家 取代 人类 放心,Experts replace humans rest assured
5321180737,5075204397072750,人类 找到 和谐 方式,Humans find a harmonious way
5977020227,5075204394713390,人类 善于 利用 优势,Human beings are good at using advantages
3277245674,5075204388950820,期待 领域 案例,Expecting the field of field
