content,emotion_scroe,emotion_type,主题概率,主题类型
不是皮也能吃吗,0.37497810285584054,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
回老家我还吃过 生吃 ,0.6927051761754555,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
这种小根的含粉量极低，而且几乎都只是芊维,0.10070379100549742,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
山葛和粉葛哪个粉多,0.9983034579662061,pos,"[(0, 0.08338096), (1, 0.08456518), (2, 0.7486675), (3, 0.08338641)]",2
老头 这个很难搞到吧,0.21605435030380282,neg,"[(0, 0.08343218), (1, 0.7457622), (2, 0.083413854), (3, 0.08739174)]",1
我们家也有唉,0.5082095387021112,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
可以生嚼吗？,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我们那好多[捂脸]，没人认识,0.4112867069399607,neg,"[(0, 0.06281907), (1, 0.80112076), (2, 0.069916174), (3, 0.06614402)]",1
我们这边实在多的烦人，从来不知道它可以吃,0.016985594414342664,neg,"[(0, 0.12512873), (1, 0.62465006), (2, 0.12509936), (3, 0.12512186)]",1
是不是毛藤啊,0.34527875471283087,neg,"[(0, 0.1250956), (1, 0.12509567), (2, 0.12507524), (3, 0.62473345)]",3
这叫葛根？老家山上多的是,0.9910516854330196,pos,"[(0, 0.06271139), (1, 0.80899924), (2, 0.06303125), (3, 0.06525815)]",1
这不是给兔子吃的草吗,0.8520432555822368,pos,"[(0, 0.12505008), (1, 0.12504962), (2, 0.1250387), (3, 0.62486154)]",3
老家山上到处是 还真不知道这东西能吃,0.47570223660295063,neu,"[(0, 0.06326214), (1, 0.80584645), (2, 0.06710313), (3, 0.06378821)]",1
又想骗我种田，好不容易离开老家,0.33681026317893126,neg,"[(0, 0.12589492), (1, 0.6150712), (2, 0.1262725), (3, 0.13276137)]",1
锄头挖太累了 用挖机挖效率高,0.910166388244881,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我们这边叫葛毛藤 去年还挖了手臂粗的 水份好多,0.9238851803631871,pos,"[(0, 0.08709347), (1, 0.7413389), (2, 0.08788492), (3, 0.08368267)]",1
葛根能提取粉，粉还挺好吃的。,0.9950003717271823,pos,"[(0, 0.12554471), (1, 0.61143917), (2, 0.12636232), (3, 0.13665378)]",1
山林中非常多。一种藤条而已。含有淀粉，口感并不好。接下来要给没见过的人做葛粉条了，葛粉死了,0.44453233663431946,neg,"[(0, 0.042848736), (1, 0.04588545), (2, 0.86860025), (3, 0.04266556)]",2
这不是我们小时候用来毒鱼那个吗,0.43815167153888235,neg,"[(0, 0.0836058), (1, 0.08362363), (2, 0.74846137), (3, 0.08430915)]",2
我外婆家好多 我小时候天天吃[猪头],0.9903974258333124,pos,"[(0, 0.0640099), (1, 0.066793606), (2, 0.80513245), (3, 0.064064026)]",2
葛粉我们从来不买[看]，我们那边到处都是野生葛藤，都是我婆婆自己去山上挖，自己做，卖一些，然后留一些给自家人。市面上太多假的了，有的里面掺些红薯粉，还有的在里面掺些姜藕粉，而且价格还不便宜,0.9904346532885323,pos,"[(0, 0.031377092), (1, 0.9030588), (2, 0.03198943), (3, 0.03357465)]",1
怎么买？,0.50869658578484,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我们老家好多都没人挖，,0.7948663816211725,pos,"[(0, 0.06291189), (1, 0.80708337), (2, 0.06425251), (3, 0.065752245)]",1
我们这边很多，有没有人收[捂脸],0.19192903145532725,neg,"[(0, 0.08347035), (1, 0.08791415), (2, 0.74410486), (3, 0.08451067)]",2
我这好多这种山葛,0.9550600851379976,pos,"[(0, 0.08427477), (1, 0.09123259), (2, 0.7406725), (3, 0.083820105)]",2
广东人:这个可以煲靚汤的噢[灵机一动],0.9053349802702065,pos,"[(0, 0.12508199), (1, 0.6247678), (2, 0.12507705), (3, 0.12507316)]",1
是不是要挖粉葛，我刚挖了一根好老，因为叶子掉了不知道是不是山葛[捂脸],0.9812561306228461,pos,"[(0, 0.042388044), (1, 0.0441963), (2, 0.8612091), (3, 0.05220655)]",2
卖吗,0.39004149377593345,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
冬天挖粉才多,0.3221246291062997,neg,"[(0, 0.6105438), (1, 0.12517144), (2, 0.12512156), (3, 0.13916323)]",0
@黄山茶姐：我们这里，只要你有力气有时间不怕苦不怕累上山一定多少都能挖到野生葛根。野生葛根分粉葛和柴葛，好多卖家卖的根本不是野生的，野生葛根粉不可能有大批量成品[捂脸],0.9999199826705844,pos,"[(0, 0.023218557), (1, 0.47097492), (2, 0.48103815), (3, 0.024768349)]",2
蒸的不硬么，都是纤维能吞下去,0.05016738121930342,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
干嘛放糖？不用放白糖的[捂脸][捂脸],0.040668550923597224,neg,"[(0, 0.08492952), (1, 0.083408006), (2, 0.7482668), (3, 0.08339561)]",2
这个分季节吃根的，雨水天不好吃水心[呲牙][呲牙],0.10160731636470721,neg,"[(0, 0.087202296), (1, 0.7422203), (2, 0.08714992), (3, 0.08342746)]",1
@泡茶 这个就是刚刚虫子寄生的藤的根,0.5858830882482478,pos,"[(0, 0.08346838), (1, 0.09445693), (2, 0.09322361), (3, 0.72885114)]",3
广东还种这个煮汤,0.7167516734776628,pos,"[(0, 0.08339697), (1, 0.7486298), (2, 0.083383314), (3, 0.084589906)]",1
我们这里有好多，几十块钱一斤野葛,0.7363683735182979,pos,"[(0, 0.06295127), (1, 0.80787706), (2, 0.06560053), (3, 0.06357114)]",1
这玩意解酒 抗酒 我说的对吗？,0.05936777696420181,neg,"[(0, 0.39294037), (1, 0.08570427), (2, 0.083988406), (3, 0.437367)]",3
我们那边半山遍野都是。,0.9330533931069944,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
到处可见，就是找不到根[捂脸],0.07207944302550973,neg,"[(0, 0.12506509), (1, 0.12851276), (2, 0.62135583), (3, 0.12506637)]",2
就在我身边，我一直不知道能吃，只知道兔子爱吃,0.9321706365685486,pos,"[(0, 0.08701104), (1, 0.083443515), (2, 0.085850276), (3, 0.7436952)]",3
我们这大根大根的，大把没人挖,0.3798947119224404,neg,"[(0, 0.12516123), (1, 0.13641433), (2, 0.12912188), (3, 0.6093025)]",3
这就是葛根吗，我们这边路边多，,0.7595414169611605,pos,"[(0, 0.08457996), (1, 0.74379385), (2, 0.08411433), (3, 0.087511875)]",1
这种葛根下面是有白色虫子的，这种虫子更好吃。,0.706182962870553,pos,"[(0, 0.051087424), (1, 0.8463062), (2, 0.050715577), (3, 0.051890794)]",1
我们家挖出来做葛粉，吃了清凉去火[赞],0.9046128178538102,pos,"[(0, 0.08399113), (1, 0.74456173), (2, 0.086794384), (3, 0.084652774)]",1
葛根炖筒子骨[呲牙],0.9105111035484963,pos,"[(0, 0.12554485), (1, 0.61139226), (2, 0.12636267), (3, 0.13670021)]",1
小时候我经常去挖来生吃,0.8682576713308103,pos,"[(0, 0.12577921), (1, 0.12582304), (2, 0.62008345), (3, 0.12831429)]",2
我们那里当杂草，除不掉,0.19277207972235,neg,"[(0, 0.12514427), (1, 0.1251525), (2, 0.13384995), (3, 0.6158533)]",3
我家的有大腿那么粗[捂脸],0.07452912049973226,neg,"[(0, 0.12505694), (1, 0.12762205), (2, 0.12553565), (3, 0.62178534)]",3
我老家好多，没人知道,0.6769878850549125,pos,"[(0, 0.08414093), (1, 0.7446385), (2, 0.08555012), (3, 0.08567046)]",1
时候经常挖葛根在河边敲碎了放在水里把鱼闹晕就抓鱼吃了,0.5342973690995406,neu,"[(0, 0.06567988), (1, 0.8067349), (2, 0.06376997), (3, 0.06381523)]",1
我们叫这牛藤 他的藤很劳,0.9002209364648471,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
拿这玩意儿可以去河沟里捞鱼[呲牙][呲牙],0.16052959709907721,neg,"[(0, 0.1251281), (1, 0.12513492), (2, 0.6135361), (3, 0.13620089)]",2
最喜欢生吃了那味道越嚼越好,0.8469753714535463,pos,"[(0, 0.7980548), (1, 0.0660019), (2, 0.06419871), (3, 0.07174459)]",0
太小了，[捂脸]我们都是挖五年以上的根，一根下来五百斤,0.017556018156417497,neg,"[(0, 0.08340574), (1, 0.084100425), (2, 0.74909246), (3, 0.08340136)]",2
我们山葛放在腊肉旁边熏，感冒的时候是一味药材[看],0.06784822511423028,neg,"[(0, 0.043276347), (1, 0.04304289), (2, 0.8713082), (3, 0.042372543)]",2
我老家后山几十斤的葛根有很多,0.32962018918449876,neg,"[(0, 0.06271846), (1, 0.80952644), (2, 0.06288186), (3, 0.06487329)]",1
这也可以做粉哦，我们那边山上很多,0.5896581413526419,pos,"[(0, 0.12505189), (1, 0.6217059), (2, 0.12609209), (3, 0.12715016)]",1
你手上拿的是野生的葛，我们买的葛粉都是人工种的,0.9577915080578121,pos,"[(0, 0.06343384), (1, 0.067797825), (2, 0.06369416), (3, 0.8050742)]",3
小时候找葛根吃，吃错了，食物中毒了，上吐下泻。[捂脸],0.6062360157618255,pos,"[(0, 0.06291026), (1, 0.07048201), (2, 0.570908), (3, 0.2956997)]",2
不专业……这种葛根太嫩了产不了多少葛粉！,0.5132616514493261,neu,"[(0, 0.0840849), (1, 0.74332917), (2, 0.0847603), (3, 0.08782561)]",1
我爸每年冬天挖好几百斤野生葛根，这两年野猪多了，挖的少了,0.7684245742041717,pos,"[(0, 0.06423712), (1, 0.06487591), (2, 0.062792264), (3, 0.80809474)]",3
很好吃,0.7135680953960506,pos,"[(0, 0.12767825), (1, 0.6124412), (2, 0.12505458), (3, 0.13482596)]",1
煮汤好喝,0.4775224191268911,neu,"[(0, 0.08340342), (1, 0.7486181), (2, 0.08338466), (3, 0.08459377)]",1
又糯又甜，就是嚼不烂,0.20548266602158383,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
挖的是山葛还是粉葛，那天我去挖挖到的全是树根,0.9997158715580313,pos,"[(0, 0.05068408), (1, 0.050715826), (2, 0.84817433), (3, 0.0504258)]",2
我就知道这种藤上会有虫子疙瘩。里面的肥虫我吃过,0.12933572051588715,neg,"[(0, 0.083471835), (1, 0.74335456), (2, 0.085559815), (3, 0.087613836)]",1
我们那边很多没人说可以吃，第一次见你吃,0.23313437175729357,neg,"[(0, 0.12516113), (1, 0.13628402), (2, 0.12911762), (3, 0.6094372)]",3
粉葛的根粗还是山葛的根长的粗,0.9384872471808685,pos,"[(0, 0.08338095), (1, 0.0845647), (2, 0.74866796), (3, 0.08338641)]",2
葛藤是不是特别厉害 而且藤特别多 特别难处理 我想问问 我这儿到处都是 除都除不完,0.1673330030552035,neg,"[(0, 0.050886437), (1, 0.051019102), (2, 0.8466661), (3, 0.05142833)]",2
用来泡水喝解酒六的一批,0.2767407440354901,neg,"[(0, 0.08384875), (1, 0.08775467), (2, 0.08370474), (3, 0.7446918)]",3
您好，葛根怎么种，,0.9530532827270675,pos,"[(0, 0.08355926), (1, 0.7442391), (2, 0.08606672), (3, 0.08613497)]",1
知道这个 就是没有吃过,0.518716577540107,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
葛根适合什么南方还是北方,0.921693055936986,pos,"[(0, 0.06351747), (1, 0.07202672), (2, 0.6542397), (3, 0.21021612)]",2
您好，葛根什么时间种植,0.8871188903922881,pos,"[(0, 0.050154917), (1, 0.3554638), (2, 0.54253685), (3, 0.05184442)]",2
小时候我曾祖父让我吃过，跟树根一样但是很甜，一直不知道是什么！长大了知道了他却不在了,0.9978743402391711,pos,"[(0, 0.06314687), (1, 0.06265665), (2, 0.81040686), (3, 0.063789606)]",2
我家周围全部都是,0.5332952497682457,neu,"[(0, 0.12505692), (1, 0.12760021), (2, 0.12553532), (3, 0.6218076)]",3
原来就是小时候妈妈经常让我去摘给兔子吃的叶子,0.9857225682058676,pos,"[(0, 0.050344307), (1, 0.050514355), (2, 0.053645443), (3, 0.8454959)]",3
这东西很难挖,0.720054483938538,pos,"[(0, 0.08467616), (1, 0.73840797), (2, 0.09348786), (3, 0.08342801)]",1
粉的才好吃，拿来煲汤，最好,0.8558224915210728,pos,"[(0, 0.066085435), (1, 0.790855), (2, 0.071259946), (3, 0.07179962)]",1
可恶，这些人！,0.10999093481637878,neg,"[(0, 0.12516928), (1, 0.12517577), (2, 0.6244895), (3, 0.12516546)]",2
国家保护海龟😭😭😭😭,0.9059480037782117,pos,"[(0, 0.069259), (1, 0.79819554), (2, 0.06459429), (3, 0.06795118)]",1
政府一定对付这些凶手做出的恶行,0.7097114671234706,pos,"[(0, 0.12514986), (1, 0.12517597), (2, 0.62453055), (3, 0.12514363)]",2
阿龟🥺,0.4737672181921908,neu,"[(0, 0.12519711), (1, 0.12521276), (2, 0.12515216), (3, 0.624438)]",3
@ethantmz0 真的是可恶😠,0.11642246326025718,neg,"[(0, 0.08668962), (1, 0.083917364), (2, 0.7436626), (3, 0.0857304)]",2
把兇手 刹死,0.11051763013032989,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
人神共憤！,0.31563202472846386,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我的阿龟,0.5,neu,"[(0, 0.12519695), (1, 0.12521222), (2, 0.12515202), (3, 0.6244388)]",3
阿弥陀佛🙏🏻因果报应,0.40853044429799057,neg,"[(0, 0.08481819), (1, 0.08341555), (2, 0.08733959), (3, 0.74442667)]",3
乌龟的灵魂会找他,0.7660321876908434,pos,"[(0, 0.08341665), (1, 0.08341949), (2, 0.74975014), (3, 0.08341371)]",2
南无阿弥陀佛,0.666785958107777,pos,"[(0, 0.090256326), (1, 0.0834928), (2, 0.74014026), (3, 0.08611064)]",2
好残忍,0.8305747152007162,pos,"[(0, 0.13349487), (1, 0.12511452), (2, 0.12749928), (3, 0.6138913)]",3
阿弥陀佛🙏,0.4737672181921908,neu,"[(0, 0.12948255), (1, 0.1251605), (2, 0.60894024), (3, 0.13641672)]",2
好可怜🥺,0.5146970010639111,neu,"[(0, 0.12507793), (1, 0.1250648), (2, 0.12612335), (3, 0.6237339)]",3
"Anggota pegawai terjumpa lagi dengan dua bungkusan besar yang dipercayai berisi dengan daging penyu ,11 keping plastron, kuali, pisau, kapak, dan lain",0.15515176328301228,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
suhbanallah kesian,0.4737672181921908,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
hunting for penyu meat??,0.44767845850986676,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
@fmm2106 aduhh bah..kesian💔,0.4737672181921908,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
o my god,0.40306518103660505,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
😳omg,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
kes di mana ni jmp bangkai penyu sedih nya Allahuakbar😭😭😭😭,0.27984147275311977,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
不要让那些发不义之只财的人钻空子,0.18174238498356365,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
如果这次疫情放过了人类，也请人类放过祂们，地球不是人类的专属，请俯下你“高贵”的身躯，尊重生命，敬畏自然！,0.9999940055762481,pos,"[(0, 0.9140121), (1, 0.027958361), (2, 0.029249996), (3, 0.028779585)]",0
以后人家给这种类似的动物制品要给我，我立马扔掉,0.04160763468995343,neg,"[(0, 0.7382085), (1, 0.08698994), (2, 0.086346604), (3, 0.088454984)]",0
跟我们穷人说没用，我们压根见都没见过…更别说吃,0.17857815885533523,neg,"[(0, 0.06454267), (1, 0.06345677), (2, 0.80914956), (3, 0.06285096)]",2
野生动物，好像穷人也吃不起吧！！,0.5766434264766855,pos,"[(0, 0.05105732), (1, 0.050722092), (2, 0.8466188), (3, 0.051601823)]",2
穿山甲这种东西是神灵的孩子，如果人类吃的话是要付出代价的,0.9977708514057865,pos,"[(0, 0.04784803), (1, 0.5460406), (2, 0.36294425), (3, 0.04316716)]",1
一命抵一命吧 敢杀一只穿山甲 拿自己的命换 这样看他敢不敢交易,0.9652423859751054,pos,"[(0, 0.27771774), (1, 0.063817), (2, 0.5903447), (3, 0.06812055)]",2
哎，害了多少野生动物………,0.5942691458095348,pos,"[(0, 0.1359451), (1, 0.12704298), (2, 0.60367584), (3, 0.13333604)]",2
这东西很贵,0.6376183212880551,pos,"[(0, 0.12693247), (1, 0.12975636), (2, 0.6182152), (3, 0.12509601)]",2
饭都吃不上 哪里还有钱吃这个,0.14607063663806774,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
世上每一样植物和动物，都有它在世上的意义，少量的消失没太大影响，一旦大规模消失，就影响太大了，总体来说，动植物消失越多，某一天人也会瞬间消失很多，自然法则是包含了我们人的,0.999999935902591,pos,"[(0, 0.9130411), (1, 0.028312275), (2, 0.028532166), (3, 0.030114492)]",0
不是人类灭绝，就是地球同归于尽！,0.9990684567756853,pos,"[(0, 0.06518569), (1, 0.064973675), (2, 0.06946341), (3, 0.80037725)]",3
只有保护它们才能让它们免于灭绝,0.6330235691082039,pos,"[(0, 0.08593405), (1, 0.090601295), (2, 0.08870677), (3, 0.7347579)]",3
尊重生命，敬畏自然,0.9831739367720962,pos,"[(0, 0.84734046), (1, 0.050508633), (2, 0.051696677), (3, 0.050454248)]",0
立法 重罚,0.7297953905324696,pos,"[(0, 0.7487901), (1, 0.083393), (2, 0.08443251), (3, 0.083384424)]",0
没有杀戮，就没有伤害！！,0.651196797145266,pos,"[(0, 0.08358055), (1, 0.0891552), (2, 0.7434744), (3, 0.0837898)]",2
实行严格动物禁止、有犯者重处理重罚,0.2531813628105256,neg,"[(0, 0.072490685), (1, 0.06420592), (2, 0.79946136), (3, 0.06384199)]",2
希望国家出面严惩贩卖野生动物交易,0.7693152014770682,pos,"[(0, 0.037072334), (1, 0.0364298), (2, 0.88969034), (3, 0.036807552)]",2
尊重生命，爱护动物，守护动物,0.999983263702704,pos,"[(0, 0.30364916), (1, 0.60723764), (2, 0.04472532), (3, 0.04438785)]",1
希望的眼眸，不只是人类拥有，大自然中所有的生命同样拥有，保护野生动物、维护生态平衡是人类最好的选择！,0.9999999919129371,pos,"[(0, 0.5010769), (1, 0.028086435), (2, 0.029995851), (3, 0.44084075)]",0
保护它们（野生动物）也就是保护我们人类自己。,0.993250642922732,pos,"[(0, 0.07276501), (1, 0.06500116), (2, 0.7879594), (3, 0.074274465)]",2
正确对待穿山甲！人类不可缺少的朋友,0.987389365489718,pos,"[(0, 0.8054849), (1, 0.06463166), (2, 0.065881275), (3, 0.06400218)]",0
保护它们,0.6153846153846152,pos,"[(0, 0.13573645), (1, 0.12927562), (2, 0.1279944), (3, 0.60699356)]",3
人类，放过所有野生动物吧,0.9795452644283251,pos,"[(0, 0.0659887), (1, 0.062890165), (2, 0.8068935), (3, 0.06422762)]",2
天哪，不忍直视,0.19979333281551648,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
太没有人性了,0.7807161747282471,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
希望这些人得到严惩,0.5807210697008204,pos,"[(0, 0.08752971), (1, 0.08343736), (2, 0.7436223), (3, 0.08541056)]",2
一定要抓到这些人,0.5443456329515354,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
严惩！严惩！,0.4737672181921908,neu,"[(0, 0.12796585), (1, 0.12508379), (2, 0.6201963), (3, 0.12675405)]",2
怎么下的去手？,0.47795503931718886,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
在这种特殊时期还敢动野生动物念头的行为，建议他们体验一下被做成标本的感觉,0.9887361746927144,pos,"[(0, 0.051201683), (1, 0.050275523), (2, 0.053161), (3, 0.8453618)]",3
法盲吗？,0.9689541167586027,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
真是不知道死怎么写的[看],0.19334272860463053,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
不是传言 真的可以[泪奔],0.7284442084291404,pos,"[(0, 0.14008698), (1, 0.12686287), (2, 0.5984514), (3, 0.13459873)]",2
虎落平原被犬欺！,0.9861232009569711,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我还想在印尼回国时候带点呢这也不敢带了,0.16844992080562038,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
以前我们小时候妈妈就去药店买了一根，有时候我们发烧就喝这个[捂脸]那个时候一根才几百，二十几年前了,0.9439308410922749,pos,"[(0, 0.041754253), (1, 0.042919505), (2, 0.8659285), (3, 0.049397774)]",2
他们这个羚羊角后来是怎么处理的,0.37938873574291687,neg,"[(0, 0.6197346), (1, 0.12704714), (2, 0.12813275), (3, 0.12508555)]",0
应该严厉惩,0.13047255096715504,neg,"[(0, 0.12513939), (1, 0.6150548), (2, 0.13468595), (3, 0.1251199)]",1
10来吨啊，得多少穿山甲啊，,0.5435942108913736,neu,"[(0, 0.61841947), (1, 0.12784849), (2, 0.12597683), (3, 0.1277552)]",0
卖的严判买的也要严判没有买卖就没有杀戮！！买卖缺一不可,0.13933309754578938,neg,"[(0, 0.050321825), (1, 0.84690845), (2, 0.05111247), (3, 0.051657308)]",1
少只穿山甲宝宝失去了爸爸妈妈，家破人亡。。。,0.9785528111570749,pos,"[(0, 0.6184533), (1, 0.12783128), (2, 0.12597586), (3, 0.12773955)]",0
我的个天哪，10几吨鳞片，那的多少只穿山甲。不敢想象……,0.3559168248585102,neg,"[(0, 0.81042266), (1, 0.06293507), (2, 0.063728325), (3, 0.06291396)]",0
重判，他们就不敢了,0.20413539988424367,neg,"[(0, 0.6124765), (1, 0.12511161), (2, 0.13289136), (3, 0.12952052)]",0
这些动物是无辜的,0.8727642503591968,pos,"[(0, 0.74033326), (1, 0.08593352), (2, 0.088850446), (3, 0.08488283)]",0
罚，罚他倾家荡产去！,0.6811855551368338,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
都这样了，你们还不罢休吗？,0.26181210494719465,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我估计穿山甲以后可能不是二级了！再这样下去！是濒危物种了…,0.31506245857396,neg,"[(0, 0.05588097), (1, 0.05340627), (2, 0.054733045), (3, 0.8359797)]",3
这得要捕杀多少穿山甲啊,0.33164703307307974,neg,"[(0, 0.42334527), (1, 0.44603708), (2, 0.06737017), (3, 0.063247465)]",1
无期吧,0.5,neu,"[(0, 0.125202), (1, 0.1251666), (2, 0.12512757), (3, 0.62450385)]",3
这是一味中药 所以那么多人才....,0.21000430149670635,neg,"[(0, 0.842891), (1, 0.050119337), (2, 0.052598048), (3, 0.05439163)]",0
严肃处理,0.5806451612903224,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
还有心吗,0.7648725212464591,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
看到这么多穿山甲，好难过,0.5332669529057565,neu,"[(0, 0.6184122), (1, 0.12786086), (2, 0.12597705), (3, 0.12774986)]",0
全部无期,0.5,neu,"[(0, 0.12520173), (1, 0.12516655), (2, 0.12512757), (3, 0.62450415)]",3
穿山甲鳞片比黄金都贵,0.5632034657055273,pos,"[(0, 0.8097865), (1, 0.064626224), (2, 0.06267412), (3, 0.062913105)]",0
这是养殖的还是野生的？山上怎会那多呢,0.8223502503587412,pos,"[(0, 0.20233269), (1, 0.20789145), (2, 0.05044574), (3, 0.5393301)]",3
對動物交易應提高懲罰力度!是保護自然生態良性循環更是保障民族有安養舒淨的生活環境使子嗣享自然富養資源,0.9999831968761932,pos,"[(0, 0.870419), (1, 0.04179755), (2, 0.044743896), (3, 0.04303951)]",0
严惩不贷！,0.5,neu,"[(0, 0.6230913), (1, 0.1260834), (2, 0.12576135), (3, 0.12506399)]",0
两万多斤！国外得有多少穿山甲,0.058884636111156685,neg,"[(0, 0.74712694), (1, 0.08438859), (2, 0.08434756), (3, 0.0841369)]",0
判刑,0.5,neu,"[(0, 0.62402105), (1, 0.12505363), (2, 0.12587975), (3, 0.12504557)]",0
依法处置！,0.23082833962758653,neg,"[(0, 0.08342975), (1, 0.7475112), (2, 0.085634254), (3, 0.0834248)]",1
希望不要有价值！应该是无价！,0.7751619215667228,pos,"[(0, 0.80635333), (1, 0.06401346), (2, 0.065942384), (3, 0.06369085)]",0
太可恨了、必严惩不贷,0.6921949633715024,pos,"[(0, 0.3743348), (1, 0.4583322), (2, 0.0838985), (3, 0.08343445)]",1
给他量刑重判,0.4737672181921908,neu,"[(0, 0.61250234), (1, 0.12511158), (2, 0.1328679), (3, 0.12951817)]",0
一定要保护野生动物,0.896327454965966,pos,"[(0, 0.091557056), (1, 0.08548802), (2, 0.08991496), (3, 0.7330399)]",3
人类再不保护环境，保护野生动物，就是在自掘坟墓！,0.9858456977454201,pos,"[(0, 0.053426344), (1, 0.05071606), (2, 0.05487838), (3, 0.8409793)]",3
保护生态环境，保护所有生物的共同家园--地球,0.9991521792721332,pos,"[(0, 0.03675688), (1, 0.03665859), (2, 0.036110334), (3, 0.8904742)]",3
保护野生动植物，保护地球生态环境,0.9989263364844841,pos,"[(0, 0.04278616), (1, 0.04214707), (2, 0.042053536), (3, 0.8730132)]",3
没有买卖就没有伤害！,0.4427050937888589,neg,"[(0, 0.08469995), (1, 0.73938096), (2, 0.09183631), (3, 0.0840828)]",1
似乎能感受到大自然的内心,0.9793384469688969,pos,"[(0, 0.6164219), (1, 0.12641232), (2, 0.13016085), (3, 0.127005)]",0
支持！,0.626712328767123,pos,"[(0, 0.12510197), (1, 0.12623739), (2, 0.62252855), (3, 0.12613207)]",2
国家一定要重视起来，人类和野生动植物缺一不可,0.9920118759643819,pos,"[(0, 0.04309171), (1, 0.04438718), (2, 0.043964617), (3, 0.8685565)]",3
保护生物多样性，人与自然和谐共生,0.9913999005562385,pos,"[(0, 0.8890207), (1, 0.037491772), (2, 0.035991546), (3, 0.03749599)]",0
需要一起努力,0.6349206349206349,pos,"[(0, 0.6246423), (1, 0.12514512), (2, 0.12508978), (3, 0.12512274)]",0
我们的地球不能没有它们。。。,0.9564973174239175,pos,"[(0, 0.12877108), (1, 0.12503658), (2, 0.12529846), (3, 0.6208939)]",3
一定要严惩这些犯罪分子！,0.4737672181921908,neu,"[(0, 0.08427436), (1, 0.08346323), (2, 0.7437655), (3, 0.08849689)]",2
惩罚的手段越狠，才能真正从源头上遏制这种行为！,0.8931184793070793,pos,"[(0, 0.06338337), (1, 0.06286709), (2, 0.8111986), (3, 0.062550925)]",2
人类需要地球，地球并不需要人类。人类却在肆无忌惮的破坏地球的一切,0.9999998324740004,pos,"[(0, 0.06607086), (1, 0.06271481), (2, 0.06602753), (3, 0.8051868)]",3
人与自然和谐共生,0.8088477283425473,pos,"[(0, 0.81204164), (1, 0.06254679), (2, 0.06252323), (3, 0.06288838)]",0
保护环境爱护动物，人人有责,0.9905010367637,pos,"[(0, 0.06378208), (1, 0.064246245), (2, 0.06296908), (3, 0.8090026)]",3
保护野生动植物,0.7955256882790501,pos,"[(0, 0.06407351), (1, 0.06376259), (2, 0.062954724), (3, 0.80920917)]",3
维护全球生命共同体，人人有责,0.7311599825052315,pos,"[(0, 0.87064064), (1, 0.04176816), (2, 0.042656958), (3, 0.044934187)]",0
