评论,fenci,情感分类,主题概率,主题类型
对女孩子来说重了点，装系统麻烦，无驱动盘，下载烦，要一个个试。。。,女孩子 系统 麻烦 驱动 下载 一个个,neg,"[(0, 0.02045617), (1, 0.31251287), (2, 0.5851644), (3, 0.020455811), (4, 0.020450508), (5, 0.02046342), (6, 0.020496756)]",2
电脑的包装纸盒上有个非常明显的鞋印，想象京东的包装和运输不是用手来操作的。送的礼包里的电脑屏幕保护贴是弯折的，没法用了。,电脑 包装 纸盒 有个 非常明显 鞋印 想象 京东 包装 运输 操作 礼包 电脑屏幕 保护 弯折 没法用,neg,"[(4, 0.9493053)]",4
声卡驱动是大问题,声卡 驱动,neg,"[(0, 0.047640365), (1, 0.047712106), (2, 0.71380246), (3, 0.047647145), (4, 0.047661573), (5, 0.047632106), (6, 0.047904253)]",2
价格贵了一点；还有装超级麻烦，官方网站都没提供的驱动，到现在还没搞定驱动的问题，老蓝屏，建议要装的兄弟慎重考虑。,价格 一点 超级 麻烦 官方网站 提供 驱动 搞定 驱动 老蓝屏 建议 要装 兄弟 慎重考虑,neg,"[(2, 0.5098692), (3, 0.44232443)]",2
如果不能装就要说清楚，现在因为操作系统的事情费了老大劲了，为这个郁闷了好久！！,操作系统 事情 郁闷 好久,neg,"[(0, 0.02861841), (1, 0.028746571), (2, 0.39068708), (3, 0.46590135), (4, 0.028664991), (5, 0.028699258), (6, 0.02868239)]",3
就是专太费劲了.索性用了.就是用不太习惯呢还!,专太 费劲 索性 习惯,neg,"[(0, 0.02862996), (1, 0.028687075), (2, 0.028670363), (3, 0.02862288), (4, 0.028647365), (5, 0.028807726), (6, 0.8279347)]",6
无系统、无驱动光盘、官方网站无全驱动下载，而且部分硬件（显卡和声卡）为定制型号，不能安装公版驱动，安装特别麻烦，需要一定的电脑基础。,系统 驱动 光盘 官方网站 驱动 下载 硬件 显卡 声卡 定制 型号 安装 公版 驱动 安装 特别 麻烦 电脑 基础,neg,"[(2, 0.95707464)]",2
此款机子不为 设计。装机()比较麻烦，折腾了一天总算搞定。不过还是留有不足，就是声音有时有“扑扑”声响。主要还是不兼容的原因，现在就这么用着吧，以后再升级。,此款 机子 设计 装机 麻烦 折腾 总算 搞定 留有 声音 声响 兼容 原因 升级,neg,"[(2, 0.94265443)]",2
京东的发货员是不是几个月没休息了，为朋友买的东西，收货地址是潍坊诸城，他居然发到我这里，而且写的是：中国海洋大学（诸城市 ）。,京东 发货 几个 休息 朋友 东西 收货 地址 潍坊 诸城 发到 中国 海洋大学 诸城市,neg,"[(3, 0.9425987)]",3
"16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标。散热还是个问题。右下角的方向键感觉似乎有些脆弱！",物理 分辨率 整体 屏幕 高清 不错 玩游戏 习惯 杀毒软件 大用处 鼠标 散热 右下角 方向键 感觉 脆弱,neg,"[(1, 0.709544), (4, 0.2483038)]",1
"直接装,装前也要2驱动盘启动，然后许多设备都有？再从网上找驱动，折腾半天终于装好。惠普有病，不提供一张包括所有设备驱动程序的光盘。少，无1394。关机有轻微嘀声。能改项目少。",驱动 启动 设备 网上 驱动 折腾 半天 终于 惠普 提供 一张 包括 设备 驱动程序 光盘 关机 轻微 嘀声 项目,neg,"[(0, 0.49395487), (6, 0.47019926)]",0
开始装了，但是驱动真的很难找...最后放弃了，装了...用带的来备份...,驱动 真的 放弃 用带 备份,neg,"[(0, 0.023833169), (1, 0.023840308), (2, 0.023872), (3, 0.023874244), (4, 0.023866054), (5, 0.023939319), (6, 0.85677487)]",6
安装比较麻烦，关键是一定要找一张带9的安装盘。按照网上说的方法安装后，未发现声卡问题。,安装 麻烦 关键 一张 安装盘 网上 方法 安装 发现 声卡,neg,"[(0, 0.013021065), (1, 0.92178696), (2, 0.013065516), (3, 0.013031675), (4, 0.013017458), (5, 0.013013018), (6, 0.013064289)]",1
里面没有提供硬盘运行模式切换选项，安装原版盘不行，需要用集成驱动的光盘引导安装。官网上居然没有的驱动，只有的，在网上搜了半天才找到其他本友提供的全套驱动。,提供 硬盘 运行 模式 切换 选项 安装 原版 不行 集成 驱动 光盘 引导 安装 网上 驱动 网上 半天 找到 本友 提供 全套 驱动,neg,"[(1, 0.7982475), (6, 0.17189471)]",1
装非常麻烦，需要准备外置软驱，给光驱及南桥装驱动。官方没有驱动下载。只有打客服电话要他们发给你。尤其声卡，极其麻烦。建议菜鸟要装不要买这机子。装的没问题。,麻烦 外置 软驱 光驱 南桥 驱动 官方 驱动 下载 客服 电话 发给你 声卡 麻烦 建议 菜鸟 要装 机子,neg,"[(2, 0.9547344)]",2
南桥是9，其实不是不足，就是告诉各位装要找内带9驱动的盘,南桥 告诉 装要 内带 驱动,neg,"[(0, 0.0238416), (1, 0.023844058), (2, 0.023905037), (3, 0.023847502), (4, 0.023850787), (5, 0.023838473), (6, 0.85687256)]",6
玩的时候有点卡，看高清占用率40%，内存1小了点需要自己加，没带刻录软件！,高清 占用率 内存 刻录 软件,neg,"[(0, 0.023895033), (1, 0.85651726), (2, 0.024001231), (3, 0.023841131), (4, 0.023885073), (5, 0.023973076), (6, 0.023887219)]",1
1.出风口位置，不过早就知道，不妨碍使用；2.无系统，最好事先准备好相关驱动。,出风口 位置 早就 妨碍 系统 事先 相关驱动,neg,"[(0, 0.01788256), (1, 0.017911026), (2, 0.8924932), (3, 0.017893834), (4, 0.017987149), (5, 0.017917374), (6, 0.017914873)]",2
1.  锡箔纸 贴的 做工很差,锡箔纸 做工,neg,"[(0, 0.047682233), (1, 0.047786675), (2, 0.04774777), (3, 0.047691427), (4, 0.047694806), (5, 0.04772593), (6, 0.71367115)]",6
没有无线网卡，但开关，指示灯都有，拆开看了，网卡插槽，天线都预留了，想办法掏一块装上就行。,无线 网卡 开关 指示灯 拆开 网卡 插槽 天线 预留 办法 一块 装上,neg,"[(0, 0.0110220695), (1, 0.011056481), (2, 0.33118197), (3, 0.6136339), (4, 0.011028328), (5, 0.011025085), (6, 0.0110522155)]",3
没有。还有就是下乡补贴产品，怎么没有那个卡呢？还想补贴一下，结果没找到卡，奇怪！,下乡 补贴 产品 补贴 找到 奇怪,neg,"[(0, 0.020451516), (1, 0.020513816), (2, 0.020511778), (3, 0.5331148), (4, 0.020461895), (5, 0.020486688), (6, 0.3644595)]",3
宏基的散热还是个问题。无风扇转速的设定，温度只有44度，机子风扇就转个不停，而且噪音较大。,宏基 散热 风扇 转速 设定 温度 机子 风扇 不停 噪音 较大,neg,"[(0, 0.37480062), (1, 0.011955387), (2, 0.011970589), (3, 0.011930949), (4, 0.011953904), (5, 0.56544966), (6, 0.011938904)]",5
装系统有点小麻烦，花了我两个小时才把系统软件更新全，另外后面的两个，，太挤了，，而且和电原那么近，只能接小个的盘，读卡器没法用。。。。,系统 小麻烦 两个 小时 系统软件 更新 两个 电原 只能 读卡器 没法用,neg,"[(0, 0.011972386), (1, 0.011971547), (2, 0.01196914), (3, 0.9282135), (4, 0.011955731), (5, 0.011955789), (6, 0.011961914)]",3
唯独不能理解的地方时，和内存占用率都很低的时候，鼠标显示等待，就像是死机了，感受不到8600有多强大，纳闷中。。。,唯独 理解 地方 内存 占用率 很低 鼠标 显示 等待 像是 死机 感受 不到 强大 纳闷,neg,"[(0, 0.8823353), (4, 0.07280555)]",0
电池较弱，特别是在的运行下，看1280*720的电影竟然支持不了两小时,电池 较弱 特别 运行 电影 支持 小时,neg,"[(0, 0.01796614), (1, 0.017944012), (2, 0.27937138), (3, 0.6309228), (4, 0.017902797), (5, 0.017921772), (6, 0.017971123)]",3
"因为是16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标",物理 分辨率 整体 屏幕 高清 不错 玩游戏 习惯 杀毒软件 大用处 鼠标,neg,"[(0, 0.011943875), (1, 0.92832047), (2, 0.011945349), (3, 0.011923062), (4, 0.01198518), (5, 0.011923711), (6, 0.011958366)]",1
京东太会糊弄人了，我选定的圆通 ，竟然给发了免费的经济害我多花了8块钱！,京东 糊弄人 选定 圆通 给发 免费 经济 块钱,neg,"[(0, 0.015914558), (1, 0.9044984), (2, 0.01590387), (3, 0.01591193), (4, 0.015905079), (5, 0.015950572), (6, 0.01591558)]",1
续航时间短 有6芯电池就好了 散热差了点 3-5个小时就有点烫手 硬盘没分区只有1个盘 是正版的就好了,续航 时间 电池 散热 小时 烫手 硬盘 分区 个盘 正版,neg,"[(0, 0.6214183), (1, 0.013017023), (2, 0.013051253), (3, 0.013007356), (4, 0.013055147), (5, 0.013037537), (6, 0.3134134)]",0
"1，电池不够强大,续航差点",电池 强大 续航 差点,neg,"[(0, 0.82828194), (1, 0.028593332), (2, 0.028637294), (3, 0.028590607), (4, 0.028645247), (5, 0.028642943), (6, 0.028608624)]",0
"风扇声音大网速太一般了元2的流量,不知道移动是怎么想了.打开一个网页就得几了,能打开几个网页,太贵了.速度太普通了.",风扇 声音 网速 流量 打开 网页 打开 几个 网页 太贵 速度 太普通,neg,"[(0, 0.0110245785), (1, 0.011021066), (2, 0.011027136), (3, 0.011017457), (4, 0.011020185), (5, 0.011048146), (6, 0.9338414)]",6
发热量稍微有点点大！,发热量 稍微 点点,neg,"[(0, 0.035802417), (1, 0.03588573), (2, 0.78491634), (3, 0.035770033), (4, 0.035772633), (5, 0.035884358), (6, 0.035968494)]",2
电池背后部分做工不是特别好，略显松有点点缝隙不仔细看看不出。另外送的白色皮质内胆包觉得稍显大了一点，表面皮质不错，当中纯粹是2块薄薄的海绵板，里面看起来很山寨。电池有点突出当然是指底部。,电池 背后 做工 特别 略显 点点 缝隙 仔细 白色 皮质 内胆 显大 一点 表面 皮质 不错 薄薄的 海绵 山寨 电池 底部,neg,"[(1, 0.9608441)]",1
1、没有附赠鼠标，有点不方便；,附赠 鼠标,neg,"[(0, 0.047832105), (1, 0.7134576), (2, 0.047672458), (3, 0.047698665), (4, 0.047869653), (5, 0.047708295), (6, 0.047761224)]",1
电池、无线网卡问题如下,电池 无线 网卡,neg,"[(0, 0.035836257), (1, 0.03584865), (2, 0.7850875), (3, 0.035821132), (4, 0.035725795), (5, 0.03583209), (6, 0.035848554)]",2
买回来好像有点污点，但愿不是返修机，授权码那张纸感觉很旧，机身有点重,买回来 好像 污点 返修 授权 感觉 机身,neg,"[(0, 0.017896812), (1, 0.017932417), (2, 0.017968368), (3, 0.017928649), (4, 0.01798138), (5, 0.68831354), (6, 0.22197886)]",5
京东货不对版，发来的明明是型号100，但是网页和发票写的却是100，而且手托的地方，微星贴的银色反光标签却写100 。,京东 对版 发来 明明 型号 网页 发票 却是 手托 地方 微星 银色 反光 标签,neg,"[(5, 0.9425638)]",5
说明书太简单了点。装机自带的一些软件没有任何说明。希望以后服务能够做得再细致点。,说明书 简单 装机 自带 软件 希望 服务 细致,neg,"[(0, 0.015903205), (1, 0.90457505), (2, 0.015889678), (3, 0.015916627), (4, 0.015896756), (5, 0.015883848), (6, 0.015934853)]",1
没有其他颜色选择。送货的圆通服务真是一般，只送到楼下，以前京东用邮政快递的送到到家门口的。,颜色 选择 送货 圆通 服务 送到 楼下 京东 邮政 快递 送到 家门口,neg,"[(0, 0.01101719), (1, 0.9338295), (2, 0.011010074), (3, 0.011012681), (4, 0.011028257), (5, 0.0110696945), (6, 0.011032586)]",1
17号下的单20号因为急用（朋友生日）所以放弃了赠品杀毒软件，不然提不到货，听说是赠品缺货。,急用 朋友 生日 放弃 赠品 杀毒软件 提不到 听说 赠品 缺货,neg,"[(0, 0.013032762), (1, 0.013029526), (2, 0.0130212875), (3, 0.9218348), (4, 0.013025278), (5, 0.013020997), (6, 0.013035336)]",3
无线搞了很久才搞定，原来有一个物理开关要开了才能用。。。要先按“+11”。。。然后就可以了。。,无线 很久 搞定 物理 开关 要开,neg,"[(0, 0.02048309), (1, 0.43981206), (2, 0.020484943), (3, 0.020596456), (4, 0.020446453), (5, 0.020485269), (6, 0.4576917)]",6
缺点和优点同样明显，就是无线网卡相当的，不太稳定。经常用着用着，屏幕右下角就出现“无线网络已连接”，说明无线短暂的断了，然后又连上了。还好我不玩游戏，否则不就麻烦了？,缺点 优点 无线 网卡 稳定 着用 屏幕 右下角 无线网络 连接 无线 短暂 连上 还好 玩游戏 麻烦,neg,"[(2, 0.9494059)]",2
杀毒软件和2007都是60天试用版,杀毒软件 试用版,neg,"[(0, 0.047789272), (1, 0.047774788), (2, 0.047686327), (3, 0.047789436), (4, 0.047832966), (5, 0.047660653), (6, 0.7134666)]",6
昨天才到我手里，今天上网就发现降价了100，这样心理真不平衡阿。。包装里只有很简单的关于保修之类的说明，其他的使用说明没有，有待自己慢慢摸索关于键了。,昨天 手里 上网 发现 降价 心理 平衡 包装 简单 保修 有待 慢慢 摸索,neg,"[(0, 0.010280991), (1, 0.010253455), (2, 0.010243213), (3, 0.35190776), (4, 0.010242487), (5, 0.010235697), (6, 0.59683645)]",6
自提时电池插口塑料及金属片有变形（外包完好）估计出厂时就是这样，给工作人员看说要找客服，自己调整了一下，将就用了。但触摸板上有小黑点,提时 电池 插口 塑料 金属片 变形 完好 估计 出厂 工作人员 客服 调整 就用 触摸板 小黑点,neg,"[(5, 0.94615155)]",5
无线信号不太好。比我本本信号平均低2-3格。升级驱动并在网卡属性作参数微调后信号仍比未作任何优化的本本无线低1-2格。没有配扩展插槽。键盘的好几个键不灵活，方向键太小很不方便。,无线 信号 不太好 本本 信号 平均 升级 驱动 网卡 属性 参数 微调 信号 比未 优化 本本 无线 扩展 插槽 键盘 好几个 灵活 方向键 太小,neg,"[(6, 0.9655938)]",6
似乎有些需要自己装驱动，只能网上下载了，没有光驱随带的盘也不方便用啊,驱动 只能 网上 下载 光驱 随带,neg,"[(0, 0.020454986), (1, 0.8770832), (2, 0.02056239), (3, 0.020437354), (4, 0.020464491), (5, 0.020454466), (6, 0.02054315)]",1
电池稍微有点厚；包装里自带了一个内胆包，网页说明却没写，差点就多买一个；京东的网页更新速度太慢了，下了单子取了货，都用了快一个星期了，订单信息还是显示等待取货。。。。。。,电池 稍微 包装 自带 内胆 网页 没写 差点 京东 网页 更新 速度 太慢 单子 星期 订单 信息 显示 等待 取货,neg,"[(0, 0.82752144), (6, 0.13831414)]",0
显示屏仰角太大时，电脑放桌子上会容易仰过去，一点设计上的小问题,显示屏 仰角 电脑 桌子 一点 设计,neg,"[(0, 0.020480204), (1, 0.02056584), (2, 0.39337063), (3, 0.020465482), (4, 0.5041434), (5, 0.020473273), (6, 0.020501148)]",4
微星为保修封闭了螺丝孔，没办法升级内存了,微星 保修 封闭 螺丝 办法 升级 内存,neg,"[(0, 0.01788686), (1, 0.017934978), (2, 0.24930885), (3, 0.017880945), (4, 0.017894365), (5, 0.6611799), (6, 0.017914152)]",5
摄像头是感光的，在黑处效果太差，白天还能接受。,摄像头 感光 黑处 效果 白天 接受,neg,"[(0, 0.020495199), (1, 0.020492988), (2, 0.020521387), (3, 0.020486483), (4, 0.02046834), (5, 0.87697464), (6, 0.020560954)]",5
预装系统不咋地     系统改成  启动项  第一项启动改成  一切    没有像他们说的那么麻烦   光驱像发动机  哄哄的  送的瑞星真的很没必要  建议不要使用,预装 系统 不咋地 系统 改成 启动项 第一项 启动 改成 麻烦 光驱 发动机 哄哄 瑞星 真的 建议,neg,"[(2, 0.37692288), (4, 0.58089)]",4
这个电池着实是奇怪了一点，鼓出来的，影响美观，还有连接的地方，有点松，平衡还不错，要找好角度。,电池 着实 奇怪 一点 鼓出来 影响 美观 连接 地方 平衡 不错 角度,neg,"[(0, 0.011045096), (1, 0.01105858), (2, 0.011037824), (3, 0.011014743), (4, 0.011022479), (5, 0.011011651), (6, 0.93380964)]",6
6芯电池有点突出，预装的诺顿和都是试用版，赠送内胆包看起来有些粗糙,电池 预装 诺顿 试用版 赠送 内胆 粗糙,neg,"[(0, 0.017916208), (1, 0.017936567), (2, 0.017902851), (3, 0.01788439), (4, 0.017880095), (5, 0.017905857), (6, 0.8925741)]",6
"下摄像头能找到,但是没法用.",摄像头 找到 没法用,neg,"[(0, 0.035835084), (1, 0.035951503), (2, 0.03591186), (3, 0.52833813), (4, 0.035762127), (5, 0.035964333), (6, 0.29223695)]",3
奇怪。。这款真奇怪。。明明装箱清单里有鼠标。抹镜布，打开箱子却没有。。。奇怪啊。应该说不会出现这类问题啊,奇怪 这款 奇怪 明明 装箱 清单 鼠标 抹镜布 打开 箱子 奇怪,neg,"[(0, 0.011949776), (1, 0.011944721), (2, 0.0119471485), (3, 0.011937063), (4, 0.01194475), (5, 0.0119568985), (6, 0.92831963)]",6
没有配鼠标，还好我有蓝牙的键盘鼠标，凑合着用。安静时可闻及硬盘寻道声，运行时间长稍微有点热。,鼠标 还好 蓝牙 键盘 鼠标 凑合着 安静 时可闻 硬盘 寻道 运行 时间 稍微,neg,"[(0, 0.010237201), (1, 0.010240925), (2, 0.010253948), (3, 0.01022046), (4, 0.19721954), (5, 0.010254), (6, 0.7515739)]",6
白色易脏，为什么没有其他颜色呢？续航时间没有传说中的那么高。至于其他缺点，这个价格也就这样了,白色 颜色 续航 时间 缺点 价格,neg,"[(0, 0.020586882), (1, 0.020461893), (2, 0.020484297), (3, 0.020488283), (4, 0.020466879), (5, 0.87701946), (6, 0.020492263)]",5
买来有个宣传单上写着推荐零售价200＄，不知道为啥咱们国内那么贵/,买来 有个 宣传单 推荐 零售价 为啥 国内,neg,"[(0, 0.8272234), (1, 0.017895648), (2, 0.017884126), (3, 0.08334061), (4, 0.017881932), (5, 0.017876461), (6, 0.01789776)]",0
键盘手感稍差；,键盘 手感 稍差,neg,"[(0, 0.03583871), (1, 0.035840698), (2, 0.035836127), (3, 0.035752278), (4, 0.035765234), (5, 0.7849699), (6, 0.035997022)]",5
发热量大，不带系统，随机光盘只有系统的驱动程序，的驱动要自己去下载！,发热量 系统 随机 光盘 系统 驱动程序 驱动 下载,neg,"[(0, 0.015900372), (1, 0.0159033), (2, 0.90455776), (3, 0.01588695), (4, 0.01589593), (5, 0.015902666), (6, 0.015953062)]",2
电源居然是两相的，看着没有安全感，键盘设计很老式，不好看，装系统不能用的，还要自己下驱动。,电源 两相 看着 安全感 键盘 设计 老式 好看 系统 驱动,neg,"[(0, 0.9216909), (1, 0.0130418595), (2, 0.0131008085), (3, 0.013016924), (4, 0.0130200125), (5, 0.013030913), (6, 0.0130985975)]",0
联想原装的软件不喜欢，自带的介绍也很少！原始分区也太随意，格成2个区，40的280；太不方便了！,联想 原装 软件 喜欢 自带 介绍 原始 分区 随意 格成 个区,neg,"[(0, 0.4938744), (1, 0.11376729), (2, 0.01196008), (3, 0.011934461), (4, 0.011938964), (5, 0.011933344), (6, 0.34459144)]",0
外包装写是内存2，可是内清单标的是1，不知道是怎么回事，希望有了解的朋友帮忙解决一下，谢谢。,外包装 内存 清单 标的 怎么回事 希望 朋友 帮忙 解决 谢谢,neg,"[(0, 0.0130368015), (1, 0.30973047), (2, 0.013060111), (3, 0.013049382), (4, 0.6249888), (5, 0.013064336), (6, 0.013070078)]",4
还是有点厚。不带原装鼠标和原装包，这两样很重要，可以有效方便购买者。否则还要另外购买。,原装 鼠标 原装 两样 购买者 购买,neg,"[(0, 0.020513218), (1, 0.8769366), (2, 0.020602819), (3, 0.0204573), (4, 0.020503625), (5, 0.020473793), (6, 0.020512603)]",1
面和外观颜色有点不搭，不送鼠标，包，还得自己买。不过送的也了垃圾。,外观 颜色 鼠标 垃圾,neg,"[(0, 0.028742114), (1, 0.028712982), (2, 0.028677827), (3, 0.028629102), (4, 0.02876557), (5, 0.02861131), (6, 0.8278611)]",6
键盘感觉很差，不敢使很大的劲，打字时很轻很小心翼翼。感觉很容易坏,键盘 感觉 很大 打字 很轻 小心翼翼 感觉,neg,"[(0, 0.01791087), (1, 0.01788198), (2, 0.017901856), (3, 0.017880743), (4, 0.01794776), (5, 0.8925374), (6, 0.017939389)]",5
本子的酒红色没有想象中的好看耀眼，没啥软件，都要自己装，有点麻烦，呵呵！另外，试机的一会功夫，就蛮热的，似乎散热不太好！,本子 红色 想象 好看 耀眼 软件 麻烦 试机 一会 功夫 蛮热 散热 不太好,neg,"[(0, 0.9385855), (1, 0.010239949), (2, 0.010268091), (3, 0.010229067), (4, 0.010221816), (5, 0.010225522), (6, 0.01023004)]",0
键盘键接触不是很好，必须用力按才行，希望用多了会改善。,键盘 接触 用力 希望 改善,neg,"[(0, 0.023920728), (1, 0.0239928), (2, 0.023841726), (3, 0.024044566), (4, 0.023835413), (5, 0.023945397), (6, 0.8564194)]",6
硬盘在频繁读取数据时有轻微的卡卡响，处理器换6400更好，价格可再降,硬盘 频繁 读取数据 轻微 卡卡 处理器 更好 价格,neg,"[(0, 0.17683624), (1, 0.015917707), (2, 0.015936786), (3, 0.015921088), (4, 0.01592169), (5, 0.015939493), (6, 0.743527)]",6
1。接口设计不合理，鼠标的位置在右下方插上很别扭。电源接口在右侧，和光驱一侧。,接口 设计 不合理 鼠标 位置 右下方 别扭 电源接口 右侧 光驱 一侧,neg,"[(0, 0.011952772), (1, 0.3772545), (2, 0.011988239), (3, 0.011923889), (4, 0.5629375), (5, 0.011989102), (6, 0.011954049)]",4
无预装系统  太不方便了  让我弄了半天  我晕  最后装个盗版的完事,预装 系统 半天 装个 盗版 完事,neg,"[(0, 0.02045029), (1, 0.020502765), (2, 0.020520486), (3, 0.020449884), (4, 0.020475363), (5, 0.5505938), (6, 0.34700742)]",5
不是特别得静，不知是还是硬盘响。电源线插到电源适配器的地方特别松，稍微一动就会掉，用的时候掉了好几次,特别 不知 硬盘 电源线 电源适配器 地方 特别 稍微 一动 几次,neg,"[(0, 0.013063571), (1, 0.013059941), (2, 0.92177933), (3, 0.013010041), (4, 0.0130229425), (5, 0.013017883), (6, 0.0130462935)]",2
系统第一次弄，有点棘手。会了以后还想再装一次，可惜没这个机会了。。。。,系统 第一次 棘手 可惜 机会,neg,"[(0, 0.023871299), (1, 0.023849003), (2, 0.7224362), (3, 0.15828668), (4, 0.023847193), (5, 0.023846889), (6, 0.02386273)]",2
整体感觉不如的本本。的设置不合理。光驱和电源在一侧，打开光驱不便,整体 感觉 本本 设置 不合理 光驱 电源 一侧 打开 光驱 不便,neg,"[(0, 0.011929666), (1, 0.79572064), (2, 0.011943325), (3, 0.011925983), (4, 0.0119648045), (5, 0.1445538), (6, 0.011961799)]",1
第一次装到一半蓝屏，不过进，在一栏里把硬盘模式从改为即可。驱动网上都有，下载430驱动就行了,第一次 一半 蓝屏 一栏 硬盘 模式 改为 即可 驱动 网上 下载 驱动 就行了,neg,"[(0, 0.010235768), (1, 0.35885903), (2, 0.58994615), (3, 0.0102283675), (4, 0.010238088), (5, 0.010235422), (6, 0.010257195)]",2
整体感觉不如的本本。的设置不合理。光驱和电源在一侧，打开光驱不便。,整体 感觉 本本 设置 不合理 光驱 电源 一侧 打开 光驱 不便,neg,"[(0, 0.011929668), (1, 0.79590416), (2, 0.011943322), (3, 0.011925985), (4, 0.011964828), (5, 0.14437024), (6, 0.01196181)]",1
触摸板发热很快，别的地方散热很好， 鼠标那个口确实有点不人性化，摄像头挺清楚，但不开不知道怎么打开 我的电脑里没有那一项,触摸板 发热 很快 地方 散热 鼠标 确实 人性化 摄像头 不开 打开 电脑 一项,neg,"[(0, 0.8024298), (1, 0.14626926), (2, 0.010257229), (3, 0.010236034), (4, 0.010238365), (5, 0.010314279), (6, 0.010255013)]",0
1、面板有蓝牙按钮，实际上没有配置,面板 蓝牙 按钮 实际上 配置,neg,"[(0, 0.02389464), (1, 0.023879316), (2, 0.023927562), (3, 0.023870554), (4, 0.023832921), (5, 0.023882326), (6, 0.8567127)]",6
1、键盘较硬,键盘 较硬,neg,"[(0, 0.047802232), (1, 0.047726624), (2, 0.047840293), (3, 0.04768576), (4, 0.04769166), (5, 0.71322906), (6, 0.048024394)]",5
键在最边上很不习惯，容易和键混淆，音响在键盘两侧不舒服，不适合合上屏幕听歌，声音也一般般，可能驱动不兼容吧，安装驱动都可以在随机光盘中找到，但是无线网卡似乎不行，安装了驱动精灵才行的,边上 习惯 和键 混淆 音响 键盘 两侧 舒服 适合 屏幕 听歌 声音 一般般 驱动 兼容 安装 驱动 随机 光盘 找到 无线 网卡 不行 安装 驱动 精灵 才行,neg,"[(6, 0.9693063)]",6
1.装的？有时候会蓝屏显示  不知到怎么回事？有没有大哥有解决的方法？,有时候 蓝屏 显示 不知 怎么回事 有没有 大哥 解决 方法,neg,"[(0, 0.17007226), (1, 0.5489372), (2, 0.014370691), (3, 0.014316141), (4, 0.014376725), (5, 0.22354463), (6, 0.014382393)]",1
温度较高，系统较难安装。刚买一天就赠杀毒软件，过两天又降100。,温度 系统 安装 杀毒软件 两天,neg,"[(0, 0.02389236), (1, 0.85663223), (2, 0.023912875), (3, 0.023874214), (4, 0.023927838), (5, 0.023838894), (6, 0.02392155)]",1
1.机器本身没有的驱动，找驱动费了好长时间。官方网站也没有的驱动,机器 驱动 驱动 好长时间 官方网站 驱动,neg,"[(0, 0.020501025), (1, 0.020479288), (2, 0.020520693), (3, 0.020440692), (4, 0.020432824), (5, 0.020437196), (6, 0.87718827)]",6
就是没有系统盘，装用了一下午，换了几张盘才装起，推荐不用,系统盘 装用 下午 几张 装起 推荐 不用,neg,"[(0, 0.10766278), (1, 0.017882427), (2, 0.80283487), (3, 0.017879147), (4, 0.01789708), (5, 0.017923912), (6, 0.017919788)]",2
1、发现键盘最上面按键地板较松，2、光驱读盘噪音大，3、安装后音量控制快捷键好像不管用，不知道是不是驱动没安装好！4、一键恢复系统不能用，出现花屏，有人说是硬盘接口需要修改！,发现 键盘 按键 地板 较松 光驱 读盘 噪音 安装 音量控制 快捷键 好像 驱动 安装 一键 恢复 系统 花屏 有人 硬盘 接口 修改,neg,"[(2, 0.96258503)]",2
发热是挺高，静音一般，屏幕一般，还有就是快递公司很差，就放到单位传达室就走了，是，我都没验验货，要是途中摔坏了，我找谁。我刚买一天就赠杀毒软件，过两天又降100，我真晕，强烈不满，请京东给个说法,发热 静音 屏幕 快递 公司 放到 单位 传达室 没验 验货 途中 摔坏 杀毒软件 两天 强烈不满 京东 说法,neg,"[(4, 0.95220435)]",4
为什么装好系统了  用半个小时容易蓝屏？是什么情况？知道的联系下：252620710！,系统 半个 小时 蓝屏 情况,neg,"[(0, 0.023964697), (1, 0.023881838), (2, 0.43344688), (3, 0.44691107), (4, 0.023867197), (5, 0.023963269), (6, 0.023965055)]",3
第一天4799送来，第二天就4699了，心里不平衡。驱动对的支持真好，自动就装上了，但是可苦了我了，一个一个的摸索啊，结果还不满意。,第一天 送来 第二天 平衡 驱动 支持 自动 装上 可苦 摸索 满意,neg,"[(0, 0.011929242), (1, 0.011932248), (2, 0.011927353), (3, 0.011962809), (4, 0.011923225), (5, 0.011931389), (6, 0.9283938)]",6
比较重，原装包装进去的时候很挤。音响没有想象中的好，屏幕确实06年第一周的，色彩一般般，赶不上现在的，不过还行。 2003驱动装不全。,原装 包装 很挤 音响 想象 屏幕 确实 第一周 色彩 一般般 赶不上 驱动,neg,"[(0, 0.011094398), (1, 0.011033715), (2, 0.011066205), (3, 0.4523137), (4, 0.011066201), (5, 0.011046284), (6, 0.4923795)]",6
1.屏幕是  2006年第一周产的（据传这批货有质量不行）,屏幕 第一周 据传 批货 质量 不行,neg,"[(0, 0.020625647), (1, 0.020528615), (2, 0.02047901), (3, 0.02050011), (4, 0.87677705), (5, 0.020561127), (6, 0.020528423)]",4
