Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment
,2024-02-10 14:34:22,NamedvRadley,3,音质画质太差了,码率实在是低，虚假的 1080，特别听助眠视频，音质极差，偏偏  站有很多助眠  主。应该提升一下技术优化一下真正能够提升观看体验的东西，这方面被抖音全面超越了,码率 实在 虚假 听助眠 视频 音质 极差 助眠 提升 技术 提升 观看 体验 超越,正面
,2024-02-10 14:12:18,超高校级的宫本君,1,阿姨能不能去死啊😅,（该条评论已经被删除）,评论 删除,负面
,2024-02-10 11:05:10,燕长生,5,中国最好最有情怀的长视频平台,体验最好的视频平台，广告十分克制，内容涵盖广泛。我最喜欢在这里学习各类教程。极力推荐！免费内容已经非常非常优质以及丰富，不充会员我真害怕你会倒闭。,体验 视频 平台 广告 克制 内容 涵盖 喜欢 学习 教程 内容 优质 不充 会员 害怕 倒闭,正面
,2024-02-10 03:01:11,艾克lovesisssu,5,无敌,依旧是最好的视频软件,视频 软件,正面
,2024-02-10 01:17:33,符合规范经营,1,垃圾,总是给我推杀手杰夫，我最怕这东西，也从来没点过，没搜过，一直给我推，有毛病,杀手 没点过 搜过 毛病,正面
,2024-02-10 01:03:06,如何好烦,1,没有大会员就容易禁言,从来没有一款软件体验感那么差的，买了个大会员的时候几乎没有问题，简直就是人生开了一样。刚断交大会员，瞬间关进小黑屋，理由是在180天内发言失当。没有警告，没有任何相关资料，单方面说禁言就禁言。并且是两个月内发生两次。谢谢，我不光不买会员了，我还要卸载,软件 体验 会员 人生 断交 会员 关进 理由 发言 失当 警告 相关 资料 单方面 禁言 禁言 发生 会员 卸载,负面
,2024-02-09 22:53:54,五岳之魄,4,b站啊b站,发展但是不要忘记初心啊,忘记 初心,正面
,2024-02-09 20:44:14,sinister show,1,吃相越来越难看,除夕打开看了半年的海绵宝宝，突然蹦出会员专享…,打开 海绵 蹦出 会员 专享,正面
,2024-02-09 19:11:05,可以，做的很认真,1,合集管理功能都做不好,一帮饭桶,饭桶,正面
,2024-02-09 19:10:36,大聪明鸭鹅,5,好看,没有广告营销号土味视频乱打弹幕幻神动画还有一堆长视频可以追番看视频做视频还配赠一个剪辑软件你说它不好那谁好,广告 土味 视频 乱打 弹幕 幻神 动画 视频 追番 视频 视频 配赠 剪辑 软件,正面
,2024-02-09 18:37:22,lmh里里里里里,1,24年的电视应用真的太拉了，别更新别更新,想着过年更新一下买了个超级大会员看电影，结果更新之后根本进不去软件，还学会了弹窗，不学好的就学坏的，跟支付宝似的,想着 会员 电影 进不去 软件 学会 弹窗 学好 就学,正面
,2024-02-09 18:36:42,䦽乙,5,特别棒,棒棒哒,棒棒,正面
,2024-02-09 16:31:17,A.B.Schmidt,1,大外宣圣地，纳粹官网,站如此多的人崇拜法西斯，举报却无效反而用哆啦梦、胖虎头像的人要被封号滞拿减除,举报 无效 虎头 封号 减除,负面
,2024-02-09 16:06:47,须弥一粒红尘沙,1,iPad上耗电过于离谱,看视频耗电跟玩游戏一样，耗电太快了点，电量肉眼可见往下掉,视频 耗电 玩游戏 耗电 电量 肉眼 往下掉,负面
,2024-02-09 16:04:45,这种、在、不,2,都是不感兴趣的视频。,（该条评论已经被删除）当我点不喜欢按钮时，它还给我推荐一大堆，我不喜欢的视频包括广告。还推荐不喜欢的类型。我修改了，我自己喜欢的类型，他还给我推荐。,评论 删除 喜欢 按钮 还给 推荐 喜欢 视频 包括 广告 推荐 喜欢 类型 修改 喜欢 类型 还给 推荐,负面
,2024-02-09 16:04:06,痞老板跑了吧,5,好,挺好的软件，用了很久，很不错,软件 不错,正面
,2024-02-09 14:49:48,ksiěkmekdjwkkwkxmk,5,真的非常好看,站有很多健康的东西，比如说中国毛主席鲁迅,健康 毛主席,正面
,2024-02-09 12:21:19,bsjxgxbdjd,1,贪死,什么都得充钱请问这个软件存在的意义在哪里 充钱？,充钱 请问 软件 意义 充钱,负面
,2024-02-09 07:36:43,男男女女哈哈哈哈哈,1,隐私被侵犯,几人正在观看很多余，让我觉得不自在，有替代软件我会第一时间卸载,观看 软件 我会 时间 卸载,正面
,2024-02-09 07:25:39,叫我姐姐你的技术看快手多大码就升级急死,4,加油,已经看站好多年了，感觉还可以，就是登录方法有点变态，还必须扫码和输手机号，建议直接改成用微信账号或者账号直接登录就行，学学人家音乐吧，没手机号的直接哭死，望看到，希望站越做越好，加油,感觉 登录 方法 变态 扫码 手机号 建议 改成 账号 账号 登录 学学 音乐吧 手机号 希望 越做越 加油,正面
,2024-02-09 06:15:03,Tanaray233,5,很好的软件！,"用了6,7年站了，一直都是我最喜欢的视频平台，我也一直有在创作作品，风气变差问题是确实躲不了的",喜欢 视频 平台 作品 风气 变差 确实,正面
,2024-02-09 01:40:36,排队。装13,1,穷疯了,海绵宝宝，需要大会员才能看,海绵 会员,正面
,2024-02-09 01:05:41,春泉大书,5,无奈,我想看的 都没有看到啊……,想看,正面
,2024-02-09 00:25:49,冷酷酷的仙境,5,😃,站大学,大学,正面
,2024-02-09 00:02:16,天涯111888,1,2次收费,2次收费,收费,负面
,2024-02-08 22:43:25,为为为666,5,好,这个网站很好啊，拓宽视野,网站 视野,正面
,2024-02-08 22:33:07,云语lz,1,评论区混乱,（该条评论已经被删除）随便点开十个视频的评论区九个都是有🐒引战的，真😅,评论 删除 视频 评论 引战,负面
,2024-02-08 22:19:04,全部都是位置。,1,贵阳消防栓,（该条评论已经被删除）阿在人性与同流合污中选择同流合污，阿要点脸哩，咋滴？开始锁流量啦！只要提到贵阳消防栓就直接给你锁流量，播放量少的不行不行的，就弹幕不能阻止，一个十几万的播放量，弹幕都有2000多个！拜托，我曾经都看到有100万播放量弹幕却只有几百个的，阿要不直接把那些提到贵阳消防栓的全给下架了，理由就是内容不正当低俗暴力色情，如果你想要站用户辱骂你的话，就多下架哦！建议站直接把弹幕给锁了，只要提到贵阳消防栓就直接把弹幕锁了。一个弹幕也不能发，我是特意来发出差评的，记得要多发几个差评哦！不发都对不起阿的！,评论 删除 人性 同流合污 选择 同流合污 要点 流量 提到 消防栓 流量 播放 不行 不行 弹幕 阻止 播放 弹幕 播放 弹幕 提到 消防栓 下架 理由 内容 正当 低俗 暴力 色情 想要 用户 辱骂 建议 弹幕 提到 消防栓 弹幕 弹幕 发出 差评 记得 不发,负面
,2024-02-08 21:47:44,小雅公主的小芳,5,十分综合的视频软件,十分综合的视频软件。,视频 软件,正面
,2024-02-08 21:47:20,哔哩哔哩之超级会员,1,会员之子,不管什么东西都需要会员我在家里电视都能看，甚至在哔哩哔哩上连那个剧都看不了,会员 电视 哔哩 哔哩,负面
,2024-02-08 20:27:03,这小子狠单纯,4,原创建议,（该条评论已经被删除）手机版站要发布视频现在不能分段了？以前没试过不知道是版本做出了更变还是一直如此，如果之前有希望可以恢复,评论 删除 手机 版站 发布 视频 分段 没试 版本 做出 希望 恢复,负面
,2024-02-08 20:04:38,紫晶•幻,1,广告是真的多，直播间右边的直播推荐是真的恶心,喜欢我站伪装成视频的广告么？喜欢切一下屏就有弹窗的广告吗？,喜欢 伪装成 视频 广告 喜欢 弹窗 广告,负面
,2024-02-08 18:16:25,劳资乖,1,广告,我连续三次刷到同一个广告宣传视频，点了不感兴趣还能刷到，最后一次连链接都过期，还刷给我。,连续 刷到 视频 刷到 链接,负面
,2024-02-08 17:15:00,能不能肆意四啊,1,没钱请真人审核了是吧？,你到底有没有审核啊，为毛支持黄赌毒的视频都能放出来啊？？？？,有没有 审核 支持 视频,负面
,2024-02-08 16:30:30,⸂⸂⸜👊⸝⸃⸃⸂⸂⸜👊⸝⸃⸃⸂⸂⸜👊⸝⸃,1,短视频可以搞,但能不能把短视频与长视频分开⸂⸂⸜👊⸝⸃,视频 视频 分开,正面
,2024-02-08 16:22:22,Dr.Thorns,4,老是看不了直播,每个直播间都显示加载异常，阿你在搞什么啊喂,直播间 显示 加载,负面
,2024-02-08 12:08:24,cat in a picture is when they,5,超好的软件。,用这个能搜到很多，在别的软件上搜不到的那种内容也能搜到,搜到 软件 不到 内容 搜到,负面
,2024-02-08 12:02:48,玉面小白皮,1,审核员的眼睛就是瞎的,一堆虐杀动物的视频没人管 无人理 国内暗网是吧 举报都举报不下去 多行不义必自毙 怪不得年年赔钱 离倒闭也不远了,虐杀 动物 视频 无人 暗网 举报 举报 赔钱 倒闭,正面
,2024-02-08 11:53:33,Mr 鸣谢给你,1,老是美化国民党,（该条评论已经被删除）总是给我推国民党抗战的视频，可是国民党干了啥我能不知道吗？国民党反动派血腥的对人民抬起了屠刀，人民能不清楚？你给共产党人推荐美化国民党的视频是何居心？,评论 删除 视频 反动派 血腥 抬起 屠刀 共产党人 推荐 视频 居心,负面
,2024-02-08 11:28:13,owsnkww,1,还是YouTube好用,（该条评论已经被删除）太有言论自由了捏，各种屏蔽词、吞评和精选评论真的太自信了,评论 删除 屏蔽 吞评 精选 评论 自信,正面
,2024-02-08 10:45:43,南宫易枫,5,歪瑞古德,不不不错错错！！！,不错,正面
,2024-02-08 07:21:13,米吩游,5,弹幕问题,（该条评论已经被删除）一直有赛博生命刷弹幕，不是为了别的，只是招黑，望能管管,评论 删除 弹幕 招黑 望能,负面
,2024-02-08 04:41:21,非公经济方法地方还好吧,1,把专栏和动态合在一起是最蠢的一集,这个图文是什么意思，好好地看专栏不好嘛,图文 专栏,正面
,2024-02-08 02:00:15,5e必没🐴,1,陈瑞你_什么时候_啊,天天搁这推你🪵的直播 拉黑一万个还在这推 喜欢推皮套明天你咖喱人全跑不掉,喜欢 皮套 咖喱 跑不掉,负面
,2024-02-08 00:35:22,stevnding,4,b站还行,挺好的 说不出啥大问题,说不出,负面
,2024-02-08 00:11:28,石悟雨,1,使,（该条评论已经被删除）你是怎么做到越更新越难用越多的😅,评论 删除 用越,负面
,2024-02-07 22:42:16,不知从哪冒出的屑,4,爱玩,好玩,好玩,正面
,2024-02-07 20:04:48,赵哥人生启孟,5,你们好,奶思,奶思,正面
,2024-02-07 16:13:39,小橘子好好好,5,✅,没有差的地方你们这个团队很棒加油吧,地方 团队 很棒 加油,正面
,2024-02-07 15:28:11,你们这样真的够了,2,为什么,以前看官方视频的时候还有翻译现在都没有了而且所有功能翻遍了也没找到过那个字幕翻译,官方 视频 翻译 功能 翻遍 找到 字幕 翻译,正面
,2024-02-07 15:04:22,逆天躲躲藏藏的,5,十分好评,（该条评论已经被删除）对于我来说是一款非常好的软件,评论 删除 软件,负面
,2024-02-07 14:37:33,额头反反复复的人,5,在我心里有数的人和事物的时候,你们的人生,人生,正面
,2024-02-07 14:15:36,微笑蔓延～,5,没有标题,只能说主太好看力（,只能 主太 好看,正面
,2024-02-07 13:01:54,李总有,4,一,可以提供登录吗？希望可以,提供 登录 希望,正面
,2024-02-07 10:08:41,十点半男生们,5,无,你们为什么没有我想看的免费电影和电视剧,想看 免费电影 电视剧,正面
,2024-02-07 03:16:36,ppkoqq,1,国贼聚集地,（该条评论已经被删除）风气差就算了，还只会跟风玩烂梗，动不动就要当反贼，让他们说个为什么直接要他们的老命，一半的用户纯没脑子，恶心的不行。,评论 删除 风气 跟风 反贼 老命 用户 恶心 不行,负面
,2024-02-07 01:26:30,gffkguy,2,流氓改动,老推送陌生人的动态，又没个设置能关掉，只能被单方面接收也太流氓了,推送 陌生人 动态 关掉 只能 单方面 接收 流氓,负面
,2024-02-06 23:42:31,刘芬爷爷,1,史,同样类型的稿件有的能过有的主发几遍过不了 审核员都看自己心情  破应用赶紧下架吧啊,类型 稿件 审核员 心情,负面
,2024-02-06 22:27:11,万国第一氪金,1,垃圾，图片都保存不了,垃圾,垃圾,负面
,2024-02-06 19:17:16,哔哩哔哩222,1,不让看评论,不绑定手机号码不给评论也就算了，现在连看评论都不给看了？？？,绑定 手机号码 评论 连看 评论,负面
,2024-02-06 18:45:39,whdtdgejdi,1,拉黑功能形同虚设,我拉黑了的主还在右侧推荐栏，你们真的要倒闭了是吧？,推荐 倒闭,正面
,2024-02-06 16:56:04,唱唱更健康,5,很容易找到你,那些唱民谣的年轻小歌手们太让我喜欢了！在这里总是很容易找到喜欢的主，和打动内心的歌声,民谣 年轻 歌手 喜欢 找到 喜欢 打动 内心 歌声,正面
,2024-02-06 16:19:08,ＲＸＡ,5,可以看遍这个世界的窗口———哔哩哔哩,人多数时候都老徘徊在一个地方，在那上学，工作。但哔哩哔哩却成了一个窗口，让在平庸生活中的人，可以与各个哲学思想交流，与古今中外的豪杰公议，领略自然的姽嫿风光，感悟人生活着的意义。  感谢哔哩哔哩，让生活又充满了活力。,徘徊 地方 上学 哔哩 哔哩 平庸 哲学思想 交流 公议 领略 风光 感悟 意义 感谢 哔哩 哔哩 充满 活力,正面
,2024-02-06 15:06:34,温念不清楚,2,不怎么好,虽然听劝下载了，但下载了才发现漫画不是这个要钱就是那个要钱，我也不能充钱，我想看的要钱，其他软件又没有，唯一能找到的要钱,下载 下载 发现 漫画 要钱 要钱 充钱 想看 要钱 找到 要钱,负面
,2024-02-06 13:57:37,I am 阳光雨露,1,如下,你们是有什么毛病吧，竖屏的视频，我想去刷新一下评论区，每次往下拉一个死大的视频就跑下来了，刷新也刷不动。不把便捷访问关掉每次刷新还都会打开便捷访问，关掉之后照样滑到底都不能刷新评论。你们每次发布新版本能不能让员工先刷 新版站 刷上一两天，先看看有什么问题再发布？之前那个往下翻子评论会误触左滑直接退出的也是，员工刷上一会儿就发现的问题，非要发布出来让用户去忍受。垃圾软件，是我用到的所有软件里控评最狠的😅,毛病 竖屏 视频 刷新 评论 往下拉 视频 刷新 不动 便捷 访问 关掉 刷新 打开 便捷 访问 关掉 刷新 评论 发布 版本 员工 先刷 发布 翻子 评论 误触 左滑 退出 员工 发现 发布 用户 忍受 垃圾 软件 用到 软件 控评 最狠,负面
,2024-02-06 13:05:50,jndbcjjd,3,弹窗,身份都认证了为什么还一直弹窗青少年模式，我不想给通知权限为什么还反复提醒我开,身份 认证 弹窗 模式 不想 通知 权限 反复 提醒,负面
,2024-02-06 13:05:45,睿智才下载大书亭,5,挺不错的,什么都不用说，只要下了都有好处，什么动漫都有，现在还不用充值,动漫 不用 充值,正面
,2024-02-06 11:47:58,天生万人迷丶,1,不理解,审核太随意了。那些引战，拿中国人和黑人做对比的(黑人0元购是结账时不给钱，中国人拿枪抢劫被判然后出视频说美国歧视中国人)这群我屏蔽了好几个还会有推送。。。男女引战的更多。,审核 引战 黑人 黑人 结账 给钱 抢劫 被判 视频 歧视 屏蔽 推送 男女 引战,负面
,2024-02-06 10:07:22,〇d一起一辈子,5,6,（该条评论已经被删除）666⃣️,评论 删除,负面
,2024-02-06 09:12:36,恁言吾,5,我的感受,很喜欢这个,喜欢,正面
,2024-02-06 07:51:56,帅气的干饭人,5,B站,内容很多很多丰富,内容,正面
,2024-02-06 00:48:06,最終環彩羽改MAX,1,闪退xN,（该条评论已经被删除）建议下架这个！,评论 删除 建议 下架,负面
,2024-02-06 00:45:35,id针砭时,3,测试需要更严谨,入门测试太简单了 需要加强难度,简单,正面
,2024-02-05 23:24:00,平台审核员，你眼睛看不见吗,1,色情低俗,你到底是个什么软件，玩个游戏推的哔哩哔哩的二次元色情低俗的广告，平台审核这么低俗，到底是些什么人在用，你推些垃圾，低俗的东西到处打广告,软件 游戏 哔哩 哔哩 色情 低俗 广告 平台 审核 低俗 垃圾 低俗,负面
,2024-02-05 22:43:44,sssssssss+jjjjjjjjj,1,被盗号刷播放量,我很久不登陆的一个号，上去一看竟然出现大量一万播视频，这个平台越来越水了！还动不动恰饭广告，要不是还有几个喜欢的，真的想卸载,登陆 视频 平台 恰饭 广告 喜欢 卸载,负面
,2024-02-05 21:54:44,....无敌,1,掉掉掉,（该条评论已经被删除）每天翻你股票能让我笑一天,评论 删除 股票,负面
,2024-02-05 21:20:23,网易垃圾.......！,1,别再暗戳戳推低质内容了,（该条评论已经被删除）刷着刷着就是易烊千玺肖战和其他粉丝剪的视频什么不感兴趣就推什么是吧,评论 删除 粉丝 视频,负面
,2024-02-05 20:24:05,丧命时刻,1,闪退,闪退,闪退,负面
,2024-02-05 20:17:20,Маленькие деньги подсолнуха,4,B站,单纯觉得好用，我不只有这样的软件。,软件,正面
,2024-02-05 20:13:52,苹果8用户ning,5,二次元必备,我的手机是不能分屏的但是这个软件 它能自备这种功能，像我这种64的手机根本不卡 可以利用他的小窗口一边追番一边打游戏,手机 分屏 软件 自备 功能 手机 不卡 利用 追番,正面
,2024-02-05 20:08:36,f ciu b f t c r t d v tu f,5,要会员,需要用会员没钱,会员,正面
,2024-02-05 19:36:47,blbljdb,1,b站客服就是世界上最垃圾的客服,不要购买站的任何产品，完全没有任何售后可言。客服态度恶劣，只会说套话敷衍，甚至敷衍了几回以后直接懒得敷衍了，强制结束售后单据，不给你再说话的机会。办事能力差，不会解决问题，只会激化矛盾，在故意恶心客户方面很有一套。,购买 产品 售后 可言 客服 态度恶劣 套话 敷衍 敷衍 懒得 敷衍 强制 结束 售后 单据 说话 机会 办事 能力差 解决问题 恶心 客户,负面
,2024-02-05 18:52:52,小羊DJ857,4,求多一种充会员的支付方式,能不能用微信支付大会员呢？我这里显示的支付方式只有时候银行卡付………真的非常麻烦,支付 会员 显示 支付 方式 麻烦,负面
,2024-02-05 18:49:20,易荣铮,1,盗号问题严重，客服无作为,垃圾软件恶心死了，全站质量越来越差，盗号问题严重，客服无作为，青少年模式非本人开启的出现了四年多一直没有修复，没有实名认证身份信息反而被泄露不仅影响使用体验而且严重侵犯到个人隐私涉及违法行为，相关平台如果不加以重视，就㊗️你们早日衰亡吧😄😄😄😄😄😄😄😄😄,垃圾 软件 恶心 全站 质量 盗号 客服 模式 开启 修复 实名 认证 身份 信息 泄露 体验 侵犯 涉及 相关 平台 重视 衰亡,负面
,2024-02-05 18:22:14,qwe is the,1,希望电视版B站，云视听小电视能看弹幕,电视版站没弹幕看着是真的难受，想看弹幕就得用手机投屏，太不方便了！,电视 版站 弹幕 看着 难受 弹幕 得用 手机 投屏,正面
,2024-02-05 17:23:53,氪金任性,1,恶臭木沟太多,（该条评论已经被删除）影响心情,评论 删除 心情,负面
,2024-02-05 16:12:03,欲哭无泪的女神,5,有用,站真廷有用的小到格克洛手枪的工作原理大到苏-15的着舰程序,真廷 有用 手枪 原理 着舰 程序,正面
,2024-02-05 14:03:33,syiopl,5,你很棒,这个软件非常的棒视频也非常好看!,软件 视频 好看,正面
,2024-02-05 11:06:29,JTLLMCG,5,B站的氛围比抖音和快手好多了,目前我见过的审核最合理 氛围最和谐的软件,审核 氛围 和谐 软件,负面
,2024-02-05 10:09:07,master单总,1,垃圾,垃圾,垃圾,负面
,2024-02-05 08:36:12,沙漠之狐HD,2,更新之后反而出bug,本来用的是超老的版本，为了看年度总结才不得不更新，结果更新之后还出😅每次从视频底部推荐栏那里点进视频就会闪退，负更新真有你的啊,版本 年度 视频 推荐 视频 闪退,负面
,2024-02-05 07:02:52,全家桶都是垃圾,1,已然忘了初心,现在的已经不是原来的那个，就跟很多事情一样忘了初心,事情 初心,正面
,2024-02-05 06:55:30,青墨小凤凰,2,内容不错，特别“敏感”，禁言的十分厉害！！！,（该条评论已经被删除）评论但凡有点不对的，都被吞，而且没有通知。稍微有点“敏感”的视频，评论或者啥的直接没了，没有商量余地。“不自由”，不至于只能唱赞歌，但是多少有点令人不悦，不过能明白。,评论 删除 评论 通知 敏感 视频 评论 自由 只能 不悦,负面
,2024-02-05 00:58:55,000qqqppp,3,管理一下吧,站多好一个长视频平台，无论是用户还是创作者都希望有更好的体验，而不是天天一堆梗小鬼在那儿刷屏，什么视频都是，管理一下吧,视频 平台 用户 创作者 希望 体验 小鬼 刷屏 视频,正面
,2024-02-05 00:49:48,我❤️c13,5,👀,内容丰富有趣,内容 有趣,正面
,2024-02-05 00:43:14,焚膏继晷看就很尴尬,1,陈睿是孤儿,（该条评论已经被删除）陈睿是孤儿,评论 删除,负面
,2024-02-04 22:00:37,yqsmans,5,好,我觉得个人观点是哔哩哔哩还是非常好的一款软件，我觉得哔哩哔哩还是有非常大的潜力的,个人观点 哔哩 哔哩 软件 哔哩 哔哩 潜力,正面
,2024-02-04 20:42:48,15 68999555,5,挺好的宝藏软件,非常喜欢,喜欢,正面
,2024-02-04 20:37:13,非常帅的小于哥,5,很好,（该条评论已经被删除）  ,评论 删除,负面
,2024-02-04 20:05:17,老公黄明昊,5,@时代少年团@黄明昊,看老公和孩子用的🫶,孩子,正面
,2024-02-04 19:18:43,各种死骗子软件,1,垃圾,玩个游戏全是这玩意的广告之前下了游戏不能玩垃圾,游戏 玩意 广告 游戏 垃圾,负面
,2024-02-04 18:34:00,maliqing1,1,垃圾画质,画质最垃圾的平台开了大会员依旧是很模糊,画质 垃圾 平台 会员 模糊,负面
,2024-02-04 18:25:38,flywadding,1,赶紧改正！,苹果设备长时间不进站会自动注销帐号,苹果 进站 注销 帐号,正面
,2024-02-04 14:57:03,😅尴尬的评价,1,走了个摇一摇，来了个扭一扭,你滚吧，扭一扭广告，我开的是哔哩哔哩，还是拼多多？,广告 哔哩 哔哩,负面
,2024-02-04 14:40:24,乐色学习通,1,乱推荐,首页推荐全是不喜欢，黑名单都塞满了，还在推,推荐 全是 喜欢,正面
,2024-02-04 13:33:18,？？？？？？？？？？？……,1,你要不要看看自己多夸张,很恐怖，在首页还能看见口服减肥药的广告，你是真饿了啊，自己什么年龄段用户多不清楚？什么广告都投，还往首页使劲投，出问题算谁的阿，吃相别太难看(^_^;),恐怖 口服 减肥药 广告 年龄段 用户 广告 使劲 难看,负面
,2024-02-04 13:18:39,一只若若子,5,评论,特别特别好！！！！追番有了平台，学习上站的博主讲的也特别好！！！,追番 平台 学习 上站 主讲,正面
,2024-02-04 12:23:38,seven君嘎嘎,5,最喜欢的软件，没有之一,我爱哔哩哔哩，会一直支持！,哔哩 哔哩 支持,正面
,2024-02-04 09:44:00,h h d he je jd nd b b d j ek,5,啊b新年快乐,考虑用户的感受，是一款很年轻的,用户 感受 年轻,正面
,2024-02-04 09:15:39,残花•落叶,1,脑缠刷新机制,看完一个想看的时候出去想看第二个就给我自动刷新掉了,想看 刷新,负面
,2024-02-04 01:50:30,我现在还不饿,1,恶臭楠太多,（该条评论已经被删除）影响用户体验,评论 删除 用户 体验,负面
,2024-02-03 23:49:00,呵呵个后街男孩,1,偷内存,下载好以后什么都没干，点开一次立马退出多了二百兆，卸载前1清除了所有数据还是1，,下载 退出 卸载 清除 数据,负面
,2024-02-03 23:10:04,俗世沉浮清野,4,账号管理,别动不动就丢失,丢失,正面
,2024-02-03 22:09:21,风祭真,1,陈瑞你木琴死了是吧,（该条评论已经被删除）看个720视频卡一万次是不是你木琴骨灰盒撒到服务器上出了,评论 删除 视频卡 骨灰盒 撒到 服务器 上出,负面
,2024-02-03 21:50:40,Lil56,1,直播加载异常,这周起突然游戏直播看不了了，一打开就显示加载异常,游戏 打开 显示 加载,负面
,2024-02-03 21:19:30,必迈老董,3,可靠,喜欢客观真实的评价,喜欢 客观 评价,正面
,2024-02-03 21:15:57,常大昱,5,好评,哔站加油,哔站 加油,正面
,2024-02-03 21:05:48,ggyhhghgyyh,5,有需要改进的地方,整体真的非常不错 我非常喜欢的一个但有个较严重的问题就是视频吞播严重一个收藏夹里有一个视频 收藏夹观看高达10万多 但视频只有不到4万观看我希望这个问题可以稍微解决一下喜欢站❤️,整体 不错 喜欢 视频 收藏夹 视频 收藏夹 观看 视频 不到 观看 希望 解决 喜欢,正面
,2024-02-03 20:20:59,江恪你的渔网呢,4,B站挺好的,但是为什么不可以有会员购啊啊啊啊啊啊只有平板没有手机的学生党真的会疯🥺🥺🥺🥺🥲,会员 平板 手机 学生,正面
,2024-02-03 19:00:09,愤怒的美篇用户,2,卡在开屏,最近卡在开屏的频率越来越高了，非常影响体验！,开屏 频率 体验,正面
,2024-02-03 15:01:06,msjajZjjaqma,1,滚,（该条评论已经被删除）你猫死了,评论 删除,负面
,2024-02-03 14:16:25,差评不改就司马,1,审核稿件真双标,烂透了！！！露个上半身都不行，同样是男人哪些肌肉男就能过审？？？倒闭吧，烂货！！！发烂发臭！！,上半身 不行 男人 肌肉男 倒闭 烂货 发烂 发臭,负面
,2024-02-03 13:26:26,dgdhvjkjgy,4,用的很久了,站也是陪了我很长时间啊，相比于其他视频网站，没有广告是很赞的啊，还有鬼畜，每次看鬼畜都能笑死，只是现在站风气越来越不好了，扣掉一星吧，建议把那些动不动就把唐之类的词挂嘴上的人整顿一下,相比 视频 网站 广告 鬼畜 鬼畜 风气 扣掉 建议,正面
,2024-02-03 11:52:11,K.H.Xiao,1,只会掐烂钱，不顾用户感受,出去进来的广告变摇一摇？不进广告都不行？脸都不要了！拉黑都不会作，活该你业绩下滑！滑倒闭,广告 广告 不行 活该 业绩 下滑 倒闭,正面
,2024-02-03 09:48:59,希望更新166,1,陈睿,柠檬什么时候酸,柠檬,正面
,2024-02-03 08:54:16,。，m m n,1,越更新越不如,上以前只要返回上一页或退出就可以自动小窗口播放，现在只能在播放窗口里点，关键是点了卡好久也不一定能成功小窗口播放,返回 退出 播放 只能 播放 里点 关键 成功 播放,正面
,2024-02-03 03:35:26,qcxd：@d n s,1,世界上最垃圾的平台,（该条评论已经被删除）10万播放量给8块钱，玻璃心系统评论全删,评论 删除 播放 块钱 玻璃心 系统 评论,负面
,2024-02-03 01:35:11,焚膏继晷看就很尴尬,1,lj,（该条评论已经被删除）垃圾软件,评论 删除 垃圾 软件,负面
,2024-02-03 01:15:20,dagutangbuli,4,字体太小了,主页的字体以及视频简介的文字和评论区的文字太小了，对苹果用户很不友好，希望增加字体调节的功能,主页 字体 视频 简介 文字 评论 文字 太小 苹果 用户 友好 希望 增加 字体 功能,正面
,2024-02-02 23:49:57,迷茫😎,3,为什么,为什么之前可以右滑看评论区，现在又变回原来的样子啦😭😭😭,滑看 评论 变回 样子,正面
,2024-02-02 22:54:51,赠而一世江山,5,确实好,没什么好说的确实好,确实,正面
,2024-02-02 20:56:11,jfjsndhdjs,1,现在的b站就是文字狱,说啥都不行，纯纯的文字狱，他们在怕什么？我想知道他们到底在怕什么？毛主席说过：让人民说话,不行 纯纯 文字狱 毛主席 说话,正面
,2024-02-02 20:46:47,帮助次,1,工房,1，工房按钮找不到2，客服按了“转人工”键，没反应,工房 按钮 不到 客服 人工,负面
,2024-02-02 20:22:04,你的banana,1,bug成堆,（该条评论已经被删除）视频，下载，无响应，缓存视频，点右上角下载，无响应,评论 删除 视频 下载 响应 缓存 视频 下载 响应,负面
,2024-02-02 19:54:38,就让这大雨全部落下,5,今天,（该条评论已经被删除）超棒的好吗？,评论 删除 超棒,正面
,2024-02-02 17:49:40,跨时空和你在看书,1,广告太多了，茶笔吧,斗罗广告多的吓人，刷四个弹一个，你们有贸炳吧,广告 吓人,负面
,2024-02-02 17:24:49,真好2223,5,99.9分,挺住啊,挺住,正面
,2024-02-02 16:50:29,一⭐都有点多,1,死机，重启,看直播，或者是刷视频，会莫名其妙关机，重启，已经很多次了！！！,视频 关机 重启,负面
,2024-02-02 16:41:44,（卡羊））,4,。,真的很希望可以加入私信发送视频的功能，和亲友用站私信聊天时发不了私信视频就很难受,希望 私信 发送 视频 功能 亲友 私信 私信 视频 难受,正面
,2024-02-02 16:08:30,缝佳,5,对B站评论,站资源齐全，善待主，非常棒！,资源 善待,正面
,2024-02-02 16:08:04,qingguyoulan,5,哔哩哔哩的评价,总体来说哔哩哔哩是一个很好的视频软件上面，有唱歌的，教你怎么写作文的，还有些漫画解说之类的书呢，还有其他很多功能,总体 哔哩 哔哩 很好 视频 软件 唱歌 写作文 漫画 解说 功能,正面
,2024-02-02 15:20:29,表白心迹了你也没,5,牛比,太好用了,好用,正面
,2024-02-02 14:46:42,刘肆艺,5,哔哩评论,整体很差，网红影响。娱乐星级，评分星级,整体 网红 星级 评分 星级,负面
