景点名称,网址,用户名称,星级,评价内容,时间,赞,回应,文本
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                风间草
                                ",50,很美很好玩，只是正好放假加周末，在龙门那人太多了,2017-12-3118:54,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                tyingpeng
                                ",50,风景在自己眼里，旅游必须带着发现美的眼睛！,2017-12-2921:35,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                buguanshi
                                ",40,据昆明人说，西山风景区是来昆明必去的风景区。可是我们的旅游团却没有给我们安排这个旅游景点。幸好团里有曾经在昆明居住的人，向组织这次旅游的校领导提出了意见。校领导和旅游团经过磋商，才决定加这个景点。西山风景区需要登山。沿途山壁上有许多的洞窟，是人工开凿的，里边有许多佛像，雕塑。一路边走边看边听讲解员讲解洞窟的故事，没有感到疲劳。向上望去，登山路上，一座一座的寺庙，掩映在绿树丛中，给西山平添了佛家的神圣气息。走到龙门，都要在龙门下照张相。希望自己能够鲤鱼跳龙门。,2017-12-2913:22,23,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                wu2008004
                                ",40,据说上西山可以看滇池全景。无奈选了一个大雾天气上西山没有看到滇池全景，体验了一把超级无敌长的索道，坐了多久记不清楚了，只知道好冷好冷。来到了山顶，领了电子导游。然后是徒步下山。梯步还比较陡峭。游客也比较多。体验值一般。,2017-12-2401:45,11,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                吃吃吃
                                ",50,被滴滴快车司机云AW636C卖了，定位到西山风景区售票处，离还有800米，司机就让确认，给优惠点，帮忙点下好评文字，然后卖给当地开车村名，还给村民偷偷说让多要点钱，这是村民后来说的。当地村民虽然挣这钱，但丑话说在前面，也没有骗人，说到滇池的缆车停运，建议从上到下游览，要了60元直接拉到顶上南门不用排队了，4点到达，售票处说5点龙门闭园，6点游览大巴停运，因此一路越野跑。急匆匆跑到凌虚阁，看到了滇池全景，确实美，天蔚蓝，城市净收眼底。然后继续跑到龙门，又一路跑着把景点看完，在中间有服务员让免费送护身符，千万别信，里面有大师会忽悠你买99元的供灯。西山景区也就是在凌虚阁鸟瞰昆明市全景好看，其他很一般。,2017-12-2023:41,9,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                无法&amp;懂你
                                ",40,去的时候太冷了，也是天阴还下雨，有是晴天就爽了,2017-12-2008:26,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                格桑花游天下
                                ",50,仁者乐山，智者乐水🌊💦💧🌧🐳🐋🐬🌋⛰🏔🗻🏕🏜🌁昆明的西山风景区在西山上滇池畔既有山又有水假装自己既是仁者又是智者🎄🌲🌳🌴🌱🌵🐟🦈🏖🏝⛲️☔️昆明不容错过的景点非常多如果时间有限建议选择翠湖，和西山晴朗的天气西山绝不让人失望仰望无边无垠的蓝天白云☁俯瞰一望无际的碧水滇池最爱开放式索道穿梭在山间且听风吟🌵🌱🌴🌳🌲🎄🏝🏖🐳💐🌸🌼坐拥千年历史道家文化浸润清代有状元近代承上启下现代有聂耳不知不觉中被深厚的文化底蕴陶醉龙门景区门口还有一只镇山大王喵喵喵叫那种游人一靠近就竖着尾巴（表示高兴）来蹭蹭求摸摸那种票叫不要980不要880只要88买了不吃亏买了不上当,2018-02-0419:06,39,8,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                逍遥客晨
                                ",40,很遗憾当天全是雾山下基本上看不见任何景色索道设施太陈旧了景区配备了解说机(免费的)超级棒山上有免费领生肖卡的有套路哟～～自己小心被骗山路陡峭不建议老人上去,2017-12-1818:53,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                颠沛流离捶你胸口
                                ",50,取票方便，景色宜人，不过缆车没有玻璃坐起来不太舒服，冷风吹的人瑟瑟发抖。,2017-12-1806:49,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                里根abc
                                ",50,对这个景区不太了解、为了观赏滇池的全景坐索道，终点🏁就是西山景区，到达之后才明白，若天气晴朗这里能鸟瞰到昆明的全貌。这里有徐霞客的题字：滇中第一风景名山。还有徐霞客的《游太华山记》，名气还是蛮大的。欲穷千里目，更上一层楼，想详细的游览西山景区、还需要再坐龙门索道，由于我们的时间有限，没能进入龙门索道，多少溜了小遗憾，下次重游西山景区！,2017-12-1303:18,9,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                非常容易饿
                                ",30,去昆明出差，有一天的时间闲逛，去石林太累就溜达去滇池和西山了。首先，滇池太可怕了！！！水太脏了！全部都是浮萍水都是绿的。坐缆车从天池上飘过去上西山，底下的水就是图二的样子。天气好的时候上西山爬爬还是挺好的，在慈云洞附近遇上了只青蛇🐍……,2017-12-0821:56,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                梅吃饱呀
                                ",50,碰上索道检修就直接地铁来了西山风景区注意一出地铁就有当地人上来询问20块钱一个人可以直接拉到售票口其实路挺远的建议坐这种车可是必须搞价同行的小伙伴说搞价后一人十块钱门票40还有个小电瓶车十几块特别是过了龙门就有个类似求签的地方导游说“老师”会讲解个自运势当然之后“老师”会叫请灯大的299吧小的99个人没点走了摸貔貅那些是左手！左手！左手！没有导游就跟着别人团队导游逛了一圈！总之景色美就够了回来的大巴车12.5,2017-12-0118:29,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                芃芃
                                ",40,昆明的西山人很多，前面一段可以坐缆车上山，从缆车上看滇池很美，虽然有污染，但整体配着蓝天白云看，还是很漂亮。上山之后继续走一段路才是真正的景区，有免费的导游机，对景点进行了介绍，可了解的比较清楚历史和特点。延着石阶向上爬，会看到越来越徒的石阶，盘旋在山腰，一路蜿蜒到山顶，最后爬上山顶，非常有成就感，但比较徒一些，大家要注意安全。,2017-11-2911:01,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                程程
                                ",50,去西山的时候印象最深的就是上下的台阶很多，上去的时候边爬边看边拍照，站在高处往下看，感觉很美，像仙境一样，还摸了龙门并拍了照，下去的时候都是一个接一个的洞，台阶又高，感觉不扶着旁边的扶手下去，腿都会有些软😅,2017-11-2815:05,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                樱桃超人大法师
                                ",50,位于云南昆明滇池风景区的西山，是一个峰峦起伏、林木苍翠、白鸟争鸣、景色秀丽的森林公园。这里的森林植被非常茂密，常年郁郁葱葱，还有华亭寺、太华寺、三清阁等古刹殿宇楼阁掩映于茂林修竹深处，是昆明旅游观光的好去处。西山坐落在滇池的西岸，又称碧鸡山，元代的时候被称为“滇南八景”之首，也是明代云南四大名山之冠。历史上，西山也有“睡美人山，龙门飞峙”的美誉，远眺西山群峰，既像一尊庞大的睡佛，又似一个美丽曲腿仰卧在滇池畔，象青丝垂海的睡美人。,2017-11-2610:08,8,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                yhl猫咪
                                ",50,西山公园门口有一个小吃一条街，里面有很多小吃，水果，和纪念日（150元的双肩背包，可以吃的口红💄）。填饱肚子我们在大众点评上买的西山游玩套票，6折不用走路，一路大巴，索道，游览车。舒舒服服轻松游玩，大巴可以随时与司机叫停去游赏风景和进庙参拜，出来可以拦后面的大巴继续前行。做索道到龙门时，可慢慢欣赏滇池的美丽。游历一圈在坐95路到滇池喂红嘴鸥，红嘴鸥与人很亲近，把面包举在手上，很快就被红嘴鸥轻巧的叼走。令人精神愉悦，记住到多带吃的😉,2017-11-2610:00,1,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                yyxiaoq123
                                ",50,西山上名胜很多，为碧蛲山，华亭山，太华山，罗汉山的总称。位于昆明西郊，滇池西岸，山峦起伏，彤似卧佛，故也称卧佛山。隔水相望宛如—丰盈的女子躺卧滇池岸边，有“睡美人”山之美称。三清阁上凿有龙门石窟。为昆明地区第一胜景。西山之名最早见与明天顺六年(1462年)，敕赐华庭山，大园觉禅寺圣旨碑“云南府昆明县海西山”,2017-11-2521:36,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                zhao98167
                                ",40,山上可以看昆明市区的全景，爬山还是比较累的，值得游玩。,2017-11-2514:04,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                无量山暴力鱼
                                ",50,西山风景区，有索道也有电瓶车，传说颇多。相传远古时一位公主耐不住宫中寂寞，偷偷出了王宫与一小伙结为夫妇。后来，国王拆散了这一美满姻缘，并用计将小伙子害死。公主悲痛欲绝，痛哭不止，泪水汇作了滇池，她也仰面倒下化作了西山。西山峰峦起伏，古树参天，苍翠挺拔，雄伟壮观；连绵40多公里，最高海拔2500米左右。远眺西山群峰，恰似一位美丽曲腿仰卧在滇池畔。西山风光之秀丽为昆明诸山之首，扬名天下。峰峦起伏、林木苍翠、白鸟争鸣，茂密的森林植被，常年郁郁葱葱，华亭寺、太华寺、三清阁等古刹殿宇楼阁更是掩映于茂林修竹深处。著名的龙门也在这里，真是不虚此行！,2017-11-2322:51,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                crystal_wjj
                                ",50,买的套票，觉得真的不错，景色很好，价格也算公道，尤其是上山的缆车，是小时候那种，没在玻璃罩子里面，现在很少有这种缆车了，太喜欢了，中途还有给照相的，要的话20一张，还不错，立马要了。儿子不够1.2米，不收费。下山直接坐缆车到了滇池喂海鸥，缆车直接横跨滇池，太漂亮啦。,2017-11-2211:15,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Jerryywat
                                ",40,日落🌅西山，是说的这个西山吗，这里的确很美，风景如画，视野相当开阔，空气也十分的清新宜人，这个景点还是挺有名的，虽然没有时间在这里看日落🌅了，不过享受一下美好的୧(๑•̀⌄•́๑)૭时光还是不错ꉂ೭(˵¯̴͒ꇴ¯̴͒˵)౨”的。,2017-11-2122:58,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                burninhell
                                ",50,西山风景区是昆明的著名景点，也是非常值得一去的地方，景色十分秀美。提前查了下，从网上买的套票，比直接在公园买会便宜些，换票很方便，在售票处用收到的短信就可以兑换了，套票里包括景区大巴往返，单程索道，单程电瓶车，还有龙门的门票。喜欢爬山的可以上去的时候爬山下来坐缆车🚡，个人体力比较差所以选择了坐缆车上山，然后下山走着，感觉这个选择还是很正确的~😉，缆车不是那行四面封闭的，所以用手机拍照的朋友千万拿稳了~否则掉下去绝对找不回来哈，坐着缆车一路欣赏着美景，左侧能看到不远的滇池~大概20多分钟吧，就到了终点，下了缆车爬山大概10-20分钟就是凌虚阁了~这里的景色真心美啊~但是风也很大，当天是个大晴天，景色美的摄人~这里能鸟瞰整个昆明~周围所有人就在不停的拍拍拍😆📸，再往上好像还有个美女峰，我就没再上去了，顺着来时的路下去到索道那里旁边就是龙门景区的入口了~门口会发放导览议到了各个景点会自动讲解~而且是免费的哦，当然如果丢了就要赔300元，导览议不错~定位也比较准确~可以顺便当景点定位器了🧐去过哪个景点，还有哪个没看一目了然~龙门景区里景点颇多~整个一趟下来玩的很开心，到了山下直接坐上电瓶车一路就送到了大巴站，整个一趟下来，完美~~不过因为原本没想到到了昆明要爬山，所以鞋子穿的不太合适有点累，除此外一切都很好~,2017-11-1916:09,8,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                scorpio
                                ",10,太坑爹的景点，全部分开收费，一个公园从上索道到进公园再回来得接近200块，完全不值得,2017-11-1916:04,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                110一一零
                                ",30,坐索道上的西山就只为看滇池和昆明市景，对爬山也不感兴趣，索兴就连大门也没进，就在山上的聂耳墓走走看看就坐索道下山了。山上有个观景台最好的位置被收费照像的圈起来了，有些令人不爽，还好我在索道上也看得差不多了。,2017-11-1906:35,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                大象爱吃鱼摆摆
                                ",40,建议还是自己走好一点，我们是走上去坐缆车下来的，都还没活动开就结束了不过鸟瞰滇池还是风景不错,2017-11-1817:57,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                马斯克星链
                                ",50,小时候，打开妈妈的相册，都会有妈妈、姨妈们爬西山、登龙门的照片。小时候觉得西山龙门、滇池边睡美人好漂亮的，现在眼前的西山公园，并没有那么大的吸引力了，美丽的滇池也只有脑海里模糊的画面。不忍再去西山脚下滇池边毁童年。,2017-11-1016:17,1,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                点小评3570083908
                                ",30,取票点很远，取票柜台工作人员服务态度也不友好；门票也就是一张纸质发票，没有收藏纪念价值，用完只能扔了。。。。。。。。滇池值得一去，还不错，可以喂海鸥,2017-11-0510:56,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                YYQ16888
                                ",50,真的很不错！主要时间紧张，没有步行，坐大巴和电瓶车上山，游玩后坐缆车下山！,2017-11-0509:38,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                勐海县顺海茶厂
                                ",50,滇池旁边的风景非常不错，冬天还可以喂海鸥很漂亮！值得一去！,2017-11-0421:42,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                7七_七7
                                ",50,值得一去呢！本来很担心爬山爬不动（山路真的很陡啊），还好网上买了164的套票，是索道上山，然后慢慢往下爬的，有免费导游讲解的机器非常贴心呢，登上西山凌霄亭俯瞰到整个滇池，虽然天气不佳然而心情还是很好。龙门景区也很有历史故事的古人事迹，非常感慨。悬崖峭壁艰险地开山凿壁，为后人留下便利。景区绿化很好，也有些休息点，因为并非节假日天气也比较冷的关系，没有大量的游客，所以也玩得很开心。有非常多的前辈的石刻，有历史的记忆。是昆明值得来玩的地方。,2017-11-0321:42,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                清香悠远82
                                ",50,西山森林公园濒临滇池，位于昆明西南15公里处，绵延40多公里，海拔约2500米。远眺西山群峰，宛如一位少女，仰天静卧在滇池岸边，所以当地人也称它“睡美人”。游客来西山，更重要的是欣赏它的名胜，西山由华亭寺、太华寺、聂耳墓、三清阁和龙门组成。建议游客花上半天时间徒步登山，沿途可观赏不同的景点。,2017-11-0305:47,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                三月里的百日夜
                                ",10,我们去的时候没赶上好天气，所以照出来效果不佳，风景挺不错的，石窟岩洞很惊险，我一个朋友都不敢爬上去了，但景区坑钱的地方多了去了，首先说索道票吧，单程40.来回70.就可以免费坐电车到索道进口，下来就没有免费的了，还要单独给电车钱15块，上去了过后穿工作服的女的又再忽悠我们说爬上山至少3个小时，叫我们买索道票70，两个就140.最后我看见别人坐10元电车，我们就坐电车吧，实在不想说太多了，满满的套路，把挺好的一个个旅游景区搞的那么金钱化，提醒游客们注意了几点，缆车票，电车只送到缆车进站，回来没有免费得，说凭门票免费领取生肖那卡片是假，忽悠买灯是真，反正我是看见那些穿绿色衣服的人，我都离得远远的，,2017-11-0215:43,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                坏坏嘚猫
                                ",50,风景很好，最好要爬到山顶，不要上了索道，就往下走,2017-11-0119:48,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                阳阳291
                                ",50,云南之行昆明第一站，到了昆明西山森林公园总是要爬的，山上植被茂密，空出一天不坐缆车步行上下山，边走边游景色美不胜收。山上比较著名的景点便是龙门石窟，华亭寺、太华寺、三清阁，晴天登上山顶，举目远眺，海天一色，五百里滇池尽收眼底，怎一个美字了得！,2017-10-3023:25,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                雨润清和
                                ",40,推荐大家到昆明后来西山，民族园不要，更不要在民族村找讲解员和照相，到处是坑，西山的缆车一定要坐，景色优美，有免费的讲解器真的很好，第一段缆车70每人往返，第二段门票、车票、缆车总共75元，蛮好的，推荐大家来,2017-10-3015:42,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                laba99
                                ",50,昆明中转自由行，去了西山风景区。网上订了套票，地铁三号线终点站就是西山了，在高骁游客中心换了票后坐环保大巴出发，西山很大，大巴一路直达龙门景区，进入后先坐索道浏览，在西山顶上可以俯瞰昆明城，滇池一览无余，美！,2017-10-2617:57,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                菩提树下的浩然君
                                ",50,国庆长假呆在昆明的时间也就一天，时间上非常紧凑，在看完各种攻略以后，最终将西山景区，云南大学列为此行必去的景点。事实上，这一次的选择可以说是不虚此行。为了节约时间，我们选在早上坐观光索道上下山，沿路都有各种适合拍照的秀美景点，感谢天公作美，这一天昆明都是风和日丽，蓝天白云，清风徐徐，时光正美。从几处观光眺望出去，滇池和昆明城也尽收眼底，让人心情十分舒畅。在这里也希望，在有作为，有责任和担当意识的相关领导人部署下，早点还云南，祖国人民一个秀美的滇池。,2017-10-2414:52,6,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                jigujigu0123
                                ",50,值得去，可以看到昆明全景，索道坐不坐都行，没什么好看的，就是些沟，自己爬上去也不费事，少带行李，尽量自己走，索道，大巴，都可以不坐,2017-10-2212:54,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                汤婆的锅
                                ",40,西山就在滇池旁边，爬上山是眺望滇池的好地方，风景区的面积很大，一路自己爬山的话可能需要一整天，不过也有套票，可以坐大巴到达缆车站，缆车上到山顶，从山顶经过龙门石窟和几个景点往下走，再坐电瓶摆渡车到缆车站，坐大巴回去，或者反向行程，最后不坐大巴还可以再坐缆车跨过滇池到对岸去，算是游览路线规划得很成熟。,2017-10-2207:23,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                脆弱的蓝
                                ",40,一路坐着大巴直到风景区门口，其实沿路也有很多可看的景点，只是我们时间不允许，所以只能看重点，来这里的时候正是大雨倾盆啊，所以，有些乱，基本都在注意安全行走的问题，索性景区给了导游耳机，边走还能听到景区景点的介绍，多少弥补了遗憾，最后在烟雨蒙蒙中看了滇池，我想雨中有雨中的特色吧，整体感觉不错，风光无限，有机会会好好的再来游览一下！,2017-10-2110:04,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                宾果黄昏
                                ",50,只能用美来评价此地了，感觉昆明人真的很幸福，有这么好的一个公园，简直就是一个城市绿肺，而且里面还有很多古迹景点和人文景观在其中，特别是登上高点后可以一览“昆明城”全景，还有滇池相伴，可以说是大理有“苍山洱海，昆明有西山滇池”啊...感觉是每个来昆明造访的人一定要来的景点之一。绝对会让你不虚此行...,2017-10-2000:03,6,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                像风一样自由X
                                ",50,去的时候人真的是很多啊，幸好是跟的团，路上不用太操心,2017-10-1118:10,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                freylucylucky
                                ",50,索道有两个，滇池到西山一段，龙门索道一段，前者封闭式的从滇池上掠过，后者敞开式的俯瞰昆明全景，风景秀丽。,2017-10-0822:17,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                nils99999
                                ",30,到了昆明先去了西山风景区，这里算是昆明最好的风景区了，靠着滇池，算得上是有山有水了。先天条件真是好极了。昆明的地铁三号线可以直接到景区附近，到了后我们就在售票处直接买了上山大巴，龙门索道，下山电瓶车和景区门票，加起来每人一百多。赶上十一，在龙门等着坐索道等了一小时，上了山又要往下走极窄极险的石阶下到龙门，赶上下雨，人拥堵在石阶上，很恐怖。真心怕出事。下次决不能在节日来这种地方了。,2017-10-0714:20,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                点小评8462674070
                                ",10,人真多啊，环境倒是不错，管理跟不上,2017-10-0621:30,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                不明真相吃瓜群眾
                                ",50,买通票的不要在党校那里下车，坐到终点站！看清楚兑换票的地方！！景色挺美，用通票上山不累，西山玩儿了一个可以去坐滇池索道去民族村和海埂公园。买了通票，你才有力气走完民族村,2017-10-0609:10,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                皎月佳人
                                ",50,有好些年没来西山了，变化好大，去龙门更近更方便了，索道都换成又大又舒适、安全的箱式挂篮，在空中远瞰滇池，水天相接，景色秀丽。龙门及附近的神龛都修缮一新，方便游人拍照留念。在网上买的海埂龙门民族村一条龙套票，价格有优惠，就是兑票的地方不好找，希望改进。,2017-10-0601:31,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                带娃儿逛吃去
                                ",30,还可以，坐缆车好玩儿一些。其他也没什么了。普通的景点之一。,2017-10-0522:35,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                zephilis
                                ",50,风景很不错，能看滇池，就是国庆人多，有些小山路比较挤,2017-10-0521:26,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                SeanPicasso
                                ",40,首先，套票不要着急在网上买，对于第一次来的人，可以到了园区之后再根据路线计划。有玩西山比较好的路线是：先从滇池大坝坐索道车抵达西山龙门风景区的门口。在龙门景区，你可以购买套票，包括进入园区的门票，一张龙门索道票，一张电瓶车的票。在龙门景区，建议先坐电瓶车而不是乘坐索道从上往下走。然后从山下爬几个坡充分领略龙门崖窟的风光，最后从山顶坐索道下山。离开龙门景区，北部还有太华寺和华亭寺两处景点。建议不要乘坐大巴，从龙门景区步行走一小段公路，再转太华古道，不然会错过著名的南禅名寺。然后一路下山，走到华亭寺，再转乘大巴下山。这样最节省体力。千万不要从西山景区的北端开始，估计你没走到龙门景区入口就没力气了。,2017-10-0416:28,5,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                一颗大白兔
                                ",40,真的很不错，没有雾的话可以看清整个昆明和滇池，山上有很多石窟，建议下山的时候步行、到景区需要巴士和电瓶车，个人觉得是必要的，除非自己自驾，不然路程还是有点远的，坐缆车的要备一件小外套，山风还是很凉的，早上的露也很重,2017-10-0319:11,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                执着的老菜苔
                                ",40,从海埂公园坐索道出发去西山龙门！还是很不错的！索道先走水路再走山路！不错的体验！个人比较喜欢坐龙门登顶的索道！沿途风景很好！赞！,2017-10-0221:02,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                瑶太婆
                                ",40,从市区过去有公交🚌不过快到了很堵滇池有很多海鸥也很大配上小高原上的阳光☀️和云☁️别有一番景致索道人多龙门人多,2017-09-2520:40,,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                gladys2006
                                ",50,出差，周末放假，决定去爬山，每天在屋里坐着很烦躁，全程走路，体力不好的也可以做到，10点不到到的山脚下，然后走西山，平地哦，不累，然后到了聂耳墓，要买票进龙门40，进去后走一段有讲解器，然后开始登山，讲解器超棒的，有了他可以了解很多历史，爬到最高峰，休息了一会下山，到了聂耳墓继续走下山，最后这段建议大巴下来，有点累，下山后大概15点，有地铁直达，很近的，山上的风景真的很好，滇池界限分明，如果有人陪伴更好,2017-09-2418:03,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                janicerong1982
                                ",50,首先，团购的套票领取点导向指引不明确，我是坐地铁去的，从B口出向前走再右拐，大概600米左右才到，中途觉得自己走错了，还好没有。第二，小索道还是挺好的，没有坐滇池缆车，觉得没有必要。20元一张索道照片还是挺好的，虽然有点小贵！,2017-09-1814:24,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                krystinxrq
                                ",50,昆明著名的旅游景点，来的时候已经比较晚了，所以有点赶，不过游客真的是超级少了，所以看到的风景感觉也格外优美静怡。从山顶往下看景色太漂亮的，滇池和昆明都尽收眼底。门票价格也还是很公道的，双程大巴，单程索道，单程电瓶车和门票一共88，感觉还是很值的。,2017-09-1419:12,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小张_2152
                                ",50,很美，真是江山如画，仙景一样，很值得去。,2017-09-1122:18,2,,下一页
