content,fenci
我们贵州也没说要踢赢谁，主打一个传承体育精神不在乎奖品奖金，重在踢得开心玩得快乐民族团结只为自己村的荣誉而战不是为金钱利益海参而战,贵州 主打 体育精神 奖品 奖金 开心玩 民族团结 荣誉 金钱 利益 海参
你这气焰奖金应该设从百万起步才行啊10万就想当显眼包不够格啊……,气焰 奖金
国足有什么我们好嘲笑的，继米卢后20多年了还没进世界杯,国足 卢后 世界杯
你们说这话才是攻击谁不好谁不道德，全国人民的眼睛是雪亮的你说了不算,全国 眼睛 雪亮
别人伊拉克国足当年还是战火中杂牌军组成的球队，还不是照样踢赢国家队，怎么到了村超就不行了，怎么不道德了，我看是动了某些人的奶酪，按耐不住了。,战火 杂牌军 球队 国家队 奶酪
就想问问村超投多少钱，可让球员变得够职业讲这种话，可有道德,问问 球员 职业 道德
村超不是多少奖金而定的，村超的精神你中超能比吗村超最起码没有假球中超呢假球出名了,奖金 精神 假球 假球
专业球队是挺专业的，专业的都是第一，好不容易村超让人看到有希望你又提专业，所谓的专业的中国足球都是第一，专业的连世界杯的一个角都碰不到，真是专业，你就不能看到足球振兴，你品你细品,专业 球队 专业 专业 专业 专业 中国 足球 专业 世界杯 专业 足球 细品
人家平时都是自己干自己工作，不靠这个挣钱，教练都没有，就是有比赛直接组织起来就踢了，还不如职业，要是比得上国家队，职业队脸往哪放呀,职业 国家队 职业
国足职业，却浇灭了全国的热情，村超不够职业，却点燃了全国的激情有本事让国足和职业来联赛，让老百姓看看国足，职业，业余差别在哪里，国足，职业到底有多专业,职业 全国 热情 职业 全国 激情 国足 职业 老百姓 职业 业余 职业 专业
国足不敢对抗村超，国足怕吃零蛋，不怕吃海参，按理说，同在中国，国足应该出来表演一下,零蛋 海参 中国
谁都知道职业的比村超的要强很多，主要是中超太水了，球迷气不过讽刺一下中超而已这些人还给我们普及中超水平高，我们需要你讲吗我们需要的是中国足球的改变,职业 比村 球迷 普及 超水平 中国 足球
你自己都拿职业跟业余比了，呢我们还有什么可说的,职业 业余
国足不行就不行吧，还说人家村超不行，是骡子是马啦出溜溜不就知道了，最烦就是那种自己不行还非要说别人不行,骡子
现在说的问题不是说村超业余性和国足专业性的话题，董路偷换概念了，动到利益急眼了,业余 国足 专业性 话题 董路 利益
国足还需要攻击吗太把踢国足的人当回事了，就是那群踢国足的人，现在国足变成贬义词了,国足 贬义词
拿着百万年薪代表中国人去参加国家级比赛还没有一点职业操守才是不道德的,年薪 代表 中国 职业
中超还没有资格来评价村超,资格 评价
这个董路想蹭热度，大家不要搭理他，也不要在百度上搜他，就中了他的圈套了,董路 热度 百度 圈套
攻击国足是人民，民心。不够职业，国足你们可以去踢馆啊。一切就迎刃而解了,国足 民心 职业
10万块够给足协哪位领导,领导
中超够职业够专业却从未出线，实质上跟村超都属于同一层次的组织，所以我们也不用过度渲染中超。,职业 专业 出线 实质 过度
村超点燃了全国的足球热情，网友们不光是拿村超去联系国足，任何沾上足球和海参的都会去联系国足，这不是村超的问题好吧，都说苍蝇不叮无缝的蛋，那是蛋的问题吗苍蝇啥不叮，是苍蝇的问题，别偷换概念。大家谁不希望国足好，都是恨铁不成钢啊,全国 足球 热情 网友 联系国 足球 海参 联系国 苍蝇 无缝 苍蝇 苍蝇
董路是谁不认识，我认识公路马路铁路村超表示想挑战国足海参队，海参队敢应战否,董路 公路 马路 铁路 海参 海参
不是啊，村超啥时候攻击国足了请拿出证据。再说，跟国足需要讲啥道德吗。,证据 国足 道德
呵呵呵，我们说村超是职业的了吗只是国足没让我们看到职业是什么样子的，难道是买上场名额各种贿赂,职业 国足 职业 样子 上场 名额
国足不强是事实。不然怎么会有人诋毁。怎么没人去诋毁乒乓球。,国足 事实 乒乓球
国足拿着钱混，人家干活挣钱，业余时间踢球。好意思拿十万奖金来做奖励呢村超真赢了，国足得把这些年的球员收入都吐出来,国足 业余时间 踢球 奖金 球员
说的没错，村超的确不够职业，门票 赞助商明明可以挣一大笔的，球员连海参都不吃就知道认真踢球，也不知道整黑哨和假球,职业 门票 球员 海参 踢球 黑哨 假球
人家村跟村进行比赛，没有门票，没有赞助，连比赛费用都是村里几十几百凑的，大家只是喜欢纯粹的氛围，看把他给急的,门票 费用 氛围
他们踢假球，吃海参还输球就很有道德有脸说“村超”吗,假球 海参 输球 道德
不够职业……村超没有海参，没有一年年薪百万，但是我们大家爱看，国足的够职业但是给了我们大家什么你又有什么资格在这评头论足的,职业 海参 年薪 国足 职业 资格
他居然知道道德这两个字，可他知道什么叫道德吗,道德 道德
别说了，里皮都被国足气的摔话筒了，你说一个外国人都看不下去了，连钱都不想挣了，可见国足水平多么的高，怎么能和村超比呢，国足配吗,国足气 话筒 外国人 水平 国足
职业的踢不出职业球在职业的踢球的人眼里只有吃海参,职业 职业 职业 踢球 海参
笑死，人家是为了初心去用心去踢足球，而某些球队为了去钱去参加球队吃海参养身体，足球最初的初心不是以热爱足球而去努力踢好每一场足球吗,用心 踢足球 球队 球队 海参 身体 足球 初心 足球 足球
国足很道德，从来不欺负外国人，每次输得都很真实让对方看不明白国足给他放了一个太平洋,国足 道德 外国人 明白 国足 太平洋
炒菜一定要厨师，千家万户咋搞，自己炒的菜难吃，说小巷子里的小吃不卫生,炒菜 厨师 小巷子 小吃 卫生
评论区是看见董路就开始喷呀，人家说了村超很好，但是借用村超去攻击中国职业足球是不道德的，你们喷的啥呀,评论 董路 中国 职业 足球
实践是检验真理的唯一标准，来，让国足过来村超踢一场，敢吗,真理 唯一标准 国足
这是混淆概念，村超是建立群众足球基础的，中超是提高足球事业能力的，没有基础何来能力，没事别哗众取宠,概念 群众 足球 基础 足球 事业 能力 基础 能力
就不要职业，这就是大众娱乐，什么职业不职业。,职业 大众 职业 职业
语言攻击国足对于球迷来说不是正常现象嘛，你踢不好，拿国家这么高工资，国民上的税，骂你情有可原,语言 球迷 现象 国家 国民
从一开始就没人说村超是职业足球队，他们的职业是老师是工人是普通的平头百姓。我们只知道他们踢的是足球玩的是激情。不像你们专家踢的是百姓的心，玩的是资本。,职业 足球队 职业 老师 工人 足球 激情 专家 百姓 资本
村超至少不踢假球，至少不需要花钱了才能上场，至少不需要天天海参养着还赢不了球,假球 花钱 上场 海参
什么是职业，一直输是职业吗，这个人是干嘛的,职业 职业 干嘛
第一，谁攻击你了第二，大家说中国职业足球和国足不行。是说你技术差到不能踢赢普通村民吗是讨厌你的投入产出比和精气神。村超吸引人的点在哪里就是投入产出比和精气神。,中国 职业 足球 国足 技术 村民 投入产出 精气神 投入产出 精气神
不知道的还以为国足有多职业呢，一个个停球停10米远，要不就是直接停给对手，要不就是各种空门不进，这谁不会啊，既然村超比不过国足，那麻烦足协不要再来插手村超,国足 职业 停球 空门 麻烦
它职业不职业，跟我有关系吗，就是高兴喜欢这个氛围。。国足职业，看的要犯心脏病，有病啊我,职业 职业 关系 氛围 职业 心脏病
世界杯预选赛国足一场不赢，是道德吗拿着几十万几百万的年薪，踢假球是道德吗,世界杯 预选赛 道德 年薪 假球 道德
渲染的是快乐，是激情，是热爱。国足不该被攻击中超不该被攻击那些被海参补出来的五花肉，前段时间被抓的铁子那一窝董大师，你怎么不站出来说两句,激情 海参 五花肉 前段时间 铁子 大师
中超有职業道德水平，这么多年来以没看见干赢过哪一家不要动不动就用道德来绑架大家伙的热情，你是评論员脸都不會红，啥也不是,职業 道德 水平 道德 大家伙 热情 评論员
我就是质疑中超的水平，不够职业，还是中超能踢赢村超，我愿意出10万零1千作为奖励,水平 职业
职业的标准是什么谁给的钱多谁就是职业球员，谁给的钱多就能进国家队,职业 标准 职业 球员 国家队
说得没错，不能因为村超去攻击国足，你们没其他事，也是可以骂一骂，非要找理由,理由
信不信，你这么害怕的一评论，可能就更加激发了他们每个人的体育精神，越来越用心而专业的去踢球，直到把你所谓专业的给踢翻出局,评论 体育精神 用心 专业 踢球 专业 出局
这真是现在浮躁社会的一股清流，无关中国足球，无关竞技体育，就是一个娱乐，我也相信它能引起这么大的关注，并不是因为足球本身，这么多人奔赴贵州，也不是因为村超足球水平有多高，去的也不是球迷。村超已经超越体育本身，真的让我叹为观止，太好了。,社会 清流 中国 足球 竞技 足球 贵州 足球 水平 球迷
国足几十年就这样拿就薪，没成绩就是道德的吗一群不上进的人来给奋斗的人说道德,成绩 道德 道德
公道得讲，确实渲染了村超，确实攻击了国足和职业，但不道德可没有哈，咋没攻击叙利亚国家队呢咋没攻击越南国家队呢咋没攻击女足呢骂国足说明对国足还有期望，不骂你真就解散得了。,公道 国足 职业 叙利亚 国家队 越南 国家队 女足 国足 国足
有人攻击国足了吗你攻击村超就道德了吗,道德
村超比国足好看多了，国足海参对都打不过,国足 海参
足协想介入村边前:愿一起共同努力，不断提升观赏水平和整体价值。被拒绝后:不够职业,水平 整体 价值 职业
额到发现你的普通话很不标准，用不标准的普通话说村超是不道德的行为，,普通话 标准 标准 普通话
人家也没说人家是职业的吧，人家都说了从外面打工回来，有修车的，有瓦工，有干工地的，真不晓得在酸啥,职业 瓦工 工地
说实话，我不相信村超能打败国足。一个业余的一个整天在训练。国足就算再废他的训练时间，也是远远超过村超的。现在村超的火热，只不过是大家不约而同想蹭一蹭热度顺，顺便嘲讽一下国足而已。,业余 时间 火热 热度
什么是国足，一提到国足全国人民都要吐口水，丢尽了国人的脸,国足 全国 吐口 国人
村超算不算群众体育运动自发的组织活动是不是团结向上的象征网友群众为什么会有过分的评价和声音难得不应该国足中超联赛好好想想吗群众的眼睛是雪亮的，董先生作为资深足球评论人是不是也应该面对现实。歇会吧有蹭流量的劲得空练练球,群众 体育运动 网友 群众 过分 评价 声音 中超联赛 群众 眼睛 雪亮 董先生 资深 足球 评论 面对现实 流量
人家就是玩儿，人家说人家是职业队吗,玩儿 职业
国足很好，但是国足水平我觉得不够，如果国家队能踢赢任意一个欧冠球队，我承担所有交通食宿，海参鲍鱼管够，另外拿1个亿来做奖金,国足 水平 国家队 欧冠 球队 交通 食宿 海参 鲍鱼 奖金
看村超看球我愿意花钱去看。看国足踢球倒贴给我都不带去的，丢人,花钱 国足 踢球
村超和网友骂不骂国足没有任何关系、别把村超和那些只为赚钱的人放在一起比较，我们喜欢的是这项运动，而它们只会拿这项运动当工具赚钱。我希望大家别给他赚流量的机会,网友 国足 关系 工具 流量 机会
国足也有颜面说道德，全国人民几十年给予你们厚望，你们让球迷们一次一次心寒，一次一次让世界球坛羞辱我们每人踢球，你们的道德在哪里村超火了，一个业余球队踢的比你精彩，你是蹭热度来了吧,国足 颜面 道德 全国 球迷 心寒 世界 球坛 踢球 道德 业余 球队 精彩 热度
什么叫够职业吹黑哨，打假球叫职业是吗,职业 黑哨 假球 职业
他叫董路，不叫董球，村超本来就是民间临时组建的球员， 肯定没有国家队专业，但村超球员在上班，的时候囯家队在专业训练，你有本事拿一千万让村超球员多训练几个月又看看是什么结果。,董路 董球 民间 球员 国家队 专业 球员 专业训练 球员
这么说来，国足有国家经费，村超没有，国足如果踢不赢村超，那怕平手，国足是不是要解散了呀,国足 国家 平手
董路的钱好大，中超用了国家好多资源，他比过吗老百姓要求不高，要的是快乐向上的精神,董路 国家 资源 老百姓 精神
咋的男足踢得臭还不能批评了哪不道德了,男足
人家只是爱好，为什么水平要职业莫名其妙，你拿职业队和村超比就已经输了。,水平 职业 职业
本人月薪2000，这几年国足能夺得世界杯冠军，我个人愿意出10万零1块为奖励，多这一块就是为了杀杀董某的锐气,月薪 国足能 世界杯 冠军 董某 锐气
其实不是奖金多少的问题，是国足工资太高，都想方设法进国足拿高工资混日子，抱着的目的就是混的态度。十多亿人口就选不出好苗子吗,奖金 国足 混日子 目的 态度 人口 苗子
国足很好，职业水平很好，输给泰国萨瓦迪卡的时候你们够不够职业，输给越南的时候你们够不够职业，北安输给泾川县城够不够职业,国足 职业 水平 泰国 职业 越南 职业 北安 泾川县 职业
村超有一点比不上中超，就是村超不商业化，不是为任何人搞钱而踢球,商业化 踢球
如果男足能拿到世界杯我出五千万,男足 世界杯
村超水平不如中超是肯定的，但是攻击国足怎么就不道德了他们不该被攻击吗泱泱大国的职业球员却连亚洲都出不去，有什么底气,超水平 职业 球员 亚洲 底气
大框架来讲，董路没毛病，狠铁不成钢。但从村超角度来讲，别打击村超积极性,框架 董路 毛病 不成钢 角度 积极性
你拿村超与国足两者放一个等级来评判二者水平，你是想羞辱谁呢?国足会认为你这个比较是道德的?,国足 二者 水平 国足会 道德
有百分之八十的人都在攻击国足真的太过分了，我想问问那剩下的百分之二十是不会攻击吗,问问
和我们贵州村超没关系好吗我们只是玩玩，渲染是媒体的问题，请你不要攻击我们贵州的文化，我非常鄙视你，,贵州 玩玩 媒体 贵州 文化
人家就踢着玩的要职业干嘛，人家为什么要职业呢人家踢完还要回去上班呢,职业 干嘛 职业
够职业的踢不出来世界杯，不够职业的踢出了世界杯的现场和水平，这是为啥,职业 世界杯 职业 世界杯 现场 水平
村超，本身人家就不是职业的，够职业水平就可以成国家队吃海参了。你道是不说人话的专业人士,职业 职业 水平 国家队 海参 专业人士
就诋毁，不道德就不道德。相比国足，我们算是道德的了。,道德
能不蹭热度吗踢的好不好需要你定义吗本身就是一群不职业的人的热爱需要你去比较、点评吗，愿看看，不愿看滚蛋,热度 定义 职业 滚蛋
村超肯定踢不过专业的，不过多点村超好，这样让更多人知道足球，以后就更多人踢球了，我就不信14亿的印度踢不过几千万的小国，再过几百年一定赢,专业 足球 踢球 印度 小国
中超如果拿到世界杯本人奖1亿,世界杯
国足专业走到哪里输到哪里,专业
就冲这点奖金，说明他对自己极度没有自信,奖金
中超和国足是职业假球，确实比不了,中超和国 职业 假球
是因为“村超”的水平踢出了职业的水平，所以你们是怕没人去看你们比赛你们收不到钱，吃不到海参了吧你是职业的专业的，难道还怕人家民间的水平隔壁老王都笑掉牙了,水平 职业 水平 海参 职业 专业 民间 水平 老王
说了这么多年，说啥都没用，拿着天价工资，却从来踢不赢球的专业球队来和赢球只有一只猪脚，却把体育精神传递给每个人的业余球队比，怎么会好意思呢,天价 赢球 专业 球队 赢球 猪脚 体育精神 业余 球队
竟吓抬杠 村超没有中超职业球员的系统训练 村超里可以从年轻人中选拔优秀选手来踢中超 让热爱足球的人拥有更职业的足球舞台机会,职业 球员 系统 年轻人 足球 职业 足球 舞台 机会
村超很好，村超赚钱不多，大家都看村超了，影响了职业赚钱，,职业
我看你是在打压村超，村超只是村村联宜，关你什么事，人家不是职业，是业余爱好，,村村 职业
男足水平什么样，全世界都清楚，国人更清楚，一次次让全国人民大失所望，这就道德了,男足 水平 全世界 国人 全国 道德
解散足协，重查董路，踢个足球碍着谁,董路 足球
麻烦你说说啥是职业是高额的工资还是海参是惨不忍睹的战绩是一个个啤酒肚每一次走秀版的比赛国足职业国足这就是你说的专业,麻烦 职业 高额 海参 战绩 啤酒肚 职业 国足 专业
这几句说的也没什么问题呀，村超很好，因为他办的好就去攻击职业联赛也不好，可想想，村超的出现也给他们点压力，不好好踢或许连村超都比不过村超是群众基础，群众基础大了，总会多出现点踢球更好的,职业联赛 压力 连村超 群众 基础 群众 基础 总会 踢球
村超本来就不是职业的，为什么说盲目跟风了，,职业 盲目
我认为他说的对的，不能用业余的跟职业的比，但是从某些方面来说，过度的宣传村超，是对职业的一种激励和鞭策，让国足能够走出去，也能为足球事业在中国发展提供很大帮助,业余 职业 过度 职业 鞭策 国足 足球 事业 中国
虽然我不喜欢董路，但确实不应该借村超喷国足，一次两次玩笑就行了，现在有点过了,董路 借村 国足
这样说就没必要了。但凡踢过球的人都不会觉得村超踢得比职业好，也就是部分没踢过球才这样想。村超在业余比赛上是很精彩，最近热度上来，大家借此来抨击足协。,过球 职业 过球 业余比赛 精彩 热度
这逻辑人们夸村超，是因为他们职业如果中超球队输给村超，他们要脸不,逻辑 职业 球队
村超已经影响你们足球专业的收入了,足球 专业
董是在害怕什么全民有足球热情和激情不好吗村里面有足球比赛让这些人害怕什么影响到他们吃海参了,全民 足球 热情 激情 足球比赛 海参
人家不职业怎么又怎么样，你怕不是忘了国足踢不过人家业余球队，人家只是热爱踢足球，这也算错你踢一个试试，承认别人确实优秀很难,职业 业余 球队 踢足球
国足踢成这样就道德了,国足 道德
开车会出事那把车禁了吧有些网友的玩笑话加上有些搏流量自媒体添油加醋拱火所以到底是哪里出问题了淄博的热度下去难道本地人就不用生活了，踢的开心就好也没有去想打什么职业本就是村寨间的娱乐,网友 流量 媒体 淄博 热度 本地人 职业 村寨
大家都知道，业余不可能踢的过职业，不用你说，但是你们真的够职业吗，很职业吗,业余 职业 职业 职业
从古到今中国都不缺踢球好的人，缺的是进去国足的门票。我就想问一句，究竟是什么样的人能进国足,中国 踢球 国足 门票 人能
不是专业的队友，赢了专业队，才给10万，还不够国足一顿饭钱,专业 队友 专业队 饭钱
拿村超和中超比专业，可能他觉得是个玩笑话，其实不然，如果赢了中超，那将成为世界级笑话，当然不可能赢，这里不是指实力不允许,专业 世界级 笑话 实力
村超是一种精神、水平够不够职业已经不重要了，在某种意义上关注度和影响力上已经远超国足千百倍了，况且球迷们都是自愿的渲染、即使有“攻击”国足的言论和行为那也与村超无关，你这十万块钱很大吗是美金还是英镑叽叽歪歪想来蹭热度妒忌村超的成功也不必这样吧还有就是一个都是由一些业余人员组成的村超球队现在能让你这有名的“臭嘴”出来公开发言、妒忌、蹭热度等等行为这已经说明村超确实了,精神 水平 职业 关注度 影响力 国足 球迷 国足 言论 美金 热度 业余人员 球队 热度
不要叫国足，太差劲，他们代表不了我们强大的中国国人。职业的一些人，海参队，踢出那么差劲的球有道德吗职业道德都没有,国足 差劲 代表 中国 国人 职业 海参 差劲 道德 职业道德
"我们办村超就是娱乐，大多数都是农民，都没有专业训练过，但我们都有颗热爱足球的心??"" ，纯属娱乐娱乐而已，大家别拿中超相比较了，就让我们好好玩吧，如果有热爱足球?"" 的欢迎大家来一起玩",办村 农民 专业训练 足球 纯属 玩吧 足球
你的意思是建高楼大厦不用打地基，不用建下面几层，只需要最建最上面一层,高楼大厦 地基
不要动不动就站在道德的制高点发话，人民需要的不是专业或者非专业的足球运动，而是需要拼搏，努力，勇敢，正直，公平的运动氛围~,道德 制高点 专业 足球运动 公平 氛围
都不是傻子但是这么说是不是像爸妈说你看别人家的孩子你生气的样子之前说中国没人踢足球现在有人踢了你们又在说不够职业妈的要是都够职业那真的要你国足干什么,傻子 爸妈 孩子 生气 样子 中国 踢足球 职业 职业 国足
人家村超要的是那氛围，感受全民体育的热情，不像国足，拿着最高的工资，用着最好的场地，最后拿了垫底的成绩，国人对国足爱之深恨之切，烂泥扶不上墙,氛围 全民 热情 国足 垫底 成绩 国人 国足 爱之深 烂泥
人们喜爱村超，不是因为他有多专业，踢得有多好，水平有多高，只是喜爱那种现场气氛，没有黑幕，没有假球，全体成员团结一致，积极向上，为荣誉而斗这才是最纯粹的足球，最纯粹的竞技精神十一条虫聚在一起，可以成龙，但是十一条龙各怀鬼胎，他连虫都不是,专业 水平 现场 气氛 黑幕 假球 全体成员 荣誉 足球 竞技 精神 成龙
你职业踢的让人失望，吃海鲜，开跑车。人家村超是村里搞得，影响你职业的嘛,职业 跑车 职业
啥叫国足吃海参的那个吗,海参
村超是一群热爱足球的人组到一起踢足球这是热爱，中超是一群有钱人组到一起，不是为了踢球是为了挣钱，这是对足球的侮辱,足球 踢足球 有钱人 踢球 足球
不要资本的臭钱。。你还是留个国足买海参补补身体吧,资本 臭钱 个国 海参 身体
技术水平比不过.道德来凑.踢假球是最高水平,技术水平 道德 假球 水平
啥叫不够职业，村超压根就是业余性质的，所谓对比不过是调侃而已，这么认真的回应是踩着什么了吗人家虽然是踢的没那么好，但是所展现的态度和热爱确实超过了太多捧着这碗吃饭的人,职业 压根 业余 性质 态度
攻击的是一种现象，不是技术问题。业余的当然没法跟职业的比。这个评论员老子有问题,现象 技术 业余 职业 评论员 老子
既然这样说了 那我压村超50块，有没有跟的。我经济有限,压村 经济
有意抬高国足和职业的是无耻的,国足 职业
我们是办村超，有开挖掘机的，有卖猪肉的，从来没说自己是职业的，为什么董老师一定要职业评判么。,办村 挖掘机 猪肉 职业 老师 职业
国足很好，国足的水平不够职业，盲目支持国足攻击村超的，是不是中国人的行为,国足 国足 水平 职业 盲目 中国
村超水平不够职业。职业啥水平国足那水平那不够就不够吧。,超水平 职业 职业 水平 国足 水平
1.国足和职业足球需要用村超攻击春晚都可以攻击国足，请问还有谁没攻击过国足2.村超水平不职业，但是国足和联赛就职业你们伤着球迷的心，还想要站着着把钱挣了，要点脸吗3.要想赢得尊重，请砥砺前行。跟人郑智，孙继海等这样的球员好好学习，球迷虽然骂，但还是有分寸的。,国足 职业 足球 用村 过国 超水平 职业 国足 职业 球迷 要点 孙继海 球员 好好学习 球迷 有分寸
说实话，我不懂足球，连有什么规则都不懂，也从没看过比赛。但是国家队的地位居然被业余队威胁到了，这只能说明有很大问题。,足球 规则 国家队 地位 业余队
村超确实不够职业，但是却够纯粹。不像那些职业的明明踢不出成绩还不让别人评论，就会玩道德绑架这一套……唉难成大器,职业 职业 成绩 评论 道德 成大器
村超点燃了国人的足球热情，然后就有一些喜欢坏事的人跳出来泼水，真恶心,国人 足球 热情 坏事 泼水 恶心
但凡让普通人接触到了国足，那他们怎么挣钱呀那他们怎么分红啊他们怎么还能吃海参,普通人 国足 海参
请问：职业能打得过几个国家再问：董路懂个球（只是我不理解，请不要误会）,职业 国家 董路 个球 误会
十万块也能拿的出手，一支球队正常已经11人了，加上候补医疗那些，一支球队起码几十个人，十万来分十万连车费和吃饭那些都不够，还奖励十万，不倒贴就不错了，别人过来他们球场还说的过去，如果要他们去别人的球场，你十万块是奖励，分分钟倒贴，如果几十个人，吃两三天的饭，加上几十个人的车费，你十万块起码还要倒贴几个十万,球队 医疗 球队 起码 车费 球场 球场 车费 起码
人家也从来没有说是职业啊，就是一群爱好足球的业余的人办的一个比赛而已，结果人家收视率比职业高，评分比职业高，氛围比职业好。可能是威胁到了一些人的蛋糕吧。,职业 足球 业余 人办 收视率 职业 评分 职业 氛围 职业 蛋糕
村超如果是职业的，职业人来抬杠比较是能力问题，村超如果是业余的，职业人来比较就是格局问题体育竞技精神他们忘了,职业 职业 能力 业余 职业 格局 体育竞技 精神
其实当你说出村超和中超踢比赛时，你就已经输了，村超赢了，中超丢大脸，村超输了，人们也觉得他们为非专业球队，输了也正常，所以名义上村超是赢的,球队 名义 上村
董路啥人，专业水平在线吗我个人觉得村超比国足强百倍千倍，其实国家可以解散国足，浪费国家资源设置一些不知所谓的专业人员也可以解散,董路 专业 水平 比国 国家 浪费 国家 资源 专业 人员
那中超干嘛干涉村超各管各的就是了。要干涉，就是害怕…历史的大势，国足多久没走出国门了，是该改革了…,干嘛 历史 大势 国门
确实比不过国足啊，村超有李铁这样能把牢底座穿的人吗,李铁 底座
别人和你谈热情，你和别人谈专业；别人和你比专业，你被别人八比零。,热情 专业 专业
他这样说确实有几分道理。过度的贬低和过度的抬高。唉，不论村超和中超到底谁更强现在的情况就是一方面的贬低辱骂，一方面的抬高。真希望他俩能真正的比一场。,道理 过度 过度 情况
听这话我就想起火，吃海参，高薪，就是职业，就道德了例外董老师人品也够受。,海参 高薪 职业 道德 老师 人品
懂球帝已经混到靠告诉大家村超球队不如中超球队过日子了吗,球帝 球队 球队 过日子
这种无良媒体真的是祸根之源，断章取义，因为这样有流量呀真的很希望大家能客观听他讲话,媒体 祸根 流量 客观 讲话
攻击国足不需要任何理由。,国足 任何理由
为什么要攻击国足和职业，因为他们让国人伤心，只是拿村超贬低国足和职业。但是他们国足和职业不要脸,国足 职业 国人 伤心 国足 职业 国足 职业
运动的初衷是什么别人也没说自己是职业，他们就闲暇之余自己玩玩。国足够职业，那又怎么样呢,职业 闲暇 玩玩 职业
村超的目的不是进多少个球，而且让大家都喜欢足球并行动起来，我认为什么都没有比热爱更重要，知道为什么巴西能成为足球王国吗因为巴西人民喜爱足球，大街小巷都有踢足球的而不是像他这种人一样泼冷水,目的 个球 足球 巴西 足球 王国 巴西 足球 踢足球 泼冷水
村超职业不职业我不在乎，至少人家不会踢假球，中超缺少的是人家的拼搏精神,职业 职业 假球 拼搏精神
10万块输赢你都赚了，国足赢了你没有损失，还可以再吹一会牛逼，村超赢了，10万对你而言不痛不痒，还赚了一波流量，要赌就赌大的，全部财产，要不随便一个人都可以这么说,国足 损失 流量 财产
什么职业，足协董路用足球歉钱确实够职业的，只是十几年没有在足球上取得一点点成绩。,职业 董路 足球 职业 足球 成绩
董先生，村超是业余足，中超是专业球队，如果比村超打败中超你应该解革归田,董先生 业余 专业 球队 比村 解革 归田
我就搞不懂，一个地方小镇，一群热爱足球的人，凭什么每天让你们这个来评判，那个来建议的，能不能让原本纯粹的足球回归自己的本质,地方 小镇 足球 建议 原本 足球 本质
人家地方 举行 足球赛….足协 插手做什么 你话说的也没错…人家也没说跟国足 跟 职业足球 对比….,地方 足球赛 国足 职业 足球
有这功夫，怕村超这那的，把国足水平提起来，还用辨解这事么，不想被人说三道四，就用实力说话呀,功夫 国足 水平 实力
看村超比看你们这些国足强的多至少大家是开心的，他们也没有工资，也没有挥霍,国足强
傻，村超要什么职业，玩的开心就好,职业
村超不踢假球，踢得有激情为自己的村子而战看的就是这个，我管你职业不职业,假球 激情 村子 职业 职业
国足还需要攻击吗是个人都可以去国足还需要攻击,国足 国足
没有村超这样的爱好者，那来的下一中国世界杯冠军，中超不见得你打到好到哪，连小国家都打不赢，还不如让村超来上，说不定能打出名堂来,爱好者 中国 世界杯 冠军 连小 国家 名堂
村超火起来的时候我还在跟朋友说，怎么董路不发声,朋友 董路
董路说的确实没毛病呀，村超只是村里联赛自己乐呵就完了，媒体过度关注对比国足。但是国足确实应该学学村超。,董路 毛病 媒体 过度 学学
村超不够职业，但让很多人喜欢上了足球，国足够职业，但让很多人厌恶了足球,职业 足球 职业 足球
用村超的体育竞技精神为指引，让国人看到干净的足球，看到中国足球的崛起，是每个国人最热衷看到的结果,体育竞技 精神 国人 足球 中国 足球 国人 热衷
董路之前就是嘲讽贬低过村超，后来看风向不对，现在开始说别人断章取义。他那个讽刺村超的微博还在吗,董路 过村 风向
确实不够职业，但要跟中超一样的职业水平吗宁可不要，我们起码心是干净的，口袋是干净的，脸上是有光的，不要将所谓的中超跟我们对比，它不配,职业 职业 水平 起码 口袋
吃了中超的海参还是,海参
他的意思是......要每人送个粉丝灯牌才有10万,粉丝 灯牌
群众的眼睛是雪亮的，谁好不好不用你说,群众 眼睛 雪亮
你最不职业，因为你作为一个明白人，你拿娱乐爱好跟职业相比什么,职业 明白人 职业
村超打中超村超赢了评论区每人1000,超村 评论
有人说让董大嘴和李景亮打一场终合格斗大嘴你赢了给你一百万，输了不要钱牙打掉了嘴打烂了药费自负就行,董大嘴 李景亮 合格 钱牙 药费
这个董路好像快要疯了。我们就不要职业足球又咋了，我们要的是足球爱好者努力拼搏的精神... ... ... 因为像董路这些人特别肯定一些没用的或者反足球的事儿，我们的足球就不会发展。村超特别好，我们永远支持,董路 职业 足球 足球 爱好者 精神 董路 足球 事儿 足球
你告诉我什么是职业，天天输,职业
那个啥路，一个村超就让你一个职业选手，瑟瑟发抖了吗,职业
国足还需要攻击吗,国足
说的好像国足有道德一样,国足 道德
拿这些话攻击村超就是道德的行为了,道德
我想问问你算干嘛的,问问 干嘛
我姓董，我为我们董家出了这么个。。。，给大家道歉了,董家
村超本来就不是职业球队，这还用着你来说问题是你们这些拿着高薪的职业球队打的那球不招人待见呀,职业 球队 高薪 职业 球队
攻击国足还用理由吗跟村超有关系，水平高低不管，我们只喜欢努力的，不喜欢表演的,国足 理由 关系 水平
人家不踢假球,假球
谁够职业国足够职业国足还用得着别人攻击,职业 职业 国足
拿职业和业余说事，只有一个目的他想有热度，也确实让很多不认识的人认识了他的名字,职业 业余 目的 热度 名字
