content,fenci
国足拿着钱混，人家干活挣钱，业余时间踢球。好意思拿十万奖金来做奖励呢村超真赢了，国足得把这些年的球员收入都吐出来,干活
笑死，人家是为了初心去用心去踢足球，而某些球队为了去钱去参加球队吃海参养身体，足球最初的初心不是以热爱足球而去努力踢好每一场足球吗,热爱 努力
炒菜一定要厨师，千家万户咋搞，自己炒的菜难吃，说小巷子里的小吃不卫生,难吃 卫生
不知道的还以为国足有多职业呢，一个个停球停10米远，要不就是直接停给对手，要不就是各种空门不进，这谁不会啊，既然村超比不过国足，那麻烦足协不要再来插手村超,麻烦
渲染的是快乐，是激情，是热爱。国足不该被攻击中超不该被攻击那些被海参补出来的五花肉，前段时间被抓的铁子那一窝董大师，你怎么不站出来说两句,快乐 热爱
村超带给人们快乐，中超带给人们什么,快乐
这真是现在浮躁社会的一股清流，无关中国足球，无关竞技体育，就是一个娱乐，我也相信它能引起这么大的关注，并不是因为足球本身，这么多人奔赴贵州，也不是因为村超足球水平有多高，去的也不是球迷。村超已经超越体育本身，真的让我叹为观止，太好了。,浮躁
公道得讲，确实渲染了村超，确实攻击了国足和职业，但不道德可没有哈，咋没攻击叙利亚国家队呢咋没攻击越南国家队呢咋没攻击女足呢骂国足说明对国足还有期望，不骂你真就解散得了。,确实 确实
说实话，我不相信村超能打败国足。一个业余的一个整天在训练。国足就算再废他的训练时间，也是远远超过村超的。现在村超的火热，只不过是大家不约而同想蹭一蹭热度顺，顺便嘲讽一下国足而已。,顺便
村超算不算群众体育运动自发的组织活动是不是团结向上的象征网友群众为什么会有过分的评价和声音难得不应该国足中超联赛好好想想吗群众的眼睛是雪亮的，董先生作为资深足球评论人是不是也应该面对现实。歇会吧有蹭流量的劲得空练练球,团结
国足也有颜面说道德，全国人民几十年给予你们厚望，你们让球迷们一次一次心寒，一次一次让世界球坛羞辱我们每人踢球，你们的道德在哪里村超火了，一个业余球队踢的比你精彩，你是蹭热度来了吧,厚望
董路的钱好大，中超用了国家好多资源，他比过吗老百姓要求不高，要的是快乐向上的精神,快乐
人家只是爱好，为什么水平要职业莫名其妙，你拿职业队和村超比就已经输了。,爱好
能不蹭热度吗踢的好不好需要你定义吗本身就是一群不职业的人的热爱需要你去比较、点评吗，愿看看，不愿看滚蛋,热爱
中超和国足是职业假球，确实比不了,确实
竟吓抬杠 村超没有中超职业球员的系统训练 村超里可以从年轻人中选拔优秀选手来踢中超 让热爱足球的人拥有更职业的足球舞台机会,优秀 热爱
麻烦你说说啥是职业是高额的工资还是海参是惨不忍睹的战绩是一个个啤酒肚每一次走秀版的比赛国足职业国足这就是你说的专业,麻烦
我认为他说的对的，不能用业余的跟职业的比，但是从某些方面来说，过度的宣传村超，是对职业的一种激励和鞭策，让国足能够走出去，也能为足球事业在中国发展提供很大帮助,很大
虽然我不喜欢董路，但确实不应该借村超喷国足，一次两次玩笑就行了，现在有点过了,确实
人家不职业怎么又怎么样，你怕不是忘了国足踢不过人家业余球队，人家只是热爱踢足球，这也算错你踢一个试试，承认别人确实优秀很难,热爱 确实 优秀
村超是一种精神、水平够不够职业已经不重要了，在某种意义上关注度和影响力上已经远超国足千百倍了，况且球迷们都是自愿的渲染、即使有“攻击”国足的言论和行为那也与村超无关，你这十万块钱很大吗是美金还是英镑叽叽歪歪想来蹭热度妒忌村超的成功也不必这样吧还有就是一个都是由一些业余人员组成的村超球队现在能让你这有名的“臭嘴”出来公开发言、妒忌、蹭热度等等行为这已经说明村超确实了,很大 成功 有名 公开 确实
不要叫国足，太差劲，他们代表不了我们强大的中国国人。职业的一些人，海参队，踢出那么差劲的球有道德吗职业道德都没有,强大
"我们办村超就是娱乐，大多数都是农民，都没有专业训练过，但我们都有颗热爱足球的心??"" ，纯属娱乐娱乐而已，大家别拿中超相比较了，就让我们好好玩吧，如果有热爱足球?"" 的欢迎大家来一起玩",热爱 热爱
你的意思是建高楼大厦不用打地基，不用建下面几层，只需要最建最上面一层,最建
不要动不动就站在道德的制高点发话，人民需要的不是专业或者非专业的足球运动，而是需要拼搏，努力，勇敢，正直，公平的运动氛围~,努力 勇敢
村超是一群热爱足球的人组到一起踢足球这是热爱，中超是一群有钱人组到一起，不是为了踢球是为了挣钱，这是对足球的侮辱,热爱 热爱
啥叫不够职业，村超压根就是业余性质的，所谓对比不过是调侃而已，这么认真的回应是踩着什么了吗人家虽然是踢的没那么好，但是所展现的态度和热爱确实超过了太多捧着这碗吃饭的人,热爱 确实
既然这样说了 那我压村超50块，有没有跟的。我经济有限,有限
有意抬高国足和职业的是无耻的,无耻
1.国足和职业足球需要用村超攻击春晚都可以攻击国足，请问还有谁没攻击过国足2.村超水平不职业，但是国足和联赛就职业你们伤着球迷的心，还想要站着着把钱挣了，要点脸吗3.要想赢得尊重，请砥砺前行。跟人郑智，孙继海等这样的球员好好学习，球迷虽然骂，但还是有分寸的。,尊重
说实话，我不懂足球，连有什么规则都不懂，也从没看过比赛。但是国家队的地位居然被业余队威胁到了，这只能说明有很大问题。,很大
村超确实不够职业，但是却够纯粹。不像那些职业的明明踢不出成绩还不让别人评论，就会玩道德绑架这一套……唉难成大器,确实
十万块也能拿的出手，一支球队正常已经11人了，加上候补医疗那些，一支球队起码几十个人，十万来分十万连车费和吃饭那些都不够，还奖励十万，不倒贴就不错了，别人过来他们球场还说的过去，如果要他们去别人的球场，你十万块是奖励，分分钟倒贴，如果几十个人，吃两三天的饭，加上几十个人的车费，你十万块起码还要倒贴几个十万,不错
人家也从来没有说是职业啊，就是一群爱好足球的业余的人办的一个比赛而已，结果人家收视率比职业高，评分比职业高，氛围比职业好。可能是威胁到了一些人的蛋糕吧。,爱好
确实比不过国足啊，村超有李铁这样能把牢底座穿的人吗,确实
他这样说确实有几分道理。过度的贬低和过度的抬高。唉，不论村超和中超到底谁更强现在的情况就是一方面的贬低辱骂，一方面的抬高。真希望他俩能真正的比一场。,确实
村超的目的不是进多少个球，而且让大家都喜欢足球并行动起来，我认为什么都没有比热爱更重要，知道为什么巴西能成为足球王国吗因为巴西人民喜爱足球，大街小巷都有踢足球的而不是像他这种人一样泼冷水,热爱
什么职业，足协董路用足球歉钱确实够职业的，只是十几年没有在足球上取得一点点成绩。,确实
我就搞不懂，一个地方小镇，一群热爱足球的人，凭什么每天让你们这个来评判，那个来建议的，能不能让原本纯粹的足球回归自己的本质,热爱
董路说的确实没毛病呀，村超只是村里联赛自己乐呵就完了，媒体过度关注对比国足。但是国足确实应该学学村超。,确实 确实
用村超的体育竞技精神为指引，让国人看到干净的足球，看到中国足球的崛起，是每个国人最热衷看到的结果,干净
董路之前就是嘲讽贬低过村超，后来看风向不对，现在开始说别人断章取义。他那个讽刺村超的微博还在吗,微博
确实不够职业，但要跟中超一样的职业水平吗宁可不要，我们起码心是干净的，口袋是干净的，脸上是有光的，不要将所谓的中超跟我们对比，它不配,确实 干净 干净
你最不职业，因为你作为一个明白人，你拿娱乐爱好跟职业相比什么,爱好
这个董路好像快要疯了。我们就不要职业足球又咋了，我们要的是足球爱好者努力拼搏的精神... ... ... 因为像董路这些人特别肯定一些没用的或者反足球的事儿，我们的足球就不会发展。村超特别好，我们永远支持,努力
攻击国足还用理由吗跟村超有关系，水平高低不管，我们只喜欢努力的，不喜欢表演的,努力
拿职业和业余说事，只有一个目的他想有热度，也确实让很多不认识的人认识了他的名字,确实
村超带给我们快乐，国足呢让我们感受羞耻感,快乐
不说我说的话，国足确实是职业，但是看着实在闹心，我怕多看几场心脏受不了。村超虽然不是职业，但是看着舒服，最主要的是氛围感十足,确实 舒服
村超只是想表达对足球的热爱，从而网友表达的是对比，但也不否认全中国也热爱足球，同时也希望足协能改变足球的种种劣迹，更希望中国球队能在世界上占一席之地。,热爱 热爱
怎么好意思站出来讲这番话的，体育运动本就是兴趣爱好，14亿人口里选出来的足球运动员把足球踢成什么了现在人家玩一玩，高下立判，受不了了,兴趣爱好
人家从来没想和别人比，村级队伍怎么能和国家队比不懂球的都应该知道这个，这没啥好说的。只是想表达国足不应该才是现有的水平，有点伤国民心了。村超给我们带来的是积极的影响，让我们感受到了好的足球氛围，一个纯粹热爱足球的氛围。,热爱
别人就是玩纯粹的足球，稀罕你那十万块。别人水平低，但是大家喜欢看，你水平再高，没人看也白搭，想想原因吧，你们谈职业不怕让人笑掉大牙,稀罕
我请问你，足球的最终目的是什么，不就是为了大众快乐吗管你国家队还是乡村队，能使我快乐就是最好的。,快乐 快乐
国足有存在的意义吗有啥大不了的，越来越倒出这里是老百姓的足球，快乐的足球，纯粹的足球，自发的足球，中国足球要发展还得有群众基础,快乐
评判国足职业是否是以海参为标准的，如果是这样的话，村超确实不够水平。,确实
村超能给人民带来快乐，国足给人民带来的只是失望,快乐
真是悲哀，但是我也不知道悲哀什么，感觉都很有问题，可能上个月村超是纯粹的村超，但是现在的村超绝对不是单纯的足球，国足我就不说了吧,悲哀 悲哀
职业国足确实很道德，逢球必踢，踢球必败。,确实
太浅薄了，只有赢了只有进球才是英雄吗要是中国队能像格子军团一样拼到最后一刻都不放弃，我想即便他们输了，他们照样也是英雄,浅薄
确实不够职业，要是职业肯定会伸头躲球吧,确实
周星驰的少林足球不是梦想，足球就应该在人民中发展体育，强身健国，为国争光，所有为了利益的人才是绊脚石。争气吧中国足球。,健国
其实中国人民还是很热爱足球的，就是吃海参的那些人把中国人民搞寒心了,热爱
我们难道不知道村超不职业，他们只是业余时间的爱好，拿着那么高工资又不干实事。,爱好
人家稀罕你这10万真以为你是谁啊,稀罕
10是一人10么，要是一个队给10就一边歇着吧，都不如去看村超的那帮热爱足球的球迷打赏的多,热爱
董路说的没有太大毛病，就是偏见，尤其是哪个语气，听着賊不舒服，感觉就是那句老话；“恨你有笑你无”他们打不过职业，这不是问题，但是村超的意义甚至超过目前缝缝补补破破烂烂的职业中国联赛。体育的本质是强身健体、丰富人民的业余生活，这就是村超的意义与魅力。,舒服
我觉得普及足球很好啊 但一些抖超球迷球都没看过就说村超媲美英超 会不会有点自大了,自大
人家自发组织体育活动，让枯燥的生活充满激情 活力 健体，有个精彩有活力的人生，你非得要拿职业来绑架，影响你挣钱了,枯燥 充满 健体
为啥大家愿意支持村超，还不是因为国足太让人失望，村超让大家再次燃起了对足球的热爱#,热爱
董路不懂路  ，看村超转播的人数有5000+万，是看中超转播人数的三倍多，拿中超和广场舞相比，那都是对广场舞的不尊重,尊重
十万够吃海参吗，请问,够吃
村超能激起全民对足球的热爱，踢足球的会越来越多，足球的后备军会更加雄厚，也就离足球的倔起越来越近，直至达到顶峰。这就是村超的意义而国足屡次的表现给人一消极的表现，使足球精神越来越消极，直至足球颓废。人民的选择是正确的,热爱 雄厚 颓废 正确
他的意思是说，你们这群喷子，看就看，嘲笑什么职业球队呢国足肯定能打赢村超的呀，要不一会我说你这位评论员，谁都知道，职业肯定更强，但人家贵超冠军未必不是不能胜呀，就给些时间人家专业训练，你看人家有没有资格殴你职业就完了，还有，人家笑你不能赢村超，那当然是借机讽你不行罢了，你这我觉得你不仅没帮国足挽回面子，反而拱火了，想到了这里，我觉得你意图不简单呀，你是故意带动大家情绪的吧，不然谁都知道，嘲讽国足这等事也不是一天两天了，为什么你偏偏这时候装不懂不知道，还说只要村超能赢我出10万呢你目的不良呀，你是想彻底瓦解现在的国足吧,简单 不良
村超水平咋样就不跟专业比了，就说说那些专业打假球的，起码村超里面没有，这是第一项体育项目都尊重，那些所谓专业又没有体育精神的人，是在侮辱足球这项运动，董路连最基本的逻辑都不敢说，懂个屁妥妥的资本家的话筒罢了,尊重 妥妥
董路的话没毛病，只是现在中国足球太拉夸了，一些营销号借机来喷职业联赛、喷国家队。拿自己的爱好对比别人的职业本来就很业余,爱好
为什么我觉得老董没说错，我觉得他的意思是怕村超影响力大了，会被资本和有心之人利用，变味,有心
村超也好像没有说自己要和国足比吧他们只是热爱足球，其实是你们这些所谓的职业球员自己心虚,热爱
国足除了带动海参 他们给全国人民带来了一次次的失望 他们的专业性在哪 喔 不好意思 还有花边新闻,不好意思
啊，对对对，你国足再牛逼我就不看不支持，我长这么大，就没从国足看到对足球的热爱，对足球的拼搏精神。国足讨论的啥海参待遇住那家酒店还是各种贪污,热爱
根本没法比，人家自娱，你们是专业，但你们给国人带来什么，每年花销几个亿，他们没有，反而带来地方经济，他们能给国人带来激情,自娱
先说中超敢应战不赢了理所当然，别人也不会觉得他多厉害，输了就丢脸丢到姥姥家了,厉害
你们那么职业，可是老百姓不喜欢。不好意思。我们老百姓就喜欢非职业的。应该他们踢的比职业的好得多,不好意思
比起踢假球，确实不够职业,确实
你发展你的，人家发展人家的，足球对任何人都是平等的，不要道德绑架，人民群众喜欢就好,平等
职业和业余实力区别还是很大的，不要认为村超球队能干得过职业球队因为村超球员海参吃得少,很大
其实村超为啥能火，因为人家敢拼敢干，所以大家喜欢。就像你家孩子读书，虽然读书不行，但是勤勤恳恳。努力上进，当父母的看着就是一种欣慰，如果你孩子哪怕读书很厉害，但是是个纨绔子弟，不服正业，吃不得苦，你当父母又作何感想,努力 厉害
人家看的是激情和希望，你拿十万出来侮辱谁了专业学这个专业花了多少钱虽然村超都是些外卖员，工人等上班族，也看不上你这十万块吧。你那些所谓的专业，每一个队员培养花了多少钱一亿人里面挑一个出来，真的不信打不进世界杯，只不过没有钱，阻止了很多人的梦想而已。你所谓那些拿钱砸出来的专业我认，但请别出来影响我们的激情和对足球的热爱,热爱
确实，盲目用村超攻击国足是不道德的，国足配不上村超。国足不仅足球职业，吃海参也是顶级水平。,确实
村超给大家带来的是快乐 中超给大家带来的是屈辱,快乐
这个东西又出来找存在感，咱们村超就主打一个热爱和全民参与，要是能踢职业的话五大联赛到处都是中国球员了,热爱
我想问那位大哥他有没有搞错春超，是由各行各业. 上班人休闲人，自由组织的，就算不专业也比你好，至少他没有收观众的一分钱,自由
村超不存在利益，所以没有假球。职业确实是职业，但是涉及到了利益，所以有了假球的存在可能。,确实
这句不够职业是怎么说出来的人家明着告诉你，都是教师，农民工，卤菜师傅，他们职业了，谁养家人家是爱好。这种业余的都不算的人和专业从小训练吃海参的人放在一起对比，还需要有脸说什么吗,爱好
业余是肯定踢不过职业的……这一点毋庸置疑……只是……为什么大家都对村超这么关注……我个人认为……大家都是热爱纯粹的足球……没有乱七八糟的事……没有乱七八糟的人……哪怕你是业余的……只要你尽力了……国足的……你们真的尽力了吗,热爱
有一说一，村超水平确实不能和职业相提并论，不过我相信再努力学习，过几年后，国一定能赶上村超的,确实
骂国足是一回事 但是觉得村超能踢过中超 那有点异想天开了 不要拿你的爱好挑战别人的饭碗 只能说更干净更纯粹人家吃的毕竟是海参 系统化训练 成都蓉城能给村超踢碎掉 蓉城不败,爱好 干净
笑死，都会说人家是村超，还要人家和国际的比职业不好意思，不够严谨说的是国际垫底的第二点，我们看的是职业化吗，看的是敢拼敢跑不放弃的精神，可惜某国际职业化球队没有,不好意思 严谨
既然职业赛场上我们玩不赢别人，那就干脆作为大众娱乐不挺好的吗,挺好
盲目用村超过度渲染来攻击国足和职业的是不道德行为确实，我认同他的观点毕竟国足是职业选手，这个是不能媲美的要是真踢起来谁赢就难说了，我们拿村超对比国足确实有点过度捧高国足了，我们应该和村超道歉，侮辱你们了,确实 确实
人家只是单纯的搞一个活动。至于别人怎么说那是别人的事，别人能利用这个事，说明自己本身有问题。关人家村超什么事。如果自己不丑陋，何需遮掩呢,丑陋
村超的水平确实不够职业，人家职业输球，一直很稳定，村超能做到么,确实 稳定
村超本来就是老百姓自娱自乐，老百姓也喜欢，你用专业的球员来和他们比，要脸吗有本事去收拾韩国队啊，去踩欧洲南美队啊再不济你和村超比教书啊比做基建、炒菜阿其实，这个董姓评论员我们也信不过,基建
不是你们这些喷子，村超的对手是谁职业队或者国足的对手又是谁啊村超球队确实不是职业队的对手，你们欢迎的是足球吗你们欢迎的不过是当地的人文,确实
他的十万元是不是干净的钱倒底是从哪来,干净
他什么时候才能懂我们渲染的是村超的气氛和纯净 而且没有村超也会攻击国足吧 他要有拿出我们无法批评的本事啊 为什么要帮海参队说话呀如果他提的好我们肯定也会给予表扬和支持的,纯净
你把这两个放在一起比较的时候就应该为国足感到羞耻,羞耻
中超够职业了吧，但就是不专业，除了肚皮大，头发光亮外，跑不动，踢不进，还防水,光亮
村超是一种精神、水平够不够职业已经不重要了，在某种意义和影响力上已经远超国足千百倍了，况且球迷们都是自愿的渲染、即使有“攻击”国足的言论和行为那也与村超无关，你这十万块钱很大吗是美金还是英镑叽叽歪歪想来蹭热度妒忌村超的成功也不必这样吧,很大 成功
我只能说，以村超攻击中超的。确实不对，那些人也很少看球。对中国的足球根本没有感情。说中国足球大环境不好，说的就是你们这些人,确实
我想说，村超是民间百姓的娱乐活动，不是职业联赛，自然是大家闲余的时间热闹开心，促进民众对足球的喜爱，还能锻炼身体。我就很难明白为什么要拿职业联赛去对比?他说的话是没有错，但真的很扫兴……只能说他情商低。,热闹
村超只是为了快乐足球，自身并没有渲染，更没有过度，要说宣传开始也是网友自发的。再说了，大家这么热情关注，不正式说明了职业足球的疲软吗村超要那么职业干啥你别来蹭热度了,快乐 正式 疲软
这话确实没毛病，只是中国的一场业余球赛，能引发这么大的关注，想想中国的民众对国足得有多失望,确实
确实不职业，只是简单纯粹的热爱，没有假球，没有资本没有商业国足有什么你们所谓的职业有什么勿忘初心你们懂吗,确实 简单 热爱
也许村超确实踢不过国足，但是两个被拿来比较的时候，国足已经输了,确实
为什么要拿村超和中超比在村超里得到的快乐和东西是中超永远得不到的，没有可比性,快乐
踢球的人快乐，看球的人开心，还要啥那些职业的能感受到足球的快乐吗看他们踢的人开心吗,快乐 快乐
是村超点燃了我们对足球的热爱和激情国足是啥，还用人提吗岂有此理。,热爱
不用管村超是不是职业，但是这里没有海参，没有黑哨，没有资本控制，没有利益交换，只有对足球运动的热爱我们攻击国足。也是攻击他们没有对国足的热爱。,热爱 热爱
中超的钱哪里来的，同样的踢球队，钱为什么不给球踢的好的没假球的给人们帶来快乐和有希望的球队。,快乐
说村里的业余比赛不够职业，是不是很搞笑，不感觉自己很矛盾吗要真让村里给赢了，还有脸活吗,矛盾
国足很好，国足的精神不够坚毅，盲目的用国足过度渲染来攻击世界杯和国际足联是不道德的,坚毅
人家只是踢个乐趣，活的好，踢得开心而已，到底关你们所谓的专家啥关系。。。,乐趣
对村超现象理解太肤浅体育运动的本质是什么群众基础是关键职业什么,肤浅
中超，除了吃得好，工资高，被骂的好，还有什么呢还10，你要搞清楚，什么叫体育运动，什么叫热爱足球,热爱
这种高难度动作国足不会也不敢踢，模特、别墅、豪车、海参，要残了怎么享用,模特
其实我觉得他说的真的没毛病。村超我看了确实踢不过国家队。 不要抬的太高掉下来摔的会疼的。,确实
哀其不幸，怒其不争，无处发泄，只能这样，骂得最狠的，往往是爱的最深的。国足都不出来表态，其他人我觉得就不用操心了。,不幸
中国村超的意义在于，足球运动的回归让人们相信这个运动不再是特权运动让每一个人重新爱上足球让每一个相信足球可以很干净同时，董路，足协这帮人其实就是中国足球最大的破坏者他们往足球里面添加太多东西董路是因，国足是果鼓吹职业化足球需要这个那个殊不知他们忘了足球最大的魅力就是每一个都可以踢可以热爱而不是一提起足球就联想到钱，联想到关系，黑哨村超，感谢你,干净 热爱
我们不要职业我们要快乐,快乐
村超太火爆了,火爆
说的有点过了，国足被村超伤了自尊心。你也不要和我们说专业的东西，村超带给我是对足球的热爱，让我们这些不懂球的人都知道这一项运动，国足是让我们伤心，抛开水平不说，他们要的是钱。所以带给观众的是，我们发了钱，最后还要我们伤心。支持国足不是让他们拿着高薪，到国际赛场去踢的毫无头绪。,热爱
攻击村超确实不职业不道德,确实
人家求健康，求娱乐，求普及，求精神他非要比职业也许是有人说那些不理智的观点，但摆明了是对国足的成绩积怨已久，随口一说而已再说了，说村超比国足专业的毕竟也是少数啊明眼人都知道，只是为了出气。他作为个专业人士，还较真起来了有本事就拿实力拿成绩说话，不就没有那么多人借村超出气了吗,健康 较真
“村超”代表的是基层人民对足球的热爱 职业足球代表的是竞技体育、荣誉。技战术水平根本不在一个层面，为什么你们这些大咖要拿村超跟职业足球比呢爱好与荣誉可比吗我们热爱足球、喜欢踢足球、因为热爱很纯粹、很简单。,热爱 爱好 热爱 热爱 简单
在踢假球这件事上，村超确实是不够“职责”的,确实
董路这次好像也没说错吧，业余和职业的差距还是很大的，国足虽然不行，但是基本上是能够代表全国最高水平了,很大
确实，职业再努努力就接近业余了,确实 努力
上世纪90年代看看那时中国球迷的疯狂，是国足让中国球迷伤透了心。还国足，中国哪一项体育项目有国足这么烂。是脸皮厚吧连拼搏精神都没有了。没听爆料吗就是一些人敛财的工具是不是不要脸,疯狂
"国足??"" 的利益怕受影响开始浮躁了",浮躁
如果你想把足球踢好，那就去热爱它，不论怎样，村超做到了。,热爱
村超二十块的是自由发挥国足是职业过亿的项目，不被叫停算幸运了,幸运
这人说话好像没什么情商，村超的意义根本不在于水平有多高，而是人家通过这种非商业化的方式、免费让大家去感受热闹的氛围、更接地气的去热爱足球这个项目但凡是带有商业性，那性质就完全变了,热闹 热爱
为什么要职业体育就是用来强身健体 带来欢乐的,欢乐
要什么职业全民参与就是本意，国家推崇的是全民健康，你让那些公园里锻炼的人都走职业化,健康
上一个连由小卖部老板和初中老师组成的球队都打不赢的职业队是谁来着,连由
那国足的水平是否是对国家栽培的不尊重是不是对这个名头的不道德?,尊重
我说句实话，职业和业余，国足再不行也不可能踢不赢啊，村超是体现中国人对足球的热爱，国足不行是国足不行，跟职业队踢，职业踢不过业余，疯了吧，一些花式就能说明实力很强吗,热爱
村超快乐纯粹，这才是足球运动应该有的。没有村超我也要攻击国足，你能咋的。,快乐
怕村超声誉超过难足就没有人去花大钱入队怕家长不愿花巨资，送孩子们进少年队,难足
理智点，大家鼓励村超再次激起群众对足球的希望和热情，别不要脸的还给奖励，国足能踢赢阿根廷国家队我给10万，净扯那没用的，攻击咋啦，有那生气的劲头多努努力，国际赛场上给国家涨点脸，真是不要个脸了,努力
什么是业余什么是专业当业余的都可以干过专业的，还养着国足吃干饭啊你提供10万元奖金是显富还是当国人傻子,显富
他说的村超不够职业是对的，我觉得没人反驳吧职业等于工作，工作是为了收入，村超只是为了自己的爱好体育项目而已就这么纯粹简单,简单
谁稀罕你那10万啊,稀罕
看了评论区，真的让人心寒。有如此多的人真的认为村超水平能够高过职业队，恰恰体现了他们对于足球缺乏基本的认知，恰恰体现了中国足球氛围的薄弱，偏偏他们还真的认为是在为中国足球做贡献…,薄弱
村超带动全名热爱足球，村超面对的只是乡村，地方县城，而国家队代表全国，却输了全球,热爱
我们要职业足球干什么是能给我们带来快乐还是荣誉,快乐
别闹，都业余队，别说是职业反正大家看的是踢球时候的态度，刺激,别闹
首先要热爱，平民化，把这种体育项目在群众中发展下去，才可以发展的越来越好。村超要一直坚持下去肯定会有深远影响。,热爱
贵州一个偏僻小县的“村超”带给中国亿万球迷的“希望”，而你眼里的国足带给大家的是“失望”。你说你这话算不算“有道德”,偏僻
这有什么不道德的，村超只是燃起国家对足球，对运动的热爱，有什么不可以。你董路去踢啊，站着说话不腰疼。,热爱
村超确实不职业都是种地的上班的咱们说的是两件事，村超很好，中超很菜，这两件事互相影响么,确实
你，不优秀别，阻止别人优秀,优秀 优秀
人家说的也没错啊，业余的就是业余的，就是气氛好，也就图个热闹，就像淄博烧烤一样，新鲜感过了啥都没有了,热闹
别闹，国足和职业足球代表的就是不道德,别闹
人民看村超不是看的技术，是看的那股激情，那股热闹，最重要一点是他们真的在踢球。,热闹
热爱不需要专业，爱唱歌不需要是歌星，爱运动不需要是运动员，村超这是球迷的热爱，只能说职业的不够热爱足球，没有尽到自己该有的责任，做好自己本分的事，否则越解释越苍白,热爱 热爱 热爱
村超只是娱乐，紧张啥，国安不也输给县大队，国安职业吗,紧张
我不喜欢懂，但说的没毛病，确认很讨厌那些自媒体为了流量博取眼球，业余比赛中的好球也拿来说成世界杯或五大联赛的世界波来比，村超氛围好这个确实，但那些人也没必要说中超，国足那帮人不如他们等恶意攻击，听说村超组成的班底踢中冠被轰进30多球,确实
只能说村超一不小心火了，办村超的初衷应该是热爱体育运动，没有和其他足球做对比，没有要国家经费，奖品也只是一些土特产而已，是贵州的一项运动。,热爱
村超:发动全国召集令，我就不信这个世界三流水平的职业队，多厉害。,厉害
业余确实不能和专业来对比，不过我喜欢业余，没别的，就两字‘干净’,确实 干净
不是说要对标国足，但是大家热爱有错但是确实国足天天吃海参事情大家忘记了,热爱 确实
當然非專業，但這就好比飲食我就認為村口的乾麵便宜大碗又好吃，你非攻擊他不衛生上不了國宴一樣無聊。,便宜 衛生
噱头就是噱头，他说的不无道理，借这个抨击国足，也仅仅是过嘴瘾，心理上占据道德高度，事实上你们倘若踢的真好你可以上国际比赛，不要总是嘴里比比，你行你就上，不行别比比。骂这个骂那个，自己都没个吊本事,真好
不否认，董某确实懂个球。但问题来了，男足是职业了，但让观众开心了吗、让观众满意了吗村超不是要代替国足和职业，也代替不了。但问题是球迷真正调侃的不是代替不代替的事，而是村超为什么让观众开心而国足（职业）不能；这么简单一逻辑，你和球迷较什么劲呢,确实 简单
现在说道德什么球都能输的时候脸在哪啊他们是工资少了，还是后勤不行啊还是赞助广告不要钱的啊讲真都不可以说职业两个字。群众看到的就是开着豪车，吃着海参，住着大房子。然而啥人都能输的的职业队国足优秀,优秀
要职业干嘛，就是玩，氛围好热闹就行,热闹
想要人民群众尊重你你得干点人事啊……,尊重
中超还有什么尊重不尊重的，他们对的起这个国字吗，村超他好不好老百姓认可啊他接地起啊,尊重 尊重
轮球技和实际村超确实要差一点，但是我们更愿意支持村超，村超起码能让广大球迷看到希望，还能带动经济，回头看看国足给大家带来了什么，就知道天天吃海参,确实
这个提议非常好，心平气和的说，反正平时都要花钱训练的，这种友谊赛，去踢一次又不吃亏，反正都输了那么多了，不差这一场，而且还有那么多观众，平时国足比赛有几个去看的嘛，都是问昨晚他们又输了几个球，输都输的起，还怕赢了不好意思交代呀,不好意思
村超能看到赢球，能看到霸气能看到世界波能看到真球看村超全员快乐看别的能看到啥,快乐
村超是燃起全国全民健身的热情，是带动地方经济以及旅游业的发展，是全国人民足球热爱的典范，这是目的，没有要攻击足协，足协肯定是职业，人家没法跟你足协来比职业，但论水平也不亚于国足甚至也有可能超越国足，是吧，村超好的必须支持，国足差的也得接受人家指出，大家共同进步，这才是中国的足球风彩，对吧,热爱
这都全球最低了，害职业呢教练还蹲着呢。国足，我上我也行啊，不就是输嘛。,最低
中国的足球认知水平和环境觉得配的上国足成绩，是中国足球差导致中国男足差，不是中国男足差导致中国足球差，无良自媒体的煽风点火绝对是害中国足球的一大原因,一大
中超这么多假球就道德了我们要职业干嘛，我们又不馋海参，我们有激情爱热闹。,热闹
就客观而言，业余足球确实和专业的没法比。能出现那么多精彩进球很大一部分原因是防守业余，留给射门足够多的空位。但是这个不妨碍我们喜欢村超，因为他更接地气。,确实 很大
麻烦你，有没有村超大家都会攻击国足啊，你看他们都干了啥,麻烦
不道德吗，我不觉得，但凡国足有实力，村超只能是铺垫，自己没实力，有什么脸说道德，而且这也是侧面激励国足该努力了，少吃一点海参，多踢踢球吧,努力
国足总会带给全国人民失望，而贵州村超点燃了全国人民的希望与热爱，这就是事实,热爱
不要来嚯嚯村超了，村超是为了大家共同的爱好才走到一起，没有利益关系，纯粹的爱好,爱好 爱好
是，确实村超不够职业，但是村超不会踢假球你的明白,确实
不够职业怎么了，职业的有水平吗，出去外面只能垫底。还不过村超起码带起了人民对于足球的热爱,热爱
本来人家就不是职业球队，人家只是热爱足球，你谈什么职业,热爱
村超给国人带来的是快乐，国足给国人带来的是失望。,快乐
