Unnamed: 0,content,Unnamed: 2,综合评分,type,情感type,主题概率,主题类型
2869,有时候 刹车 感觉 费力  尺寸 上在 同级 车中 优势 毫米 轴距 不足 提供  腿部  感觉 款车 座椅 分配 前  很好 利用 地板 坐满 人会 感觉 价格 亏电,,4.88,0,neg,"[(0, 0.42889833), (1, 0.124433376), (2, 0.44666827)]",2
2870,这辆 车子  亮眼 漆挺薄的 上次 小朋友 手指 身上 划痕 厂家  上用 点心 一点 这辆 车子 完美  这辆 车子   座椅 腿部  宽松 头部  压抑 海拔 坐在 这辆 轻松 一家 五口 满座 情况 拥挤 亏电,,4.88,0,neg,"[(0, 0.46151206), (1, 0.21670397), (2, 0.321784)]",0
2871,款车 买来 没多久 发现  地方 各个方面 性能 表现  款车 外观 大气 内部 不小  腿部   不足 座椅 随意 调节    座椅 调节 一点  储物  容积 亏电,,4.88,0,neg,"[(0, 0.9518551), (1, 0.021777749), (2, 0.026367154)]",0
2872,订金 百十 来天 真心 着急 还好 网上 共振 第一次 用车 用车 敏感 希望 车主 店里 活动 自驾游 交流 用车 感觉  专业 好看 原谅 拍照 技术  三五 亲戚 大够 能装   超大 走亲戚 携带 礼品 愿望 亏电,,4.88,0,neg,"[(0, 0.19206607), (1, 0.6835335), (2, 0.12440045)]",1
2873,这辆  效果 特别 高速 感受 各种各样  发动机 发出  之外 车辆 追求 安静 不太能 接受  表现   真心  不足 布局  前  之外 车辆 车门 储物箱 体现  优势 平时 丢三落四 提供 很好 收纳 条件 亏电,,4.88,0,neg,"[(0, 0.38312784), (1, 0.015917858), (2, 0.60095435)]",2
2874,   讨厌  盖子 开口 很小 东西 往里面 样子  开口 一点 更好 很多很多 东西 往里面 要出 后备箱 垃圾 着装  出游 一共 四个 总体  动力 两个 两个 大人 坐在 随意 一点点 压抑 感觉 总体  油耗 亏电,,4.88,0,neg,"[(0, 0.21843101), (1, 0.013610807), (2, 0.76795816)]",2
2875,感觉 挺好 发现  系统  驾驶 位置 自然 不用  驾驶 自如  坐过 腿部  超过 两拳 轻松 家里人 老妈 孩子   实用 亏电,,4.88,0,neg,"[(0, 0.023798872), (1, 0.02219105), (2, 0.9540101)]",2
2876,真不知道 说起 一点 款车 功能 异味  一款 新车 功能 熟悉 新车 慢慢 理解  款车  后备箱 这款 想买 这款 推荐  一款 拥有 款车 一家人 旅游 老婆 度蜜月  亏电,,4.88,0,neg,"[(0, 0.52092296), (1, 0.018661026), (2, 0.46041605)]",0
2877,几点   显得  拥挤 后背  狭小   一家 五口 坐在 绰绰有余 感觉 不到 拥挤   有点 礼拜天 外面 烧烤  烧烤 老公 钓鱼 工具 拥挤 款车  动力 一家人 不用 担心  亏电,,4.88,0,neg,"[(0, 0.021597344), (1, 0.017939627), (2, 0.960463)]",2
2878,内饰 用料 仪表盘 液晶屏 遗憾 仪表盘 读数 清晰 视觉 影响   表现 比较满意 驾驶 乘坐  宽适 一米 七六 个子 压抑 感觉 开车 座椅 调到 操控 方向盘 时会 轻松 父母 朋友  父母 微胖 车上 满载 情况  三个 拥挤 储物 能力 挺强 开口 平整 容量 后备箱 后备 之外 物格 格子 蛮大 水杯 饮料 钥匙 钱包 纸巾 亏电,,4.88,0,neg,"[(0, 0.9432861), (2, 0.049052916)]",0
2879,这辆 车子 操控性 感觉 这辆 转弯 底盘 稍微 倾斜 一点 还好 转弯 车速 车身 倾斜 角度  这辆 车子  讨厌 平时 更多 车子 外出  全家 出行 肯定  利用 体现 台车  优势  横向 距离 纵向 距离 讨厌 三个 大人 拥挤 在我看来 这辆 车子  表现  亏电,,4.88,0,neg,"[(0, 0.015639968), (1, 0.013994784), (2, 0.9703652)]",2
2880,颠簸性 表现 厚道 颠簸 路段 震动 幅度 坐在  乘客 一点 算是 地方   表现 一点 拘谨 日常 全家 轻松  拥挤 难受 不足 储物  发票 零钱 地方 不足 显得 凌乱  感觉 讨厌 过年 回家 一大 年货 回来 亏电,,4.88,0,neg,"[(0, 0.7753862), (1, 0.01670052), (2, 0.20791328)]",0
2881,马路上  座椅 第一眼 相中 摇摆 晃动 感觉 相对来说 段时间 优秀 车身 线条 优美 品牌 放心  达标 整体 表现  更深 腿部 活动   轻松 乘坐 几个 成年人 一家人 日常 城市 代步 一家 几口 出去玩 不用 担心 孩子 坐在 宽松 自由 感觉 车子  表现 亏电,,4.88,0,neg,"[(0, 0.97596526), (1, 0.011080767), (2, 0.012953972)]",0
2882,地方 发现 行驶 过程 减震 效果 出色 那种 不平 路面 感觉 颠簸   挺 家里人 包括 父母 有点 旅游 平常 周末 车子 出去玩  一家人 坐在 拥挤 一米 个子 坐在 驾驶座 头顶 一拳 距离 腿部 感觉 拥挤  腿部  两拳 头顶 一拳 样子 款车  油耗 亏电,,4.88,0,neg,"[(0, 0.01387556), (1, 0.012658078), (2, 0.97346634)]",2
2883,地方 内饰 感觉  一点点 老气 吸引 感觉 反正 坐在 车里 异味 舒坦 活动 特别 充足 车子    系统 样子 内部  高够  讨厌  座椅  腿部 两拳  平常 搬运 东西 点儿 礼品 亏电,,4.88,0,neg,"[(0, 0.96590096), (1, 0.01649453), (2, 0.01760448)]",0
2884,流量 流量 百公里 油耗 油耗 感觉 燃油 车用 操作 习惯 关系 备胎 异味 建议 混动 电动 备胎 备胎 千斤顶 爆胎 异味 麻烦 拖车 钉子 补胎 充气泵 爆胎 几次 备胎 放在 后背  异味 太小 放不下  内部  纯平 座椅 可放 亏电,,4.75,0,neg,"[(1, 0.20595214), (2, 0.7845223)]",2
2885,买回来 异味 一股 难闻 味道 后备箱 新车 味道   感觉  至少 系统 前  丝毫 不用 担心 拥挤 家里人 好几趟   随便 活动 身体 父母 老人 年纪 有点 敞亮 这车 外观 精美 隐隐约约 带有 科幻 包括 车灯 细腻 大灯 看着 明亮 车子 做工 扎实 车身 侧面 腰线 车子 点缀 精致 秀气 亏电,,4.88,0,neg,"[(0, 0.8888369), (1, 0.011245551), (2, 0.09991748)]",0
2886,款车 开回 转弯 间隔 几秒 中途 有没 开到 找出 态度 维修 没等多  款车  采用 了长 数据 单独 数据  款车  感觉 不到  狭小 那种 过节 那天 亲戚 县城 采购 东西 满满的 一大堆 放在 后背 能放 车子  亏电,,4.88,0,neg,"[(0, 0.22758976), (1, 0.69494486), (2, 0.077465355)]",1
2887,家里 一台 老婆 有时候 系统 老婆 系统 一米 多一点 座椅 记忆 功能 换来换去 调节 座椅 显得 每次 时间 调节 颠簸 坐姿  系统 不论是   头部 一个多 拳头 剩余  坐在 第二排 腿部  超过 拳头 距离  内部 平整  座椅  利用率 异味  物帘 下方 区域 储物  较大 容纳 两个 中号 垃圾 剩下 储物  亏电,,4.88,0,neg,"[(1, 0.1453296), (2, 0.8449936)]",2
2888,配置 乘坐 颠簸性 不稳 车子 新车 价格 不稳 购车 享受 昂贵  车子 定位 一台 紧凑型 车身 尺寸 轴距 长度 这辆 纵向  保障 前 特别  不足 储物  特别 亏电,,4.75,0,neg,"[(0, 0.9606834), (1, 0.018858382), (2, 0.020458259)]",0
2889,稍微 一点  平常 市区 道路 速度 很快 高速  表现 速度 声音 车里 比较清楚 影响 车里 乘客 颠簸性  内部    驾驶 位置 坐上去 合适 活动 自由   坐在 二郎腿 车里 全景 天窗 打开天窗 车里 明亮 坐在 车里 一点 压抑  储物 能力 强大 平常 超市 东西 放得 一家人 自驾游 行李物品 放得 内部 实用性 很高 亏电,,4.88,0,neg,"[(0, 0.21085945), (2, 0.78054494)]",2
2890,汽车 降噪 能力 太行 提速  愈发 性 提高 标准 细节 完美 内饰 塑料 颜色 搭配 材质 无论如何 体验 感觉 上档次 耐看 内饰 颜色 搭配 不足 车型 那种 豪华  款车  感觉  级别 车型  稍微 大点   充足 车型 体验 压抑感  腿部   电池组 不足  影响 座椅 比例  扩展性 第二排 座椅 坐上去 特别 不足 储物  充足   想象 要大 家用 旅游 动力 款车  感觉  级别 车型  稍微 大点   充足 车型 体验 压抑感  腿部   电池组 不足  影响 座椅 比例  扩展性 第二排 座椅 坐上去 特别 不足 储物  充足   想象 要大 不论是 家用 旅游 动力 亏电,,5.0,0,neg,"[(0, 0.44277638), (2, 0.55221206)]",2
2891,一款 感觉 地方 特别 一款 车子 高速 车速 不足 电流 声音 坐在 车子 听到    一款 车子 车型 紧凑型     坐在 一款 车子 感觉   头部 距离 车顶   座椅  坐在  腿部 自由 活动 一款 车子    亏电,,4.88,0,neg,"[(0, 0.93624336), (1, 0.030859947), (2, 0.03289672)]",0
2892,好看 有点 省心 发现  地方 转向 灵敏 精准 操控 灵活 有点 款式 视觉效果 乘坐 价格 座椅  价格  满载 特别 拥挤 内部 座位   储物  日常 家用   孩子 父母 局促 一家人  实用  非常适合 小家庭 亏电,,4.88,0,neg,"[(0, 0.97158664), (1, 0.0134569), (2, 0.014956443)]",0
2893,款车  声音 感觉 习惯 习惯       坐到 感受 那种 大气 档次  需求 容纳 局促 压抑  能放 大件 东西 挺  异味 一点 担心   绰绰有余 车里 五个 一米 大汉 拥挤   充足 开口  取放 物件 亏电,,4.88,0,neg,"[(0, 0.969168), (1, 0.0150180105), (2, 0.015813995)]",0
2894,款车 整体 很好 唯一 拿到 味道 难闻 款车 搭配 空气 过滤 系统 大大的 解决  款车  后备箱  一米 系统 坐上去 一点 拥挤 这辆   放放 钓鱼 装备 油耗 这辆 接电 功能 适合 开春 朋友 春暖花开 地方 野炊 亏电,,4.88,0,neg,"[(0, 0.015735887), (1, 0.098966144), (2, 0.88529795)]",2
2895,车子 操控 地方 底盘 支撑 效果 到位 转弯 车身 支撑 高速 上开 车速 超过 遇上 横风 感觉 不稳 感觉  车子  亮点 整体 乘坐  表现 异味 车子 前 头部 腿部   一家人 这车 出门  后备 放下 东西 动力 三个 垃圾 一款 家用车  亏电,,4.88,0,neg,"[(0, 0.4275957), (1, 0.01489933), (2, 0.55750495)]",2
2896,缺点 味道 刚回来 味道 驱散 味道 感觉 效果 时间 沉淀 味道 越来越 散去 有点   很好 最起码 表现 充足  油耗 地方 亏电,,4.88,0,neg,"[(0, 0.36350483), (1, 0.021882303), (2, 0.6146128)]",2
2897,地方 内饰 内饰 稍微 落后 整体  好看 稍微   腿部  王道 试驾 这辆 感受    坐在  很好 坐姿  这辆 一家人 出去玩 发现 这辆    这辆 储物  东西 随手 拿到 顺手  东西  装载 能力 是因为 一家人 出去玩  东西 感觉 压力 一家人 亏电,,4.88,0,neg,"[(0, 0.8792534), (1, 0.1001056), (2, 0.020640988)]",0
2898,总体 没什么 非要 点儿 毛病 水杯 无线 充电 功能 鸡肋  加装 屏幕 刹车 体验  感觉 有点儿 点头 调整 喇叭 一点儿 后备箱 力气 版本 支持 外面 充桩  亏电,,5.0,0,neg,"[(0, 0.014540456), (1, 0.014528394), (2, 0.9709312)]",2
2899,中控 屏幕 强光 亮度 清晰度 屏幕 质量 不算 出色 钢琴 烤漆 面板 新车 状态 不稳 好看 担心 一段时间 划痕 到时候 影响 视觉 体验  要说 车身 尺寸 宋在 紧凑型 车身 轴距    乘坐  宽松 有点 车顶 大面积 全景 天窗 坐在 那种 感觉 视野 敞亮 感受 特别 开阔  内部 容积 特别 规整  利用率 亏电,,4.88,0,neg,"[(0, 0.88735414), (2, 0.103838556)]",0
2900,要说 款车 不足 异味 新车 异味 时间 新车 香水 遮挡 遮挡 味道  比亚迪 款车  讨厌 整体 乘坐  不稳  包括 头部  拥挤  一点 小东西 轻松 乘坐  款车 乘坐  不稳  头部 腿部  感觉 拥挤  东西  整体 优秀 亏电,,4.88,0,neg,"[(0, 0.6255424), (1, 0.019913217), (2, 0.35454437)]",0
2901,一个多月 时间 实在 特别 地方 爱屋及乌 原因 地方 地方 有点 是非 要说 地方 建议 厂家 品牌 音响 安静 不足 音乐会 舒心  车子  表现  系统 坐在 驾驶 头部  一拳 距离 副驾驶 女朋友    系统 应付 得来 坐在  头部 一拳 距离 感觉 压抑 感觉 前   亏电,,4.88,0,neg,"[(0, 0.11914562), (1, 0.29923004), (2, 0.5816243)]",2
2902,新车 味道 冬季 行车 空调 音响 全开 掉电 充电 速度慢 车机 交互 有待 提高  置物   地方 东西  轴距 车身 前  紧迫感 大容量   座椅 放倒 增加 碾压 家用 燃油 亏电,,4.88,0,neg,"[(0, 0.50930893), (1, 0.47485003), (2, 0.015841018)]",0
2903,减震 效果 村里 坑坑洼洼 车上 感觉 颠簸 轮圈 造型 有点 粗壮 大气   比较满意 坐在 车里 感觉  讨厌 感到 憋闷  座椅 调整 位置   讨厌 腿部 宽松 不足 小储物格 媳妇 车上 折叠 雨伞 零食 文件 物品 分类  容积 深够 两三个 垃圾 不成问题 亏电,,4.75,0,neg,"[(0, 0.10209857), (1, 0.3228549), (2, 0.57504654)]",2
2904, 携带 婴儿车  车辆 密封性 媳妇 每次 关门 反复 关门 使劲 心疼 车机 默认 音乐 播放器 每次 听歌 手动 打开 听歌 软件 希望 升级  车子 驾车 媳妇 副驾驶 我俩 调整 价格 姿势 目测   动力 几次 做人 肯定 朋友  二郎腿 地板 纯平 长途 做人 级别 燃油 没法 做人 亏电,,5.0,0,neg,"[(1, 0.5764304), (2, 0.41523033)]",1
2905,开车 过程 款车 整体 表现   表现      座椅 颠簸度 唯一   稍微 特别 座椅 纯平 状态 亏电,,4.88,0,neg,"[(0, 0.0419476), (1, 0.038678996), (2, 0.91937345)]",2
2906,车型 火爆 提车 速度 稍微   价格   东西 亏电,,4.75,0,neg,"[(0, 0.06388858), (1, 0.060201015), (2, 0.8759104)]",2
2907,提车 时间 值得 庆幸 冬季 寒冷 来临 提到   没的说 我家 台车    容积 后备箱 平时 外出 游玩 下走  储物 地方 整体 感受 个子 坐上去 丝毫 压抑感 感觉 宽松 亏电,,4.88,0,neg,"[(0, 0.017270794), (1, 0.017564872), (2, 0.9651643)]",2
2908,确切 地方 电池 底盘 担心 磕碰 电池 电池 距离 地面  车长 乘坐  毋庸置疑 扶手箱 宽大 储物   二郎腿  座椅 特别 宽大   油耗 亏电,,5.0,0,neg,"[(0, 0.020657463), (1, 0.02327971), (2, 0.9560628)]",2
2909,新车 味道 几天 新车 味道 理解  一家 坐车 旅行 排放 车上 睡觉 上次 川西 车上   亏电,,4.88,0,neg,"[(0, 0.02639637), (1, 0.023865078), (2, 0.94973856)]",2
2910,内饰 中控台 落灰 擦拭 一点  驾驶 位置 感觉   头顶 车顶 间距 一拳 座椅 调节 合适 位置 前胸 车子 方向盘 距离 适中 双手 颠簸 放在 方向盘 车子   间距 适中  坐满 三个 拥挤 坐在  膝盖  座椅 距离 一拳 半左右 整体 车子 内部 充裕 亏电,,4.88,0,neg,"[(0, 0.012691944), (1, 0.3764448), (2, 0.61086327)]",2
2912,性子 这块 急躁 特别 有点 等待 这款 狠狠 打脸 两个 多月 每周 销售 打电话 销售 总得来说 值得 等待 这车   感觉 区别 开开 感觉 平时 家人 出去玩 感觉 拥挤  座椅 物件 货载 亏电,,4.75,0,neg,"[(0, 0.24686182), (1, 0.73570335), (2, 0.017434875)]",1
2913,提车 发现 地方 提车 不足 异味 通风 点炭 几天 异味  一台  自然 很小     系统 坐在 驾驶 位置 头部 一拳 距离 腿部  舒展  地板 平整  座椅 靠背 倾斜 长时间 坐车 价格 亏电,,4.75,0,neg,"[(0, 0.016911991), (1, 0.017012032), (2, 0.96607596)]",2
2914,配置 内饰 选择 浅白色 提车 时间 两三个 提到  轴距  驾驶 乘坐 带来  感觉  容积 后备箱 大件 拉运  往前面 放平   扩宽 不足 储物  能力 驾储 物盒  后备箱 零件 东西 亏电,,5.0,0,neg,"[(0, 0.016778152), (1, 0.6710415), (2, 0.3121803)]",1
2915,地方 机系统 传统 那种 按钮  这车 中控 按钮 取而代之 触控  屏幕 指纹 天气 窗户 灰尘 沾到 屏幕 灰蒙蒙 一层 整得 时不时 擦一擦   表现 同价位 算得 中上 水平  乘客 腿部   轻松 翘着 二郎腿 内部 储物  感觉  手机 背包 细节 感觉  贴心 很方 亏电,,4.88,0,neg,"[(0, 0.97848), (1, 0.011427005), (2, 0.0100930035)]",0
2916,过程 记忆犹新 漫长 一言难尽 车友 同感 到手 感觉 一米 宽真 停车 轮毂 心疼 熟悉 影像 还好 好像 感觉   一米 七二 媳妇儿 一米 五五 连顶 车顶 机会 宽度 几次 教训 轮毂 牙子 亏电,,4.75,0,neg,"[(0, 0.01387908), (1, 0.86171037), (2, 0.12441053)]",1
2917,台车 优点 缺点 台车 十全十美 比亚迪 宋在 心目 缺点  效果 高速  要开 大点 音乐   亏电,,4.88,0,neg,"[(0, 0.9488313), (1, 0.024741026), (2, 0.026427638)]",0
2918,第一点 慢慢 刹车 加速 发现 抬头 点头 动作 稍微 一点 第二点 刹车 脚感 台车 初段 制动 动能 回收 后端 机械 制动 当初 动力 稍微 一点点 疲软 机械 制动 敏感  座椅 人机工程 很棒 坐上去 颠簸 背部 肩部 支撑 包裹 到位   很足 中控 区域 操作 搭载 比亚迪 平台 高级 满满 亏电,,5.0,0,neg,"[(0, 0.42408088), (1, 0.47697914), (2, 0.09893997)]",1
2919, 稍微 不如意 乘坐  乘坐  颠簸度 拥挤 感觉 储物格 感觉  特别 储物格 好像 合适 样子 打开 深度 太浅 没装 东西  无论是 驾驶  乘坐  宽松 动力 满载 偏胖 人群 憋闷 感觉 布局 觉着  不小 买菜 购物 回老家 东西 真棒 亏电,,4.63,0,neg,"[(0, 0.72236395), (1, 0.090220615), (2, 0.18741542)]",0
2920,订车 月初 通知 提车 感觉 速度 一点     冬天 拥挤  亮点  地方 充电 充电 手机 睡觉 特别 出去玩 朋友 开车 睡觉 亏电,,4.88,0,neg,"[(0, 0.022365406), (1, 0.023433875), (2, 0.95420074)]",2
2921, 座椅 放平 感觉 点点 安逸   稍微 影响 燃油 备胎 补胎 没用过 东西 千斤顶 赶紧 网购  系统 台车  异味 后备箱 娇小 身躯 轻松 驾驭  两三个 有点 全景 天窗 期待 明年 西藏 自驾游 透过 天窗 满天 星星 听说 折多山 满天 星辰 赶脚 期待 亏电,,4.63,0,neg,"[(0, 0.010743525), (1, 0.6440514), (2, 0.34520507)]",1
2922,个人感觉 地方 座椅 真皮 配置 真皮 座椅 感觉 不合理 副驾驶 手动 调节 感觉 电动 座椅 面子 上课 高档 有点 液晶 仪表盘 可惜 选装 只能 高配 空调 制冷 效果 暴晒 车里 打开 空调 温度 降到 最低  感  国产车 国人 心思   地平 小孩 第一辆 地台 家里人  做人 这样的话 感觉 价格 副驾驶 座椅 感觉 头部  后备箱 有时候 副驾驶 感觉 半天 不到 扳手 车友 群一问 副驾驶 亏电,,4.88,0,neg,"[(1, 0.4617475), (2, 0.53118765)]",2
2923,毛病 车子  效果 朋友 高速 不足 声音 一点 不稳 不小  不足   前    三个 成年人 拥挤   垃圾 日常 出差 出行 后顾之忧 亏电,,4.88,0,neg,"[(0, 0.027960531), (1, 0.023029713), (2, 0.9490097)]",2
2925,油门 踏板 轻盈 初段 响应 灵敏 后段 感觉 行程 一个点 比亚迪 内饰  真是太 统一 每辆车 内饰 没什么 新鲜感  尺寸 偏大 紧凑型 车身 尺寸 上比 紧凑型 优势 不足   全景 天窗  地板 平整 感 坐在 放松 感觉 不到 压抑 亏电,,4.75,0,neg,"[(0, 0.5649172), (1, 0.15685833), (2, 0.27822453)]",0
2926,车子 做工 细节 工艺 后备箱  价格 异味 不算 买车 享受 昂贵  定位 一台 紧凑型 台车 车身 尺寸 比同 级别 一点 不足   满座 束缚 活动  特别 充裕  特别 周末 老人 孩子 出去玩 后边 爬行 凳子 亏电,,4.75,0,neg,"[(0, 0.015293719), (1, 0.012387917), (2, 0.9723184)]",2
2927,接受 追求 完美主义 现实 在意 地方 车胎 高速  细节   呈现 程度 赶上 中型  成家 平时 开车 上下班 家里人 出门 轻松 坐得 特别  乘坐  家庭 用车 后备箱 三个 大人 拥挤 坐姿  腿部 区域 动力  凑合着 不大不小 亏电,,4.88,0,neg,"[(0, 0.6589839), (1, 0.012177267), (2, 0.32883886)]",0
2928,地方 缺点 难以 掩盖 款车 亮眼 地方 短期 一列 缺点 不该 留情 发现 解决问题 杯架  太小 只够 一瓶 商店 零售 瓶装 矿泉水 水杯 放不下 车机 中控 配置 没用 一年 不行 小迪 语音 交互 支持 多指令 执行 标配 佳通 轮胎 地力 不行 地方 影响 车辆 瑕不掩瑜   级别 同价位  坐垫 长度 异味 变态 变态 坐垫 腿部  膝部  距离 三拳 堪称 完美  宋在 这方面 异味 标杆 女同事 说好  亮点 眼镜盒 触摸式 阅读 天窗  想起 豪华车 风格 特别 懂车 人会 价格 杯架 放不下 杯子 高度 可放 比亚迪 这方面 亏电,,4.63,0,neg,"[(0, 0.17609352), (1, 0.48553744), (2, 0.33836904)]",1
2929,异味 地方 要说 肯定 提车 时间 订车 客户 一句 比亚迪 交车 异味 优秀 购买 销量 足矣 证明  储物  油耗  车门 下方  储物  储物箱  足以 女士 皮包 中控 正下方   女士 用车 平时 高跟鞋 上车 更换 放下 一双 女士 手提包 中控 扶手箱  超大  纵深 胳膊肘 储物  充足   样式 附加 中空 侧面 亏电,,4.88,0,neg,"[(2, 0.9814533)]",2
2930,车子 减震 那种 高台 减速带 一晃 一晃 车子 内饰 质感 差点   分配 一家 四口 出行 压力  三个 尾部 好看 实用   后备箱 孩子 出去玩 手推车 孩子 必需品 压力 储物  分配 储物格 齐全 零食 水杯 位置 亏电,,4.88,0,neg,"[(0, 0.01238475), (1, 0.011117776), (2, 0.9764975)]",2
2931,刹车 偏软 轮胎 地力 地板 起步 打滑 刹车 打滑 布雷 卡钳 刹车 打滑 平时 油耗  长度 轴距  二郎腿   搬家 能放 垃圾 亏电,,4.38,0,neg,"[(0, 0.018317997), (1, 0.017443676), (2, 0.9642383)]",2
2932,地方 异味 时间 太久 订车 说好 幸亏 着急 用车 内饰 一种 选择 白色 内饰 耐脏 全黑 内饰 深色 内饰 比较而言 白色 内饰 档次  整车   平整  家小  蹦蹦跳跳 款车 原因  座椅 放到 拖拖 东西 唯一 备胎 出行 安全感 内饰 上档次 耐脏 清洗 清洗 就行了 买车 好看 亏电,,4.75,0,neg,"[(0, 0.010886929), (2, 0.9798173)]",2
2933,车子 外面 稳当 减震 效果 出色 本来 看着 想着 减震  上下班 减速带 感觉  路段 坑坑洼洼 颠簸  驾驶 异味 超级 颠簸 终于 随意 安放 地方 头部 视野 影响  微胖 成年人 憋闷 感觉 体验 很好 车子 储物  真  挺足 亏电,,4.88,0,neg,"[(0, 0.52629185), (1, 0.011844912), (2, 0.46186325)]",0
2934, 当初 看车 感觉 这车   小孩 出生 感觉 台车  动力 外出 旅行 个人感觉  载物 能力  特别 追求 完美 希望   一点 大大提高 乘坐 颠簸性 实用性  载物  感觉 后备 婴儿车 想放  受限 台车  载物 能力 没什么 乘坐    座椅  生活 亏电,,4.88,0,neg,"[(0, 0.97339654), (1, 0.012159081), (2, 0.014444386)]",0
2935,用到 整车 车身 我家 巷子 一点 每次 进出 小心翼翼 还好 不足 中控 后备箱 配备 全景 影像 倒车 开车 全方位 查看 车辆 车库   异味  家里人 上下班 家人 出门 三个 大人 拥挤 估计 大人 感觉 款车 高度 压抑 车顶 一段距离 车身 长度     后备箱 国庆 厦门 鼓浪屿 旅行 三个 朋友 大件 行李 出行 购物 更是  座椅   亏电,,4.88,0,neg,"[(0, 0.1060361), (2, 0.88622606)]",2
2936,感觉 内饰  上差 感觉 外观 冲击力 缘故 内饰 落差  偏向 简约 有点 审美  驾乘  颠簸 车子 轴距 两米  本来  颠簸感 更好  坐满 成年人 一点 感到 拥挤 相互之间 空隙 很足 自由 亏电,,4.88,0,neg,"[(0, 0.5065384), (1, 0.10557104), (2, 0.38789058)]",0
2937,液晶屏 感觉 液晶屏幕 内饰 液晶屏 拉低 车子 档次 液晶屏 一点 完美  款车  设置  状态  油耗 个子 不算 很高 个子 只能 算是 个子 后边 同事 吃饭 有时候 三个 显得 拥挤  独立 杯架 小朋友 零食 饮料 亏电,,4.88,0,neg,"[(0, 0.12095573), (1, 0.08853906), (2, 0.7905052)]",2
2938,这辆 动车 影响力 特别 有点 配置 性能 瑕疵 行驶 过程 底盘 调校 灵活 有时候 震动 一点 提升 地方   车子 宽大 感觉 级别  整体 实力 肉眼 特别 车子 特别 特别 欣慰 亏电,,4.63,0,neg,"[(0, 0.9596037), (1, 0.01935283), (2, 0.021043418)]",0
2939,提车 时间 太久 款车 很火 订单 排队 后边    官方 数据 车长 轴距 两个 数据 紧凑型 车型 算是 抢眼 表现 乘坐  舒价格服 坐在 一点 拥挤  座椅 三个 压抑   亏电,,4.5,0,neg,"[(0, 0.02152331), (1, 0.21845205), (2, 0.7600246)]",2
2940,新车 才刚 特别 地方 一段时间 再来 发帖 分享  内部 整体 较大 乘坐  身材 胖瘦 价格 坐在 担心 拥挤 前提 超载   后备箱 装载 货物 十几 苹果 剩余  垃圾 旁边 空隙 中控 整体  比较简单 操作 功能 按键 平板 整体 简洁 亏电,,5.0,0,neg,"[(0, 0.3623684), (1, 0.011755114), (2, 0.6258765)]",2
2941,地方 内饰 塑料  工具 减震 棉用 回收 悬挂 一点 减速带 震动 车胎 佳通 四季 性能 起车 打滑 底盘 人行道 太行 磕过 几次 底盘 照亮 冬天 车库 外面 停车 倒车 嘎吱 嘎吱 声音 一阵 维修 人员 是因为 天气 太冷 胶皮 冻硬 一阵 比亚迪 传统 技能 背刺 车主 中控 看着 中控 默默无语 眼泪   系统 全家 有点  前 舒坦 视野  内部 光线 明亮 打开 全景 天窗 幕布 孩子 有点 往上 丝毫 轿车 亏电,,4.75,0,neg,"[(0, 0.063120194), (1, 0.73040605), (2, 0.2064738)]",1
2942,非要 地方 充电 充要 半小时 希望 早日 充电 五分钟 技术   数据 看过 销售 好像 级别    价格 地板 鼓起来 前提 一家人 回去  车要 亏电,,4.88,0,neg,"[(0, 0.020925965), (1, 0.89416355), (2, 0.08491049)]",1
2943,发现 地方 段时间 分享    系统 体型 偏胖 坐在  座椅 腿部  后备箱 头部  一拳 距离  地板 平整  腿部  舒展 不足 储物  车门 储物格 中央 扶手箱 之外 档杆 隐藏 储物台 放小 物件 放置 手机 充电 乘坐   座椅 乘坐 三位 成年人 乘坐 感觉 拥挤 亏电,,4.75,0,neg,"[(0, 0.4493482), (1, 0.012510102), (2, 0.53814167)]",2
2944,这辆 颠簸性 价格  麦弗逊 独立 悬挂  连杆式 的的 独立 悬挂 整体 避震 作用 坑坑 包包 路面 路感 反馈 只能 控制 车速 减少 有种 感觉 价格 赠品 价值 力度 昂贵 幅度 一点 销量 更好  单身  需求 比亚迪 担心  表现 系统 体重 开车 放松 身体  操控 价格     后备箱 亏电,,4.75,0,neg,"[(1, 0.05245398), (2, 0.93811387)]",2
2945,整辆 整体 表现  两个 缺点 等待 提车 周期 月初 月份 拿到 酒香 巷子深 款车 不稳 值得 等待 车速 行驶 理解 燃油 发动机 轰鸣声 掩盖 担心 汽车 发动机 掩盖 声音    维度   地板 全平  座椅 靠背 调节 整体  乘坐 颠簸 中午 两个 小时 休息时间   拿来 平躺在 睡觉 都行 冬天 一条 空调 备用 亏电,,4.75,0,neg,"[(0, 0.42674506), (2, 0.56376266)]",2
2946,座椅 颜色 太浅 感觉 耐脏 颜色   讨厌 驾驶舱 不用 调节  面试 弧形  视觉 显得 后备箱 储物 功能 扶手 储物 位置 起码 能放 物品   系统 膝盖 碰到 驾驶 轻松 二郎腿  踏脚 位置  位置 价格 三个 壮汉 压力 头部  颠簸 尾箱  还好 尾箱  够够 旅行 几个 大大的 垃圾 估计  往后 放倒 只能 往前 得赞 放倒 平整 枕头 睡一觉 老婆 家门 枕头 被子 酒店 家人  价格 亏电,,4.63,0,neg,"[(1, 0.4564973), (2, 0.5367405)]",2
