关键词,标题,提问时间,提问内容,地方,官方答复,答复时间,提问内容_positive_probs,提问内容_negative_probs,官方答复_positive_probs,官方答复_negative_probs
疫情,疫情补助,2022-06-06 18:27,关于疫情补助领取条件 怎么证明有税务登记 去哪办理咨询,留言对象：吉林省长春市南关区委书记,网友您好，工作人员首先将从税务所提供的税务登记企业名单中进行查询，查询到的，即为有税务登记，可以办理申请。未查询到的，经过汇总报区税源办进行二次确认，税源办确认的，即为有税务登记，可以办理。税源办未确认的，不予办理。两轮确认后，即可判定企业是否有税务登记，该项确认工作止步于社区或税源办。在2022年5月1日之前在税务部门办理税务确认的，才有申请资格。,2022-06-08 17:11,0.2481,0.7519,0.0178,0.9822
疫情,疫情期间,2022-04-03 22:40,幼儿园疫情期间不能去学校，是不是应该退学费？,留言对象：河南省漯河市市长秦保强,网友，您好。经市教育局调查，根据河南省教育厅 河南省发展和改革委员会 河南省财政厅《关于做好疫情防控期间学校收费管理工作的通知》（豫教财〔2020〕60号）要求，“各地要落实网上教学相关规定，扎实做好线上教学和开学复课工作”和“严格落实住宿费退费要求。学校按照实际发生原则收取住宿费，每学年按照10个月（每学期5个月）计算，多余部分于学期末据实结算一律退还学生。在校实际住宿时间不足一个月的，15天以下的按半个月计算，15天以上的按一个月计算。”经与留言人联系，涉及的幼儿园为临颍县金色阳光幼儿园，市教育局已要求临颍县教育局复学后妥善处置此事，并将处置结果上报市教育局。经与留言人联系回访反馈，留言人对办理结果满意。,2022-05-23 16:23,0.0093,0.9907,0.254,0.746
疫情,疫情创业,2022-03-15 18:01,西安市疫情反复，个体创业血本无，个人在灞桥区华阳城玲珑苑，租了几间小房子，开民宿，一月份零收入，现在又是疫情，没有任何收入。但还是照样交房租物业费，电费暖气费两个月已经亏了近万元，请问政府不给补助吗，不是有创业补助吗，不让物业减免费用吗,留言对象：陕西省西安市市长李明远,"网民朋友：
        您好！关于创业补助问题，您可登录西安市人社局官网“网上大厅”“西安市一次性创业补贴”公共服务专栏内，按系统提示填报申请。",2022-04-07 16:37,0.0036,0.9964,0.2579,0.7421
疫情,关于疫情管理,2022-05-23 22:09,"1.本次疫情到底是什么原因传播的。是不是进口冷链传播的，没有及时进行对公众进行公示，如果不是，什么原因造成本次疫情的大传播。是否需要进行追责！
2.在疫情传播过程中，为什么还有很多人中招。是否还有不戴口罩，不扫场所码的现象。是不是能通过本次疫情吸取教训。不能总嘴上说说，管理上还有漏洞，对于不能按照疫情管理的，应该通过一定的奖惩制度进行管理。",留言对象：天津市委书记陈敏尔,"尊敬的网友：
您好！您的留言已收悉，关于您提出的问题，工作人员已于2022年6月21日下午15时05分左右同您进行了电话沟通。感谢您对天津市疫情防控工作的关注与支持。",2022-06-21 15:09,0.0098,0.9902,0.9818,0.0182
疫情,疫情广播,2022-03-26 16:35,领导您好，我是居住在南通市通州区兴仁镇阚家庵村的村民，我们村的疫情广播每天早上九点到十二点，下午二点到五点半播放，声音太高，而我又经常上夜班，我都休息不好，希望领导能让广播声音小点，或者播放时间稍微短一点，我也知道疫情期间人人有责，但是也不要太影响我们休息。,留言对象：江苏省南通市通州区委书记,"人民网网友，您好！
    您关于希望能让疫情广播声音小点，或者播放时间稍微短一点的留言已收悉，现答复如下：
    根据您反映的问题，我镇要求阚家庵村委会避开休息时间，将广播宣传时间改为上午9:00～11:30，下午4:00～5:30。
    最后，感谢您对我镇工作的支持与理解。



                                                                     南通市通州区兴仁镇人民政府
                                                                            2022年3月28日",2022-03-28 15:21,0.2384,0.7616,0.5278,0.4722
疫情,做好疫情善后,2022-07-29 00:02,疫情期间听从政府号召居家不出游，疫情善后要一视同仁，,留言对象：广东省珠海市市长黄志豪,"网友您好：
       针对您反映的“做好疫情善后工作”的问题，经调查，具体处理情况如下：
       您好，关于您反映的问题，珠海12345热线工作人员已于2022年8月1日上午致电您做好相关的解释工作，并建议您补充深圳国旅俏夕阳珠海代办点的名称、地址等信息，以便相关部门核实处理，感谢您的支持与理解。
       感谢您的留言。",2022-08-01 14:25,0.2399,0.7601,0.9287,0.0713
疫情,疫情宣传扰民,2022-03-12 11:21,领导您好，我是新安所街道一村民。新安所在主要街道上安装了广播设备，音量巨大，特别是在周六会有违停车辆喊话，近日由于疫情反复还从早到晚一直大声播放疫情防控广播。疫情防控固然重要，但是希望选择合适的宣传方式，此举已经严重影响了周围居民的日常生活，特别影响休息、学习。疫情防控要求我们居家少走动，但是这个大广播已经让我们想逃离这里了！希望疫情防控宣传不要事与愿违。,留言对象：云南省红河州蒙自市委书记,"您通过人民网领导留言板给市委李梅书记的留言已收悉。蒙自市新安所街道高度重视，现将有关情况回复如下：
经核实，当前，全球新冠肺炎疫情呈扩散势头，国内多地出现零星散发本土病例，疫情防控形势异常严峻。为严格落实党中央、省、州、市疫情防控要求，进一步做好新安所街道“外防输入、内防反弹”工作，保障人民群众生命安全和身体健康，新安所在街道党工委、办事处的坚强领导下，严抓疫情防控工作，确保了常态化疫情防控和经济社会发展两手抓、两手硬。今年以来由于文山、河口、金平突发新冠疫情，新安所街道做为进入蒙自市区的最后一道屏障，以及全州水果贸易集结地，是全市疫情防控工作的中心，是保障全市人民生命财产安全的哨所。为全市人民站好岗，放好哨一直是新安所街道党工委、办事处紧抓常态化疫情防控工作的目标。任何时候都把疫情防控工作作为压倒一切工作来抓。近期以来为进一步加强疫情防控管控，新安所街道利用广播、微信群、LED大屏幕、入户宣传等各种方式对疫情防控知识进行宣传，特别针对当前德尔塔克戎传播速度快、感染率高的特点，及时提醒广大群众正确佩戴口罩、尽快接种新冠疫苗、减少人员聚集。并进一步完善以街道、村社区、村（居）民小组为单位的三级网格，全体网格员共发放疫情防控宣传单57000余张，精准排查辖区内常住人口，及时排查入蒙返乡人员。设立龙古塘疫情防控卡点，检查过往车辆和乘客的“两码”及体温。力争守住蒙自市的“后门”。新安所街道地广人密，广播宣传做为当前疫情防控最有效的宣传手段，对老年人群体的防疫知识普及有着举足轻重的作用。新安所街道的一系列疫情防控举措得到了广大人民群众的大力支持、配合与赞同。
对于您反映的广播音量过大问题，新安所街道将结合实际进一步优化疫情防控宣传工作，减少广播播放频率，避开群众休息和睡觉时间段，适当调低广播音量进行播放。
感谢您对我们工作的监督与支持，并希望在今后的工作中提出更多的意见或建议。",2022-04-14 17:33,0.0154,0.9846,0.971,0.029
疫情,疫情出行,2022-04-05 06:48,现在洛阳已经没有疫情，因为要去外地考试，要过洛阳，现在火车汽车都停了，能否尽快开放。,留言对象：河南省济源产城融合示范区（济源市）济源产城融合示范区党工委书记、济源市委书记 史秉锐,"        网友您好，您的留言已收悉。您反映的问题济源产城融合示范区高度重视，立即安排示范区交通运输局调查落实，现将具体情况反馈如下：
根据2022年4月3日《济源示范区新冠肺炎疫情防控指挥部办公室公告》（2022年第8号）第一项第5条“长途班线、旅游包车、水上客运暂时关停”的规定，目前，济源示范区所有长途客运班线暂时停运。
        如确有出行需要的群众，济源环球运输有限公司可提供“点到点，门到门”包车服务，乘客需持48小时内核酸阴性证明乘车。详情请联系：0391-6601588、0391-5556666。
        感谢您对我们工作的支持和信任。",2022-04-14 10:31,0.7411,0.2589,0.9583,0.0417
疫情,关于疫情,2022-03-01 22:08,您好领导！我是在河西区解放南路475号天津一商家纺城内经营的商户，（现在一商归属为方大集团），今年由于天津春节之前突发疫情，我们也是被隔离在津南区和河西区，导致无法经营，解封后我们也是苦苦支撑，入不敷出所以导致我们非常困难，故请问领导今年关于疫情期间有沒有减免政策，或是如何减免，恳请领导为我们多多考虑！谢谢领导们,留言对象：天津市委书记陈敏尔,"市民：
您好！感谢您的留言。收到您的留言后，区领导高度重视，立即责成区财政局调查核实，现回复如下：
您咨询的关于今年疫情期间有没有减免政策问题，经我区财政局核实，您反映的西区解放南路475号天津一商家纺城属于方大集团，不属于河西区行政事业单位的房产，不属于区财政管辖范围，您的问题建议咨询河西区疫情防控指挥部，电话23260093。
再次感谢您对我区工作的理解与支持，祝您生活愉快！",2022-03-07 16:55,0.1497,0.8503,0.9438,0.0562
疫情,疫情复课,2022-04-13 23:26,我县疫情已经得到有效控制，店铺可以正常营业。高考在即，学校为何迟迟不给我们回到学校正常上课。,留言对象：广西壮族自治区主席蓝天立,"网友您好！您反映的问题宁明县人民政府已组织相关部门进行了调查。现将有关问题答复如下：
2022年3月12日宁明县发生疫情以来，宁明县始终从严从紧、从细从实抓好疫情防控工作，经过全县人民的共同努力，本轮疫情防控取得了阶段性胜利，进入了常态化疫情防控状态。在本轮疫情处置期间，宁明县结合疫情形势实施疫情防控分区分级管理，特别针对学校作为人员密集的重点公共场所，为确保全校师生健康安全,对学校疫情防控措施实施动态调整，通过学校分区、分类、错时、错峰复学等措施加强学校的防控。在学校复学方面，宁明县从2022年4月7日起高三和初三学生开始复学，于2022年4月25日实现全县全面复学，进入校园常态化疫情防控状态。请家长和学生继续按照宁明县疫情防控有关要求在学习、生活中做好个人防护工作。
感谢您对宁明县疫情防控工作的关注和积极配合，欢迎您今后继续关心和支持我们的工作。",2022-05-13 17:01,0.3957,0.6043,0.9826,0.0174
疫情,疫情严峻,2022-03-12 20:40,领导您好，当下疫情形势严峻，请问是否有停课的打算呢?如果有，中高考会延期吗？,留言对象：甘肃省兰州市城关区委书记,        您好！针对您反映的问题，经了解，区教育局管辖的各级各类学校，将严格按照相关防疫部门要求做好抗疫防疫工作。考虑到师生的生命安全，按照区联防联控办公室的最新要求，涉疫学校将于3月16日起全校停课。城关区教育局将要求相关学校安排好停课学生的线上教学工作并做好健康数据收集统计。另外，中高考相关事宜由市级部门负责管理，建议您可就此问题直接向市级留言平台予以投诉咨询。期间给您生活带来的不便敬请谅解。,2022-03-16 11:42,0.015,0.985,0.5362,0.4638
疫情,疫情,2022-04-10 19:38,书记您好，我是新乡市获嘉县的一名群众，我们河南疫情基本快到尾声，目前我发现像郑州这样人流密集的大城市尚且没有关停各种例如健身房，电影院类的公共场所，但是新乡市却不让营业，真心希望领导可以注意到心声。在常态防控下求发展，尽最大努力不影响经济发展。谢谢您了。,留言对象：河南省委书记楼阳生,"网民您好！您在人民网反映的留言已收悉,现将有关情况反馈如下： 
经核实，获嘉县是根据新乡市6号通告第三条防疫防控管理措施而实施：1、施行关闭棋牌室、KTV、网吧等通风环境差、人群聚集密闭场所。2、所有商超、宾馆、沿街门店等重点公共场所务必压实“测温、扫码、戴口罩”措施。3、景区、影剧院、饭店等人员密集场所要严格落实“预约、限流、错峰”要求，室内接待人员上限不得超过容载量的50%，室外不得超过容载量的75%，可视情况采取临时关停措施。",2022-04-24 09:47,0.7959,0.2041,0.0095,0.9905
疫情,疫情防控,2022-05-09 16:50,"疫情期间青羊区群康路友谊茶坊的麻将馆在正常营业，存在疫情传播隐患，请相关部门处理。
",留言对象：四川省成都市青羊区委书记,"网友：
    您好！您留言反映的问题，经青羊区调查处理，现答复如下：
    光华街道财大社区了解情况后，立即安排网格员并联系光华派出所共同前往该茶坊，当面告知茶坊责任人必须遵守成都市防疫规定，经沟通，该茶坊责任人同意暂时将茶坊关闭。
    感谢您的留言。",2022-05-11 09:59,0.1459,0.8541,0.2573,0.7427
疫情,疫情建议,2022-02-21 15:04,现在疫情当前，应该让人们在家隔离，应该停产一段时间，望可以采纳一下，让人们更好的防控。,留言对象：内蒙古自治区包头市市长张锐,"网民朋友：
       您好！您的留言已收悉，包头市新冠肺炎疫情防控指挥部工作人员已与您联系并就相关政策进行了解答。如有疑问，请拨打包头市新冠肺炎疫情防控指挥部电话0472-5619350进行咨询。

",2022-02-24 10:48,0.6087,0.3913,0.9492,0.0508
疫情,疫情防控,2022-03-31 13:45,"因经历三年的疫情，希望加强本市的疫情防控措施，建议政府能出台凡高风险抵昆应采取强制隔离7-14天，给老百姓个良好的生活环境，非公务需要不允许到高风险地区和国外旅游，望疫情早日抵制，恢复社会秩序。
",留言对象：云南省委书记王宁,"网民同志：您好！ 
您通过人民网领导留言板给云南省委书记的留言收悉，昆明市委、市政府高度重视，经昆明市卫生健康委员会认真调查处理，现将有关情况回复如下：
昆明市疫情防控指挥部已出台针对来自中高风险地区、行程码带星号人员的管控措施，您可以通过“掌上春城”等网上平台关注，了解最新通告内容。
感谢您对我市工作的支持与理解，祝您身体健康、生活愉快！",2022-04-14 12:01,0.1678,0.8322,0.9799,0.0201
疫情,疫情防控,2022-03-25 12:57,尊敬的市委书记您好！自3月5日兰州出现疫情以来，张掖各个部门和全市人民众志成城，抗击疫情。近期，张掖市所有场所进入都需要场所码和行程码，对张掖疫情防控起到了很积极的作用。到现在为止，唯独明达公寓没有防疫人员的监督扫码和登记。,留言对象：甘肃省张掖市委书记卢小亨,"网民朋友，您好！
       3月27日，您在“人民网•领导留言板”上留言，反映疫情防控的问题，现答复如下：
       针对您反映的问题，甘州区防控办立即督促东街派出所安排民警，全力配合社区工作人员做好该区域进出人员的扫码登记等疫情防控工作，目前值守人员已到位。下一步，甘州区防控办将持续加大监督检查力度，确保各项防控措施落实到位。未尽事宜，请与甘州区防控办联系。电话：0936-8621760。
",2022-04-02 22:15,0.8706,0.1294,0.5823,0.4177
疫情,疫情防护,2022-09-04 12:44,市委领导您们好！我是武都区琵琶镇一村民，在这疫情当下，学生开学之际，做核酸人员严重聚集扎堆情况相当严重，有的家长刚从外地回来，也带着孩子一同，特别我们农村，人们的觉悟很低有的甚至不带口罩，增大了疫情传播风险，为了避免这些人员聚集，我在这里建议一下，能不能每个学校派专人去学校做核酸，这样就更安全，希望有关部门进行整改，这也是对我全市人民的负责。,留言对象：甘肃省陇南市委书记张柯兵,"        尊敬的网友：
        您好！收到您的留言后，武都区高度重视，立即安排相关单位进行调查，现将有关情况说明如下：
        经核查，2022年秋季开学之际，确实存在家长与学生在常态化核酸检测采样点扎堆做核酸的现象，您反映情况属实。为巩固疫情防控成果，切实保障人民群众生命安全，琵琶镇已协调派出所民警维持核酸检测采样点现场秩序，有效避免了聚集扎堆现象。同时召开疫情防控工作会议，要求各村“两委”积极做好疫情防控工作，对重点区域按照要求进行消杀，劝导群众在公众场合科学佩戴口罩，做好个人防护，减少疫情传播风险。
        目前，琵琶镇按照常态化核酸检测要求，已安排辖区卫生院工作人员分批次进入校园为师生进行核酸采样，切实保障师生健康安全。下一步，相关部门将扎实做好常态化疫情防控工作，守护群众生命安全。
        感谢您对我们工作的关心和支持！",2022-09-30 10:36,0.0128,0.9872,0.9823,0.0177
疫情,疫情建言,2022-03-31 12:52,疫情爆发以来，管控人口增多，时间较长，部分群众不理解。1.化解群众的生存焦虑、健康焦虑乃当务之急。2.上海要充分调动周边兄弟省市的医疗物资和生活保障资源。3.基层党组织、党员要在关键时刻先锋模范带头示范，各级防控人员（部分防控人员素质有待提高）在工作中既要有力量又要有温度，温度暖人心聚人心，人心齐才能战胜疫情。4.互联网舆论关注，防范错误短视频。,留言对象：上海市委书记陈吉宁,"网友您好！
　　您的留言收悉，感谢您的留言和建议，我们已将您的留言转送相关部门研究参考。如您有其他建议，也可以登录中国上海门户网站，通过政民互动版块中的人民建议征集信箱等途径建言献策。
　　感谢您对我们工作的理解与支持。
　　特此回复。",2022-04-05 23:00,0.0112,0.9888,0.9712,0.0288
疫情,疫情期间退费,2022-07-10 15:21,各位领导好，关于疫情期间的退费问题，想了解下具体退费内容是什么，孩子在秦州区某民办幼儿园上学，去年疫情退费幼儿园只退了伙食费，保教费直接没有退，今年前半年疫情学校退了伙食费和保教费，但经过和学校老师的沟通说是保教费只退了扣除老师工资和房费后剩余的一部分，老师的工资和房费需要家长来承担吗？这个不是幼儿园需要承担的吗？学校盈利的时候也没见给我们家长分红啊，为什么亏损却需要用保教费来填补，还有据我了解麦积区的疫情期间退费出的相关文件明确指出了从去年疫情期间开始学校就要退返家长孩子不在校期间的保教费和伙食费，而秦州区的相关文件里为什么只说是今年疫情期间的，那么去年的就不用退了吗？,留言对象：甘肃省天水市秦州区委书记,"尊敬的网民：
    您在人民网《领导留言板》留言反映的问题，现答复如下：
    根据省市相关规定，关于疫情期间的保教费及伙食费，要按幼儿实际在园天数计收。我局已将省市《关于加强疫情防控期间学前教育收费管理工作的通知》转发各幼儿园，并要求幼儿园严格执行省市疫情防控期间学前教育收费规定，切实做好疫情期间的退费工作。对于您反映的问题，请致电我局（电话0938-8236025），具体说明未按规定退费的幼儿园名称，我局将及时督促相关幼儿园，按规定清退疫情期间的保教费及伙食费，妥善处理好您的问题。
    感谢您对我区学前教育工作的监督和支持。

",2022-07-15 18:13,0.0043,0.9957,0.5854,0.4146
疫情,疫情延后考试,2022-04-07 11:02,尊敬的市委领导您好，我是一名女性驾驶证学员，我的驾驶证5.6日到期正巧遇上疫情一再推迟不能参与，现疫情更加严重，已被封隔离在家，更加不能参加考试，希望咨询一下领导能否延迟点驾驶证的学习期，等疫情结束后在参加考试,留言对象：山东省潍坊市市长刘运,"尊敬的网友：
       您好！您反映的问题，潍坊市公安局交警支队进行了调查处理。
       受疫情影响，潍坊市公安局车辆管理所自2022年3月21日起暂停了驾驶人考试业务。随着疫情防控形势好转，自2022年4月12日起逐步有序恢复部分机动车驾驶人考场的考试业务。接省公安厅车辆管理所通知，对于学习驾驶证明有效期在2022年3月1日（含）至2022年6月30日（含）期间的，将学习驾驶证明有效期延长3个月。建议您在有效期内及时完成考试。您可关注“潍坊车管”微信公众号，随时了解动态。
       后期如有问题，可拨打0536-8288362进行咨询。
       感谢您的留言！",2022-04-14 18:55,0.0074,0.9926,0.9617,0.0383
疫情,疫情补贴,2022-10-02 12:26,领导你好，2022年9月16日到2022年9月25日经校企劳务介绍在淘菜菜工作。工作10天，淘菜菜班组长说疫情补贴30一天，并没有规定干几天，补贴到什么时候（经了解别的劳务规定疫情补贴是9月9号到9月22号，干七天就有，但我已干够七天）。劳务说没有，和我一起去的别人都发了，我感觉这个钱就是被个人扣了，希望领导替我讨回本该属于我的补贴，感谢领导,留言对象：山东省青岛市胶州市委书记,"您好！您通过“领导留言板”的留言收悉，现将有关情况回复如下：
经协调，您反映的疫情补贴将于月底前发放到位。针对该问题您还有什么疑问，可直接拨打胶州市人力资源和社会保障局电话82205961咨询。",2022-10-21 18:31,0.0862,0.9138,0.6127,0.3873
疫情,疫情隔离,2022-03-25 16:30,我是盘龙区星雅俊园小区普通市民，本月11早上接疫情隔离通知，至石林酒店隔离至今已超14天，各方打听无后续安排，请求回复,留言对象：云南省昆明市市长刘佳晨,"网民同志：您好！
您通过人民网领导留言板给昆明市长的留言收悉，昆明市委、市政府高度重视，经盘龙区文化和旅游局认真调查处理，现将有关情况回复如下：
昆明于2022年3月出现呈贡“307”疫情发生后，随后盘龙区也出现疫情情况和现象，为认真做好辖区疫情防控工作，结合辖区相关区域内核酸检测结果和疫情风险研判，盘龙区迅速发布了“关于‘三区’管控范围及相关管控措施的公告”等相关公告和通知，其中“万宏路社区星雅俊园小区部分栋房”等小区和栋房被调整为中风险地区。并对涉及封控区和管控区的人员，结合盘龙区工作情况和个人实际情况进行居家和酒店隔离观察，要求落实严防人员流动等管控措施，开展和做好人员核酸检测和健康监测等工作，目前已解除相关管控工作。接件后，盘龙区文化和旅游局工作人员于4月2日与您取得联系，对相关政策做了宣传和解释说明。
       感谢您对我市工作的支持与理解，祝您身体健康、生活愉快！",2022-04-07 11:33,0.0301,0.9699,0.8015,0.1985
疫情,疫情聚集,2022-03-21 20:44,我是滨海新区市民，反应滨海新区扬州道文明里夜市大量聚集群众！影响交通，城管不执法，露天市场卖货。疫情期间希望领导重视。,留言对象：天津市滨海新区区委书记连茂君,"尊敬的网友：
    您好。您在人民网上给书记留言，反映扬州道文明里夜市疫情防控的问题，杭州道街道办事处领导高度重视，立即责成相关部门认真调查，现将有关情况答复如下：
    经了解，街道执法人员已及时进行了查处，位于文明里小区南门西侧的晚市已关停。针对扬州道存在的占路经营现象，街道已安排人员加大该点位管控力度，依据《天津市市容和环境卫生管理条例》第十九条之规定，及时查处该处占路经营行为，维护好周边环境秩序。
    特此回复。感谢您对我们工作的关心与支持。






",2022-03-31 16:09,0.0919,0.9081,0.2521,0.7479
疫情,疫情防控,2022-07-14 02:26,书记你好，我是一名疫情防疫人员，这次有幸回到咱们甘肃平凉老家，因为要去外省支援，于7月14号凌晨在平凉第二人民医院做核酸，对咱们平凉疫情核酸采样得好好说说，我也知道在这个非常时期大家都很累，疫情无小事防疫靠大家，不能因为一个地方的松懈造成整个防疫的漏洞，详情请见备注区。,留言对象：甘肃省平凉市委书记王旭,"网民您好：
    7月16日您在人民网“领导留言板”上留言，反映“平凉市第二人民医院疫情防控不严格”的问题，现答复如下：
    经查，关于您反映的“第二人民医院未执行24小时核酸采样”的问题，平凉市第二人民医院实行四班制24小时核酸采样制度，7月13日晚11时左右，由于现场无核酸采样群众，工作人员暂停采样并对现场进行了消杀，造成了前往采样群众的不便和误解，但在及时沟通后尽快恢复了核酸采样工作。关于您反映“核酸采样强制关注第二人民医院公众号”的问题，由于平凉市第二人民医院核酸采样缴费需进入医院HIS财务系统，故设置了绑定公众号注册缴费的程序，目前，医院已对缴费程序作了进一步优化，向银行申请了电子二维码，群众可通过二维码直接扫码缴费。关于您反映“采样过程未安排工作人员组织群众保持一米线距离”的问题，平凉市第二人民医院已进一步加强人员配备，建立动态管控机制，在采样群众较多时及时抽调人员加强采样群众引导，确保采样群众间距达到“一米线”安全距离，采样结束后尽快动员群众离开采样区域，避免交叉感染风险。关于您反映“采样人员未执行一人一消，防护服穿脱不规范”的问题，平凉市第二人民医院已对全体医护人员特别是核酸采样人员再次进行了规范培训和实操演练，培训合格后方能上岗，同时，严格要求采样人员落实“一人一采一手消”“十人次更换手套一次”制度，确保医护人员自我防护到位。关于您反映“在现场反映问题遭到工作人员辱骂”的问题，由于当日工作人员忙于现场消杀，未能及时为您采样，并在与您沟通过程中发生口角，对此，区纪委监委、区卫健局已责成平凉市第二人民医院对相关工作人员做出了绩效处罚和批评教育，并对医院分管领导进行了约谈。",2022-08-16 10:18,0.9429,0.0571,0.0054,0.9946
疫情,疫情期间楼里装修扰民和疫情防控问题,2022-03-15 15:05,和平区绥化西街10号楼2楼装修，噪音大，影响学生居家上课，而且装修工人外来人员疫情防控风险大，请领导安排处理，避免疫情防控期间噪音扰民和疫情风险。,留言对象：辽宁省沈阳市和平区委书记,"尊敬的网友：
  您好!您通过人民网“领导留言板”反映的问题已收悉，相关部门高度重视及时调查了解，现将有关情况回复给您：
  经调查，社区工作人员与装修业主积极沟通，告知其疫情期间在沈人员必需进行核酸检测，且流动人员非必要不外出，应先暂停装修，待疫情过后再装修，以免影响中小学生居家上网课。在社区工作人员的宣讲政策下，装修人员已撤离。经与您电话沟通，您对我们的工作表示理解。
  对此带来的不便，敬请谅解。感谢您的信任和支持！",2022-04-03 10:43,0.0298,0.9702,0.9229,0.0771
疫情,疫情补贴,2022-06-02 14:18, 您好，我是居住在沙尾西村118栋的村民，我的疫情补贴，过去两个月了没有收到，我去找过社区多次没有结果，请帮忙核实感谢！,留言对象：广东省深圳市福田区委书记,"       网友您好，首先感谢您对我们工作的支持，现就您咨询的疫情补贴答复如下：
       经查，您的补贴申请已受理并已提交发放，但由于您申请信息中银行卡信息填写错误，导致未发放成功，对于个人信息错误导致发放不成功的人员均已统一发送短信告知前往社区进行更正，这边已查到您的更改信息，已在2022年6月7日发放成功，请您留意银行收款信息通知，感谢您的理解与支持！
       最后，再次感谢您对我们工作的支持，后续如有相关问题，欢迎致电沙头街道办事处，电话：0755-83302156。",2022-06-14 09:35,0.7615,0.2385,0.9778,0.0222
疫情,疫情补贴,2022-03-29 22:02,领导好，请问宝安有考虑疫情对辖区个体工商户的影响吗？减租只有租国有企业的。南山区个体工商户最高补贴5000元，宝安有考虑吗？,留言对象：广东省深圳市宝安区委书记,    您好，您的留言事项已收悉。您留言所反映事项，请关注宝安区人民政府官网或“滨海宝安”微信公众号查询获悉。,2022-03-31 16:57,0.0397,0.9603,0.9033,0.0967
疫情,疫情无小事，防控疫情，人人有责,2022-03-31 07:17,目前疫情形势严峻，村民大多也自觉不外出打工，有大把空闲时间。没有疫情的时候，几个人聚在一起玩玩麻将打打牌，打发一下时间，很正常。但现在是非常时期，玩牌的人少，看牌的人多，万一有一个传染源，后果不堪设想，希望政府加大宣传，让村民认识疫情的严重，不聚集扎堆，希望疫情早日消退,留言对象：安徽省马鞍山市委书记袁方,"网友：
    您好！您在人民网给市委书记留言，反映疫情防控期间打牌聚集问题，博望区委高度重视，认真予以办理，现将办理情况回复如下：
    经核查，丹阳镇宝义村陶家自然村有5户村民自家拥有麻将机，偶尔有打麻将现象。丹阳镇宝义村工作人员上门对5户户主进行了批评教育，并与户主签订了停止居家打麻将承诺书。同时，丹阳镇再次就当前疫情防控政策向群众进行了宣传，并督促宝义村加大巡逻频次，利用流动小喇叭继续加强疫情防控政策宣传力度；丹阳镇派出所不定期安排人员进入该村开展执法巡查，对发现聚众打牌人员将依法处置。  
    博望区工作人员尝试与您取得联系，但您的联系方式不详。 
    感谢您对我们工作的关心和支持，如果您还有不清楚的地方，请与博望区丹阳镇疫防办联系，联系电话：0555- 6918000。",2022-04-06 17:18,0.0033,0.9967,0.8799,0.1201
疫情,疫情租金减免,2022-11-06 08:44,感谢政府对小微企业国有房屋租金减免政策，合肥今年已经减免了3个月。根据国家政策，中高风险疫情区域租金减免为6个月，合肥疫情发生后，是否再追加减免。谢谢,留言对象：安徽省委书记郑栅洁,"    网友，您好。收到您在人民网留言咨询“疫情租金减免”事项后，我委高度重视，及时了解核查留言情况，督促相关企业妥善处理。现就有关情况回复如下：
    省属企业全面落实省委、省政府部署，坚决履行国企责任，对承租省属企业经营性用房的中小微企业、个体工商户，免收2022年3个月（2月、3月、4月）房屋租金；对2022年被列为疫情中高风险地区所在县级行政区域内的，再免收3个月房屋租金，全年合计6个月（第四季度被列为疫情中高风险地区的，要通过当年退租或下年度减免等方式足额减免6个月租金）。
    经了解，您公司合肥图晟文化传媒有限公司，承租合肥新桥国际机场有限公司（机场集团子公司）候机楼商务贵宾厅场地，由安徽民航蓝天旅行服务有限公司（机场集团子公司）经营。前期，机场集团已为您公司减免了2022年2、3、4三个月房屋租金2.5万元。10月，因疫情风险区域划定变动，机场集团坚决落实省委省政府有关房租减免政策，及时开展摸排，拟对符合政策条件的租户办理再减免3个月房租手续。11月15日，机场集团与您联系，核实有关情况，沟通免租手续办理事宜。
    11月17日，我委安排专人与您电话联系，解释房租减免相关政策，回访确认办理情况，您对此表示满意。感谢您对我们工作的支持！",2022-11-23 13:48,0.6467,0.3533,0.9146,0.0854
疫情,疫情防控,2022-04-06 19:32,麒麟路与北京大道交叉口两侧晚上唱歌唱戏较多，围观的基本上是中老年人个人防护基本上没有，近期疫情形势严峻，希望政府部门坚决取缔，避免疫情蔓延,留言对象：河南省南阳市委书记朱是西,市民你好，非常感谢你对我们工作的关心和支持，百里奚街道疫情防控办已经联合执法人员对其进行批评教育，今后，百里奚街道疫情防控指挥部办公室会加大管理力度，也请广大居民群众积极配合支持疫情防控工作，我们将认真履行职责，在政府的领导下，密切与有关职能部门配合，筑牢疫情防控防线。,2022-08-15 17:28,0.102,0.898,0.9542,0.0458
疫情,疫情补贴不发,2022-08-25 13:31,本人于2022年在上海宝山区大场镇巴黎春天，嘻嘛香兰州牛肉面店工作，于4月份因疫情封在家里，老板承诺期间会给我们80元每天疫情补贴，直至现在老板爱答不理不发，店长各种理由推辞,留言对象：上海市宝山区委书记陈杰,"网友您好！
       您的留言已收悉，现将有关情况回复如下：
       区人社局行政执法大队2022年08月31日对嘻嘛香兰州牛肉面店实施行政执法，执法过程中单位已支付您相关费用。经电话与您确认，您称问题已解决。
       感谢您对我们工作的理解和支持！
       特此回复。",2022-09-19 23:00,0.4852,0.5148,0.8205,0.1795
