user-name,comment-date,content,评价,content1,分词,主题概率,主题类型,emotion_type
pAm4019685,2020年9月27日,风景还可以，都要荒废了。没有多少人，价格方面特别不值，做个小船来回一百块，没多长时间就转完了。我觉得不值得推荐。最多也就是半天行程，没啥意思,1.0,风景还可以，都要荒废了。没有多少人，价格方面特别不值，做个小船来回一百块，没多长时间就转完了。我觉得不值得推荐。最多也就是半天行程，没啥意思,风景 荒废 价格 特别 不值 做个 小船 来回 一百块 多长时间 转完 值得 推荐 最多 半天 行程 啥意思,"[(0, 0.95528644), (1, 0.020009384), (2, 0.024704194)]",0,非负
hhY348677273,2020年11月24日,很酷。跳了一次蹦极，这辈子都得记住这个地方,1.0,很酷。跳了一次蹦极，这辈子都得记住这个地方,很酷 蹦极 这辈子 记住 地方,"[(0, 0.05649876), (1, 0.8863825), (2, 0.057118718)]",1,非负
匿名用户,2020年8月15日,夏天的龙庆峡没有冬天的龙庆峡冰灯有名气，但是这里夏天的景色也是超美的，坐着游船看四周的绿树青山，格外凉爽！下了有游船直接坐五彩缆车，拍照超漂亮！下了缆车去玩了索道，完美的一天！推荐大家去玩玩！,1.0,夏天的龙庆峡没有冬天的龙庆峡冰灯有名气，但是这里夏天的景色也是超美的，坐着游船看四周的绿树青山，格外凉爽！下了有游船直接坐五彩缆车，拍照超漂亮！下了缆车去玩了索道，完美的一天！推荐大家去玩！,夏天 龙庆峡 没有冬天 龙庆峡 冰灯 有名气 夏天 景色 美的 游船 四周 绿树 青山 凉爽 游船 五彩 缆车 拍照 漂亮 缆车 索道 完美 推荐,"[(0, 0.016101873), (1, 0.9681393), (2, 0.01575884)]",1,非负
jTA577848291,2020年10月3日,到顶了，比青龙峡好玩,1.0,到顶了，比青龙峡好玩,青龙峡 好玩,"[(0, 0.11535109), (1, 0.11744938), (2, 0.7671995)]",2,非负
florazf1213,2020年11月22日,挺好的，值得去，夏天很凉快,1.0,挺好的，值得去，夏天很凉快,值得 夏天 凉快,"[(0, 0.7870636), (1, 0.11140486), (2, 0.10153157)]",0,非负
Vhb877251209,2020年7月13日,带孩子老人休闲游很不错，不是很累，到停车场里面进去收费20，带车出来30块钱到景区门口，不做摆渡车。走不多远就到景点，有扶梯可以直接到大坝上方，然后就可以坐船了，下船的地方和再次上船的地方不在一起，从下船的地方往金刚寺方...,1.0,带孩子老人休闲游很不错，不是很累，到停车场里面进去收费20，带车出来30块钱到景区门口，不做摆渡车。走不多远就到景点，有扶梯可以直接到大坝上方，然后就可以坐船了，下船的地方和再次上船的地方不在一起，从下船的地方往金刚寺方.,孩子 老人 休闲游 不错 很累 停车场 收费 带车 块钱 景区 门口 摆渡 不多远 景点 扶梯 大坝 上方 坐船 下船 地方 上船 地方 下船 地方 金刚 寺方,"[(0, 0.014384811), (1, 0.016463595), (2, 0.96915156)]",2,非负
姚成平0407,2020年11月22日,一段好的回忆，非常美,1.0,一段好的回忆，非常美,一段 回忆,"[(0, 0.11186891), (1, 0.7760817), (2, 0.11204944)]",1,非负
sow724292542,2020年7月5日,早不下晚不下，船刚开出去大雨浇了个透心凉，结果索道和滑道都关闭了，就乘船转了一圈，！浑身都湿透了！谷内凉爽，下雨以后冻的发抖，幸亏买了个雨衣能挡着点风！风景还不是不错的，有小漓江的感觉，并且天气也像南方一样多变，一会儿大... ,0.0,早不下晚不下，船刚开出去大雨浇了个透心凉，结果索道和滑道都关闭了，就乘船转了一圈，！浑身都湿透了！谷内凉爽，下雨以后冻的发抖，幸亏买了个雨衣能挡着点风！风景还不是不错的，有小漓江的感觉，并且天气也像南方一样多变，一会儿大. ,船刚 大雨 透心凉 索道 滑道 关闭 乘船 一圈 浑身 湿透 谷内 凉爽 下雨 发抖 幸亏 雨衣 点风 风景 不错 漓江 感觉 天气 南方 多变 一会儿,"[(0, 0.01454036), (1, 0.015322739), (2, 0.97013694)]",2,负面
匿名用户,2020年10月7日,坐船看看景、爬爬山，还是挺好的，就中规中矩的风景区，里面有一些蹦极、滑索的游玩项目。可以带家人来散散心,1.0,坐船看景、爬山，还是挺好的，就中规中矩的风景区，里面有一些蹦极、滑索的游玩项目。可以带家人来散心,坐船 看景 爬山 中规中矩 风景区 蹦极 滑索 游玩 项目 家人 散心,"[(0, 0.03179375), (1, 0.93461955), (2, 0.033586696)]",1,非负
夏雨涵少,2020年11月17日,感觉稍微贵点门票，其次停车距离入口太远,0.0,感觉稍微贵点门票，其次停车距离入口太远,感觉 稍微 贵点 门票 停车 距离 入口 太远,"[(0, 0.042734955), (1, 0.44489366), (2, 0.51237136)]",2,负面
gzsh420,2020年11月7日,环境清幽，坐电梯爬山也是头一回，不过确实让抱孩子的我们省了好多力气。,1.0,环境清幽，坐电梯爬山也是头一回，不过确实让抱孩子的我们省了好多力气。,环境 清幽 坐电梯 爬山 头一回 确实 孩子 好多 力气,"[(0, 0.92591715), (1, 0.038261686), (2, 0.03582116)]",0,非负
匿名用户,2020年8月15日,夏天的龙庆峡景色绝美，坐着游船来一圈超爽，孩子第一次坐，自己录了好多视频。下了游船我们去坐了五彩缆车，彩车配上青山，很美的画面，山不高，一会就到了山顶，我们买的往返的，坐着缆车下山。然后去坐了索道，孩子第一次玩没敢自己玩... ,1.0,夏天的龙庆峡景色绝美，坐着游船来一圈超爽，孩子第一次坐，自己录了好多视频。下了游船我们去坐了五彩缆车，彩车配上青山，很美的画面，山不高，一会就到了山顶，我们买的往返的，坐着缆车下山。然后去坐了索道，孩子第一次玩没敢自己玩. ,夏天 龙庆峡 景色 绝美 游船 一圈 超爽 孩子 第一次 好多 视频 游船 五彩 缆车 彩车 青山 美的 画面 山不高 一会 山顶 往返 缆车 下山 索道 孩子 第一次 没敢,"[(0, 0.013187177), (1, 0.69190127), (2, 0.29491153)]",1,非负
匿名用户,2020年10月5日,这个景区适合家人游玩，不会太累，上山也都是台阶，还有缆车可以乘坐，滑倒特别好玩,1.0,这个景区适合家人游玩，不会太累，上山也都是台阶，还有缆车可以乘坐，滑倒特别好玩,景区 适合 家人 游玩 太累 上山 台阶 缆车 乘坐 滑倒 特别 好玩,"[(0, 0.029816652), (1, 0.029307906), (2, 0.9408755)]",2,非负
pxsilver,2020年10月4日,门票只是开始，真正的美景需要再买船票，进入峡谷深处，而最有乐趣的，是自己划木船进入峡谷的支流,1.0,门票只是开始，真正的美景需要再买船票，进入峡谷深处，而最有乐趣的，是自己划木船进入峡谷的支流,门票 美景 船票 峡谷 深处 乐趣 木船 峡谷 支流,"[(0, 0.92857385), (1, 0.03466345), (2, 0.036762644)]",0,非负
hdd841227,2020年11月15日,请拒绝带宠物进入，太危险，出问题景区还不负责,0.0,请拒绝带宠物进入，太危险，出问题景区还不负责,拒绝 宠物 危险 景区 负责,"[(0, 0.057925172), (1, 0.058887806), (2, 0.88318706)]",2,非负
EMA117400486,2020年10月2日,适合老人、孩子游玩，一点都不累，没什么山可爬，都是水泥路。,1.0,适合老人、孩子游玩，一点都不累，没什么山可爬，都是水泥路。,适合 老人 孩子 游玩 一点 不累 没什么 山可 水泥路,"[(0, 0.68294525), (1, 0.2798719), (2, 0.037182774)]",0,非负
Alang6725,2020年11月3日,大山深处好去处，风景不错，人也不算多，赶上好时节吃点周边美食,1.0,大山深处好去处，风景不错，人也不算多，赶上好时节吃点周边美食,大山深处 好去处 风景 不错 不算 赶上 好时节 吃点 周边 美食,"[(0, 0.9343348), (1, 0.03198504), (2, 0.033680186)]",0,非负
俺马上要饿死啦,2020年11月17日,总体来说还不错,1.0,总体来说还不错,总体 不错,"[(0, 0.6197375), (1, 0.26030532), (2, 0.119957216)]",0,非负
匿名用户,2020年10月5日,秋高气爽来这个景区玩，景色不错老人孩子也适合，可以做缆车上山,1.0,秋高气爽来这个景区玩，景色不错老人孩子也适合，可以做缆车上山,秋高气爽 景区 景色 不错 老人 孩子 适合 缆车 上山,"[(0, 0.2287943), (1, 0.04512505), (2, 0.72608066)]",2,非负
ld54811,2020年11月9日,美丽的景色，飘渺的船行，悠闲的节奏呀,1.0,美丽的景色，飘渺的船行，悠闲的节奏呀,美丽 景色 飘渺 船行 悠闲 节奏,"[(0, 0.05439406), (1, 0.8965889), (2, 0.04901702)]",1,非负
gzsh420,2020年11月7日,龙型电梯，山中岩洞，很新奇的体验，感觉很不错。,1.0,龙型电梯，山中岩洞，很新奇的体验，感觉很不错。,龙型 电梯 山中 岩洞 新奇 体验 感觉 不错,"[(0, 0.92086136), (1, 0.039603006), (2, 0.039535664)]",0,非负
ld54811,2020年11月9日,***的题字，山清水秀，别有洞天,1.0,*的题字，山清水秀，别有洞天,题字 山清水秀 别有洞天,"[(0, 0.83048266), (1, 0.085383445), (2, 0.08413386)]",0,非负
ld54811,2020年11月9日,水，山，龙梯，船游，就是惬意。,1.0,水，山，龙梯，船游，就是惬意。,龙梯 船游 惬意,"[(0, 0.5090735), (1, 0.08438487), (2, 0.40654162)]",0,非负
candy795270,2020年8月14日,龙庆峡，山青水美，北方难得一见的景色，让人想起了桂林山水和三峡。全程都是”交通工具”，巨龙电梯，然后游船，然后索道，几乎不用爬山（中间只爬了十几分钟），很轻松，下山还有滑道。山下的景色也不错，设计用心了。会推荐朋友家人过来玩。,1.0,龙庆峡，山青水美，北方难得一见的景色，让人想起了桂林山水和三峡。全程都是”交通工具”，巨龙电梯，然后游船，然后索道，几乎不用爬山（中间只爬了十几分钟），很轻松，下山还有滑道。山下的景色也不错，设计用心了。会推荐朋友家人过来玩。,龙庆峡 山青水 北方 难得一见 景色 想起 桂林山水 三峡 全程 交通工具 巨龙 电梯 游船 索道 不用 爬山 十几分钟 轻松 下山 滑道 山下 景色 不错 设计 用心 推荐 朋友家,"[(0, 0.97236806), (1, 0.014287329), (2, 0.013344565)]",0,非负
阳光夏雨88,2020年11月8日,挺好的，不错，值得购买，出票速度很快。,1.0,挺好的，不错，值得购买，出票速度很快。,不错 值得 购买 出票 速度 很快,"[(0, 0.053812273), (1, 0.05105709), (2, 0.89513063)]",2,非负
oka153829463,2020年11月10日,喜欢这里,1.0,喜欢这里,喜欢,"[(0, 0.17774022), (1, 0.64803624), (2, 0.1742235)]",1,非负
云凯1314,2020年9月5日,景色不错，需要注意的就是必须坐船?，船是100一位。上行是电梯，没有下行的，属于单程路，所以必须坐船。景色很美，但是船很快，不过瘾。一会就完事了,1.0,景色不错，需要注意的就是必须坐船?，船是10一位。上行是电梯，没有下行的，属于单程路，所以必须坐船。景色很美，但是船很快，不过瘾。一会就完事了,景色 不错 坐船 船是 一位 上行 电梯 下行 单程 坐船 景色 很快 过瘾 一会 完事,"[(0, 0.026447453), (1, 0.94819546), (2, 0.025357122)]",1,非负
SgS105529987,2020年8月24日,避暑圣地，带着老人孩子一起来的，一圈下来划船索道滑道项目多还不累！,1.0,避暑圣地，带着老人孩子一起来的，一圈下来划船索道滑道项目多还不累！,避暑 圣地 老人 孩子 一圈 划船 索道 滑道 项目 不累,"[(0, 0.032883175), (1, 0.93399775), (2, 0.033119094)]",1,非负
匿名用户,2020年11月6日,物有所值,1.0,物有所值,物有所值,"[(0, 0.20143227), (1, 0.62837607), (2, 0.17019168)]",1,非负
cmecjh,2020年11月3日,还行吧，就是船票太贵。没去过可以去试试。,1.0,还行吧，就是船票太贵。没去过可以去试。,还行 船票 太贵 去过 去试,"[(0, 0.06266432), (1, 0.8717731), (2, 0.065562494)]",1,非负
澄枫711,2020年8月9日,景区交通便利，基础设施较完善，景色也很好，景区一些项目有些小贵，但总体推荐游玩。希望朋友们继续保持环境意识，不乱扔垃圾,1.0,景区交通便利，基础设施较完善，景色也很好，景区一些项目有些小贵，但总体推荐游玩。希望朋友们继续保持环境意识，不乱扔垃圾,景区 交通 便利 基础设施 完善 景色 景区 项目 小贵 总体 推荐 游玩 希望 朋友 环境 意识 不乱 垃圾,"[(0, 0.18122658), (1, 0.023298545), (2, 0.7954748)]",2,非负
匿名用户,2020年11月3日,很好，很值得多次来,1.0,很好，很值得多次来,值得,"[(0, 0.19430041), (1, 0.18540041), (2, 0.62029916)]",2,非负
fOc206980082,2020年10月28日,带孩子去玩的，挺不错，就是有点冷，天气热点可以去玩,1.0,带孩子去玩的，挺不错，就是有点冷，天气热点可以去玩,孩子 挺不错 天气 热点,"[(0, 0.06970585), (1, 0.85891646), (2, 0.07137769)]",1,非负
匿名用户,2020年8月16日,景色真的太美了，不枉我坐4个小时的车，游船，飞降，滑道都玩了价格不低也不算贵，去之前下雨了想咨询景区开不开门，打n个电话都不接。,1.0,景色真的太美了，不枉我坐4个小时的车，游船，飞降，滑道都玩了价格不低也不算贵，去之前下雨了想咨询景区开不开门，打n个电话都不接。,景色 真的 太美 不枉 小时 游船 飞降 滑道 价格 不低 不算 下雨 咨询 景区 开门 电话 不接,"[(0, 0.9543813), (1, 0.021823991), (2, 0.02379467)]",0,负面
imV659192964,2020年10月29日,挺好的旅游景点，，坐船的线路是不错的,1.0,挺好的旅游景点，坐船的线路是不错的,旅游景点 坐船 线路 不错,"[(0, 0.8445976), (1, 0.08458383), (2, 0.07081854)]",0,非负
ttlpeach,2020年10月25日,老景区了，整体还是不错的，有些小桂林的感觉,1.0,老景区了，整体还是不错的，有些小桂林的感觉,景区 整体 不错 桂林 感觉,"[(0, 0.8581131), (1, 0.065059766), (2, 0.076827146)]",0,非负
BfX641677431,2020年10月25日,值得去一次还是很不错的价位合适物美价廉,1.0,值得去一次还是很不错的价位合适物美价廉,值得 不错 价位 合适 物美价廉,"[(0, 0.8805674), (1, 0.058169063), (2, 0.0612636)]",0,非负
siE358345867,2020年10月28日,还不错，比较满意，冬天去比较冷,1.0,还不错，比较满意，冬天去比较冷,不错 比较满意 冬天,"[(0, 0.8274801), (1, 0.08644387), (2, 0.08607606)]",0,非负
vZL493839766,2020年10月25日,还行吧去早人少些，做船有点贵！,1.0,还行吧去早人少些，做船有点贵！,还行 早人 少些 做船,"[(0, 0.068603806), (1, 0.072182566), (2, 0.85921365)]",2,非负
pAm4019685,2020年9月27日,不值得推荐。门票不贵。但是里面必须坐船，不坐船根本啥都没有，坐船一趟100元更不值得，没有啥特别风景,0.0,不值得推荐。门票不贵。但是里面必须坐船，不坐船根本啥都没有，坐船一趟10元更不值得，没有啥特别风景,值得 推荐 门票 坐船 坐船 坐船 一趟 值得 特别 风景,"[(0, 0.035707127), (1, 0.03529179), (2, 0.92900103)]",2,非负
OmJ404282240,2020年6月22日,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43...,1.0,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43.,昌平 出发 乘坐 黄土 店站 起到 八达岭 黄土 店站 霍营 地铁站 内部 延庆 火车站 八达岭 接驳 免费 分钟 赶到 延庆 影剧院 下车 公交 两路,"[(0, 0.9722946), (1, 0.013850259), (2, 0.013855122)]",0,负面
DOq19672867,2020年9月3日,山青水秀太阳高，好地方好风光,1.0,山青水秀太阳高，好地方好风光,山青水秀 太阳 地方 风光,"[(0, 0.073110715), (1, 0.8586245), (2, 0.06826481)]",1,非负
格桑大人,2020年10月17日,差评，进来后才告知电梯不开，本来是想进大龙里边的，也不提前告知电梯也是关的,0.0,差评，进来后才告知电梯不开，本来是想进大龙里边的，也不提前告知电梯也是关的,差评 告知 电梯 本来 大龙 里边 提前 告知 电梯,"[(0, 0.037421573), (1, 0.91505486), (2, 0.047523614)]",1,负面
匿名用户,2020年7月4日,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43...,1.0,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43.,昌平 出发 乘坐 黄土 店站 起到 八达岭 黄土 店站 霍营 地铁站 内部 延庆 火车站 八达岭 接驳 免费 分钟 赶到 延庆 影剧院 下车 公交 两路,"[(0, 0.9722958), (1, 0.013850186), (2, 0.013853991)]",0,负面
匿名用户,2020年10月12日,不错的一次旅游，下着小雨划船泛舟。科学管理，更加人性化方便。,1.0,不错的一次旅游，下着小雨划船泛舟。科学管理，更加人性化方便。,不错 旅游 小雨 划船 泛舟 科学管理 人性化,"[(0, 0.048419245), (1, 0.90701467), (2, 0.0445661)]",1,非负
fND972112028,2020年10月16日,还不错「滑道」「划船泛舟」「玉渡山」「电梯」挺好的,1.0,还不错「滑道」「划船泛舟」「玉渡山」「电梯」挺好的,不错 滑道 划船 泛舟 玉渡山 电梯,"[(0, 0.07463218), (1, 0.8615324), (2, 0.06383546)]",1,非负
瓜好甜,2020年8月14日,不怎么样的景区 就一个坐船 进这个门 就40元还不如古北水镇，同样140古北水镇不香吗,0.0,不怎么样的景区 就一个坐船 进这个门 就40元还不如古北水镇，同样140古北水镇不香吗,不怎么样 景区 坐船 古北 水镇 古北 水镇 不香,"[(0, 0.9198391), (1, 0.038338423), (2, 0.041822497)]",0,非负
悠闲671,2020年10月6日,环境不错，就是消费有点高，游船100元一张票，景色不错，但是服务态度很差。,0.0,环境不错，就是消费有点高，游船10元一张票，景色不错，但是服务态度很差。,环境 不错 消费 游船 一张 景色 不错 服务态度 很差,"[(0, 0.9261416), (1, 0.03746048), (2, 0.03639791)]",0,非负
chang474649794,2020年10月16日,收费一套又一套。真是个坑啊，没啥景点！,0.0,收费一套又一套。真是个坑啊，没啥景点！,收费 一套 一套 景点,"[(0, 0.072882846), (1, 0.8549779), (2, 0.0721392)]",1,非负
UVm368505321,2020年10月6日,还…行吧，除了有点冷。可以早点去，人也少，山上风景也美。等我们玩完该走了，人也多了，乌央乌央的。,1.0,还…行吧，除了有点冷。可以早点去，人也少，山上风景也美。等我们玩完该走了，人也多了，乌央的。,早点 山上 风景 玩完 乌央,"[(0, 0.75906014), (1, 0.17446107), (2, 0.06647882)]",0,非负
肖果董xyq,2020年10月16日,还可以，，就是太冷了。冻死，，,1.0,还可以，就是太冷了。冻死，,太冷 冻死,"[(0, 0.7560792), (1, 0.13094024), (2, 0.112980574)]",0,负面
misery2009,2020年10月16日,山高  需要做缆车  注意安全。。。。。。。,1.0,山高 需要做缆车 注意安全。,缆车 注意安全,"[(0, 0.76265305), (1, 0.11483076), (2, 0.122516245)]",0,非负
pAm4019685,2020年9月27日,不好?，非常没意思。不值得推荐,0.0,不好?，非常没意思。不值得推荐,不好 没意思 值得 推荐,"[(0, 0.0726327), (1, 0.07749655), (2, 0.84987074)]",2,负面
zhu2485451397,2020年10月6日,不满意，特别不满意，除了缆车还有船票 其余什么都没有，没有游客上去的道,0.0,不满意，特别不满意，除了缆车还有船票 其余什么都没有，没有游客上去的道,满意 特别 满意 缆车 船票 游客,"[(0, 0.89155614), (1, 0.051312655), (2, 0.057131186)]",0,非负
二傻子都有人用啦,2020年8月15日,风景优美，空气清新，温度比市里低几度，凉凉快快。,1.0,风景优美，空气清新，温度比市里低几度，凉快。,风景优美 空气清新 温度 市里 凉快,"[(0, 0.3812072), (1, 0.5624406), (2, 0.056352254)]",1,非负
pbo142753083,2020年10月12日,还不错，风景挺好，就是太远了……,1.0,还不错，风景挺好，就是太远了…,不错 风景 太远,"[(0, 0.7576949), (1, 0.15332729), (2, 0.08897781)]",0,非负
zhx汗,2020年8月10日,真心不错，你值得拥有！,1.0,真心不错，你值得拥有！,真心 不错 值得 拥有,"[(0, 0.8488848), (1, 0.07620867), (2, 0.074906476)]",0,非负
kuB713011888,2020年10月14日,挺好玩的值得一去,1.0,挺好玩的值得一去,挺好玩 值得 一去,"[(0, 0.80882686), (1, 0.09666292), (2, 0.09451021)]",0,非负
NEo368336746,2020年9月22日,山青水秀，坐了船体验风格很美，主要是很凉爽,1.0,山青水秀，坐了船体验风格很美，主要是很凉爽,山青水秀 体验 风格 凉爽,"[(0, 0.49465665), (1, 0.4329939), (2, 0.07234944)]",0,非负
nTI654172619,2020年9月25日,一般吧，进门先收20元停车费，停车场四面八方过了人问吃饭住宿吗，不搭理他还生气呢，每人100元坐船转了一圈。,0.0,一般吧，进门先收20元停车费，停车场四面八方过了人问吃饭住宿吗，不搭理他还生气呢，每人10元坐船转了一圈。,进门 先收 停车费 停车场 四面八方 吃饭 住宿 搭理 生气 每人 坐船 一圈,"[(0, 0.027131652), (1, 0.9450887), (2, 0.027779706)]",1,负面
vXO251922629,2020年10月8日,总体还不错，还看了斯琴格日乐的演唱,1.0,总体还不错，还看了斯琴格日乐的演唱,总体 不错 斯琴格 日乐 演唱,"[(0, 0.88095146), (1, 0.061707318), (2, 0.057341263)]",0,非负
DOq19672867,2020年9月3日,山比三峡险，水比漓江清，真的不夸张，景色太美了。,1.0,山比三峡险，水比漓江清，真的不夸张，景色太美了。,山比 三峡 水比 漓江 真的 夸张 景色 太美,"[(0, 0.92169964), (1, 0.03983195), (2, 0.03846835)]",0,非负
匿名用户,2020年10月7日,强烈推荐乘船，饱览沿岸风景，就是乘船每人100元较贵。,1.0,强烈推荐乘船，饱览沿岸风景，就是乘船每人10元较贵。,强烈推荐 乘船 饱览 沿岸 风景 乘船 每人,"[(0, 0.04436569), (1, 0.04608076), (2, 0.9095536)]",2,非负
匿名用户,2020年10月4日,刚开始充满期待 进去就一般般 后面的冰雪世界里 还不错,1.0,刚开始充满期待 进去就一般 后面的冰雪世界里 还不错,充满 期待 冰雪 世界 不错,"[(0, 0.06077704), (1, 0.065233424), (2, 0.8739895)]",2,非负
康燕KY,2020年10月7日,设施还可以，有电梯！,1.0,设施还可以，有电梯！,设施 电梯,"[(0, 0.12490462), (1, 0.7379875), (2, 0.13710782)]",1,负面
dLp350480943,2020年8月12日,来值了漂亮的山水画不枉此行,1.0,来值了漂亮的山水画不枉此行,来值 漂亮 山水画 此行,"[(0, 0.06961088), (1, 0.06843995), (2, 0.8619492)]",2,非负
匿名用户,2020年10月7日,美 强推,1.0,美 强推,强推,"[(0, 0.6594061), (1, 0.17056684), (2, 0.17002702)]",0,非负
皆得自在,2020年10月7日,隐形消费太多，最后悔的一次旅行,0.0,隐形消费太多，最后悔的一次旅行,隐形 消费 后悔 旅行,"[(0, 0.6290994), (1, 0.2916669), (2, 0.079233706)]",0,负面
佩恩哈娜,2020年10月6日,俩字儿牛逼,1.0,俩字儿牛逼,字儿,"[(0, 0.16910665), (1, 0.16895847), (2, 0.6619349)]",2,非负
ipX227160778,2020年9月24日,感觉设施齐全，景色宜人 环境优美，就是指示路径不清楚,1.0,感觉设施齐全，景色宜人 环境优美，就是指示路径不清楚,感觉 设施 齐全 景色宜人 环境优美 指示 路径,"[(0, 0.052164778), (1, 0.9017251), (2, 0.04611014)]",1,非负
讨厌onetwothree,2020年7月14日,京郊小漓江，超级美，强烈推荐，不过爬山要带水，还有龙庆峡应该要么坐缆车要么坐船，没有自由爬山线路，坐船到山脚下才可以爬山,1.0,京郊小漓江，超级美，强烈推荐，不过爬山要带水，还有龙庆峡应该要么坐缆车要么坐船，没有自由爬山线路，坐船到山脚下才可以爬山,京郊 漓江 超级 强烈推荐 爬山 带水 龙庆峡 缆车 坐船 自由 爬山 线路 坐船到 山脚下 爬山,"[(0, 0.023711301), (1, 0.9533551), (2, 0.022933634)]",1,非负
Fvo492275185,2020年8月8日,服务周到，游船100元来回，小木船100元最多做三人不限时间，风景漂亮。,1.0,服务周到，游船10元来回，小木船10元最多做三人不限时间，风景漂亮。,服务周到 游船 来回 木船 三人 时间 风景 漂亮,"[(0, 0.9190931), (1, 0.038984835), (2, 0.041922096)]",0,非负
匿名用户,2020年7月6日,风景很好，是选择旅行的好去处，虽然没有去过三峡，但很像三峡的感觉。很开心玩了划船，累但是很开心。很想玩蹦极，但是感觉有点小贵，这是比较遗憾的地方，便宜点就好了。空气很好，路上的风景也很好，刚到的时候还下了冰雹，不过还好就..,1.0,风景很好，是选择旅行的好去处，虽然没有去过三峡，但很像三峡的感觉。很开心玩了划船，累但是很开心。很想玩蹦极，但是感觉有点小贵，这是比较遗憾的地方，便宜点就好了。空气很好，路上的风景也很好，刚到的时候还下了冰雹，不过还好就.,风景 选择 旅行 好去处 去过 三峡 三峡 感觉 开心玩 划船 开心 蹦极 感觉 小贵 这是 遗憾 地方 便宜 空气 路上 风景 刚到 冰雹 还好,"[(0, 0.016460473), (1, 0.96761346), (2, 0.01592607)]",1,非负
yy百合花ii,2020年9月25日,体检非常好，山水之间，强烈推荐,1.0,体检非常好，山水之间，强烈推荐,体检 山水 之间 强烈推荐,"[(0, 0.069221854), (1, 0.07660463), (2, 0.8541735)]",2,非负
RAg152313220,2020年8月1日,就像所有差评说的一样太坑了，纠结的千万别去，我好后悔去之前没有看评价，这是我在北京周边玩过的景点最差的一个，不做船哪里也去不了强制消费就是，你不船下边可以玩的地方空间很小坐了船进去也没啥意思100块钱一个人真的没必要去，..,0.0,就像所有差评说的一样太坑了，纠结的千万别去，我好后悔去之前没有看评价，这是我在北京周边玩过的景点最差的一个，不做船哪里也去不了强制消费就是，你不船下边可以玩的地方空间很小坐了船进去也没啥意思10块钱一个人真的没必要去，.,评说 太坑 纠结 千万别 后悔 评价 北京 周边 玩过 景点 最差 强制 消费 不船 下边 地方 空间 很小 啥意思 块钱 真的,"[(0, 0.96516496), (1, 0.017720638), (2, 0.017114377)]",0,负面
wIN348176894,2020年7月23日,很难过的一次游玩，开车到了结果告诉我，3点停止检票，只能做游船荡一圈，不能上岸，买了门票基本就里面转一下，实在是不怎么样，特别失望，里面环境一般都不怎么打扫卫生啊,0.0,很难过的一次游玩，开车到了结果告诉我，3点停止检票，只能做游船荡一圈，不能上岸，买了门票基本就里面转一下，实在是不怎么样，特别失望，里面环境一般都不怎么打扫卫生啊,难过 游玩 开车 告诉 停止 检票 只能 游船 一圈 上岸 门票 实在 不怎么样 特别 失望 环境 打扫卫生,"[(0, 0.9537797), (1, 0.022105124), (2, 0.024115177)]",0,负面
jDI338316720,2020年8月23日,"设施还好吧，下雨索道关闭了，最后走下去的，有点难受，坐船游览了一圈，景色很优美，但是看久了有点没意思，主要那些什么峰像啥我都认不出来，哈哈

匆匆乘船，绕了一圈就离开了，别的就没啥了",1.0,设施还好吧，下雨索道关闭了，最后走下去的，有点难受，坐船游览了一圈，景色很优美，但是看久了有点没意思，主要那些什么峰像啥我都认不出来，哈匆乘船，绕了一圈就离开了，别的就没啥了,设施 还好 下雨 索道 关闭 难受 坐船 游览 一圈 景色 优美 看久 没意思 认不出来 哈匆 乘船 一圈 离开,"[(0, 0.019366052), (1, 0.96176845), (2, 0.01886551)]",1,负面
Paranoid偏执少女,2020年9月23日,当天景区停业，票钱退了但此项服务未退款。,0.0,当天景区停业，票钱退了但此项服务未退款。,当天 景区 停业 此项 服务 退款,"[(0, 0.88498724), (1, 0.051291313), (2, 0.063721426)]",0,负面
吖哈觅,2020年9月22日,人少，玩的少，到处都在建基本没什么玩的,0.0,人少，玩的少，到处都在建基本没什么玩的,人少 在建 没什么,"[(0, 0.82389855), (1, 0.08635242), (2, 0.089749016)]",0,负面
NEo368336746,2020年9月22日,景区主要是感觉挺凉快的，夏天去正合适,1.0,景区主要是感觉挺凉快的，夏天去正合适,景区 感觉 凉快 夏天 正合适,"[(0, 0.2420824), (1, 0.07661319), (2, 0.6813044)]",2,非负
