user-name,comment-date,content,评价,content1,分词
oka153829463,2020年11月10日,喜欢这里,1.0,喜欢这里,喜欢
云凯1314,2020年9月5日,景色不错，需要注意的就是必须坐船?，船是100一位。上行是电梯，没有下行的，属于单程路，所以必须坐船。景色很美，但是船很快，不过瘾。一会就完事了,1.0,景色不错，需要注意的就是必须坐船?，船是10一位。上行是电梯，没有下行的，属于单程路，所以必须坐船。景色很美，但是船很快，不过瘾。一会就完事了,景色 不错 坐船 船是 一位 上行 电梯 下行 单程 坐船 景色 很快 过瘾 一会 完事
SgS105529987,2020年8月24日,避暑圣地，带着老人孩子一起来的，一圈下来划船索道滑道项目多还不累！,1.0,避暑圣地，带着老人孩子一起来的，一圈下来划船索道滑道项目多还不累！,避暑 圣地 老人 孩子 一圈 划船 索道 滑道 项目 不累
匿名用户,2020年11月6日,物有所值,1.0,物有所值,物有所值
cmecjh,2020年11月3日,还行吧，就是船票太贵。没去过可以去试试。,1.0,还行吧，就是船票太贵。没去过可以去试。,还行 船票 太贵 去过 去试
澄枫711,2020年8月9日,景区交通便利，基础设施较完善，景色也很好，景区一些项目有些小贵，但总体推荐游玩。希望朋友们继续保持环境意识，不乱扔垃圾,1.0,景区交通便利，基础设施较完善，景色也很好，景区一些项目有些小贵，但总体推荐游玩。希望朋友们继续保持环境意识，不乱扔垃圾,景区 交通 便利 基础设施 完善 景色 景区 项目 小贵 总体 推荐 游玩 希望 朋友 环境 意识 不乱 垃圾
匿名用户,2020年11月3日,很好，很值得多次来,1.0,很好，很值得多次来,值得
fOc206980082,2020年10月28日,带孩子去玩的，挺不错，就是有点冷，天气热点可以去玩,1.0,带孩子去玩的，挺不错，就是有点冷，天气热点可以去玩,孩子 挺不错 天气 热点
匿名用户,2020年8月16日,景色真的太美了，不枉我坐4个小时的车，游船，飞降，滑道都玩了价格不低也不算贵，去之前下雨了想咨询景区开不开门，打n个电话都不接。,1.0,景色真的太美了，不枉我坐4个小时的车，游船，飞降，滑道都玩了价格不低也不算贵，去之前下雨了想咨询景区开不开门，打n个电话都不接。,景色 真的 太美 不枉 小时 游船 飞降 滑道 价格 不低 不算 下雨 咨询 景区 开门 电话 不接
imV659192964,2020年10月29日,挺好的旅游景点，，坐船的线路是不错的,1.0,挺好的旅游景点，坐船的线路是不错的,旅游景点 坐船 线路 不错
ttlpeach,2020年10月25日,老景区了，整体还是不错的，有些小桂林的感觉,1.0,老景区了，整体还是不错的，有些小桂林的感觉,景区 整体 不错 桂林 感觉
BfX641677431,2020年10月25日,值得去一次还是很不错的价位合适物美价廉,1.0,值得去一次还是很不错的价位合适物美价廉,值得 不错 价位 合适 物美价廉
siE358345867,2020年10月28日,还不错，比较满意，冬天去比较冷,1.0,还不错，比较满意，冬天去比较冷,不错 比较满意 冬天
vZL493839766,2020年10月25日,还行吧去早人少些，做船有点贵！,1.0,还行吧去早人少些，做船有点贵！,还行 早人 少些 做船
pAm4019685,2020年9月27日,不值得推荐。门票不贵。但是里面必须坐船，不坐船根本啥都没有，坐船一趟100元更不值得，没有啥特别风景,0.0,不值得推荐。门票不贵。但是里面必须坐船，不坐船根本啥都没有，坐船一趟10元更不值得，没有啥特别风景,值得 推荐 门票 坐船 坐船 坐船 一趟 值得 特别 风景
OmJ404282240,2020年6月22日,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43...,1.0,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43.,昌平 出发 乘坐 黄土 店站 起到 八达岭 黄土 店站 霍营 地铁站 内部 延庆 火车站 八达岭 接驳 免费 分钟 赶到 延庆 影剧院 下车 公交 两路
DOq19672867,2020年9月3日,山青水秀太阳高，好地方好风光,1.0,山青水秀太阳高，好地方好风光,山青水秀 太阳 地方 风光
格桑大人,2020年10月17日,差评，进来后才告知电梯不开，本来是想进大龙里边的，也不提前告知电梯也是关的,0.0,差评，进来后才告知电梯不开，本来是想进大龙里边的，也不提前告知电梯也是关的,差评 告知 电梯 本来 大龙 里边 提前 告知 电梯
匿名用户,2020年7月4日,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43...,1.0,本人从昌平出发，乘坐S2线黄土店站起到八达岭站下，黄土店站需要从霍营地铁站内部进入，由于延庆修火车站呢，S2线只到八达岭站，出了站就有接驳车，免费的，大约30分钟赶到延庆，从影剧院站下车，坐公交过去，有两路Y15和Y43.,昌平 出发 乘坐 黄土 店站 起到 八达岭 黄土 店站 霍营 地铁站 内部 延庆 火车站 八达岭 接驳 免费 分钟 赶到 延庆 影剧院 下车 公交 两路
匿名用户,2020年10月12日,不错的一次旅游，下着小雨划船泛舟。科学管理，更加人性化方便。,1.0,不错的一次旅游，下着小雨划船泛舟。科学管理，更加人性化方便。,不错 旅游 小雨 划船 泛舟 科学管理 人性化
fND972112028,2020年10月16日,还不错「滑道」「划船泛舟」「玉渡山」「电梯」挺好的,1.0,还不错「滑道」「划船泛舟」「玉渡山」「电梯」挺好的,不错 滑道 划船 泛舟 玉渡山 电梯
瓜好甜,2020年8月14日,不怎么样的景区 就一个坐船 进这个门 就40元还不如古北水镇，同样140古北水镇不香吗,0.0,不怎么样的景区 就一个坐船 进这个门 就40元还不如古北水镇，同样140古北水镇不香吗,不怎么样 景区 坐船 古北 水镇 古北 水镇 不香
悠闲671,2020年10月6日,环境不错，就是消费有点高，游船100元一张票，景色不错，但是服务态度很差。,0.0,环境不错，就是消费有点高，游船10元一张票，景色不错，但是服务态度很差。,环境 不错 消费 游船 一张 景色 不错 服务态度 很差
chang474649794,2020年10月16日,收费一套又一套。真是个坑啊，没啥景点！,0.0,收费一套又一套。真是个坑啊，没啥景点！,收费 一套 一套 景点
UVm368505321,2020年10月6日,还…行吧，除了有点冷。可以早点去，人也少，山上风景也美。等我们玩完该走了，人也多了，乌央乌央的。,1.0,还…行吧，除了有点冷。可以早点去，人也少，山上风景也美。等我们玩完该走了，人也多了，乌央的。,早点 山上 风景 玩完 乌央
肖果董xyq,2020年10月16日,还可以，，就是太冷了。冻死，，,1.0,还可以，就是太冷了。冻死，,太冷 冻死
misery2009,2020年10月16日,山高  需要做缆车  注意安全。。。。。。。,1.0,山高 需要做缆车 注意安全。,缆车 注意安全
pAm4019685,2020年9月27日,不好?，非常没意思。不值得推荐,0.0,不好?，非常没意思。不值得推荐,不好 没意思 值得 推荐
zhu2485451397,2020年10月6日,不满意，特别不满意，除了缆车还有船票 其余什么都没有，没有游客上去的道,0.0,不满意，特别不满意，除了缆车还有船票 其余什么都没有，没有游客上去的道,满意 特别 满意 缆车 船票 游客
二傻子都有人用啦,2020年8月15日,风景优美，空气清新，温度比市里低几度，凉凉快快。,1.0,风景优美，空气清新，温度比市里低几度，凉快。,风景优美 空气清新 温度 市里 凉快
pbo142753083,2020年10月12日,还不错，风景挺好，就是太远了……,1.0,还不错，风景挺好，就是太远了…,不错 风景 太远
zhx汗,2020年8月10日,真心不错，你值得拥有！,1.0,真心不错，你值得拥有！,真心 不错 值得 拥有
kuB713011888,2020年10月14日,挺好玩的值得一去,1.0,挺好玩的值得一去,挺好玩 值得 一去
NEo368336746,2020年9月22日,山青水秀，坐了船体验风格很美，主要是很凉爽,1.0,山青水秀，坐了船体验风格很美，主要是很凉爽,山青水秀 体验 风格 凉爽
nTI654172619,2020年9月25日,一般吧，进门先收20元停车费，停车场四面八方过了人问吃饭住宿吗，不搭理他还生气呢，每人100元坐船转了一圈。,0.0,一般吧，进门先收20元停车费，停车场四面八方过了人问吃饭住宿吗，不搭理他还生气呢，每人10元坐船转了一圈。,进门 先收 停车费 停车场 四面八方 吃饭 住宿 搭理 生气 每人 坐船 一圈
vXO251922629,2020年10月8日,总体还不错，还看了斯琴格日乐的演唱,1.0,总体还不错，还看了斯琴格日乐的演唱,总体 不错 斯琴格 日乐 演唱
DOq19672867,2020年9月3日,山比三峡险，水比漓江清，真的不夸张，景色太美了。,1.0,山比三峡险，水比漓江清，真的不夸张，景色太美了。,山比 三峡 水比 漓江 真的 夸张 景色 太美
匿名用户,2020年10月7日,强烈推荐乘船，饱览沿岸风景，就是乘船每人100元较贵。,1.0,强烈推荐乘船，饱览沿岸风景，就是乘船每人10元较贵。,强烈推荐 乘船 饱览 沿岸 风景 乘船 每人
匿名用户,2020年10月4日,刚开始充满期待 进去就一般般 后面的冰雪世界里 还不错,1.0,刚开始充满期待 进去就一般 后面的冰雪世界里 还不错,充满 期待 冰雪 世界 不错
康燕KY,2020年10月7日,设施还可以，有电梯！,1.0,设施还可以，有电梯！,设施 电梯
dLp350480943,2020年8月12日,来值了漂亮的山水画不枉此行,1.0,来值了漂亮的山水画不枉此行,来值 漂亮 山水画 此行
匿名用户,2020年10月7日,美 强推,1.0,美 强推,强推
皆得自在,2020年10月7日,隐形消费太多，最后悔的一次旅行,0.0,隐形消费太多，最后悔的一次旅行,隐形 消费 后悔 旅行
佩恩哈娜,2020年10月6日,俩字儿牛逼,1.0,俩字儿牛逼,字儿
ipX227160778,2020年9月24日,感觉设施齐全，景色宜人 环境优美，就是指示路径不清楚,1.0,感觉设施齐全，景色宜人 环境优美，就是指示路径不清楚,感觉 设施 齐全 景色宜人 环境优美 指示 路径
讨厌onetwothree,2020年7月14日,京郊小漓江，超级美，强烈推荐，不过爬山要带水，还有龙庆峡应该要么坐缆车要么坐船，没有自由爬山线路，坐船到山脚下才可以爬山,1.0,京郊小漓江，超级美，强烈推荐，不过爬山要带水，还有龙庆峡应该要么坐缆车要么坐船，没有自由爬山线路，坐船到山脚下才可以爬山,京郊 漓江 超级 强烈推荐 爬山 带水 龙庆峡 缆车 坐船 自由 爬山 线路 坐船到 山脚下 爬山
Fvo492275185,2020年8月8日,服务周到，游船100元来回，小木船100元最多做三人不限时间，风景漂亮。,1.0,服务周到，游船10元来回，小木船10元最多做三人不限时间，风景漂亮。,服务周到 游船 来回 木船 三人 时间 风景 漂亮
匿名用户,2020年7月6日,风景很好，是选择旅行的好去处，虽然没有去过三峡，但很像三峡的感觉。很开心玩了划船，累但是很开心。很想玩蹦极，但是感觉有点小贵，这是比较遗憾的地方，便宜点就好了。空气很好，路上的风景也很好，刚到的时候还下了冰雹，不过还好就..,1.0,风景很好，是选择旅行的好去处，虽然没有去过三峡，但很像三峡的感觉。很开心玩了划船，累但是很开心。很想玩蹦极，但是感觉有点小贵，这是比较遗憾的地方，便宜点就好了。空气很好，路上的风景也很好，刚到的时候还下了冰雹，不过还好就.,风景 选择 旅行 好去处 去过 三峡 三峡 感觉 开心玩 划船 开心 蹦极 感觉 小贵 这是 遗憾 地方 便宜 空气 路上 风景 刚到 冰雹 还好
yy百合花ii,2020年9月25日,体检非常好，山水之间，强烈推荐,1.0,体检非常好，山水之间，强烈推荐,体检 山水 之间 强烈推荐
RAg152313220,2020年8月1日,就像所有差评说的一样太坑了，纠结的千万别去，我好后悔去之前没有看评价，这是我在北京周边玩过的景点最差的一个，不做船哪里也去不了强制消费就是，你不船下边可以玩的地方空间很小坐了船进去也没啥意思100块钱一个人真的没必要去，..,0.0,就像所有差评说的一样太坑了，纠结的千万别去，我好后悔去之前没有看评价，这是我在北京周边玩过的景点最差的一个，不做船哪里也去不了强制消费就是，你不船下边可以玩的地方空间很小坐了船进去也没啥意思10块钱一个人真的没必要去，.,评说 太坑 纠结 千万别 后悔 评价 北京 周边 玩过 景点 最差 强制 消费 不船 下边 地方 空间 很小 啥意思 块钱 真的
wIN348176894,2020年7月23日,很难过的一次游玩，开车到了结果告诉我，3点停止检票，只能做游船荡一圈，不能上岸，买了门票基本就里面转一下，实在是不怎么样，特别失望，里面环境一般都不怎么打扫卫生啊,0.0,很难过的一次游玩，开车到了结果告诉我，3点停止检票，只能做游船荡一圈，不能上岸，买了门票基本就里面转一下，实在是不怎么样，特别失望，里面环境一般都不怎么打扫卫生啊,难过 游玩 开车 告诉 停止 检票 只能 游船 一圈 上岸 门票 实在 不怎么样 特别 失望 环境 打扫卫生
jDI338316720,2020年8月23日,"设施还好吧，下雨索道关闭了，最后走下去的，有点难受，坐船游览了一圈，景色很优美，但是看久了有点没意思，主要那些什么峰像啥我都认不出来，哈哈

匆匆乘船，绕了一圈就离开了，别的就没啥了",1.0,设施还好吧，下雨索道关闭了，最后走下去的，有点难受，坐船游览了一圈，景色很优美，但是看久了有点没意思，主要那些什么峰像啥我都认不出来，哈匆乘船，绕了一圈就离开了，别的就没啥了,设施 还好 下雨 索道 关闭 难受 坐船 游览 一圈 景色 优美 看久 没意思 认不出来 哈匆 乘船 一圈 离开
Paranoid偏执少女,2020年9月23日,当天景区停业，票钱退了但此项服务未退款。,0.0,当天景区停业，票钱退了但此项服务未退款。,当天 景区 停业 此项 服务 退款
吖哈觅,2020年9月22日,人少，玩的少，到处都在建基本没什么玩的,0.0,人少，玩的少，到处都在建基本没什么玩的,人少 在建 没什么
NEo368336746,2020年9月22日,景区主要是感觉挺凉快的，夏天去正合适,1.0,景区主要是感觉挺凉快的，夏天去正合适,景区 感觉 凉快 夏天 正合适
NEo368336746,2020年9月22日,"孩子很喜欢，有山有水，让孩子
玩的很开心",1.0,孩子很喜欢，有山有水，让孩子玩的很开心,孩子 喜欢 有山有水 孩子 开心
feenry,2020年8月1日,总体上感觉不错，第一次过来玩，挺凉快的，景色也不错，人不少。,1.0,总体上感觉不错，第一次过来玩，挺凉快的，景色也不错，人不少。,总体 感觉 不错 第一次 凉快 景色 不错
刘晓慧220,2020年9月3日,去了一定要坐游船游览，要不就白去了，能看见小三峡一样的景色，不过游船没有顶，夏天去太晒了，一定要带把伞，否则晒死，景色也就打折扣了,1.0,去了一定要坐游船游览，要不就白去了，能看见小三峡一样的景色，不过游船没有顶，夏天去太晒了，一定要带把伞，否则晒死，景色也就打折扣了,游船 游览 白去 小三峡 景色 游船 夏天 景色 打折扣
嘻哈MAX,2020年8月21日,还不错 ? 味道很好 下次再来吃?,1.0,还不错 ? 味道很好 下次再来吃?,不错 味道 下次 再来
zQb387722340,2020年9月19日,真的是极差的旅游体验，花了190，看了个寂寞,0.0,真的是极差的旅游体验，花了190，看了个寂寞,真的 极差 旅游 体验 寂寞
zQb387722340,2020年9月19日,40块门票钱，就真的是门票钱，啥都没有,0.0,40块门票钱，就真的是门票钱，啥都没有,门票 真的 门票
yangshitan,2020年9月12日,环境优美，景色秀丽，就是游船的费用太贵了，应该降低一点。,1.0,环境优美，景色秀丽，就是游船的费用太贵了，应该降低一点。,环境优美 景色 秀丽 游船 费用 太贵 降低 一点
匿名用户,2020年9月16日,很不错 就是船票时间太短 性价比低,1.0,很不错 就是船票时间太短 性价比低,不错 船票 时间 太短 性价比
匿名用户,2020年9月16日,门票40，缆车50，船100，风景不错，不晕船根本看不到。,1.0,门票40，缆车50，船10，风景不错，不晕船根本看不到。,门票 缆车 风景 不错 晕船 看不到
feng861031,2020年9月15日,离家比较近，创意多。冬天可以去参观一下,1.0,离家比较近，创意多。冬天可以去参观一下,离家 创意 冬天 参观
twg980265669,2020年9月16日,你要真把我惹生气了，我就可以可以可以可以可以,0.0,你要真把我惹生气了，我就可以,生气
ymyhua,2020年9月13日,还可以了啦 凑合 就是行程再长点就好了,1.0,还可以了啦 凑合 就是行程再长点就好了,凑合 行程 长点
IUp851674179,2020年8月9日,风景很好,1.0,风景很好,风景
ESp164118316,2020年5月5日,带爸爸妈妈去的，我们难得可以在这个特殊时期一起休息。爸爸妈妈玩的很开心。这真是个好地方，游船的山水风景让我身处普吉岛一般，座缆车到神仙院烧香还不收费，我们自愿放了一点聊表心意。然后一家人爬到了山顶一览众山小。下山拍照最后..,1.0,带爸妈去的，我们难得可以在这个特殊时期一起休息。爸妈玩的很开心。这真是个好地方，游船的山水风景让我身处普吉岛一般，座缆车到神仙院烧香还不收费，我们自愿放了一点聊表心意。然后一家人爬到了山顶一览众山小。下山拍照最后.,爸妈 时期 休息 爸妈 开心 地方 游船 山水 风景 身处 普吉岛 缆车 神仙 烧香 收费 自愿 一点 聊表心意 一家人 山顶 一览 众山 下山 拍照
wanglanhui2012,2020年8月30日,延庆龙庆峡风景秀丽，空气清新。是一个很好的旅游胜地，真不愧为北方的小漓江。,1.0,延庆龙庆峡风景秀丽，空气清新。是一个很好的旅游胜地，真不愧为北方的小漓江。,延庆 龙庆峡 风景秀丽 空气清新 旅游胜地 不愧为 北方 漓江
jUG443069013,2020年7月27日,风景非常不错，有小三峡之称，夏天比市内温度至少低七八度，适合度假避暑～,1.0,风景非常不错，有小三峡之称，夏天比市内温度至少低七八度，适合度假避暑～,风景 不错 小三峡 之称 夏天 市内 温度 至少 七八 适合 度假 避暑
kCZ163231583,2020年9月10日,风景很好，中国人服务都那样……爱理不理,0.0,风景很好，中国人服务都那样…爱理不理,风景 中国 服务 爱理不理
Iww278600602,2020年9月3日,景色优美，人太多，其他的都不错，就是工作人员再专业点就更好了,1.0,景色优美，人太多，其他的都不错，就是工作人员再专业点就更好了,景色 优美 人太多 不错 工作人员 专业 更好
风花语11,2020年8月16日,风景如画，值得一去，但是被景区门口当地人忽悠了，介绍去他家吃饭，车免费停饭店门口，当地人开车接送，结果半天不来接，到饭店一个摊鸡蛋38元，当地人不厚道,0.0,风景如画，值得一去，但是被景区门口当地人忽悠了，介绍去他家吃饭，车免费停饭店门口，当地人开车接送，结果半天不来接，到饭店一个摊鸡蛋38元，当地人不厚道,风景如画 值得 一去 景区 门口 当地人 忽悠 介绍 他家 吃饭 免费 饭店 门口 当地人 开车 接送 半天 不来 饭店 摊鸡蛋 当地人 厚道
FQd846512470,2020年5月26日,五一跟朋友一起去的。风景没得说，环境很好。滑车挺好玩的 单人和双人的 不刺激 但是挺那感觉不错 神仙院旁边的金盆 可以洗脸洗手 水冰凉冰凉的 山上很多奇奇怪怪的树木 有很多带孩子去的 一路上卖水和冷饮的特别少 建议自己带水上去,1.0,五一跟朋友一起去的。风景没得说，环境很好。滑车挺好玩的 单人和双人的 不刺激 但是挺那感觉不错 神仙院旁边的金盆 可以洗脸洗手 水冰凉的 山上很多奇怪的树木 有很多带孩子去的 一路上卖水和冷饮的特别少 建议自己带水上去,五一 朋友 风景 没得说 环境 滑车 挺好玩 单人 双人 刺激 感觉 不错 神仙 旁边 金盆 洗脸 洗手 冰凉 山上 奇怪 树木 孩子 一路上 卖水 冷饮 特别 建议 水上
zixi954,2020年7月27日,人不多，比市里温度低了好几度，很凉快，游客少心情也很舒畅，特别是山上，必须穿裤子，洞里真冷啊。一家人老老小小玩的很开心。我们是带着午餐去的，里面的水和食物很贵。景点都这样。,1.0,人不多，比市里温度低了好几度，很凉快，游客少心情也很舒畅，特别是山上，必须穿裤子，洞里真冷啊。一家人老小玩的很开心。我们是带着午餐去的，里面的水和食物很贵。景点都这样。,人不多 市里 温度 凉快 游客 心情 舒畅 特别 山上 裤子 洞里 真冷 一家人 老小 开心 午餐 食物 景点
刘晓慧220,2020年9月3日,去了一定要做游船，不过游船没有顶，太晒了，一定要带伞,1.0,去了一定要做游船，不过游船没有顶，太晒了，一定要带伞,游船 游船 太晒
sinomoni,2020年6月26日,环境优美，疫情期间人还少，自己划的小船半路把桨栓划断了，一个桨划回来的。,1.0,环境优美，疫情期间人还少，自己划的小船半路把桨栓划断了，一个桨划回来的。,环境优美 疫情 期间 小船 半路 栓划断 桨划 回来
WY小桃气,2020年9月9日,值得一游,1.0,值得一游,值得 一游
杨有为好青年,2020年5月27日,"还是值得一去的，家人，亲子，朋友，情侣都很适合，因为除了好山好水好天气，玩的项目也多。
停车费一次20元，
门票成人40左右，
坐船是必须的，100一人，
缆车和索道好像40一个人左右。
河水如宝石般的翡翠绿啊！",1.0,还是值得一去的，家人，亲子，朋友，情侣都很适合，因为除了好山好水好天气，玩的项目也多。停车费一次20元，门票成人40左右，坐船是必须的，10一人，缆车和索道好像40一个人左右。河水如宝石般的翡翠绿啊！,值得 一去 家人 亲子 朋友 情侣 适合 好山好水 天气 项目 停车费 门票 成人 坐船 一人 缆车 索道 好像 河水 宝石 翡翠绿
pRX539752922,2020年8月26日,感觉比以前去的时候少了好多东西呀，玩的项目少了不少，但是总体来说还可以。,1.0,感觉比以前去的时候少了好多东西呀，玩的项目少了不少，但是总体来说还可以。,感觉 好多 东西 项目 总体
谁家内谁135,2020年9月7日,挺好,1.0,挺好,
匿名用户,2020年8月31日,老牌的旅游景点，商业化不浓。自然风光心旷神怡,1.0,老牌的旅游景点，商业化不浓。自然风光心旷神怡,老牌 旅游景点 商业化 自然风光 心旷神怡
vyQ156535081,2020年7月30日,风景优美，泛舟山水之间。气温比较凉爽,1.0,风景优美，泛舟山水之间。气温比较凉爽,风景优美 泛舟 山水 之间 气温 凉爽
董博929,2020年9月1日,爬了山，做了船，很惬意了，推荐。,1.0,爬了山，做了船，很惬意了，推荐。,惬意 推荐
susansunshinedu,2020年8月22日,不错哦，喜欢上山的电梯，节省了体力，对于老人和孩子是不错的选择。推荐去,1.0,不错哦，喜欢上山的电梯，节省了体力，对于老人和孩子是不错的选择。推荐去,不错 喜欢 上山 电梯 节省 体力 老人 孩子 不错 选择 推荐
QnZ139095226,2020年9月1日,小桂林 上水之间 景色很美,1.0,小桂林 上水之间 景色很美,桂林 之间 景色
爱吃鬼！.com,2020年8月26日,好凉快，景区内秩序有序，就是公共厕所脏乱差，有待提高,1.0,好凉快，景区内秩序有序，就是公共厕所脏乱差，有待提高,凉快 景区 秩序 有序 公共厕所 脏乱差 有待 提高
匿名用户,2020年8月29日,设施一般，环境还行，坐船会有乐趣,1.0,设施一般，环境还行，坐船会有乐趣,设施 环境 坐船 乐趣
Wtt918837713,2020年8月29日,还不错，下次去坐船，风景估计更好看,1.0,还不错，下次去坐船，风景估计更好看,不错 下次 坐船 风景 估计 更好
保护大白6,2020年7月19日,远离市区，凉爽，一定要坐游船呀,1.0,远离市区，凉爽，一定要坐游船呀,远离 市区 凉爽 游船
kaX918042033,2020年8月14日,景区建设不错，腾龙电梯超赞，！登山台阶高矮合适，不累。往返船票很值得！泛舟值得体验。,1.0,景区建设不错，腾龙电梯超赞，！登山台阶高矮合适，不累。往返船票很值得！泛舟值得体验。,景区 建设 不错 腾龙 电梯 超赞 登山 台阶 高矮 合适 往返 船票 值得 泛舟 值得 体验
匿名用户,2020年8月24日,还不错，7点开始，冬天好冷有咖啡厅,1.0,还不错，7点开始，冬天好冷有咖啡厅,不错 冬天 冷有 咖啡厅
SHoadgnaw,2020年7月7日,修身养性，品味宁静。总览众晓，止于云龙。,1.0,修身养性，品味宁静。总览众晓，止于云龙。,修身养性 品味 宁静 总览 众晓 云龙
橙色缘分,2020年7月5日,风景不错…有山有水…合适全家游玩…,1.0,风景不错…有山有水…合适全家游玩…,风景 不错 有山有水 合适 全家 游玩
IOe539442068,2020年8月25日,山清水秀，景色宜人，有玩有看,1.0,山清水秀，景色宜人，有玩有看,山清水秀 景色宜人
susansunshinedu,2020年8月22日,不错了，适合带老人，小孩去。,1.0,不错了，适合带老人，小孩去。,不错 适合 老人 小孩
jinjunxiu1402,2020年7月12日,服务热心，周到，景区特别好玩，推荐大家去哒,1.0,服务热心，周到，景区特别好玩，推荐大家去哒,服务 热心 周到 景区 特别 好玩 推荐
zhong8098,2020年8月23日,挺好的,1.0,挺好的,
华凌格格,2020年8月22日,出票快，方便,1.0,出票快，方便,出票
华凌格格,2020年8月22日,出票快，方便,1.0,出票快，方便,出票
华凌格格,2020年8月22日,出票快，方便,1.0,出票快，方便,出票
匿名用户,2020年7月10日,景色优美，空气新鲜，非常适合带家人孩子游玩！,1.0,景色优美，空气新鲜，非常适合带家人孩子游玩！,景色 优美 空气 新鲜 非常适合 家人 孩子 游玩
暴躁的愤青,2020年8月22日,感觉还不错！可以带上朋友去玩玩！,1.0,感觉还不错！可以带上朋友去玩！,感觉 不错 带上 朋友
IUp851674179,2020年8月9日,很美,1.0,很美,
天后0516,2020年8月18日,玩了缆车，也坐了滑倒，孩子特别喜欢，最主要是凉快！,1.0,玩了缆车，也坐了滑倒，孩子特别喜欢，最主要是凉快！,缆车 滑倒 孩子 特别 喜欢 凉快
imV659192964,2020年8月19日,不满意，去了什么都没有完，不像上面说的这么好呢,0.0,不满意，去了什么都没有完，不像上面说的这么好呢,满意 不像
yangx3140,2020年6月13日,"假期出来透透气、这里的山光水色
环境不错",1.0,假期出来透气、这里的山光水色环境不错,假期 透气 山光水色 环境 不错
追心9830726,2020年8月22日,还不错，可以去玩玩！,1.0,还不错，可以去玩！,不错
HpY848805912,2020年6月14日,总体来说一般，环境也不是很好，许多攀爬的楼梯破旧损坏有安全隐患，门票可以接受，游船票价略高不值，之前去过没想到现在长了这么多，许多景区也有游船比这景色不差也没这样贵的价格，而且小孩子老年人没有半价全部要全票，这不知道谁规...,0.0,总体来说一般，环境也不是很好，许多攀爬的楼梯破旧损坏有安全隐患，门票可以接受，游船票价略高不值，之前去过没想到现在长了这么多，许多景区也有游船比这景色不差也没这样贵的价格，而且小孩子老年人没有半价全部要全票，这不知道谁规.,总体 环境 攀爬 楼梯 破旧 损坏 安全隐患 门票 接受 游船 票价 不值 去过 没想到 景区 游船 景色 不差 价格 小孩子 老年人 半价 全票 谁规
任继锋,2020年8月18日,风景很好，但是不适合遛娃，都是爬山,1.0,风景很好，但是不适合遛娃，都是爬山,风景 适合 爬山
有良知的吃货,2020年8月17日,龙庆峡的水真绿啊,1.0,龙庆峡的水真绿啊,龙庆峡 水真
匿名用户,2020年6月4日,五一临时去的，不过风景真的不错…差不多有点小桂林的感觉了，就那天去有点迟了有的项目都关了，做了一下船，太迟也不停靠了，有的小失望…不过风景确实不错…强烈推荐之一…风景真真真真真真真真真真真真真真真心不错…,1.0,五一临时去的，不过风景真的不错…差不多有点小桂林的感觉了，就那天去有点迟了有的项目都关了，做了一下船，太迟也不停靠了，有的小失望…不过风景确实不错…强烈推荐之一…风景真心不错…,五一 临时 风景 真的 不错 桂林 感觉 那天 项目 太迟 停靠 失望 风景 确实 不错 强烈推荐 风景 真心 不错
茴香馅月饼,2020年5月5日,峡谷中的一条河流，山势陡峭，高低错落，两侧的峭壁上郁郁葱葱，峡谷中很是清凉，空气很清新，可坐游船欣赏两岸的美景，到金刚寺后，下山可花上五十块钱租一个小木船，划桨荡漾在峡谷之中。,1.0,峡谷中的一条河流，山势陡峭，高低错落，两侧的峭壁上郁葱，峡谷中很是清凉，空气很清新，可坐游船欣赏两岸的美景，到金刚寺后，下山可花上五十块钱租一个小木船，划桨荡漾在峡谷之中。,峡谷 一条 河流 山势 陡峭 错落 两侧 峭壁 上郁 峡谷 清凉 空气 清新 游船 欣赏 两岸 美景 金刚 下山 可花 五十块 钱租 木船 划桨 荡漾 峡谷 之中
任继锋,2020年8月18日,风景很好，只是不太适合遛娃,1.0,风景很好，只是不太适合遛娃,风景 不太 适合
zixi954,2020年7月27日,比门口票价便宜3元。带着身份证就行，不用老年卡。如果年纪很大可以做摆渡车，年轻人溜达着就过去了，一公里而已。,1.0,比门口票价便宜3元。带着身份证就行，不用老年卡。如果年纪很大可以做摆渡车，年轻人溜达着就过去了，一公里而已。,门口 票价 便宜 身份证 就行 不用 老年 年纪 很大 摆渡 年轻人 溜达 公里
