活检  1
 效果 122
 症状 113
 一个月 98
 两个 56
 第一次 119
 医院 77
 医生 7
 感觉 25
 阳性 38
 担心 51
 排卵期 63
 检查 69
 炎症 17
 外阴 122
 干净 6
 影响 67
 姨妈 87
 查出来 82
 一周 119
 白带 11
 益生菌 116
 每次 6
 活检 42
 几个 92
 好像 114
 两天 114
 一点 42
 褐色 113
 分泌物 83
 真的 63
 特别 66
 建议 100
 乳酸菌 109
 常规 14
 同房 125
 复发 29
 经期 111
 子宫 39
 调理 65
 宫颈 61
 糜烂 125
 大姨妈 49
 运动 121
 内膜 66
一点 宫颈 40
一点 糜烂 16
一点 息肉 12
一点 有时候 25
一点 大姨妈 24
一点 硼酸 24
一点 半年 17
一点 运动 11
一点 内膜 19
宫颈炎 褐色 10
宫颈炎 分泌物 21
宫颈炎 复查 35
宫颈炎 真的 14
宫颈炎 没事 15
宫颈炎 特别 4
宫颈炎 导致 13
宫颈炎 建议 18
宫颈炎 发现 10
宫颈炎 塞药 9
宫颈炎 常规 15
宫颈炎 同房 15
宫颈炎 复发 9
宫颈炎 原因 9
宫颈炎 没什么 10
宫颈炎 出血 31
宫颈炎 经期 5
宫颈炎 平时 5
宫颈炎 希望 2
宫颈炎 子宫 6
宫颈炎 调理 5
宫颈炎 宫颈 79
宫颈炎 糜烂 68
宫颈炎 息肉 10
宫颈炎 有时候 6
宫颈炎 大姨妈 2
宫颈炎 硼酸 7
宫颈炎 半年 14
宫颈炎 运动 2
宫颈炎 内膜 11
褐色 复查 10
褐色 真的 12
褐色 没事 8
褐色 特别 6
褐色 导致 3
褐色 建议 5
褐色 发现 17
褐色 常规 3
褐色 同房 14
褐色 复发 9
褐色 原因 17
褐色 没什么 8
褐色 出血 73
褐色 经期 21
褐色 平时 7
褐色 希望 2
褐色 子宫 12
褐色 调理 7
褐色 宫颈 16
褐色 糜烂 7
褐色 息肉 22
褐色 有时候 16
褐色 大姨妈 25
褐色 半年 4
褐色 运动 3
褐色 内膜 21
分泌物 复查 19
分泌物 真的 18
分泌物 没事 9
分泌物 特别 15
分泌物 导致 16
分泌物 建议 17
分泌物 发现 34
分泌物 乳酸菌 7
分泌物 塞药 5
分泌物 常规 31
分泌物 同房 20
分泌物 复发 12
分泌物 原因 19
分泌物 没什么 14
分泌物 出血 41
分泌物 经期 18
分泌物 平时 19
分泌物 希望 4
分泌物 子宫 20
分泌物 调理 4
分泌物 宫颈 51
分泌物 糜烂 13
分泌物 息肉 20
分泌物 有时候 21
分泌物 大姨妈 18
分泌物 硼酸 19
分泌物 半年 7
分泌物 运动 4
分泌物 内膜 24
复查 真的 37
复查 没事 44
复查 特别 26
复查 导致 20
复查 建议 75
复查 发现 37
复查 乳酸菌 15
复查 塞药 23
复查 常规 45
复查 同房 17
复查 复发 53
复查 原因 18
复查 没什么 28
复查 出血 46
复查 经期 14
复查 平时 20
复查 希望 43
复查 子宫 30
复查 调理 15
复查 宫颈 68
复查 糜烂 15
复查 息肉 39
复查 有时候 14
复查 大姨妈 23
复查 硼酸 9
复查 半年 110
复查 运动 25
复查 内膜 39
真的 没事 28
真的 特别 34
真的 导致 17
真的 建议 35
真的 发现 32
真的 乳酸菌 13
真的 塞药 14
真的 常规 12
真的 同房 14
真的 复发 49
真的 原因 27
真的 没什么 18
真的 出血 49
真的 经期 14
真的 平时 17
真的 希望 27
真的 子宫 17
真的 调理 13
真的 宫颈 33
真的 糜烂 12
真的 息肉 19
真的 有时候 23
真的 大姨妈 24
真的 硼酸 42
真的 半年 17
真的 运动 29
真的 内膜 16
没事 特别 8
没事 导致 11
没事 建议 11
没事 发现 14
没事 乳酸菌 2
没事 塞药 5
没事 常规 9
没事 同房 8
没事 复发 9
没事 原因 9
没事 没什么 8
没事 出血 39
没事 经期 10
没事 平时 18
没事 希望 25
没事 子宫 14
没事 调理 5
没事 宫颈 24
没事 糜烂 10
没事 息肉 6
没事 有时候 8
没事 大姨妈 11
没事 硼酸 6
没事 半年 14
没事 运动 8
没事 内膜 14
特别 导致 7
特别 建议 74
特别 发现 18
特别 乳酸菌 7
特别 塞药 12
特别 常规 14
特别 同房 10
特别 复发 22
特别 原因 10
特别 没什么 16
特别 出血 24
特别 经期 13
特别 平时 19
特别 希望 8
特别 子宫 16
特别 调理 4
特别 宫颈 19
特别 糜烂 4
特别 息肉 7
特别 有时候 20
特别 大姨妈 14
特别 硼酸 14
特别 半年 10
特别 运动 14
特别 内膜 11
导致 建议 20
导致 发现 18
导致 乳酸菌 6
导致 塞药 8
导致 常规 6
导致 同房 16
导致 复发 23
导致 原因 30
导致 没什么 8
导致 出血 40
导致 经期 18
导致 平时 10
导致 希望 5
导致 子宫 26
导致 调理 9
导致 宫颈 33
导致 糜烂 16
导致 息肉 15
导致 有时候 11
导致 大姨妈 3
导致 硼酸 9
导致 半年 9
导致 运动 9
导致 内膜 19
建议 发现 15
建议 乳酸菌 8
建议 塞药 10
建议 常规 42
建议 同房 18
建议 复发 22
建议 原因 12
建议 没什么 17
建议 出血 52
建议 经期 16
建议 平时 19
建议 希望 9
建议 子宫 45
建议 调理 19
建议 宫颈 57
建议 糜烂 17
建议 息肉 29
建议 有时候 8
建议 大姨妈 4
建议 硼酸 22
建议 半年 21
建议 运动 7
建议 内膜 35
发现 乳酸菌 4
发现 塞药 10
发现 常规 18
发现 同房 12
发现 复发 18
发现 原因 22
发现 没什么 17
发现 出血 34
发现 经期 7
发现 平时 11
发现 希望 10
发现 子宫 21
发现 调理 5
发现 宫颈 24
发现 糜烂 8
发现 息肉 28
发现 有时候 8
发现 大姨妈 16
发现 硼酸 3
发现 半年 11
发现 运动 5
发现 内膜 20
乳酸菌 塞药 17
乳酸菌 常规 16
乳酸菌 同房 5
乳酸菌 复发 31
乳酸菌 原因 3
乳酸菌 没什么 6
乳酸菌 经期 2
乳酸菌 平时 6
乳酸菌 希望 5
乳酸菌 调理 8
乳酸菌 宫颈 2
乳酸菌 糜烂 1
乳酸菌 有时候 3
乳酸菌 大姨妈 2
乳酸菌 硼酸 101
乳酸菌 半年 4
乳酸菌 运动 7
塞药 常规 14
塞药 同房 4
塞药 复发 47
塞药 原因 6
塞药 没什么 10
塞药 出血 13
塞药 经期 8
塞药 平时 9
塞药 希望 4
塞药 子宫 4
塞药 调理 6
塞药 宫颈 17
塞药 糜烂 10
塞药 息肉 3
塞药 有时候 7
塞药 大姨妈 7
塞药 硼酸 17
塞药 半年 10
塞药 运动 8
塞药 内膜 4
常规 同房 7
常规 复发 17
常规 原因 19
常规 没什么 14
常规 出血 14
常规 经期 10
常规 平时 18
常规 希望 1
常规 子宫 12
常规 调理 4
常规 宫颈 31
常规 糜烂 14
常规 息肉 3
常规 有时候 20
常规 大姨妈 6
常规 硼酸 7
常规 半年 5
常规 运动 1
常规 内膜 2
同房 复发 31
同房 原因 19
同房 没什么 6
同房 出血 105
同房 经期 18
同房 平时 14
同房 希望 2
同房 子宫 16
同房 调理 4
同房 宫颈 53
同房 糜烂 28
同房 息肉 15
同房 有时候 5
同房 大姨妈 10
同房 硼酸 16
同房 半年 12
同房 运动 6
同房 内膜 10
复发 原因 12
复发 没什么 18
复发 出血 23
复发 经期 15
复发 平时 18
复发 希望 13
复发 子宫 16
复发 调理 22
复发 宫颈 17
复发 糜烂 4
复发 息肉 35
复发 有时候 16
复发 大姨妈 24
复发 硼酸 71
复发 半年 29
复发 运动 26
复发 内膜 17
原因 没什么 10
原因 出血 43
原因 经期 18
原因 平时 16
原因 希望 4
原因 子宫 20
原因 调理 6
原因 宫颈 22
原因 糜烂 3
原因 息肉 21
原因 有时候 10
原因 大姨妈 3
原因 硼酸 4
原因 半年 7
原因 运动 3
原因 内膜 20
没什么 出血 19
没什么 经期 8
没什么 平时 16
没什么 希望 6
没什么 子宫 11
没什么 调理 5
没什么 宫颈 17
没什么 糜烂 6
没什么 息肉 9
没什么 有时候 5
没什么 大姨妈 5
没什么 硼酸 11
没什么 半年 10
没什么 运动 8
没什么 内膜 7
出血 经期 104
出血 平时 32
出血 希望 13
出血 子宫 90
出血 调理 20
出血 糜烂 63
出血 息肉 115
出血 有时候 37
出血 大姨妈 35
出血 硼酸 18
出血 半年 21
出血 运动 15
出血 内膜 97
经期 平时 20
经期 希望 2
经期 子宫 37
经期 调理 7
经期 宫颈 25
经期 糜烂 2
经期 息肉 31
经期 有时候 11
经期 大姨妈 7
经期 硼酸 12
经期 半年 9
经期 运动 3
经期 内膜 35
平时 希望 3
平时 子宫 15
平时 调理 9
平时 宫颈 19
平时 糜烂 11
平时 息肉 9
平时 有时候 6
平时 大姨妈 12
平时 硼酸 1
平时 半年 6
平时 运动 13
平时 内膜 14
希望 子宫 7
希望 调理 3
希望 宫颈 8
希望 糜烂 1
希望 息肉 2
希望 有时候 2
希望 大姨妈 3
希望 硼酸 14
希望 半年 5
希望 运动 7
希望 内膜 5
子宫 调理 16
子宫 宫颈 98
子宫 糜烂 8
子宫 息肉 101
子宫 有时候 15
子宫 大姨妈 5
子宫 硼酸 2
子宫 半年 5
子宫 运动 2
子宫 内膜 11
调理 宫颈 17
调理 糜烂 12
调理 息肉 9
调理 有时候 5
调理 大姨妈 6
调理 硼酸 8
调理 半年 9
调理 运动 14
调理 内膜 19
宫颈 糜烂 43
宫颈 息肉 105
宫颈 有时候 19
宫颈 大姨妈 13
宫颈 硼酸 8
宫颈 半年 22
宫颈 运动 3
宫颈 内膜 76
糜烂 息肉 9
糜烂 有时候 5
糜烂 大姨妈 6
糜烂 硼酸 3
糜烂 半年 9
糜烂 运动 2
糜烂 内膜 7
息肉 有时候 13
息肉 大姨妈 10
息肉 硼酸 2
息肉 半年 16
息肉 运动 5
有时候 大姨妈 11
有时候 硼酸 5
有时候 半年 4
有时候 运动 8
有时候 内膜 15
大姨妈 硼酸 3
大姨妈 半年 1
大姨妈 运动 5
大姨妈 内膜 9
硼酸 半年 7
硼酸 运动 9
硼酸 内膜 1
半年 运动 16
半年 内膜 5
运动 内膜 4
