不用  1
 医院 101
 害怕 33
 姐妹 63
 几个 81
 两个 35
 霉菌 22
 塞药 65
 疗程 47
 一个月 102
 复查 61
 阴道 17
 原因 76
 一点 40
 中药 96
 不行 74
 益生菌 64
 转阴 52
 症状 73
 干净 36
 细菌 60
 请问 16
 那种 2
 第一次 107
 阴道镜 69
 时间 113
 肯定 105
 宫颈 77
 打算 96
 担心 57
 东西 65
 确实 81
 没什么 124
 手术 117
 好像 33
 建议 16
 出血 103
 不用 122
 白细胞 94
 抗生素 121
 有时候 86
 有没有 108
 平时 82
 病毒 41
 运动 2
 细菌性 104
 糜烂 62
建议 查出来 10
建议 细菌性 14
建议 清洁度 5
建议 糜烂 10
建议 每次 8
出血 不用 47
出血 性生活 32
出血 白细胞 6
出血 三甲 10
出血 效果 7
出血 抗生素 2
出血 有时候 14
出血 妇科 17
出血 姨妈 34
出血 子宫 48
出血 有没有 18
出血 盆腔炎 4
出血 内裤 7
出血 常规 11
出血 息肉 89
出血 内膜 71
出血 吃药 16
出血 身体 7
出血 分泌物 23
出血 影响 19
出血 宫颈炎 41
出血 乳酸菌 4
出血 平时 6
出血 病毒 1
出血 运动 14
出血 查出来 10
出血 细菌性 8
出血 清洁度 8
出血 糜烂 51
出血 每次 25
不用 性生活 39
不用 白细胞 9
不用 三甲 15
不用 效果 13
不用 抗生素 8
不用 有时候 13
不用 排卵期 14
不用 妇科 25
不用 姨妈 11
不用 子宫 14
不用 有没有 16
不用 盆腔炎 7
不用 内裤 27
不用 常规 16
不用 息肉 21
不用 内膜 16
不用 吃药 25
不用 身体 18
不用 分泌物 20
不用 影响 35
不用 宫颈炎 34
不用 乳酸菌 14
不用 平时 18
不用 病毒 14
不用 运动 16
不用 查出来 9
不用 细菌性 4
不用 清洁度 15
不用 糜烂 31
不用 每次 6
性生活 白细胞 6
性生活 三甲 15
性生活 效果 5
性生活 抗生素 2
性生活 有时候 5
性生活 排卵期 11
性生活 妇科 29
性生活 姨妈 9
性生活 子宫 11
性生活 有没有 31
性生活 盆腔炎 11
性生活 内裤 28
性生活 常规 14
性生活 息肉 10
性生活 内膜 7
性生活 吃药 8
性生活 身体 17
性生活 分泌物 12
性生活 影响 12
性生活 宫颈炎 19
性生活 乳酸菌 10
性生活 平时 14
性生活 病毒 17
性生活 运动 21
性生活 查出来 13
性生活 细菌性 4
性生活 清洁度 17
性生活 糜烂 9
性生活 每次 16
白细胞 三甲 4
白细胞 效果 1
白细胞 抗生素 8
白细胞 有时候 9
白细胞 排卵期 3
白细胞 妇科 8
白细胞 姨妈 5
白细胞 子宫 2
白细胞 有没有 7
白细胞 盆腔炎 4
白细胞 内裤 6
白细胞 常规 39
白细胞 息肉 1
白细胞 内膜 2
白细胞 吃药 7
白细胞 身体 3
白细胞 分泌物 6
白细胞 影响 2
白细胞 宫颈炎 10
白细胞 乳酸菌 13
白细胞 平时 1
白细胞 运动 1
白细胞 查出来 12
白细胞 细菌性 24
白细胞 清洁度 123
白细胞 糜烂 2
白细胞 每次 17
三甲 效果 4
三甲 抗生素 5
三甲 有时候 5
三甲 排卵期 1
三甲 妇科 45
三甲 姨妈 3
三甲 子宫 5
三甲 有没有 4
三甲 盆腔炎 1
三甲 内裤 9
三甲 常规 10
三甲 息肉 5
三甲 内膜 5
三甲 吃药 7
三甲 身体 7
三甲 分泌物 3
三甲 影响 8
三甲 宫颈炎 3
三甲 乳酸菌 1
三甲 平时 2
三甲 病毒 4
三甲 运动 6
三甲 查出来 9
三甲 细菌性 5
三甲 清洁度 9
三甲 糜烂 12
三甲 每次 3
效果 抗生素 20
效果 有时候 2
效果 排卵期 1
效果 妇科 17
效果 姨妈 11
效果 子宫 4
效果 有没有 15
效果 盆腔炎 10
效果 内裤 8
效果 常规 2
效果 息肉 5
效果 内膜 9
效果 吃药 16
效果 身体 11
效果 分泌物 3
效果 影响 8
效果 宫颈炎 2
效果 乳酸菌 33
效果 平时 3
效果 病毒 3
效果 运动 7
效果 查出来 4
效果 细菌性 11
效果 清洁度 5
效果 每次 10
抗生素 有时候 4
抗生素 排卵期 2
抗生素 妇科 6
抗生素 姨妈 4
抗生素 子宫 1
抗生素 有没有 4
抗生素 盆腔炎 11
抗生素 内裤 6
抗生素 常规 4
抗生素 息肉 1
抗生素 内膜 2
抗生素 吃药 18
抗生素 身体 15
抗生素 分泌物 2
抗生素 影响 7
抗生素 宫颈炎 5
抗生素 乳酸菌 13
抗生素 平时 7
抗生素 运动 9
抗生素 查出来 5
抗生素 细菌性 5
抗生素 清洁度 3
抗生素 每次 8
有时候 排卵期 9
有时候 妇科 8
有时候 姨妈 8
有时候 子宫 2
有时候 有没有 6
有时候 盆腔炎 9
有时候 内裤 19
有时候 常规 5
有时候 息肉 7
有时候 内膜 5
有时候 吃药 3
有时候 身体 4
有时候 分泌物 13
有时候 影响 12
有时候 宫颈炎 6
有时候 乳酸菌 6
有时候 平时 7
有时候 病毒 2
有时候 运动 3
有时候 查出来 5
有时候 细菌性 5
有时候 清洁度 7
有时候 糜烂 3
有时候 每次 13
排卵期 妇科 5
排卵期 姨妈 23
排卵期 子宫 18
排卵期 有没有 6
排卵期 盆腔炎 6
排卵期 内裤 13
排卵期 常规 9
排卵期 息肉 24
排卵期 内膜 23
排卵期 吃药 2
排卵期 身体 4
排卵期 分泌物 22
排卵期 影响 9
排卵期 宫颈炎 4
排卵期 乳酸菌 1
排卵期 平时 12
排卵期 运动 9
排卵期 查出来 4
排卵期 细菌性 3
排卵期 清洁度 7
排卵期 糜烂 8
排卵期 每次 14
妇科 姨妈 14
妇科 子宫 16
妇科 有没有 23
妇科 盆腔炎 23
妇科 内裤 14
妇科 常规 33
妇科 息肉 14
妇科 内膜 12
妇科 吃药 10
妇科 身体 10
妇科 分泌物 17
妇科 影响 21
妇科 宫颈炎 10
妇科 乳酸菌 3
妇科 平时 3
妇科 病毒 2
妇科 运动 7
妇科 查出来 9
妇科 细菌性 6
妇科 清洁度 9
妇科 糜烂 12
妇科 每次 12
姨妈 子宫 12
姨妈 有没有 12
姨妈 盆腔炎 8
姨妈 内裤 20
姨妈 常规 10
姨妈 息肉 11
姨妈 内膜 14
姨妈 吃药 11
姨妈 身体 5
姨妈 分泌物 37
姨妈 影响 12
姨妈 宫颈炎 4
姨妈 乳酸菌 3
姨妈 平时 10
姨妈 运动 10
姨妈 查出来 5
姨妈 细菌性 3
姨妈 清洁度 7
姨妈 糜烂 1
姨妈 每次 32
子宫 有没有 15
子宫 盆腔炎 20
子宫 常规 5
子宫 息肉 85
子宫 吃药 7
子宫 身体 5
子宫 分泌物 9
子宫 影响 13
子宫 宫颈炎 12
子宫 平时 3
子宫 病毒 2
子宫 运动 2
子宫 查出来 11
子宫 清洁度 1
子宫 糜烂 3
子宫 每次 7
有没有 盆腔炎 18
有没有 内裤 15
有没有 常规 22
有没有 息肉 22
有没有 内膜 17
有没有 吃药 11
有没有 身体 2
有没有 分泌物 10
有没有 影响 19
有没有 宫颈炎 19
有没有 乳酸菌 14
有没有 平时 13
有没有 病毒 7
有没有 运动 6
有没有 查出来 7
有没有 细菌性 7
有没有 清洁度 8
有没有 糜烂 8
有没有 每次 13
盆腔炎 内裤 1
盆腔炎 常规 7
盆腔炎 息肉 6
盆腔炎 内膜 20
盆腔炎 吃药 13
盆腔炎 身体 7
盆腔炎 分泌物 2
盆腔炎 影响 6
盆腔炎 宫颈炎 29
盆腔炎 乳酸菌 1
盆腔炎 平时 15
盆腔炎 病毒 1
盆腔炎 运动 5
盆腔炎 查出来 12
盆腔炎 细菌性 4
盆腔炎 清洁度 5
盆腔炎 糜烂 5
盆腔炎 每次 10
内裤 常规 13
内裤 息肉 1
内裤 吃药 10
内裤 身体 7
内裤 分泌物 30
内裤 影响 11
内裤 宫颈炎 10
内裤 乳酸菌 10
内裤 平时 28
内裤 病毒 5
内裤 运动 30
内裤 查出来 1
内裤 细菌性 12
内裤 清洁度 13
内裤 糜烂 2
内裤 每次 19
常规 息肉 5
常规 内膜 5
常规 吃药 3
常规 身体 1
常规 分泌物 12
常规 影响 3
常规 宫颈炎 16
常规 乳酸菌 11
常规 平时 3
常规 运动 3
常规 查出来 14
常规 细菌性 19
常规 清洁度 51
常规 糜烂 11
常规 每次 11
息肉 吃药 13
息肉 身体 3
息肉 分泌物 12
息肉 影响 15
息肉 宫颈炎 5
息肉 乳酸菌 1
息肉 平时 2
息肉 运动 5
息肉 查出来 21
息肉 细菌性 1
息肉 清洁度 2
息肉 糜烂 6
息肉 每次 4
内膜 吃药 15
内膜 身体 6
内膜 分泌物 8
内膜 影响 13
内膜 宫颈炎 6
内膜 平时 4
内膜 运动 4
内膜 查出来 10
内膜 清洁度 1
内膜 糜烂 4
内膜 每次 8
吃药 身体 22
吃药 分泌物 5
吃药 影响 15
吃药 宫颈炎 4
吃药 乳酸菌 1
吃药 平时 9
吃药 病毒 3
吃药 运动 25
吃药 查出来 9
吃药 细菌性 10
吃药 清洁度 7
吃药 糜烂 4
吃药 每次 6
身体 分泌物 3
身体 影响 29
身体 宫颈炎 1
身体 乳酸菌 3
身体 平时 12
身体 病毒 21
身体 运动 24
身体 查出来 6
身体 细菌性 6
身体 清洁度 3
身体 糜烂 3
身体 每次 5
分泌物 影响 7
分泌物 宫颈炎 11
分泌物 乳酸菌 9
分泌物 平时 9
分泌物 病毒 3
分泌物 运动 2
分泌物 查出来 5
分泌物 细菌性 9
分泌物 清洁度 9
分泌物 糜烂 6
分泌物 每次 11
影响 宫颈炎 5
影响 乳酸菌 4
影响 平时 8
影响 病毒 16
影响 运动 13
影响 查出来 2
影响 细菌性 4
影响 清洁度 4
影响 糜烂 7
影响 每次 8
宫颈炎 乳酸菌 2
宫颈炎 平时 8
宫颈炎 病毒 1
宫颈炎 运动 3
宫颈炎 查出来 12
宫颈炎 细菌性 13
宫颈炎 清洁度 17
宫颈炎 糜烂 42
宫颈炎 每次 9
乳酸菌 平时 5
乳酸菌 病毒 1
乳酸菌 运动 4
乳酸菌 细菌性 15
乳酸菌 清洁度 29
乳酸菌 糜烂 2
乳酸菌 每次 8
平时 病毒 5
平时 运动 23
平时 查出来 3
平时 细菌性 7
平时 清洁度 6
平时 糜烂 3
平时 每次 3
病毒 运动 11
病毒 查出来 3
病毒 糜烂 1
病毒 每次 3
运动 查出来 9
运动 细菌性 1
运动 清洁度 3
运动 糜烂 3
运动 每次 5
查出来 细菌性 4
查出来 清洁度 11
查出来 糜烂 4
查出来 每次 8
细菌性 清洁度 27
细菌性 糜烂 14
细菌性 每次 6
清洁度 糜烂 9
清洁度 每次 19
糜烂 每次 3
