评论,fenci,情感分类,主题概率,主题类型
操作系统安装太麻烦了，弄到现在还装不上去，有谁会的请指点下，:183915145,操作系统 安装 麻烦 指点,neg,"[(0, 0.014293485), (1, 0.014293538), (2, 0.0142935505), (3, 0.0142935105), (4, 0.014293552), (5, 0.01429352), (6, 0.014293689), (7, 0.014293512), (8, 0.81418407), (9, 0.014293543), (10, 0.014293497), (11, 0.014293509), (12, 0.014293475), (13, 0.014293528)]",8
不知道为什么的笔记本，只要不是预装系统的机子，装系统及驱动都特困难，又是升级，又是在不知名的地方下载驱动，惠普的网站上的驱动下载形同虚设！真是搞不懂这么大个公司把产品搞得这么复杂！！！！,笔记本 预装 系统 机子 系统 驱动 困难 升级 知名 地方 下载 驱动 惠普 网站 驱动 下载 形同虚设 搞不懂 公司 产品,neg,"[(1, 0.95576334)]",1
声音有爆音，安装系统，驱动非常麻烦，我是专业人员还搞了一天的时间,声音 有爆 安装 系统 驱动 麻烦 专业 人员 时间,neg,"[(7, 0.24549189), (11, 0.6687571)]",11
不支持和未能提供相关该产品硬件的升级网站，且网站公布的可供下载的驱动不全，需要找工程师才能发链接。,支持 未能 提供 相关 产品 硬件 升级 网站 网站 公布 可供 下载 驱动 工程师 链接,neg,"[(1, 0.8944147), (8, 0.051978678)]",1
按客服提供的驱动下载地址去下载安装，最后还有一大堆的未知设备！搞了两天都搞不定，最后只能找朋友帮忙.,客服 提供 驱动 下载 地址 下载安装 一大堆 未知 设备 两天 搞不定 只能 朋友 帮忙,neg,"[(3, 0.48391652), (4, 0.3280493), (11, 0.135602)]",3
对女孩子来说重了点，装系统麻烦，无驱动盘，下载烦，要一个个试。。。,女孩子 系统 麻烦 驱动 下载 一个个,neg,"[(0, 0.010209455), (1, 0.010209569), (2, 0.010209487), (3, 0.0102094775), (4, 0.86727655), (5, 0.010209475), (6, 0.01020952), (7, 0.010209511), (8, 0.010209482), (9, 0.010209532), (10, 0.010209474), (11, 0.010209482), (12, 0.010209464), (13, 0.010209496)]",4
电脑的包装纸盒上有个非常明显的鞋印，想象京东的包装和运输不是用手来操作的。送的礼包里的电脑屏幕保护贴是弯折的，没法用了。,电脑 包装 纸盒 有个 非常明显 鞋印 想象 京东 包装 运输 操作 礼包 电脑屏幕 保护 弯折 没法用,neg,"[(2, 0.14249147), (5, 0.8070291)]",5
声卡驱动是大问题,声卡 驱动,neg,"[(0, 0.02381021), (1, 0.023810329), (2, 0.02381026), (3, 0.023810279), (4, 0.023810374), (5, 0.023810215), (6, 0.6904666), (7, 0.02381024), (8, 0.023810264), (9, 0.023810249), (10, 0.023810234), (11, 0.023810301), (12, 0.023810223), (13, 0.023810238)]",6
价格贵了一点；还有装超级麻烦，官方网站都没提供的驱动，到现在还没搞定驱动的问题，老蓝屏，建议要装的兄弟慎重考虑。,价格 一点 超级 麻烦 官方网站 提供 驱动 搞定 驱动 老蓝屏 建议 要装 兄弟 慎重考虑,neg,"[(2, 0.9380547)]",2
如果不能装就要说清楚，现在因为操作系统的事情费了老大劲了，为这个郁闷了好久！！,操作系统 事情 郁闷 好久,neg,"[(0, 0.014287753), (1, 0.014287764), (2, 0.014287854), (3, 0.014287797), (4, 0.014287797), (5, 0.8142586), (6, 0.014287864), (7, 0.014287775), (8, 0.014287926), (9, 0.014287765), (10, 0.014287772), (11, 0.014287765), (12, 0.014287764), (13, 0.014287787)]",5
就是专太费劲了.索性用了.就是用不太习惯呢还!,专太 费劲 索性 习惯,neg,"[(0, 0.014300102), (1, 0.0143003715), (2, 0.014300123), (3, 0.014300096), (4, 0.014300199), (5, 0.014300115), (6, 0.014300111), (7, 0.014300128), (8, 0.014300102), (9, 0.014300094), (10, 0.014300098), (11, 0.014300133), (12, 0.8140982), (13, 0.014300199)]",12
无系统、无驱动光盘、官方网站无全驱动下载，而且部分硬件（显卡和声卡）为定制型号，不能安装公版驱动，安装特别麻烦，需要一定的电脑基础。,系统 驱动 光盘 官方网站 驱动 下载 硬件 显卡 声卡 定制 型号 安装 公版 驱动 安装 特别 麻烦 电脑 基础,neg,"[(6, 0.95355505)]",6
此款机子不为 设计。装机()比较麻烦，折腾了一天总算搞定。不过还是留有不足，就是声音有时有“扑扑”声响。主要还是不兼容的原因，现在就这么用着吧，以后再升级。,此款 机子 设计 装机 麻烦 折腾 总算 搞定 留有 声音 声响 兼容 原因 升级,neg,"[(13, 0.9380493)]",13
京东的发货员是不是几个月没休息了，为朋友买的东西，收货地址是潍坊诸城，他居然发到我这里，而且写的是：中国海洋大学（诸城市 ）。,京东 发货 几个 休息 朋友 东西 收货 地址 潍坊 诸城 发到 中国 海洋大学 诸城市,neg,"[(0, 0.7964904), (4, 0.14629336)]",0
"16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标。散热还是个问题。右下角的方向键感觉似乎有些脆弱！",物理 分辨率 整体 屏幕 高清 不错 玩游戏 习惯 杀毒软件 大用处 鼠标 散热 右下角 方向键 感觉 脆弱,neg,"[(2, 0.8571965), (13, 0.09233532)]",2
"直接装,装前也要2驱动盘启动，然后许多设备都有？再从网上找驱动，折腾半天终于装好。惠普有病，不提供一张包括所有设备驱动程序的光盘。少，无1394。关机有轻微嘀声。能改项目少。",驱动 启动 设备 网上 驱动 折腾 半天 终于 惠普 提供 一张 包括 设备 驱动程序 光盘 关机 轻微 嘀声 项目,neg,"[(4, 0.7574846), (6, 0.13064317), (10, 0.07256344)]",4
开始装了，但是驱动真的很难找...最后放弃了，装了...用带的来备份...,驱动 真的 放弃 用带 备份,neg,"[(0, 0.011918271), (1, 0.011918308), (2, 0.011918332), (3, 0.011918285), (4, 0.59403384), (5, 0.0119183045), (6, 0.011918306), (7, 0.011918356), (8, 0.011918325), (9, 0.011918474), (10, 0.2629463), (11, 0.0119183585), (12, 0.01191827), (13, 0.011918289)]",4
安装比较麻烦，关键是一定要找一张带9的安装盘。按照网上说的方法安装后，未发现声卡问题。,安装 麻烦 关键 一张 安装盘 网上 方法 安装 发现 声卡,neg,"[(6, 0.91553825)]",6
里面没有提供硬盘运行模式切换选项，安装原版盘不行，需要用集成驱动的光盘引导安装。官网上居然没有的驱动，只有的，在网上搜了半天才找到其他本友提供的全套驱动。,提供 硬盘 运行 模式 切换 选项 安装 原版 不行 集成 驱动 光盘 引导 安装 网上 驱动 网上 半天 找到 本友 提供 全套 驱动,neg,"[(6, 0.96128654)]",6
装非常麻烦，需要准备外置软驱，给光驱及南桥装驱动。官方没有驱动下载。只有打客服电话要他们发给你。尤其声卡，极其麻烦。建议菜鸟要装不要买这机子。装的没问题。,麻烦 外置 软驱 光驱 南桥 驱动 官方 驱动 下载 客服 电话 发给你 声卡 麻烦 建议 菜鸟 要装 机子,neg,"[(4, 0.42097262), (13, 0.5338666)]",13
南桥是9，其实不是不足，就是告诉各位装要找内带9驱动的盘,南桥 告诉 装要 内带 驱动,neg,"[(0, 0.011918194), (1, 0.011918206), (2, 0.011918201), (3, 0.011918231), (4, 0.011918211), (5, 0.011918211), (6, 0.8450632), (7, 0.0119182), (8, 0.0119182), (9, 0.011918202), (10, 0.011918247), (11, 0.011918198), (12, 0.011918217), (13, 0.011918317)]",6
玩的时候有点卡，看高清占用率40%，内存1小了点需要自己加，没带刻录软件！,高清 占用率 内存 刻录 软件,neg,"[(0, 0.01191163), (1, 0.0119116055), (2, 0.8451485), (3, 0.011911643), (4, 0.01191166), (5, 0.011911602), (6, 0.011911665), (7, 0.0119116185), (8, 0.0119116595), (9, 0.011911654), (10, 0.011911686), (11, 0.011911723), (12, 0.011911641), (13, 0.011911693)]",2
1.出风口位置，不过早就知道，不妨碍使用；2.无系统，最好事先准备好相关驱动。,出风口 位置 早就 妨碍 系统 事先 相关驱动,neg,"[(8, 0.88384193)]",8
1.  锡箔纸 贴的 做工很差,锡箔纸 做工,neg,"[(0, 0.023852037), (1, 0.023852056), (2, 0.02385206), (3, 0.023852048), (4, 0.023852043), (5, 0.46776697), (6, 0.023852035), (7, 0.023852108), (8, 0.02385206), (9, 0.023852035), (10, 0.023852082), (11, 0.02385207), (12, 0.24600829), (13, 0.02385206)]",5
没有无线网卡，但开关，指示灯都有，拆开看了，网卡插槽，天线都预留了，想办法掏一块装上就行。,无线 网卡 开关 指示灯 拆开 网卡 插槽 天线 预留 办法 一块 装上,neg,"[(1, 0.47028828), (10, 0.46370596)]",1
没有。还有就是下乡补贴产品，怎么没有那个卡呢？还想补贴一下，结果没找到卡，奇怪！,下乡 补贴 产品 补贴 找到 奇怪,neg,"[(0, 0.010209427), (1, 0.010209448), (2, 0.010209435), (3, 0.010209444), (4, 0.010209434), (5, 0.010209427), (6, 0.86727726), (7, 0.010209443), (8, 0.010209455), (9, 0.010209445), (10, 0.010209429), (11, 0.010209433), (12, 0.010209426), (13, 0.010209437)]",6
宏基的散热还是个问题。无风扇转速的设定，温度只有44度，机子风扇就转个不停，而且噪音较大。,宏基 散热 风扇 转速 设定 温度 机子 风扇 不停 噪音 较大,neg,"[(3, 0.31693846), (9, 0.34219235), (12, 0.2753243)]",9
装系统有点小麻烦，花了我两个小时才把系统软件更新全，另外后面的两个，，太挤了，，而且和电原那么近，只能接小个的盘，读卡器没法用。。。。,系统 小麻烦 两个 小时 系统软件 更新 两个 电原 只能 读卡器 没法用,neg,"[(9, 0.63765496), (11, 0.2907728)]",9
唯独不能理解的地方时，和内存占用率都很低的时候，鼠标显示等待，就像是死机了，感受不到8600有多强大，纳闷中。。。,唯独 理解 地方 内存 占用率 很低 鼠标 显示 等待 像是 死机 感受 不到 强大 纳闷,neg,"[(0, 0.6293502), (9, 0.1888669), (10, 0.1326022)]",0
电池较弱，特别是在的运行下，看1280*720的电影竟然支持不了两小时,电池 较弱 特别 运行 电影 支持 小时,neg,"[(8, 0.6749048), (13, 0.21778232)]",8
"因为是16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标",物理 分辨率 整体 屏幕 高清 不错 玩游戏 习惯 杀毒软件 大用处 鼠标,neg,"[(7, 0.68697697), (13, 0.24153835)]",7
京东太会糊弄人了，我选定的圆通 ，竟然给发了免费的经济害我多花了8块钱！,京东 糊弄人 选定 圆通 给发 免费 经济 块钱,neg,"[(8, 0.8967111)]",8
续航时间短 有6芯电池就好了 散热差了点 3-5个小时就有点烫手 硬盘没分区只有1个盘 是正版的就好了,续航 时间 电池 散热 小时 烫手 硬盘 分区 个盘 正版,neg,"[(0, 0.29084596), (5, 0.3402871), (6, 0.11111077), (9, 0.19277759)]",5
"1，电池不够强大,续航差点",电池 强大 续航 差点,neg,"[(0, 0.01429266), (1, 0.014292306), (2, 0.014292336), (3, 0.0142923575), (4, 0.014292318), (5, 0.014292318), (6, 0.014292329), (7, 0.014292306), (8, 0.0142924925), (9, 0.81419915), (10, 0.014292335), (11, 0.014292385), (12, 0.01429235), (13, 0.014292335)]",9
"风扇声音大网速太一般了元2的流量,不知道移动是怎么想了.打开一个网页就得几了,能打开几个网页,太贵了.速度太普通了.",风扇 声音 网速 流量 打开 网页 打开 几个 网页 太贵 速度 太普通,neg,"[(2, 0.9285083)]",2
发热量稍微有点点大！,发热量 稍微 点点,neg,"[(0, 0.017870195), (1, 0.017870205), (2, 0.01787032), (3, 0.017870313), (4, 0.017870313), (5, 0.7676867), (6, 0.017870257), (7, 0.017870205), (8, 0.017870205), (9, 0.017870242), (10, 0.017870342), (11, 0.017870255), (12, 0.017870193), (13, 0.017870232)]",5
电池背后部分做工不是特别好，略显松有点点缝隙不仔细看看不出。另外送的白色皮质内胆包觉得稍显大了一点，表面皮质不错，当中纯粹是2块薄薄的海绵板，里面看起来很山寨。电池有点突出当然是指底部。,电池 背后 做工 特别 略显 点点 缝隙 仔细 白色 皮质 内胆 显大 一点 表面 皮质 不错 薄薄的 海绵 山寨 电池 底部,neg,"[(10, 0.77814984), (11, 0.069231674), (13, 0.11686993)]",10
1、没有附赠鼠标，有点不方便；,附赠 鼠标,neg,"[(0, 0.6901641), (1, 0.023833612), (2, 0.023833495), (3, 0.023833478), (4, 0.023833582), (5, 0.023833472), (6, 0.023833541), (7, 0.023833616), (8, 0.023833472), (9, 0.023833605), (10, 0.023833508), (11, 0.02383351), (12, 0.023833489), (13, 0.023833567)]",0
电池、无线网卡问题如下,电池 无线 网卡,neg,"[(0, 0.017857749), (1, 0.5063805), (2, 0.017857756), (3, 0.01785772), (4, 0.017857801), (5, 0.017857745), (6, 0.017857729), (7, 0.017857717), (8, 0.017857734), (9, 0.27932668), (10, 0.017857743), (11, 0.017857702), (12, 0.017857729), (13, 0.017857725)]",1
买回来好像有点污点，但愿不是返修机，授权码那张纸感觉很旧，机身有点重,买回来 好像 污点 返修 授权 感觉 机身,neg,"[(13, 0.8838371)]",13
京东货不对版，发来的明明是型号100，但是网页和发票写的却是100，而且手托的地方，微星贴的银色反光标签却写100 。,京东 对版 发来 明明 型号 网页 发票 却是 手托 地方 微星 银色 反光 标签,neg,"[(12, 0.9380451)]",12
说明书太简单了点。装机自带的一些软件没有任何说明。希望以后服务能够做得再细致点。,说明书 简单 装机 自带 软件 希望 服务 细致,neg,"[(2, 0.63110614), (10, 0.15557031), (12, 0.12598218)]",2
没有其他颜色选择。送货的圆通服务真是一般，只送到楼下，以前京东用邮政快递的送到到家门口的。,颜色 选择 送货 圆通 服务 送到 楼下 京东 邮政 快递 送到 家门口,neg,"[(6, 0.92853945)]",6
17号下的单20号因为急用（朋友生日）所以放弃了赠品杀毒软件，不然提不到货，听说是赠品缺货。,急用 朋友 生日 放弃 赠品 杀毒软件 提不到 听说 赠品 缺货,neg,"[(9, 0.9155306)]",9
无线搞了很久才搞定，原来有一个物理开关要开了才能用。。。要先按“+11”。。。然后就可以了。。,无线 很久 搞定 物理 开关 要开,neg,"[(0, 0.010210825), (1, 0.010210902), (2, 0.010210848), (3, 0.010210845), (4, 0.010210894), (5, 0.010210837), (6, 0.867259), (7, 0.010210844), (8, 0.010210839), (9, 0.010210835), (10, 0.010210841), (11, 0.010210828), (12, 0.010210822), (13, 0.010210828)]",6
缺点和优点同样明显，就是无线网卡相当的，不太稳定。经常用着用着，屏幕右下角就出现“无线网络已连接”，说明无线短暂的断了，然后又连上了。还好我不玩游戏，否则不就麻烦了？,缺点 优点 无线 网卡 稳定 着用 屏幕 右下角 无线网络 连接 无线 短暂 连上 还好 玩游戏 麻烦,neg,"[(1, 0.121687785), (3, 0.82785714)]",3
杀毒软件和2007都是60天试用版,杀毒软件 试用版,neg,"[(0, 0.023816308), (1, 0.69038767), (2, 0.023816308), (3, 0.0238163), (4, 0.0238163), (5, 0.023816323), (6, 0.023816336), (7, 0.023816397), (8, 0.02381636), (9, 0.023816433), (10, 0.023816308), (11, 0.02381632), (12, 0.0238163), (13, 0.0238163)]",1
昨天才到我手里，今天上网就发现降价了100，这样心理真不平衡阿。。包装里只有很简单的关于保修之类的说明，其他的使用说明没有，有待自己慢慢摸索关于键了。,昨天 手里 上网 发现 降价 心理 平衡 包装 简单 保修 有待 慢慢 摸索,neg,"[(6, 0.60509175), (13, 0.33364257)]",6
自提时电池插口塑料及金属片有变形（外包完好）估计出厂时就是这样，给工作人员看说要找客服，自己调整了一下，将就用了。但触摸板上有小黑点,提时 电池 插口 塑料 金属片 变形 完好 估计 出厂 工作人员 客服 调整 就用 触摸板 小黑点,neg,"[(6, 0.09188785), (9, 0.85449344)]",9
无线信号不太好。比我本本信号平均低2-3格。升级驱动并在网卡属性作参数微调后信号仍比未作任何优化的本本无线低1-2格。没有配扩展插槽。键盘的好几个键不灵活，方向键太小很不方便。,无线 信号 不太好 本本 信号 平均 升级 驱动 网卡 属性 参数 微调 信号 比未 优化 本本 无线 扩展 插槽 键盘 好几个 灵活 方向键 太小,neg,"[(1, 0.11566718), (5, 0.85001075)]",5
似乎有些需要自己装驱动，只能网上下载了，没有光驱随带的盘也不方便用啊,驱动 只能 网上 下载 光驱 随带,neg,"[(0, 0.010207011), (1, 0.01020705), (2, 0.010207015), (3, 0.010207031), (4, 0.86730856), (5, 0.0102070095), (6, 0.0102070505), (7, 0.010207032), (8, 0.010207052), (9, 0.010207061), (10, 0.010207024), (11, 0.010207037), (12, 0.010207019), (13, 0.010207016)]",4
电池稍微有点厚；包装里自带了一个内胆包，网页说明却没写，差点就多买一个；京东的网页更新速度太慢了，下了单子取了货，都用了快一个星期了，订单信息还是显示等待取货。。。。。。,电池 稍微 包装 自带 内胆 网页 没写 差点 京东 网页 更新 速度 太慢 单子 星期 订单 信息 显示 等待 取货,neg,"[(2, 0.95574343)]",2
显示屏仰角太大时，电脑放桌子上会容易仰过去，一点设计上的小问题,显示屏 仰角 电脑 桌子 一点 设计,neg,"[(0, 0.010213639), (1, 0.010213606), (2, 0.0102136275), (3, 0.010213669), (4, 0.010213613), (5, 0.010213673), (6, 0.86722225), (7, 0.010213631), (8, 0.010213623), (9, 0.010213636), (10, 0.010214074), (11, 0.010213623), (12, 0.0102136545), (13, 0.010213663)]",6
微星为保修封闭了螺丝孔，没办法升级内存了,微星 保修 封闭 螺丝 办法 升级 内存,neg,"[(9, 0.8838087)]",9
摄像头是感光的，在黑处效果太差，白天还能接受。,摄像头 感光 黑处 效果 白天 接受,neg,"[(0, 0.01021774), (1, 0.010217751), (2, 0.010217783), (3, 0.0102177635), (4, 0.010217781), (5, 0.010217766), (6, 0.010217733), (7, 0.010217827), (8, 0.010217779), (9, 0.010217827), (10, 0.010217729), (11, 0.86716896), (12, 0.010217808), (13, 0.010217744)]",11
预装系统不咋地     系统改成  启动项  第一项启动改成  一切    没有像他们说的那么麻烦   光驱像发动机  哄哄的  送的瑞星真的很没必要  建议不要使用,预装 系统 不咋地 系统 改成 启动项 第一项 启动 改成 麻烦 光驱 发动机 哄哄 瑞星 真的 建议,neg,"[(7, 0.77735144), (9, 0.1721883)]",7
这个电池着实是奇怪了一点，鼓出来的，影响美观，还有连接的地方，有点松，平衡还不错，要找好角度。,电池 着实 奇怪 一点 鼓出来 影响 美观 连接 地方 平衡 不错 角度,neg,"[(8, 0.74034375), (13, 0.19365983)]",8
6芯电池有点突出，预装的诺顿和都是试用版，赠送内胆包看起来有些粗糙,电池 预装 诺顿 试用版 赠送 内胆 粗糙,neg,"[(5, 0.8838447)]",5
"下摄像头能找到,但是没法用.",摄像头 找到 没法用,neg,"[(0, 0.017863376), (1, 0.017863438), (2, 0.017863547), (3, 0.4455796), (4, 0.01786343), (5, 0.34005892), (6, 0.017863434), (7, 0.017863477), (8, 0.017863542), (9, 0.017863577), (10, 0.017863363), (11, 0.01786341), (12, 0.017863518), (13, 0.017863391)]",3
奇怪。。这款真奇怪。。明明装箱清单里有鼠标。抹镜布，打开箱子却没有。。。奇怪啊。应该说不会出现这类问题啊,奇怪 这款 奇怪 明明 装箱 清单 鼠标 抹镜布 打开 箱子 奇怪,neg,"[(6, 0.9225606)]",6
没有配鼠标，还好我有蓝牙的键盘鼠标，凑合着用。安静时可闻及硬盘寻道声，运行时间长稍微有点热。,鼠标 还好 蓝牙 键盘 鼠标 凑合着 安静 时可闻 硬盘 寻道 运行 时间 稍微,neg,"[(11, 0.9336155)]",11
白色易脏，为什么没有其他颜色呢？续航时间没有传说中的那么高。至于其他缺点，这个价格也就这样了,白色 颜色 续航 时间 缺点 价格,neg,"[(0, 0.010205496), (1, 0.010205468), (2, 0.15155981), (3, 0.010205502), (4, 0.010205465), (5, 0.010205532), (6, 0.010205467), (7, 0.010205473), (8, 0.010205512), (9, 0.72597426), (10, 0.010205494), (11, 0.010205502), (12, 0.010205507), (13, 0.01020548)]",9
买来有个宣传单上写着推荐零售价200＄，不知道为啥咱们国内那么贵/,买来 有个 宣传单 推荐 零售价 为啥 国内,neg,"[(10, 0.7226407), (11, 0.17008442)]",10
键盘手感稍差；,键盘 手感 稍差,neg,"[(0, 0.017862292), (1, 0.01786225), (2, 0.01786219), (3, 0.017862177), (4, 0.017862175), (5, 0.017862247), (6, 0.017862184), (7, 0.76779085), (8, 0.017862225), (9, 0.01786218), (10, 0.017862184), (11, 0.017862428), (12, 0.017862389), (13, 0.017862227)]",7
发热量大，不带系统，随机光盘只有系统的驱动程序，的驱动要自己去下载！,发热量 系统 随机 光盘 系统 驱动程序 驱动 下载,neg,"[(6, 0.89681435)]",6
电源居然是两相的，看着没有安全感，键盘设计很老式，不好看，装系统不能用的，还要自己下驱动。,电源 两相 看着 安全感 键盘 设计 老式 好看 系统 驱动,neg,"[(0, 0.91553056)]",0
联想原装的软件不喜欢，自带的介绍也很少！原始分区也太随意，格成2个区，40的280；太不方便了！,联想 原装 软件 喜欢 自带 介绍 原始 分区 随意 格成 个区,neg,"[(0, 0.6287405), (2, 0.29976606)]",0
外包装写是内存2，可是内清单标的是1，不知道是怎么回事，希望有了解的朋友帮忙解决一下，谢谢。,外包装 内存 清单 标的 怎么回事 希望 朋友 帮忙 解决 谢谢,neg,"[(2, 0.6392055), (8, 0.2827993)]",2
还是有点厚。不带原装鼠标和原装包，这两样很重要，可以有效方便购买者。否则还要另外购买。,原装 鼠标 原装 两样 购买者 购买,neg,"[(0, 0.010213225), (1, 0.010213222), (2, 0.010213203), (3, 0.010213183), (4, 0.010213178), (5, 0.010213216), (6, 0.010213248), (7, 0.010213186), (8, 0.010213183), (9, 0.010213201), (10, 0.010213189), (11, 0.8672283), (12, 0.0102132335), (13, 0.010213182)]",11
面和外观颜色有点不搭，不送鼠标，包，还得自己买。不过送的也了垃圾。,外观 颜色 鼠标 垃圾,neg,"[(0, 0.014288328), (1, 0.014288268), (2, 0.014288355), (3, 0.014288267), (4, 0.014288234), (5, 0.014288273), (6, 0.014288379), (7, 0.38447678), (8, 0.014288292), (9, 0.4440636), (10, 0.01428833), (11, 0.014288323), (12, 0.0142882755), (13, 0.014288308)]",9
键盘感觉很差，不敢使很大的劲，打字时很轻很小心翼翼。感觉很容易坏,键盘 感觉 很大 打字 很轻 小心翼翼 感觉,neg,"[(12, 0.8838561)]",12
本子的酒红色没有想象中的好看耀眼，没啥软件，都要自己装，有点麻烦，呵呵！另外，试机的一会功夫，就蛮热的，似乎散热不太好！,本子 红色 想象 好看 耀眼 软件 麻烦 试机 一会 功夫 蛮热 散热 不太好,neg,"[(4, 0.93361247)]",4
键盘键接触不是很好，必须用力按才行，希望用多了会改善。,键盘 接触 用力 希望 改善,neg,"[(0, 0.011909204), (1, 0.011909196), (2, 0.011909266), (3, 0.011909166), (4, 0.0119091775), (5, 0.011909196), (6, 0.011909203), (7, 0.8451806), (8, 0.0119091915), (9, 0.011909165), (10, 0.011909169), (11, 0.011909183), (12, 0.011909195), (13, 0.011909172)]",7
硬盘在频繁读取数据时有轻微的卡卡响，处理器换6400更好，价格可再降,硬盘 频繁 读取数据 轻微 卡卡 处理器 更好 价格,neg,"[(6, 0.1868136), (8, 0.7177977)]",8
1。接口设计不合理，鼠标的位置在右下方插上很别扭。电源接口在右侧，和光驱一侧。,接口 设计 不合理 鼠标 位置 右下方 别扭 电源接口 右侧 光驱 一侧,neg,"[(12, 0.92256516)]",12
无预装系统  太不方便了  让我弄了半天  我晕  最后装个盗版的完事,预装 系统 半天 装个 盗版 完事,neg,"[(0, 0.010213925), (1, 0.010213994), (2, 0.010213998), (3, 0.010213936), (4, 0.010213931), (5, 0.010213942), (6, 0.010213973), (7, 0.010213986), (8, 0.01021398), (9, 0.010214038), (10, 0.8672183), (11, 0.0102140205), (12, 0.010213952), (13, 0.010213966)]",10
不是特别得静，不知是还是硬盘响。电源线插到电源适配器的地方特别松，稍微一动就会掉，用的时候掉了好几次,特别 不知 硬盘 电源线 电源适配器 地方 特别 稍微 一动 几次,neg,"[(9, 0.9155427)]",9
系统第一次弄，有点棘手。会了以后还想再装一次，可惜没这个机会了。。。。,系统 第一次 棘手 可惜 机会,neg,"[(0, 0.011915345), (1, 0.011915324), (2, 0.011915268), (3, 0.011915261), (4, 0.011916142), (5, 0.84510034), (6, 0.011915292), (7, 0.011915292), (8, 0.01191527), (9, 0.011915341), (10, 0.011915278), (11, 0.011915273), (12, 0.0119152665), (13, 0.011915277)]",5
整体感觉不如的本本。的设置不合理。光驱和电源在一侧，打开光驱不便,整体 感觉 本本 设置 不合理 光驱 电源 一侧 打开 光驱 不便,neg,"[(1, 0.9226044)]",1
第一次装到一半蓝屏，不过进，在一栏里把硬盘模式从改为即可。驱动网上都有，下载430驱动就行了,第一次 一半 蓝屏 一栏 硬盘 模式 改为 即可 驱动 网上 下载 驱动 就行了,neg,"[(6, 0.933631)]",6
整体感觉不如的本本。的设置不合理。光驱和电源在一侧，打开光驱不便。,整体 感觉 本本 设置 不合理 光驱 电源 一侧 打开 光驱 不便,neg,"[(1, 0.9226044)]",1
触摸板发热很快，别的地方散热很好， 鼠标那个口确实有点不人性化，摄像头挺清楚，但不开不知道怎么打开 我的电脑里没有那一项,触摸板 发热 很快 地方 散热 鼠标 确实 人性化 摄像头 不开 打开 电脑 一项,neg,"[(0, 0.6794728), (9, 0.2592941)]",0
1、面板有蓝牙按钮，实际上没有配置,面板 蓝牙 按钮 实际上 配置,neg,"[(0, 0.011911989), (1, 0.011911995), (2, 0.011912041), (3, 0.011911984), (4, 0.011911965), (5, 0.011912026), (6, 0.0119120255), (7, 0.011911966), (8, 0.011912023), (9, 0.84514385), (10, 0.011912052), (11, 0.011912034), (12, 0.011912008), (13, 0.01191208)]",9
1、键盘较硬,键盘 较硬,neg,"[(0, 0.023829848), (1, 0.023829693), (2, 0.023829153), (3, 0.6902157), (4, 0.023829028), (5, 0.023829877), (6, 0.023829317), (7, 0.023830388), (8, 0.023829272), (9, 0.02382922), (10, 0.023829302), (11, 0.023830082), (12, 0.02382978), (13, 0.023829348)]",3
键在最边上很不习惯，容易和键混淆，音响在键盘两侧不舒服，不适合合上屏幕听歌，声音也一般般，可能驱动不兼容吧，安装驱动都可以在随机光盘中找到，但是无线网卡似乎不行，安装了驱动精灵才行的,边上 习惯 和键 混淆 音响 键盘 两侧 舒服 适合 屏幕 听歌 声音 一般般 驱动 兼容 安装 驱动 随机 光盘 找到 无线 网卡 不行 安装 驱动 精灵 才行,neg,"[(1, 0.26014614), (11, 0.7092117)]",11
1.装的？有时候会蓝屏显示  不知到怎么回事？有没有大哥有解决的方法？,有时候 蓝屏 显示 不知 怎么回事 有没有 大哥 解决 方法,neg,"[(0, 0.12256496), (3, 0.5835284), (8, 0.21526484)]",3
温度较高，系统较难安装。刚买一天就赠杀毒软件，过两天又降100。,温度 系统 安装 杀毒软件 两天,neg,"[(0, 0.011906647), (1, 0.67453563), (2, 0.011906702), (3, 0.011906718), (4, 0.011906615), (5, 0.011906725), (6, 0.011906746), (7, 0.011906639), (8, 0.01190672), (9, 0.011906688), (10, 0.18258427), (11, 0.011906628), (12, 0.011906656), (13, 0.011906616)]",1
1.机器本身没有的驱动，找驱动费了好长时间。官方网站也没有的驱动,机器 驱动 驱动 好长时间 官方网站 驱动,neg,"[(0, 0.010210123), (1, 0.010210344), (2, 0.010210127), (3, 0.010210151), (4, 0.01021014), (5, 0.01021019), (6, 0.8672679), (7, 0.010210134), (8, 0.010210153), (9, 0.010210121), (10, 0.010210135), (11, 0.010210222), (12, 0.0102101015), (13, 0.010210131)]",6
就是没有系统盘，装用了一下午，换了几张盘才装起，推荐不用,系统盘 装用 下午 几张 装起 推荐 不用,neg,"[(6, 0.63811713), (10, 0.25461304)]",6
