车辆名称,品牌,价格,上牌时间,上市时间,表显里程,厂商,生产方式,厂商指导价(万元),能源形式,变速箱,车身形式,整车质保,电动机总功率(kW),过户次数
雪佛兰 探界者 2019款 535T 自动驭界版 国VI,雪佛兰,1O.O3万,2020年,2019.07,2.89万公里,上汽通用雪佛兰,合资,19.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 科鲁泽 2020款 轻混 RS 330T 自动畅快版,雪佛兰,6.OO万,2021年,2020.05,4.22万公里,上汽通用雪佛兰,合资,11.79,汽油+48V轻混系统,6挡手自一体,4门5座三厢车,三年或10万公里,120,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.O4万,2021年,2020.08,2.86万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 开拓者 2020款 Redline 650T 5座 型版,雪佛兰,13.18万,2020年,,3.77万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 沃兰多 2020款 轻混 Redline 530T 自动纵享版（5+2款）,雪佛兰,7.93万,2021年,2020.06,4.O3万公里,上汽通用雪佛兰,合资,15.49,汽油+48V轻混系统,6挡手自一体,5门7座两厢车,三年或10万公里,120,1次
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,雪佛兰,7.79万,2020年,2019.03,2.62万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,0次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,9.75万,2022年,2021.1,1.96万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐智版,雪佛兰,12.38万,2021年,2020.12,1.11万公里,上汽通用雪佛兰,合资,21.99,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2020款 535T CVT锐动版,雪佛兰,8.63万,2020年,2020.07,6.32万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,1次
雪佛兰 探界者 2022款 535T 驰界版,雪佛兰,12.25万,2023年,2021.1,O.65万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,1次
雪佛兰 探界者 2022款 535T 驭界版,雪佛兰,1O.88万,2021年,2021.1,4.27万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,8.7O万,2021年,2020.08,3.98万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 科鲁泽 2020款 轻混 RS 330T 自动畅快版,雪佛兰,5.O7万,2020年,2020.05,4.4万公里,上汽通用雪佛兰,合资,11.79,汽油+48V轻混系统,6挡手自一体,4门5座三厢车,三年或10万公里,120,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.43万,2021年,2020.08,2.46万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 科沃兹 2020款 320 手动欣动版,雪佛兰,4.36万,2021年,2020.05,4.84万公里,上汽通用雪佛兰,合资,8.89,汽油,5挡手动,4门5座三厢车,三年或10万公里,79,1次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐联版,雪佛兰,11.54万,2021年,2020.12,2.55万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2020款 535T CVT锐动版,雪佛兰,8.98万,2021年,2020.07,3.56万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐联版,雪佛兰,9.5O万,2021年,2020.08,2.58万公里,上汽通用雪佛兰,合资,18.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐联版,雪佛兰,11.O3万,2020年,2020.07,6.31万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 创酷 2021款 Redline 335T CVT极版 国VI,雪佛兰,5.98万,2021年,2020.12,6.49万公里,上汽通用雪佛兰,合资,13.69,汽油,CVT无级变速,5门5座SUV,三年或10万公里,121,0次
雪佛兰 畅巡 2022款 星云版,雪佛兰,9.7O万,2022年,2021.11,2.76万公里,上汽通用雪佛兰,合资,19.29,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,130,1次
雪佛兰 迈锐宝XL 2021款 535T 自动锐行版,雪佛兰,8.29万,2021年,2020.08,3.31万公里,上汽通用雪佛兰,合资,16.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,2次
雪佛兰 探界者 2019款 535T 自动驭界版 国VI,雪佛兰,9.7O万,2021年,2019.07,6.62万公里,上汽通用雪佛兰,合资,19.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2022款 Redline 550T 自动锐动版,雪佛兰,12.45万,2022年,2021.1,2.O5万公里,上汽通用雪佛兰,合资,19.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,雪佛兰,7.71万,2020年,2019.03,4.46万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,0次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐动版,雪佛兰,1O.9O万,2021年,2020.12,2.94万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.77万,2021年,2020.08,4.61万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,1O.56万,2021年,2020.09,3.69万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,2次
雪佛兰 迈锐宝XL 2022款 Redline 550T 自动锐智版,雪佛兰,14.48万,2022年,2021.1,O.36万公里,上汽通用雪佛兰,合资,21.99,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 探界者 2019款 535T 自动领界版 国VI,雪佛兰,9.33万,2020年,2019.07,5.24万公里,上汽通用雪佛兰,合资,17.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.98万,2021年,2020.08,2.42万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 畅巡 2022款 星享版 Plus,雪佛兰,1O.1O万,2023年,2022.03,O.54万公里,上汽通用雪佛兰,合资,17.708,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,130,0次
雪佛兰 探界者 2019款 535T 自动驰界版 国VI,雪佛兰,9.18万,2020年,2019.07,4.15万公里,上汽通用雪佛兰,合资,18.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐行版,雪佛兰,9.43万,2021年,2020.08,4.55万公里,上汽通用雪佛兰,合资,16.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2019款 535T CVT锐行版,雪佛兰,7.16万,2020年,2019.03,4.24万公里,上汽通用雪佛兰,合资,15.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,1次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐联版,雪佛兰,9.78万,2020年,2020.07,4.97万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 畅巡 2020款 星云版,雪佛兰,7.42万,2020年,2020.02,3.97万公里,上汽通用雪佛兰,合资,17.49,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,1次
雪佛兰 开拓者 2020款 650T 7座 威版,雪佛兰,16.92万,2021年,2020.04,3.62万公里,上汽通用雪佛兰,合资,27.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,0次
雪佛兰 开拓者 2020款 Redline 650T 5座 型版,雪佛兰,13.19万,2020年,,5.O9万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 探界者 2021款 550T RS 智能拓界版,雪佛兰,11.65万,2021年,2020.09,5.51万公里,上汽通用雪佛兰,合资,21.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 探界者 2021款 550T RS 智能拓界版,雪佛兰,11.52万,2021年,2020.09,5.89万公里,上汽通用雪佛兰,合资,21.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 开拓者 2020款 650T 5座 尚版,雪佛兰,13.8O万,2021年,,6.47万公里,上汽通用雪佛兰,合资,22.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 畅巡 2021款 米奇太空星云版,雪佛兰,8.23万,2021年,2021.07,3.38万公里,上汽通用雪佛兰,合资,17.49,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,1次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,9.68万,2022年,2021.1,4.25万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 畅巡 2020款 星云版,雪佛兰,7.89万,2021年,2020.02,3.52万公里,上汽通用雪佛兰,合资,17.49,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.14万,2021年,2020.08,2.4万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,11.38万,2021年,2020.09,4.31万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 科沃兹 2020款 320 手动欣动版,雪佛兰,4.73万,2020年,2020.05,2.59万公里,上汽通用雪佛兰,合资,8.89,汽油,5挡手动,4门5座三厢车,三年或10万公里,79,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.28万,2020年,2020.08,1.51万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,1O.12万,2021年,2020.09,6.46万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 科沃兹 2020款 320 手动欣动版,雪佛兰,3.74万,2020年,2020.05,6.89万公里,上汽通用雪佛兰,合资,8.89,汽油,5挡手动,4门5座三厢车,三年或10万公里,79,0次
雪佛兰 探界者 2022款 535T 驰界版,雪佛兰,1O.98万,2022年,2021.1,3.72万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.59万,2021年,2020.08,3.47万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 开拓者 2020款 650T 7座 型版,雪佛兰,15.13万,2020年,2020.04,4.39万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐动版,雪佛兰,9.78万,2020年,2020.07,2.92万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,雪佛兰,7.25万,2020年,2019.03,8.12万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,1次
雪佛兰 探界者 2022款 535T 驰界版,雪佛兰,12.28万,2023年,2021.1,1.28万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐动版,雪佛兰,11.OO万,2021年,2020.12,4.41万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐行版,雪佛兰,8.8O万,2021年,2020.08,4.58万公里,上汽通用雪佛兰,合资,16.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,8.7O万,2021年,2020.08,5.71万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,11.58万,2020年,2020.09,1.34万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐联版,雪佛兰,9.85万,2020年,2020.07,5.O7万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,9.8O万,2022年,2021.1,3.98万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.O2万,2020年,2020.08,2.92万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 2022款 创酷RS 1.5T CVT酷MAX,雪佛兰,8.92万,2023年,2022.05,O.51万公里,上汽通用雪佛兰,合资,12.89,汽油,CVT无级变速,5门5座SUV,三年或10万公里,135,0次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐动版,雪佛兰,9.28万,2020年,2020.07,7.18万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 探界者 2019款 535T 自动驰界版 国VI,雪佛兰,9.72万,2020年,2019.07,3.17万公里,上汽通用雪佛兰,合资,18.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,1O.58万,2022年,2021.1,3.84万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 开拓者 2020款 650T 5座 尚版,雪佛兰,15.38万,2021年,,5.35万公里,上汽通用雪佛兰,合资,22.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2022款 Redline 550T 自动锐动版,雪佛兰,11.88万,2022年,2021.1,1.95万公里,上汽通用雪佛兰,合资,19.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 畅巡 2020款 星云版,雪佛兰,8.7O万,2021年,2020.02,6.16万公里,上汽通用雪佛兰,合资,17.49,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,1次
雪佛兰 迈锐宝XL 2020款 535T CVT锐动版,雪佛兰,8.18万,2021年,2020.07,2.34万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,0次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,1O.85万,2021年,2020.09,2.1万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,8.58万,2021年,2020.08,7.42万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 2023款 创酷RS 1.5T CVT酷Pro,雪佛兰,9.66万,2022年,2023.07,O.53万公里,上汽通用雪佛兰,合资,12.39,汽油,CVT无级变速,5门5座SUV,三年或10万公里,135,0次
雪佛兰 开拓者 2020款 RS 650T Twin-Clutch四驱7座 擎版,雪佛兰,19.9O万,2022年,2020.04,1.68万公里,上汽通用雪佛兰,合资,32.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,1O.29万,2022年,2021.1,1.47万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 畅巡 2020款 星宇版,雪佛兰,6.78万,2020年,2020.02,15.66万公里,上汽通用雪佛兰,合资,17.99,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,2次
雪佛兰 2022款 创酷RS 1.5T CVT酷Pro,雪佛兰,8.O7万,2022年,2022.05,O.28万公里,上汽通用雪佛兰,合资,12.39,汽油,CVT无级变速,5门5座SUV,三年或10万公里,135,0次
雪佛兰 探界者 2021款 535T 驭界版,雪佛兰,11.35万,2021年,2020.09,5.11万公里,上汽通用雪佛兰,合资,19.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,2次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.28万,2021年,2020.08,4.53万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 开拓者 2020款 RS 650T Twin-Clutch四驱7座 擎版,雪佛兰,18.78万,2021年,2020.04,2.79万公里,上汽通用雪佛兰,合资,32.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,雪佛兰,7.98万,2020年,2019.03,2.5万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,1次
雪佛兰 迈锐宝XL 2022款 Redline 550T 自动锐联版,雪佛兰,12.7O万,2022年,2021.1,1.21万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 开拓者 2020款 650T 7座 型版,雪佛兰,14.81万,2020年,2020.04,3.4万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,0次
雪佛兰 开拓者 2020款 RS 650T 四驱7座 悍版,雪佛兰,18.74万,2021年,2020.04,2.54万公里,上汽通用雪佛兰,合资,30.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,2次
雪佛兰 畅巡 2020款 星享版,雪佛兰,7.68万,2021年,2020.02,7.21万公里,上汽通用雪佛兰,合资,15.99,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,1次
雪佛兰 迈锐宝XL 2022款 535T 自动锐动版,雪佛兰,11.O3万,2022年,2021.1,3万公里,上汽通用雪佛兰,合资,17.59,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
雪佛兰 探界者 2021款 535T 驰界版,雪佛兰,1O.43万,2021年,2020.09,3.O4万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,1次
雪佛兰 迈锐宝XL 2020款 535T CVT锐行版,雪佛兰,8.88万,2020年,2020.07,5.24万公里,上汽通用雪佛兰,合资,15.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,1次
雪佛兰 开拓者 2020款 RS 650T 四驱7座 悍版,雪佛兰,17.48万,2021年,2020.04,6.44万公里,上汽通用雪佛兰,合资,30.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,1次
雪佛兰 探界者 2021款 535T 驰界版,雪佛兰,9.7O万,2021年,2020.09,7.35万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 探界者 2021款 535T 驰界版,雪佛兰,1O.OO万,2020年,2020.09,4.45万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 2022款 创酷RS 1.5T CVT酷MAX,雪佛兰,9.O8万,2022年,2022.05,8OO公里,上汽通用雪佛兰,合资,12.89,汽油,CVT无级变速,5门5座SUV,三年或10万公里,135,0次
雪佛兰 开拓者 2020款 650T 7座 型版,雪佛兰,14.45万,2020年,2020.04,4.64万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,2次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐联版,雪佛兰,1O.7O万,2020年,2020.07,2.74万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2022款 Redline 550T 自动锐联版,雪佛兰,11.78万,2022年,2021.1,2.86万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐联版,雪佛兰,1O.49万,2021年,2020.07,5.56万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
雪佛兰 2022款 创酷RS 1.5T CVT酷Pro,雪佛兰,8.8O万,2023年,2022.05,1.46万公里,上汽通用雪佛兰,合资,12.39,汽油,CVT无级变速,5门5座SUV,三年或10万公里,135,1次
雪佛兰 探界者 2019款 535T 自动驰界版 国VI,雪佛兰,9.8O万,2021年,2019.07,4.32万公里,上汽通用雪佛兰,合资,18.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,1次
雪佛兰 探界者 2021款 535T 驰界版,雪佛兰,1O.75万,2021年,2020.09,5.89万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,1次
雪佛兰 探界者 2021款 535T 驰界版,雪佛兰,11.OO万,2021年,2020.09,3.44万公里,上汽通用雪佛兰,合资,18.49,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,1次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.28万,2021年,2020.08,6.88万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 开拓者 2020款 650T 7座 型版,雪佛兰,15.68万,2021年,2020.04,3.12万公里,上汽通用雪佛兰,合资,25.99,汽油,9挡手自一体,5门7座SUV,三年或10万公里,174,1次
雪佛兰 探界者 2019款 535T 自动驰界版 国VI,雪佛兰,9.59万,2020年,2019.07,3.47万公里,上汽通用雪佛兰,合资,18.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐动版,雪佛兰,11.55万,2021年,2020.12,1.75万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
雪佛兰 迈锐宝XL 2021款 535T 自动锐行版,雪佛兰,1O.44万,2021年,2020.08,2.26万公里,上汽通用雪佛兰,合资,16.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 迈锐宝XL 2021款 Redline 550T 自动锐联版,雪佛兰,11.47万,2021年,2020.12,3.99万公里,上汽通用雪佛兰,合资,20.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,4次
雪佛兰 畅巡 2021款 星宇版,雪佛兰,9.O3万,2021年,2021.01,3.41万公里,上汽通用雪佛兰,合资,17.99,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,0次
雪佛兰 探界者 2019款 535T 自动驭界版 国VI,雪佛兰,9.48万,2020年,2019.07,4.O1万公里,上汽通用雪佛兰,合资,19.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,2次
雪佛兰 迈锐宝XL 2021款 535T 自动锐动版,雪佛兰,9.22万,2021年,2020.08,3.57万公里,上汽通用雪佛兰,合资,17.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
雪佛兰 畅巡 2020款 星云版,雪佛兰,1O.45万,2021年,2020.02,2.59万公里,上汽通用雪佛兰,合资,17.49,纯电动,电动车单速变速箱,5门5座两厢跨界车,三年或10万公里,110,0次
雪佛兰 迈锐宝XL 2019款 535T CVT锐动版,雪佛兰,7.64万,2020年,2019.03,3.48万公里,上汽通用雪佛兰,合资,16.49,汽油,CVT无级变速,4门5座三厢车,三年或10万公里,121,0次
雪佛兰 探界者 2019款 535T 自动驭界版 国VI,雪佛兰,1O.35万,2020年,2019.07,1.8万公里,上汽通用雪佛兰,合资,19.99,汽油,6挡手自一体,5门5座SUV,三年或10万公里,124,0次
雪佛兰 迈锐宝XL 2020款 Redline 550T 自动锐动版,雪佛兰,9.65万,2020年,2020.07,6.54万公里,上汽通用雪佛兰,合资,19.49,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
一汽丰田bZ4X 2022款 四驱高性能PRO版,一汽,15.53万,2022年,2022.1,2.39万公里,一汽丰田,合资,26.88,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,160,0次
大众 ID.4 CROZZ 2022款 长续航Lite PRO版,一汽,15.78万,2022年,2022.04,1.24万公里,一汽-大众,合资,25.54,纯电动,电动车单速变速箱,5门5座SUV,,150,0次
大众 揽境 2022款 380TSI 四驱豪华佳境版Pro 6座,一汽,26.3O万,2023年,2022.08,1OO公里,一汽-大众,国产,33.69,汽油,7挡湿式双离合,5门6座SUV,三年或10万公里,162,0次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,17.5O万,2022年,2021.07,O.96万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
红旗E-HS9 2021款 460km 旗享版 六座,一汽,24.78万,2021年,2020.12,5.51万公里,一汽红旗,国产,53.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,320,2次
红旗E-HS9 2021款 460km 旗享版 六座,一汽,26.O8万,2022年,2020.12,3.O1万公里,一汽红旗,国产,53.98,纯电动,电动车单速变速箱,5门6座SUV,四年或10万公里,320,2次
大众 ID.4 CROZZ 2021款 长续航PURE+两驱版,一汽,13.63万,2022年,2021.01,4.54万公里,一汽-大众,合资,21.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.4 CROZZ 2021款 长续航Lite PRO两驱版,一汽,14.63万,2022年,2022.01,1.73万公里,一汽-大众,合资,23.74,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,150,0次
大众 ID.6 CROZZ 2021款 长续航PRO版,一汽,15.43万,2021年,2021.07,9.19万公里,一汽-大众,合资,27.98,纯电动,电动车单速变速箱,5门7座SUV,三年或10万公里,150,1次
丰田 RAV4荣放 2020款 2.0L CVT两驱尊贵版,一汽,13.96万,2020年,2019.1,3.73万公里,一汽丰田,合资,21.18,汽油,CVT无级变速(模拟10挡),5门5座SUV,三年或10万公里,126,1次
奥迪e-tron 2021款 50 quattro 臻选型,一汽,28.78万,2023年,2021.04,O.49万公里,一汽奥迪,合资,58.58,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,230,0次
