Pre-Theme,Theme,Sim
Nov Topic 1,Dec Topic 9,0.51
Nov Topic 1,Dec Topic 10,0.58
Nov Topic 1,Dec Topic 11,0.65
Nov Topic 1,Dec Topic 12,0.68
Nov Topic 1,Dec Topic 13,0.69
Nov Topic 1,Dec Topic 14,0.64
Nov Topic 1,Dec Topic 15,0.61
Nov Topic 2,Dec Topic 0,0.69
Nov Topic 2,Dec Topic 1,0.71
Nov Topic 2,Dec Topic 2,0.79
Nov Topic 2,Dec Topic 3,0.65
Nov Topic 2,Dec Topic 4,0.57
Nov Topic 2,Dec Topic 5,0.81
Nov Topic 2,Dec Topic 6,0.74
Nov Topic 2,Dec Topic 8,0.79
Nov Topic 2,Dec Topic 9,0.62
Nov Topic 2,Dec Topic 10,0.63
Nov Topic 2,Dec Topic 11,0.66
Nov Topic 2,Dec Topic 12,0.77
Nov Topic 2,Dec Topic 13,0.75
Nov Topic 2,Dec Topic 14,0.69
Nov Topic 2,Dec Topic 15,0.65
Nov Topic 3,Dec Topic 0,0.59
Nov Topic 3,Dec Topic 1,0.57
Nov Topic 3,Dec Topic 2,0.61
Nov Topic 3,Dec Topic 3,0.56
Nov Topic 3,Dec Topic 5,0.58
Nov Topic 3,Dec Topic 6,0.57
Nov Topic 3,Dec Topic 8,0.57
Nov Topic 3,Dec Topic 9,0.54
Nov Topic 3,Dec Topic 11,0.51
Nov Topic 3,Dec Topic 12,0.63
Nov Topic 3,Dec Topic 13,0.58
Nov Topic 3,Dec Topic 14,0.54
Nov Topic 3,Dec Topic 15,0.59
Nov Topic 4,Dec Topic 3,0.51
Nov Topic 4,Dec Topic 4,0.59
Nov Topic 4,Dec Topic 5,0.50
Nov Topic 4,Dec Topic 6,0.52
Nov Topic 4,Dec Topic 13,0.50
Nov Topic 4,Dec Topic 15,0.52
Nov Topic 5,Dec Topic 0,0.72
Nov Topic 5,Dec Topic 1,0.74
Nov Topic 5,Dec Topic 2,0.81
Nov Topic 5,Dec Topic 3,0.62
Nov Topic 5,Dec Topic 4,0.53
Nov Topic 5,Dec Topic 5,0.86
Nov Topic 5,Dec Topic 6,0.74
Nov Topic 5,Dec Topic 8,0.78
Nov Topic 5,Dec Topic 9,0.52
Nov Topic 5,Dec Topic 10,0.57
Nov Topic 5,Dec Topic 11,0.66
Nov Topic 5,Dec Topic 12,0.77
Nov Topic 5,Dec Topic 13,0.78
Nov Topic 5,Dec Topic 14,0.62
Nov Topic 5,Dec Topic 15,0.64
Nov Topic 6,Dec Topic 0,0.60
Nov Topic 6,Dec Topic 1,0.61
Nov Topic 6,Dec Topic 2,0.69
Nov Topic 6,Dec Topic 3,0.52
Nov Topic 6,Dec Topic 4,0.53
Nov Topic 6,Dec Topic 5,0.70
Nov Topic 6,Dec Topic 6,0.83
Nov Topic 6,Dec Topic 8,0.71
Nov Topic 6,Dec Topic 9,0.55
Nov Topic 6,Dec Topic 10,0.58
Nov Topic 6,Dec Topic 11,0.64
Nov Topic 6,Dec Topic 12,0.61
Nov Topic 6,Dec Topic 13,0.68
Nov Topic 6,Dec Topic 14,0.61
Nov Topic 6,Dec Topic 15,0.56
Nov Topic 7,Dec Topic 0,0.62
Nov Topic 7,Dec Topic 1,0.59
Nov Topic 7,Dec Topic 2,0.60
Nov Topic 7,Dec Topic 5,0.66
Nov Topic 7,Dec Topic 6,0.58
Nov Topic 7,Dec Topic 8,0.62
Nov Topic 7,Dec Topic 10,0.52
Nov Topic 7,Dec Topic 11,0.57
Nov Topic 7,Dec Topic 12,0.62
Nov Topic 7,Dec Topic 13,0.57
Nov Topic 7,Dec Topic 14,0.51
Nov Topic 8,Dec Topic 0,0.66
Nov Topic 8,Dec Topic 1,0.66
Nov Topic 8,Dec Topic 2,0.73
Nov Topic 8,Dec Topic 3,0.61
Nov Topic 8,Dec Topic 4,0.60
Nov Topic 8,Dec Topic 5,0.79
Nov Topic 8,Dec Topic 6,0.72
Nov Topic 8,Dec Topic 8,0.84
Nov Topic 8,Dec Topic 9,0.54
Nov Topic 8,Dec Topic 10,0.58
Nov Topic 8,Dec Topic 11,0.65
Nov Topic 8,Dec Topic 12,0.71
Nov Topic 8,Dec Topic 13,0.70
Nov Topic 8,Dec Topic 14,0.63
Nov Topic 8,Dec Topic 15,0.67
Nov Topic 9,Dec Topic 0,0.59
Nov Topic 9,Dec Topic 1,0.60
Nov Topic 9,Dec Topic 2,0.66
Nov Topic 9,Dec Topic 3,0.62
Nov Topic 9,Dec Topic 4,0.60
Nov Topic 9,Dec Topic 5,0.64
Nov Topic 9,Dec Topic 6,0.68
Nov Topic 9,Dec Topic 8,0.66
Nov Topic 9,Dec Topic 9,0.67
Nov Topic 9,Dec Topic 10,0.58
Nov Topic 9,Dec Topic 11,0.59
Nov Topic 9,Dec Topic 12,0.64
Nov Topic 9,Dec Topic 13,0.68
Nov Topic 9,Dec Topic 14,0.62
Nov Topic 9,Dec Topic 15,0.70
Nov Topic 10,Dec Topic 0,0.55
Nov Topic 10,Dec Topic 1,0.55
Nov Topic 10,Dec Topic 2,0.56
Nov Topic 10,Dec Topic 3,0.51
Nov Topic 10,Dec Topic 4,0.57
Nov Topic 10,Dec Topic 5,0.60
Nov Topic 10,Dec Topic 6,0.55
Nov Topic 10,Dec Topic 8,0.54
Nov Topic 10,Dec Topic 9,0.52
Nov Topic 10,Dec Topic 10,0.59
Nov Topic 10,Dec Topic 12,0.53
Nov Topic 10,Dec Topic 13,0.59
Nov Topic 10,Dec Topic 14,0.53
Nov Topic 10,Dec Topic 15,0.66
Nov Topic 11,Dec Topic 0,0.71
Nov Topic 11,Dec Topic 1,0.72
Nov Topic 11,Dec Topic 2,0.73
Nov Topic 11,Dec Topic 3,0.64
Nov Topic 11,Dec Topic 4,0.56
Nov Topic 11,Dec Topic 5,0.74
Nov Topic 11,Dec Topic 6,0.69
Nov Topic 11,Dec Topic 8,0.70
Nov Topic 11,Dec Topic 9,0.55
Nov Topic 11,Dec Topic 10,0.59
Nov Topic 11,Dec Topic 11,0.68
Nov Topic 11,Dec Topic 12,0.69
Nov Topic 11,Dec Topic 13,0.68
Nov Topic 11,Dec Topic 14,0.62
Nov Topic 11,Dec Topic 15,0.67
Nov Topic 12,Dec Topic 0,0.75
Nov Topic 12,Dec Topic 1,0.71
Nov Topic 12,Dec Topic 2,0.73
Nov Topic 12,Dec Topic 3,0.62
Nov Topic 12,Dec Topic 5,0.77
Nov Topic 12,Dec Topic 6,0.66
Nov Topic 12,Dec Topic 8,0.73
Nov Topic 12,Dec Topic 9,0.54
Nov Topic 12,Dec Topic 10,0.54
Nov Topic 12,Dec Topic 11,0.64
Nov Topic 12,Dec Topic 12,0.82
Nov Topic 12,Dec Topic 13,0.69
Nov Topic 12,Dec Topic 14,0.58
Nov Topic 12,Dec Topic 15,0.61
Nov Topic 13,Dec Topic 0,0.60
Nov Topic 13,Dec Topic 1,0.65
Nov Topic 13,Dec Topic 2,0.65
Nov Topic 13,Dec Topic 3,0.69
Nov Topic 13,Dec Topic 4,0.61
Nov Topic 13,Dec Topic 5,0.62
Nov Topic 13,Dec Topic 6,0.63
Nov Topic 13,Dec Topic 8,0.60
Nov Topic 13,Dec Topic 9,0.57
Nov Topic 13,Dec Topic 10,0.56
Nov Topic 13,Dec Topic 11,0.56
Nov Topic 13,Dec Topic 12,0.60
Nov Topic 13,Dec Topic 13,0.71
Nov Topic 13,Dec Topic 14,0.55
Nov Topic 13,Dec Topic 15,0.64
Nov Topic 14,Dec Topic 0,0.58
Nov Topic 14,Dec Topic 1,0.59
Nov Topic 14,Dec Topic 2,0.63
Nov Topic 14,Dec Topic 3,0.58
Nov Topic 14,Dec Topic 4,0.57
Nov Topic 14,Dec Topic 5,0.64
Nov Topic 14,Dec Topic 6,0.64
Nov Topic 14,Dec Topic 8,0.71
Nov Topic 14,Dec Topic 9,0.55
Nov Topic 14,Dec Topic 10,0.55
Nov Topic 14,Dec Topic 11,0.59
Nov Topic 14,Dec Topic 12,0.64
Nov Topic 14,Dec Topic 13,0.63
Nov Topic 14,Dec Topic 14,0.64
Nov Topic 14,Dec Topic 15,0.65
Nov Topic 15,Dec Topic 0,0.70
Nov Topic 15,Dec Topic 1,0.69
Nov Topic 15,Dec Topic 2,0.72
Nov Topic 15,Dec Topic 3,0.63
Nov Topic 15,Dec Topic 4,0.59
Nov Topic 15,Dec Topic 5,0.70
Nov Topic 15,Dec Topic 6,0.69
Nov Topic 15,Dec Topic 8,0.67
Nov Topic 15,Dec Topic 9,0.60
Nov Topic 15,Dec Topic 10,0.53
Nov Topic 15,Dec Topic 11,0.60
Nov Topic 15,Dec Topic 12,0.73
Nov Topic 15,Dec Topic 13,0.69
Nov Topic 15,Dec Topic 14,0.60
Nov Topic 15,Dec Topic 15,0.75
