评论,fenci,情感分类,主题概率,主题类型
看目录还可以，内容还没来得及看呢,目录 内容,neg,"[(0, 0.027810942), (1, 0.69408065), (2, 0.027810799), (3, 0.027810806), (4, 0.027810799), (5, 0.027810821), (6, 0.027810993), (7, 0.027810894), (8, 0.027810838), (9, 0.027810842), (10, 0.027810799), (11, 0.027810799)]",1
查询起来很方便，内容涵盖很广，很多想要的都有写,查询 内容 涵盖 想要,neg,"[(0, 0.01669524), (1, 0.8163525), (2, 0.016695203), (3, 0.016695205), (4, 0.016695203), (5, 0.016695209), (6, 0.016695349), (7, 0.01669523), (8, 0.016695214), (9, 0.016695214), (10, 0.016695203), (11, 0.016695203)]",1
物流很快，还没看,物流 很快 没看,neg,"[(0, 0.020839317), (1, 0.020838613), (2, 0.020838754), (3, 0.020838797), (4, 0.020838754), (5, 0.020838805), (6, 0.020839378), (7, 0.02083914), (8, 0.020839065), (9, 0.27089608), (10, 0.52071446), (11, 0.020838846)]",10
正版图书，适合小朋友，形式活泼，物流也很快，京东是买书神器，如果能开展图书交流就好了,正版 图书 适合 小朋友 形式 活泼 物流 很快 京东 神器 图书 交流,neg,"[(0, 0.7257215), (2, 0.21011734)]",0
实用性很强，入门教程挺容易看懂的，适合任何想学的人。纸质非常棒，不刺眼！,实用性 入门教程 看懂 适合 想学 纸质 刺眼,neg,"[(0, 0.010423916), (1, 0.77004725), (2, 0.010424004), (3, 0.010424262), (4, 0.010424002), (5, 0.010423888), (6, 0.0104239), (7, 0.12571326), (8, 0.010423907), (9, 0.010423879), (10, 0.010423876), (11, 0.010423878)]",1
感觉还可以，对我而言，有些难度，主要对计算机一窍不通，买来还没怎么看，先好评，有时间一点点看，还得实操，理论不是太行，也不容易记住,感觉 难度 计算机 一窍不通 买来 好评 时间 一点点 得实 理论 太行 记住,neg,"[(6, 0.92933184)]",6
很厚的一本书，纸张的质量还是不错的，零基础，就安装软件这里就有点蒙查查，，后面找我儿子的编程老师帮忙，下载了一个，下载了一个。。都不是最新版，一边看一边学习一边实操，希望有用,很厚 本书 纸张 质量 不错 基础 安装 软件 查查 儿子 编程 老师 帮忙 下载 下载 最新版 学习 实操 希望 有用,neg,"[(6, 0.9563116)]",6
虽然买过很多的基础教程，但这本书还是忍不住买下来学习。因为这本书虽然基础但不致于抄网上文档，虽说是轻松学，但项目实践部分却很接地气，有趣，可以真正做到学而时习之，从理论中来到实践中去，体现实践是检验真理的唯一标准这一哲学命题，让读者清楚自已的水平，发现知识薄弱环节，逐渐提升水平，我推荐这本新书！,基础教程 本书 忍不住 买下来 学习 本书 基础 不致于 网上 文档 轻松 项目 实践 接地 有趣 而时 习之 理论 来到 实践 体现 实践 检验 真理 唯一标准 哲学 命题 读者 自已 水平 发现 知识 薄弱环节 提升 水平 推荐 这本 新书,neg,"[(0, 0.9281724), (1, 0.050436717)]",0
感觉挺好的，支持,感觉 支持,neg,"[(0, 0.027778242), (1, 0.027778177), (2, 0.027778447), (3, 0.027778214), (4, 0.027778279), (5, 0.027778253), (6, 0.69443774), (7, 0.027778259), (8, 0.027779039), (9, 0.02777863), (10, 0.027778585), (11, 0.027778149)]",6
买了很多介绍的书籍，这本算是比较好的一本，没有太多的理论和繁复的设置，直接进入应用场景，给出问题的答案。祝京东越办越好。,介绍 书籍 这本 算是 一本 理论 繁复 设置 场景 给出 答案 京东 越好,neg,"[(3, 0.6284196), (6, 0.31197727)]",3
不错，京东快递服务下降，写送货上门，也没送，也不打招呼,不错 京东 快递 服务 下降 送货上门 没送 打招呼,neg,"[(3, 0.8980642)]",3
书挺厚的😝而且内容都是实打实的，适合有一定的基础的人去学👍🏻👍🏻,挺厚 内容 实打实 适合 基础,neg,"[(0, 0.013907489), (1, 0.35205853), (2, 0.013906517), (3, 0.013906724), (4, 0.013906505), (5, 0.013906521), (6, 0.01390718), (7, 0.013906558), (8, 0.0139066605), (9, 0.50887436), (10, 0.013906506), (11, 0.013906515)]",9
买来学习。挺好的,买来 学习,neg,"[(0, 0.027778111), (1, 0.027778305), (2, 0.027778095), (3, 0.027778089), (4, 0.027779184), (5, 0.02777808), (6, 0.69443953), (7, 0.027778136), (8, 0.027778104), (9, 0.02777808), (10, 0.027778216), (11, 0.027778082)]",6
喜欢在京东买书，希望服务一如既往的好,喜欢 京东 希望 服务 一如既往,neg,"[(0, 0.013889403), (1, 0.013889315), (2, 0.24070388), (3, 0.013889922), (4, 0.013889388), (5, 0.013889169), (6, 0.6204014), (7, 0.013889615), (8, 0.0138899), (9, 0.013889368), (10, 0.0138894105), (11, 0.013889255)]",6
京东物流就是快昨天买的今天就到了。,京东 物流 昨天,neg,"[(0, 0.020834327), (1, 0.020833803), (2, 0.020835383), (3, 0.020834489), (4, 0.020834105), (5, 0.02083376), (6, 0.7708224), (7, 0.02083415), (8, 0.02083405), (9, 0.02083379), (10, 0.020835761), (11, 0.02083399)]",6
京东自营买的书可靠，品质保证,京东 自营 可靠 品质 保证,neg,"[(0, 0.014303317), (1, 0.014303191), (2, 0.014303785), (3, 0.014303464), (4, 0.014303352), (5, 0.014303173), (6, 0.0143033555), (7, 0.49337012), (8, 0.014303319), (9, 0.014303191), (10, 0.014303187), (11, 0.36359656)]",7
还可以，凑单一起买的！,凑单,neg,"[(0, 0.083333336), (1, 0.083333306), (2, 0.08333336), (3, 0.08333332), (4, 0.083333336), (5, 0.083333395), (6, 0.083333224), (7, 0.08333332), (8, 0.0833333), (9, 0.08333335), (10, 0.08333335), (11, 0.08333345)]",11
利用几个假期，学习了下，还行吧。没有想象的那么容易，当然书本介绍还是比较具体，只是没以前那种精力去仔细研究了，后面有时间再更深的学习下。加了群，比较热闹，后面也时不时看看。,利用 几个 假期 学习 了下 还行 想象 书本 介绍 那种 精力 仔细 研究 时间 更深 学习 热闹 时不时,neg,"[(3, 0.63603306), (6, 0.31735677)]",3
一直要买的一本书之一，看了很久，终于买到手，心情比较激动。做网络运维十余年，经历早起的手把手单台运维，到用等平台统一管理统一运维，时代在发展，客户要求更方便快捷的自动化运维,要买 本书 很久 终于 到手 心情 激动 网络 运维 十余年 经历 早起 手把手 单台 运维 平台 统一 管理 统一 运维 时代 发展 客户 方便快捷 自动化 运维,neg,"[(3, 0.14378521), (6, 0.24139056), (7, 0.0505847), (8, 0.4807373), (9, 0.057458185)]",8
踏入社会，需要不断学习，努力充实自己，丰富自身专业理论知识，提高自身专业能力素质，买本专业书，空闲时拿出来学习学习，不至于落后太多。知识都是力量，必须给个好评！,踏入社会 学习 努力 充实 专业 理论知识 提高 专业 能力 素质 买本 专业书 空闲 学习 学习 落后 知识 力量 好评,neg,"[(4, 0.059083614), (6, 0.24162203), (7, 0.07045799), (8, 0.086831406), (9, 0.5106579)]",9
书有270多页，是利用实现网络运行维护方面的一本比较有特点的好书，是在网络方面的一个应用，说是为网络工程师服务的，实际上想提高网络知识水平的都可读之,多页 利用 网络 运行 维护 一本 好书 网络 网络 工程师 服务 实际上 提高 网络 知识 水平 可读,neg,"[(0, 0.05829061), (4, 0.073665865), (8, 0.8260924)]",8
不晦涩，有原理，有代码，好评,晦涩 原理 代码 好评,neg,"[(0, 0.01695474), (1, 0.016954914), (2, 0.81349736), (3, 0.016954739), (4, 0.01695474), (5, 0.016954739), (6, 0.01695476), (7, 0.016954744), (8, 0.016954742), (9, 0.016955018), (10, 0.016954739), (11, 0.01695474)]",2
好评，好好学习😊,好评 好好学习,neg,"[(0, 0.02907024), (1, 0.02907024), (2, 0.029071), (3, 0.02907024), (4, 0.02907024), (5, 0.02907024), (6, 0.0290703), (7, 0.02907024), (8, 0.02907024), (9, 0.68022656), (10, 0.02907024), (11, 0.029070241)]",9
对于比较笨的成人也比较适合阅读，入门会更快也形象。,成人 适合 阅读 入门 更快 形象,neg,"[(0, 0.014534662), (1, 0.41084775), (2, 0.014534464), (3, 0.014534451), (4, 0.014534664), (5, 0.014534458), (6, 0.014535009), (7, 0.014534491), (8, 0.24633682), (9, 0.21200435), (10, 0.014534452), (11, 0.014534471)]",1
书买了很多，还是得一直学习。,学习,neg,"[(0, 0.041666806), (1, 0.041667365), (2, 0.041666735), (3, 0.04166675), (4, 0.041666716), (5, 0.041666716), (6, 0.541665), (7, 0.041666813), (8, 0.041666783), (9, 0.041666716), (10, 0.04166684), (11, 0.041666724)]",6
京东购物服务好，速度快，质量佳，长期在京东购物啦！,京东 购物 服务 速度 质量 长期 京东 购物,neg,"[(2, 0.35336617), (8, 0.55403835)]",8
没有电子代码,电子 代码,neg,"[(0, 0.36110106), (1, 0.027780183), (2, 0.3611112), (3, 0.027778633), (4, 0.027778618), (5, 0.027778618), (6, 0.027778618), (7, 0.027778618), (8, 0.027778618), (9, 0.027778618), (10, 0.027778618), (11, 0.027778618)]",2
书本内容：图灵的书基本上都是精品，这本书主要是使用进行机器学习，适用于对机器学习有一定基础的人员，准确来说更加适用于机器学习的开发人员，内容还是非常详实的；书本价格：实话有些高，不搞活动的话，还是不建议买，因为这本书不属于那种纯工具书。,书本 内容 图灵 精品 本书 机器 学习 机器 学习 基础 人员 准确 机器 学习 开发人员 内容 详实 书本 价格 实话 活动 建议 本书 那种 工具书,neg,"[(3, 0.0516784), (5, 0.047976427), (6, 0.86888397)]",6
个人感觉不错，读起来比较好理解，最近处理数据，对于列表和字典元祖这些类型数据处理时候总有错误，买这本书，再复看一下基础，预计一周啃完，一周后再来追评,个人感觉 不错 理解 数据 列表 字典 元祖 类型 数据处理 错误 本书 再复 基础 预计 一周 一周 再来 追评,neg,"[(4, 0.06908692), (6, 0.2831443), (10, 0.6026265)]",10
是一种跨平台的计算机程序设计语言，越多被用于独立的、大型项目的开发，因此学习一下很有必要。这本《零基础轻松学》内容比较浅显，作为入门学习还是可以的。书本的色差比较大，图片是蓝色的，实际偏重深蓝色。,一种 跨平台 计算机 程序设计 语言 越多 用于 独立 大型项目 开发 学习 这本 基础 轻松 内容 浅显 入门 学习 书本 色差 图片 蓝色 偏重 深蓝色,neg,"[(0, 0.39023912), (3, 0.05476741), (6, 0.402298), (7, 0.06082107), (10, 0.064506024)]",6
塑封包装，整洁没有损坏。价格是已经打折过的。庆幸疫情期间，京东还能如期发货，就是比往常稍微晚一点儿到。不过还是很高兴。本来打算买电子书的，后来想想还是纸质的便于保存。电子书倒是便宜，但是要没有，要装就比较麻烦了。,塑封 包装 整洁 损坏 价格 打折 庆幸 疫情 期间 京东 发货 往常 稍微 一点儿 本来 打算 电子书 想想 纸质 保存 电子书 便宜 要装 麻烦,neg,"[(2, 0.064288974), (3, 0.2991041), (6, 0.052409146), (7, 0.5556975)]",7
，书还是可以，没有大的缺陷,缺陷,neg,"[(0, 0.0416676), (1, 0.5416566), (2, 0.041667603), (3, 0.04166757), (4, 0.04166757), (5, 0.04166757), (6, 0.04166757), (7, 0.041667596), (8, 0.04166757), (9, 0.0416676), (10, 0.04166757), (11, 0.04166757)]",1
印刷质量好。内容贴近现实工作,印刷 质量 内容 贴近 现实 工作,neg,"[(0, 0.012387198), (1, 0.37258017), (2, 0.012386922), (3, 0.012386771), (4, 0.012386774), (5, 0.012386779), (6, 0.0123868715), (7, 0.50355077), (8, 0.012387026), (9, 0.012386925), (10, 0.012386989), (11, 0.012386773)]",7
单位采购，早就想买了。,单位 采购 早就 想买,neg,"[(0, 0.016667215), (1, 0.016667213), (2, 0.016667213), (3, 0.41666085), (4, 0.016667211), (5, 0.41666707), (6, 0.016667211), (7, 0.016667211), (8, 0.016667213), (9, 0.016667213), (10, 0.016667211), (11, 0.016667211)]",5
可以可以，好好好好好。,好好 好好,neg,"[(0, 0.02777894), (1, 0.027777921), (2, 0.027777921), (3, 0.027777921), (4, 0.027777921), (5, 0.027777921), (6, 0.027778123), (7, 0.027777927), (8, 0.6944417), (9, 0.027777927), (10, 0.027777921), (11, 0.027777921)]",8
可以 通俗易懂 还是挺有帮助的,通俗易懂,neg,"[(0, 0.041666813), (1, 0.04166779), (2, 0.041666813), (3, 0.041666813), (4, 0.041666817), (5, 0.54166406), (6, 0.041666813), (7, 0.041666813), (8, 0.041666813), (9, 0.041666813), (10, 0.041666813), (11, 0.041666813)]",5
根据书本上面的实验操作，以及知乎和配套视频，操作成功，信息满满，根据学习的基础知识配合网上其他资料，实现华为交换机的自动巡检，并导出表格。,书本 实验 操作 知乎 配套 视频 操作 成功 信息 满满 学习 基础知识 配合 网上 资料 华为 交换机 自动 巡检 导出 表格,neg,"[(1, 0.314191), (6, 0.10821277), (7, 0.4314767), (10, 0.112312526)]",7
挺好的，一直都在京东买东西的。,京东 东西,neg,"[(0, 0.02777829), (1, 0.027777947), (2, 0.69444084), (3, 0.02777829), (4, 0.027778178), (5, 0.027777908), (6, 0.027778251), (7, 0.027778177), (8, 0.02777813), (9, 0.027777959), (10, 0.027777925), (11, 0.027778096)]",2
实用，通俗易懂，好好好好,实用 通俗易懂 好好 好好,neg,"[(0, 0.61666393), (1, 0.016667394), (2, 0.016666874), (3, 0.016666874), (4, 0.016666876), (5, 0.21666478), (6, 0.016667062), (7, 0.016666876), (8, 0.016668718), (9, 0.016666876), (10, 0.016666876), (11, 0.016666874)]",0
好好好,好好,neg,"[(0, 0.04166884), (1, 0.04166691), (2, 0.04166691), (3, 0.04166691), (4, 0.04166691), (5, 0.04166691), (6, 0.041667294), (7, 0.041666918), (8, 0.5416616), (9, 0.041666918), (10, 0.04166691), (11, 0.04166691)]",8
正版图书，发货速度快，物流给力。,正版 图书 发货 速度 物流,neg,"[(0, 0.013889901), (1, 0.013889382), (2, 0.2726788), (3, 0.33645198), (4, 0.013889376), (5, 0.013889394), (6, 0.013889521), (7, 0.013889468), (8, 0.013889462), (9, 0.013889333), (10, 0.265864), (11, 0.013889364)]",3
推荐，学习专业知识，必备的,推荐 学习 专业知识 必备,neg,"[(0, 0.016667707), (1, 0.3102964), (2, 0.016667211), (3, 0.016667217), (4, 0.016667211), (5, 0.016667334), (6, 0.30134994), (7, 0.23834763), (8, 0.01666734), (9, 0.01666721), (10, 0.016667278), (11, 0.01666755)]",1
书本内容案例实战丰富，操作步骤简洁明了,书本 内容 案例 实战 操作步骤 简洁明了,neg,"[(0, 0.014117059), (1, 0.014117898), (2, 0.01411689), (3, 0.0141170025), (4, 0.014116901), (5, 0.01411692), (6, 0.43773058), (7, 0.42109907), (8, 0.014116936), (9, 0.014116942), (10, 0.0141168935), (11, 0.014116893)]",6
内容真不错.,内容 真不错,neg,"[(0, 0.030969974), (1, 0.6593316), (2, 0.030969791), (3, 0.0309698), (4, 0.030969791), (5, 0.030969825), (6, 0.030970016), (7, 0.030969921), (8, 0.030969843), (9, 0.030969849), (10, 0.030969791), (11, 0.030969795)]",1
很基础看着通俗易懂，不过还是要实操才行,基础 看着 通俗易懂 实操,neg,"[(0, 0.016667878), (1, 0.44288722), (2, 0.016667195), (3, 0.016667174), (4, 0.016667176), (5, 0.01666862), (6, 0.39043865), (7, 0.016667174), (8, 0.016667174), (9, 0.016667377), (10, 0.016667174), (11, 0.016667172)]",1
狗狗物流物流物流专线，足球技术经济,狗狗 物流 物流 物流 专线 足球 技术 经济,neg,"[(3, 0.12651461), (10, 0.7789434)]",10
快递快包装好，赶上送礼！好评！,快递 包装 赶上 送礼 好评,neg,"[(0, 0.013889658), (1, 0.013889891), (2, 0.53939086), (3, 0.013890747), (4, 0.01388968), (5, 0.013889605), (6, 0.32170993), (7, 0.013890241), (8, 0.013889882), (9, 0.0138898995), (10, 0.013889995), (11, 0.013889612)]",2
买给小朋友看的，希望小朋友能获得更好的长进，支持京东,小朋友 希望 小朋友 更好 长进 支持 京东,neg,"[(0, 0.67502254), (1, 0.010611189), (2, 0.010611542), (3, 0.010611294), (4, 0.010611319), (5, 0.010611155), (6, 0.21886408), (7, 0.010611443), (8, 0.01061159), (9, 0.010611328), (10, 0.010611285), (11, 0.010611194)]",0
京东就挺摸鱼的，,京东 摸鱼,neg,"[(0, 0.027778797), (1, 0.027778247), (2, 0.02778082), (3, 0.027779432), (4, 0.69443274), (5, 0.027778171), (6, 0.02777896), (7, 0.027779), (8, 0.027778806), (9, 0.027778238), (10, 0.027778227), (11, 0.027778618)]",4
随便翻翻，还可以，要求也不高。,随便 翻翻,neg,"[(0, 0.029522296), (1, 0.029522292), (2, 0.029522285), (3, 0.029522367), (4, 0.029522702), (5, 0.029522285), (6, 0.67525434), (7, 0.029522285), (8, 0.029522285), (9, 0.029522285), (10, 0.029522285), (11, 0.029522289)]",6
加油。奥利给！！！！,加油 奥利,neg,"[(0, 0.044229373), (1, 0.04422944), (2, 0.044229377), (3, 0.04422937), (4, 0.044229403), (5, 0.04422939), (6, 0.044229385), (7, 0.04422937), (8, 0.044229668), (9, 0.51347643), (10, 0.044229377), (11, 0.0442294)]",9
通俗易懂，小白也能看懂的书,通俗易懂 小白 能看懂,neg,"[(0, 0.022504285), (1, 0.022504685), (2, 0.022504285), (3, 0.022504285), (4, 0.022504287), (5, 0.3493265), (6, 0.022504283), (7, 0.022504285), (8, 0.022504285), (9, 0.022504285), (10, 0.022504285), (11, 0.42563024)]",11
实用性强，简单易懂，入门快，不会枯燥乏味。,实用性 简单 易懂 入门 枯燥乏味,neg,"[(0, 0.016072074), (1, 0.34540057), (2, 0.016072053), (3, 0.016072042), (4, 0.016072037), (5, 0.016072039), (6, 0.016072312), (7, 0.016072053), (8, 0.49387863), (9, 0.016072076), (10, 0.016072039), (11, 0.016072046)]",8
建议出第二版，第一版算扫盲第二版加入更多实用的案例增加3 的支持介绍看得起劲的时候结束了,建议 第一版 扫盲 实用 案例 增加 支持 介绍 看得起 结束,neg,"[(6, 0.70797944), (9, 0.20863989)]",6
方便快捷，使用给力！！,方便快捷,neg,"[(0, 0.041666955), (1, 0.041666955), (2, 0.041666955), (3, 0.041666955), (4, 0.041666955), (5, 0.041666955), (6, 0.041666955), (7, 0.54166347), (8, 0.041666955), (9, 0.041666955), (10, 0.041666955), (11, 0.041666955)]",7
介绍的少点高大上的复杂功能设计,介绍 少点 高大 功能设计,neg,"[(0, 0.023597673), (1, 0.4470094), (2, 0.023597492), (3, 0.023597686), (4, 0.0235976), (5, 0.023597483), (6, 0.31701514), (7, 0.023597565), (8, 0.02359746), (9, 0.023597553), (10, 0.023597466), (11, 0.023597488)]",1
准备拿这本书作为机器学习之特征的入门实操指导书，先推荐一下,本书 机器 学习 特征 入门 实操 指导书 推荐,neg,"[(6, 0.89070934)]",6
挺好的书，值得一看，谢谢😊,值得一看 谢谢,neg,"[(0, 0.034048263), (1, 0.03404826), (2, 0.034048263), (3, 0.034048263), (4, 0.034048263), (5, 0.034048267), (6, 0.62546706), (7, 0.034048263), (8, 0.03405032), (9, 0.034048263), (10, 0.034048263), (11, 0.034048267)]",6
商品符合描述，物流速度快，服务态度好,商品 符合 描述 物流 速度 服务态度,neg,"[(0, 0.011905205), (1, 0.011905118), (2, 0.0119053535), (3, 0.0119052), (4, 0.011905126), (5, 0.01190514), (6, 0.8690419), (7, 0.01190514), (8, 0.011905264), (9, 0.011905124), (10, 0.01190627), (11, 0.011905172)]",6
表述不清楚，内容有误，不行。,表述 内容 有误 不行,neg,"[(0, 0.017722398), (1, 0.57754296), (2, 0.017722351), (3, 0.01772234), (4, 0.01772234), (5, 0.017722491), (6, 0.017722415), (7, 0.24523321), (8, 0.01772236), (9, 0.017722359), (10, 0.01772249), (11, 0.017722338)]",1
还好,还好,neg,"[(0, 0.041667443), (1, 0.041667487), (2, 0.04166746), (3, 0.041667365), (4, 0.041667517), (5, 0.041667316), (6, 0.04166732), (7, 0.04166729), (8, 0.041667305), (9, 0.54165334), (10, 0.041672874), (11, 0.04166729)]",9
这个书还挺好的，希望有效果,挺好 希望 效果,neg,"[(0, 0.021131245), (1, 0.021131156), (2, 0.021131033), (3, 0.021131067), (4, 0.021131191), (5, 0.02113107), (6, 0.02113142), (7, 0.021131981), (8, 0.021131039), (9, 0.02113141), (10, 0.7675563), (11, 0.02113107)]",10
内容详细，挺好的工具书，推荐小白购买,内容 详细 工具书 推荐 小白 购买,neg,"[(0, 0.011906167), (1, 0.36024526), (2, 0.011905009), (3, 0.011905018), (4, 0.011905024), (5, 0.25552985), (6, 0.011905307), (7, 0.011905087), (8, 0.011905242), (9, 0.011905021), (10, 0.011905032), (11, 0.27707794)]",1
质量符合预期，物流速度快，客服服务态度好。,质量 符合 预期 物流 速度 客服 服务态度,neg,"[(0, 0.010417226), (1, 0.010417249), (2, 0.1299252), (3, 0.010417219), (4, 0.010417206), (5, 0.010417209), (6, 0.20464216), (7, 0.010417305), (8, 0.0104173105), (9, 0.0104173), (10, 0.5716774), (11, 0.010417233)]",10
经常买书，趁着便宜使劲买。,便宜 使劲,neg,"[(0, 0.027778188), (1, 0.027778177), (2, 0.02777841), (3, 0.027778177), (4, 0.027778193), (5, 0.027778177), (6, 0.027778193), (7, 0.6944397), (8, 0.027778177), (9, 0.027778177), (10, 0.027778193), (11, 0.027778177)]",7
值得深入学习，算法的理解。,值得 学习 算法 理解,neg,"[(0, 0.29510158), (1, 0.019466508), (2, 0.019466402), (3, 0.019466575), (4, 0.0194664), (5, 0.0194664), (6, 0.5102321), (7, 0.019467417), (8, 0.019466408), (9, 0.019466398), (10, 0.019467385), (11, 0.019466406)]",6
多快好省,多快好省,neg,"[(0, 0.083333336), (1, 0.083333306), (2, 0.08333336), (3, 0.08333332), (4, 0.083333336), (5, 0.083333395), (6, 0.083333224), (7, 0.08333332), (8, 0.0833333), (9, 0.08333335), (10, 0.08333335), (11, 0.08333345)]",11
好评,好评,neg,"[(0, 0.041666776), (1, 0.041666776), (2, 0.0416693), (3, 0.041666776), (4, 0.041666776), (5, 0.041666776), (6, 0.04166698), (7, 0.041666776), (8, 0.041666776), (9, 0.54166275), (10, 0.041666776), (11, 0.041666783)]",9
感觉还可以，没有预想的深。,感觉 预想,neg,"[(0, 0.02777835), (1, 0.027778184), (2, 0.027778354), (3, 0.027778301), (4, 0.027778257), (5, 0.027778296), (6, 0.027779665), (7, 0.02777837), (8, 0.027778354), (9, 0.027778842), (10, 0.69443685), (11, 0.027778156)]",10
天气炎热，快递小哥辛苦啦！,天气炎热 快递 小哥 辛苦,neg,"[(0, 0.018075112), (1, 0.018075118), (2, 0.018075153), (3, 0.51909566), (4, 0.018075138), (5, 0.018075112), (6, 0.018075192), (7, 0.30015302), (8, 0.018075127), (9, 0.018075118), (10, 0.018075118), (11, 0.018075114)]",3
刚好做机器学习相关的，买两本随便翻翻,机器 学习 相关 两本 随便 翻翻,neg,"[(0, 0.012821727), (1, 0.012821751), (2, 0.012821723), (3, 0.012821721), (4, 0.012821762), (5, 0.01282171), (6, 0.85896105), (7, 0.012821728), (8, 0.012821721), (9, 0.012821708), (10, 0.012821727), (11, 0.012821711)]",6
运抵及时，包装仔细，印刷清晰，服务满意，解答详细。,运抵 包装 仔细 印刷 清晰 服务满意 解答 详细,neg,"[(1, 0.8974087)]",1
物品物廉价美，值得推荐。,物品 廉价 值得 推荐,neg,"[(0, 0.016667318), (1, 0.016667191), (2, 0.016667094), (3, 0.016667094), (4, 0.016667098), (5, 0.016667154), (6, 0.81666076), (7, 0.016667139), (8, 0.016667672), (9, 0.016667094), (10, 0.016667116), (11, 0.016667254)]",6
循序渐进地教小朋友编程，我觉得这种方式挺好的,循序渐进 地教 小朋友 编程 方式,neg,"[(0, 0.20078354), (1, 0.01489668), (2, 0.01489668), (3, 0.01489668), (4, 0.01489668), (5, 0.0148966815), (6, 0.01489681), (7, 0.01489668), (8, 0.65024954), (9, 0.01489668), (10, 0.01489668), (11, 0.014896694)]",8
物品已收到，质量挺好的，正在领资源，开心😁,物品 收到 质量 资源 开心,neg,"[(0, 0.013889631), (1, 0.2090141), (2, 0.0138898855), (3, 0.0138896415), (4, 0.013889638), (5, 0.18243463), (6, 0.01388978), (7, 0.0138898585), (8, 0.4835434), (9, 0.013889863), (10, 0.013889966), (11, 0.0138896415)]",8
适合用来学习的机器学习，项目实战也棒,适合 学习 机器 学习 项目 实战,neg,"[(0, 0.011905232), (1, 0.34417203), (2, 0.011905082), (3, 0.011905065), (4, 0.011905059), (5, 0.011905066), (6, 0.38481972), (7, 0.16386235), (8, 0.011905183), (9, 0.011905069), (10, 0.011905103), (11, 0.011905067)]",6
比较基础！拓宽下知识面,基础 拓宽 知识面,neg,"[(0, 0.024343526), (1, 0.02434273), (2, 0.024342667), (3, 0.02434266), (4, 0.02434266), (5, 0.024342662), (6, 0.73222953), (7, 0.02434266), (8, 0.02434266), (9, 0.024342917), (10, 0.02434266), (11, 0.024342665)]",6
机器学习入门好书，值得一看。,机器 学习 入门 好书 值得一看,neg,"[(0, 0.014675405), (1, 0.014675447), (2, 0.014675367), (3, 0.014675346), (4, 0.014675341), (5, 0.014675343), (6, 0.4750534), (7, 0.014675398), (8, 0.37819287), (9, 0.014675341), (10, 0.014675388), (11, 0.014675349)]",6
书比较简单，两天就看完了,比较简单 两天,neg,"[(0, 0.027778618), (1, 0.027779333), (2, 0.027778557), (3, 0.6944323), (4, 0.027778884), (5, 0.027780788), (6, 0.027778601), (7, 0.027778571), (8, 0.027778706), (9, 0.027778557), (10, 0.027778557), (11, 0.027778557)]",3
这本书是入门必备，推荐,本书 入门 必备 推荐,neg,"[(0, 0.016667442), (1, 0.24765381), (2, 0.016666928), (3, 0.016666917), (4, 0.016666917), (5, 0.016666986), (6, 0.5856753), (7, 0.01666699), (8, 0.016667692), (9, 0.016666915), (10, 0.01666695), (11, 0.016667122)]",6
这个书是机器学习入门推荐书，好,机器 学习 入门 推荐书,neg,"[(0, 0.018278183), (1, 0.018278202), (2, 0.018278133), (3, 0.018278113), (4, 0.018278107), (5, 0.01827811), (6, 0.79894006), (7, 0.018278169), (8, 0.018278508), (9, 0.018278107), (10, 0.018278152), (11, 0.018278116)]",6
我在京 东上买过好多好多的书。,东上 好多好多,neg,"[(0, 0.08333333), (1, 0.08333327), (2, 0.083333366), (3, 0.0833333), (4, 0.08333332), (5, 0.083333455), (6, 0.0833331), (7, 0.08333329), (8, 0.08333325), (9, 0.08333336), (10, 0.08333335), (11, 0.083333544)]",11
希望多读书，物流比较快，质量可以。,希望 读书 物流 质量,neg,"[(0, 0.016781464), (1, 0.016781453), (2, 0.016781522), (3, 0.016781345), (4, 0.016781399), (5, 0.016781313), (6, 0.016781595), (7, 0.016781807), (8, 0.016781462), (9, 0.016781667), (10, 0.8154037), (11, 0.016781323)]",10
王印的书，当然要好好支持下,王印 好好 支持,neg,"[(0, 0.02121823), (1, 0.021217996), (2, 0.021218088), (3, 0.021217983), (4, 0.021218028), (5, 0.021218006), (6, 0.02121845), (7, 0.021217989), (8, 0.7666012), (9, 0.021218048), (10, 0.021217989), (11, 0.02121799)]",8
一如既往的好评，赞赞赞，一如既往的好评，赞赞赞,一如既往 好评 赞赞 一如既往 好评 赞赞,neg,"[(0, 0.011904892), (1, 0.011904892), (2, 0.5833358), (3, 0.011904892), (4, 0.011904892), (5, 0.011904892), (6, 0.011904945), (7, 0.011904892), (8, 0.29761449), (9, 0.01190563), (10, 0.011904892), (11, 0.0119048925)]",2
是挺有用的，包装完整,有用 包装 完整,neg,"[(0, 0.020834006), (1, 0.02083437), (2, 0.02083418), (3, 0.02083407), (4, 0.02083392), (5, 0.02083392), (6, 0.020834265), (7, 0.41457632), (8, 0.3770826), (9, 0.020833919), (10, 0.020834507), (11, 0.020833924)]",7
比较经典的书。,经典,neg,"[(0, 0.04166703), (1, 0.04166703), (2, 0.04166703), (3, 0.04166703), (4, 0.04166703), (5, 0.04166703), (6, 0.04166703), (7, 0.04166703), (8, 0.04166703), (9, 0.04166704), (10, 0.54166263), (11, 0.041667048)]",10
