评论用户id,评论内容,分词,分词-英文
65dc27970000000005008048,宝宝这个参加比赛了吗 获奖了吗,宝宝,Baby
6228192f000000001000f776,多少有些其他👟的影子里了,影子,shadow
5f51c9ce000000000100404f,大佬可以一起学习吗,大佬,Big guy
621cb72e000000001000d35c,上面贴个兰博基尼？,兰博基尼,Lamborghini
5cfaf8df0000000018001b7b,原文件11,原文件,Original file
62b901e300000000190297f1,哇哦（代表官方的惊叹 赞美 激动的心情等等各种情绪）,代表 官方 赞美 激动 心情 情绪,On behalf of the official praise
5a598d4911be102d36ced79a,你穿上完全和那个淘宝店主页图不是一个感觉哈哈哈哈哈,淘宝 店主 感觉,Taobao shop owner feels
609ebd7b000000000101d06f,请问这鞋子脚感咋样啊 偏码吗,鞋子 脚感 偏码,Shoes with a partial code
5a557c3a4eacab0e0a1a2577,已经买了穿上 帅到不清醒了 很想去扔个铁🫓了就是说 好帅！,清醒 好帅,Sober and handsome
5e14055d00000000010056ab,这鞋拿来干嘛的,干嘛,what
641734a3000000001102026d,就我一个人第一眼看成了回力弹跑鞋,回力 跑鞋,Back to run shoes
652116f30000000002012957,脚感咋样,脚感,Feet
603a5af8000000000101c6dc,我嘞个豆，凪玲配色,个豆 配色,Bean color
5dd4ddb2000000000100952e,白色的不耐脏啊,白色 耐脏,White -resistant
65d41c340000000005033e2d,我怎么第一眼看成了回力动弹跑鞋,回力 动弹 跑鞋,Back force running shoes
58dcafc95e87e77394453a7c,你们家的鞋为啥都没女码,女码,Female code
605f2c9a0000000001000d52,回力永远是高配,回力,Return force
5574074422cfcd1be6263d6b,鞋底最差容易滑倒,鞋底 最差,The worst sole
5944e30e50c4b468c2f0575d,您好 想问要求提交设计的可执行程序包是交什么？怎么做呢,可执行程序,Executable program
5d115059000000001000af9c,这个排版是用的多大的啊？,多大,How big
5f883c16000000000101e7e8,截止时间是什么时候,时间,time
5f23e54a000000000101d821,请问这个比赛要排几张展板呀,展板,Exhibition board
62bc3fec000000001b027dff,功能架构图是直接用排的吗？,功能 架构图,Functional architecture
5e0c61f500000000010017f9,求源文件急,源文件,Source File
63e8895b0000000026007fab,样机,样机,prototype
60391a25000000000101de8b,广大鞋城还有在营业吗？,鞋城 营业,Shoe city business
5fd1af340000000001000ce0,求几十跑量的拿货位置  找不到  不知道去哪拿,跑量 拿货,Run the goods
5ff241e70000000001007524,想知道哥莉的店在哪,哥莉,Gobeli
59dcdbc96eea883f66e4636d,多少起拿啊啊啊？？,啊啊啊,Ah ah ah ah
6241dd3f00000000100099f6,哪里有小皮鞋潮鞋的呢,皮鞋 潮鞋,Leather shoes
62080b84000000001000ec73,拿货的姐妹们看看我我家在大都市二楼231！主打休闲风和高跟鞋和渔夫鞋，有兴趣的姐妹们可以过来看看哈！可以零售！,拿货 姐妹 大都市 二楼 主打 高跟鞋 渔夫 兴趣 姐妹,"Take the sisters on the second floor of the Metropolitan Metropolitan City, the main high -heeled shoes fisherman's interest sisters"
6507fd61000000001603a3a0,怎么没有步云天地跟天和大厦呢？,步云 天地 大厦,Buyun Tiandi Building
62a32304000000001b029e82,请问一下您在哪里学习界面设计嘞,界面设计,interface design
65f2eb9c000000000500e050,可以问问仪表盘的尺寸吗，我搜了好久都搜不到，英寸不知道对应长宽多少,问问 仪表盘 尺寸 英寸,Ask the dashboard size inch
63b8bfd8000000002601067c,源文件不分享哟宝宝们,源文件 宝宝,Source file baby
5f5ffcc10000000001007448,中控界面尺寸是多少亲,界面 尺寸,Interface size
5f2404c70000000001008f67,请问后面紫色的背景图在哪里生成或找到的吗,紫色 背景图,Purple background map
5d383427000000001003b892,能分享我一下这个样机嘛,样机,prototype
6069ceca000000000101db54,问一下，样机模板在哪弄得,样机 模板,Prototype template
5b4c21966b58b77a2240b6e3,有没有源文件学习一下呀,源文件,Source File
5c0ce40c000000000601bf0d,视觉传达默默流泪,视觉 流泪,Visual tears
5ca61f35000000001103755f,设计的远房亲戚——动画首先动画是一坨💩，其次我们考研全都要去考视传,远房亲戚 动画 动画,Far house relative animation animation
607b161d0000000001009e51,肯定环艺最好就业啊大家都选环艺！毕业工资嘎嘎高,环艺 环艺 毕业,Graduation
5fc5aa730000000001002c61,环境设计倒数第一应得的,环境 倒数,Inverted environment
60fb76ee00000000010038d0,不了解中医的人还是不要做中医项目的比较好，中医问诊可不简简单单的摸个脉看个舌头这么简单，要看你整个人都气色，手脚温凉，饮食习惯，作息规律，大小便状态及情况，肠胃，开药方还要辩证虚实寒热,项目 舌头 简单 气色 手脚 温凉 饮食习惯 作息 规律 大小便 状态 情况 肠胃 开药方 虚实 寒热,"The project's tongue is simple and colorful, hands and feet warm, cold, diet habits, diet habits, routine and rest."
62f0dd3d000000001f017204,那工业设计应该跟产品设计差不多的呀，低分其实是因为产品设计是艺术类专业，工业设计是工科专业,工业 产品设计 低分 产品设计 艺术类 专业 工业 工科 专业,Industrial product design Low -point product design art majors in industrial engineering majors
60d68d3d0000000001003518,什么软件那 我自己去看看,软件,software
65cf57c1000000000401fb74,你好求回复一下后台,后台,Backstage
635760c1000000001802f530,不是很显著的解决了用户痛点呀,用户 痛点,User Pain point
611eb8470000000001002df9,服装设计点了,服装设计,Fashion Design
5f300cb3000000000100b3b7,✌️强推作品集班,作品集,Work set
5cd6b9d40000000017011dcb,我就是工业设计，哈哈哈哈，加班不挣钱哈哈哈哈哈哈，等一下我找一车面包人来弄你,工业 面包,Industrial bread
619ed2a50000000010005c4c,产品设计转行可以干啥呀,产品设计,product design
5a05224a4eacab3c70a1bd6a,没抢到的去蹲京东，19号0点开抢,京东,Jingdong
5b9dc0d6db5cf00001260752,美鼠，已经下单了，期待上脚,美鼠 下单 上脚,Beautiful mouse placing an order on your feet
5c43d84e00000000050345fe,看了眼 没有女款,女款,Female model
59cd6c8644363b3349f74eb6,尺码正吗？,尺码,size
5e54bbb300000000010017eb,还要啥萨洛蒙,萨洛蒙,Salomon
6012d5f7000000000100939e,368是价格？,价格,price
5ea5366200000000010009a0,网上的美津浓跟实体店的美津浓是不是不在一个世界？,美津浓 实体店 美津浓 世界,Mizumo physical store Mizumo World
63426533000000001802ecdb,舒适度怎么样,舒适度,Comfort
5df785a00000000001000894,美津浓今年换设计师了吗，那款熊猫玉竹也很好看，以前真的挺丑的,美津浓 设计师 熊猫 玉竹,Mizumi designer Panda Yuzhu
5aa9db2211be106073978acd,探路者好穿吗有人买过吗,探路者,Pilot
5643f3370bf90c1ab2dffeb9,安踏横断我买的才329  这个底成本能有多高,成本,cost
59dc864744363b4d95243534,请问哪款穿起来比较轻便,轻便,light
597e7477b1da144de77ba540,迪卡侬这双高帮鞋夏天穿会闷脚吗,迪卡侬 双高 帮鞋,Decathlon double high -top shoes
597183535e87e76f288e9c86,记忆点！,记忆,memory
5ccbbc6c0000000011037db0,悍途的鞋子有人穿过吗？求推荐,悍途 鞋子,Tough shoes
5cfcd9ca000000001200e1b6,防滑我只服探路者。,探路者,Pilot
5c1f9ec10000000007036328,话术挺好的,话术,Spell
5a0eb5af4eacab6e05937815,请问有人知道这两个鞋底哪个更防滑吗？谢谢。,鞋底 谢谢,Thank you sole
629be0c3000000002102a3ef,龙牙可以看看,龙牙,Dragon teeth
5b623bffe8ac2b21d16de6d8,防滑最好的是哪款？迪卡侬不行，差点摔死我，下过雨的下坡柏油路上非常滑,迪卡侬 差点 下坡 柏油路,Decathlon almost downhill asphalt road
5837ce956a6a6913295b9cb8,用烂了，就不值钱了,不值钱,It is worthless
5afe1f6211be1045821ce615,迪卡农害我摔了很多跤，已经怒退了,卡农,Canon
62ee4844000000001f0141a8,选管理系统呀 就完了而且自己不想做让别人做花的钱肯定比其他系统少。另外打个广告，项目 项目 项目代做 ,管理系统 做花 系统 广告 项目 项目 项目,Management System Doing Flower System Advertising Project Project
5d52fc980000000016027a7d,我最近也在搞毕设  好痛苦,痛苦,pain
5d3b13280000000011014422,天哪  这是什么神仙博主,神仙 博主,
5f3f4cc1000000000101de9f,怎么是视频了看着好难受,视频,video
5effd1d2000000000101d8a7,选会做的，站找个视频教程跟着做就行。把上面课题，一个一个的在站搜索，找个完整的，有配套视频和源码的课程跟着做。,视频教程 课题 完整 配套 视频 源码 课程,Video tutorial topic complete supporting video source code course
5f32485a00000000010027c1,这个课下载什么程序啊,程序,program
6129fdbd0000000001001404,选的，简单方便,简单,Simple
61eb04e2000000001000cb40,首先，我没有打广告！因为我根本收不到钱！但是我诚心推荐给我搞毕设和论文的那个人，真的太靠谱和良心了！我只在最后负责答辩就没了,诚心 论文 太靠谱 良心,Sincere dissertation is too reliable and conscience
63909aca000000001f019a7b,怎么模型坐标轴归零？,模型 坐标轴,Model coordinate axis
5eedb999000000000100374c,基于的企业网盘实现，也可以用到,企业 网盘,Corporate network disk
617157980000000002020402,都是增删改查，没啥创新点。快递分拣有点意思，是需要加入目标检测和吗？但数据来源不好搞,目标 数据 来源,Target data source
5db415c60000000001006a85,咸鱼买一个就行了,咸鱼,Salted fish
5f771a27000000000100344b,没想到热度这么高现在也普遍只要400多有需要的建议识货蹲蹲618低价 看有没有3字头捡漏的,热度 建议 识货 低价 字头,Hot recommendation to know the low -priced character of the goods
5b14fd174eacab5c991cb12d,这个系列从衣服到鞋子都很倒闭,衣服 鞋子,"Clothes, shoes"
5f9aa359000000000100ace7,店铺还有吗 好好看,店铺 好好看,The shop looks good
5bfb90a749b0c20001fd9b77,真的丑说实话，现在阿迪达斯的颜值都赶不上国内了，丑的闹心,颜值,Face value
6173874b000000000201cb5f,麻烦问一下，这个鞋厚吗，夏天穿，只想买薄薄一层的,麻烦 薄薄,Troublesome
6391dcfc000000001f01980b,只要有那个标，狗屎也香！,狗屎,Shit
644294dc0000000029013bec,因为现在不是早就有超越的科技了吗,科技,science and technology
5c594477000000001800d814,当时在实体店买1699,实体店,Physical store
5eac213d00000000010069b3,主页有更多内容哦～,主页 内容,Homepage content
578446b86a6a6950c821c171,求答案,答案,Answer
5bba071c339bbb00018e2d33,求答案,答案,Answer
5ac4ebbc11be10132a1a2488,求答案,答案,Answer
5dd4010a0000000001003a81,我的一个学姐做的，好厉害啊她,学姐 厉害,Sister Xue
612f6ec4000000000201a197,这个产品如何按照用户需求去找到商品又从而让用户知道自已 已经找到自己所需商品     这个行为过程是怎么体现的呀,产品 用户 商品 用户 商品 过程,Product user product user product process process
61f364db000000001000d8ce,这个想法确实牛逼,确实,really
5d197135000000001602748e,为啥现在画鞋前港宝都要成这类弧度呢？难道楦头也这样的？估计版师割半面板的时候够晕的了,画鞋 弧度 楦头 版师 面板,"Drawing shoes arc, 师 面 度 度 度 度"
563d5048a75c954999a53a56,老师，可以出教程吗？跪求,老师 教程,Tutorial
5a8f75f311be106beb5734ff,这个不错,不错,good
5e36b2fc000000000100066e,再补充第9张工艺设计图（英文版）,工艺 设计图 英文版,Craft Design Picture English Version
632fc9250000000023039a3f,历害,历害,awesome
5bed82bb8039e600011a0b91,老师是在哪里？我们是广州的公司，有做鞋类，出口美国的。交流,老师 广州 公司 鞋类 美国 交流,Teacher Guangzhou Company Shoes American Exchange
5b516cbb4eacab61d8377e62,老师求回复,老师,teacher
5fd424c80000000001000a5d,老师能出这种的视频教程吗,老师 视频教程,Teacher video tutorial
5ffe7be7000000000101e2a3,你好，可以要原文件嘛,原文件,Original file
5dab97b700000000010024fd,手柄遮喷可以的,手柄,handle
627de27e00000000210260a9,厉害厉害,厉害 厉害,awesome
6300a064000000000f0070fe,连色彩系统和色号都没有，顶多是，是不存在的。,色彩 系统 色号,Color system color number
5e22e95c00000000010008f5,这种内容一般是实习生做的吗,内容 实习生,Content intern
6267ad2e000000002102490d,先关注，文章左下角加入,文章,article
60c1da47000000000101e96a,工业设计为什么考这些,工业,industry
5c206e530000000006017cdd,整个就是一顿瞎答，最后我家猫一直叫我还提前了15交卷,交卷,carry out an assignment
599bd4f2db2e604603bed580,刚做完，最后一题时间分配不均+1,时间 不均,Uneven time
5f0689940000000001003a99,刚做完，做到最后一题感觉被背刺了，这个要预留很多时间做的，我三个论述题平均分配的时间没做完哈哈哈,感觉 时间 论述题 时间,Feeling time discussion questions
5f588d4b000000000100011c,海笔主打一个体验,海笔 主打 体验,Haibi main experience
59e1ffb895c9354a72b82dbd,求模板,模板,template
5cde3d830000000012030e13,求个模板,模板,template
6160df19000000001f03bb23,求模板,模板,template
5bc204b7e8ac2b456c92b3ba,就是的逻辑,逻辑,logic
651edd15000000002402c9ef,画板这种很适合做节点、模块化的。能更精确地指挥模型。对那种需要精确产出的内容，或者流程化解决问题的工具，都很适合～,画板 节点 模块化 精确 模型 精确 内容 流程化 解决问题 工具,Painting board node modular accuracy model precise content processization of problem solving tools
64932fa5000000001c02b829,聊天模式肯定是低效的，画板对于有逻辑的专业人士确实是一个突破。,聊天 模式 低效 画板 逻辑 专业人士 确实,Logic logic professionals in the chat mode are indeed
5f6c43af000000000101c01a,这画板里不还是对话吗有什么区别？换了个呈现就叫新交互方式了？,画板 对话 区别,Different Dialogue Dialogue
5faedce8000000000101c8a3,啊，我一直以为是国产团队,国产 团队,Domestic team
5b44b4e9f7e8b91e9b74e015,我也喜欢画布的方式,画布 方式,Canvas
64932fa5000000001c02b829,之前和同事讨论过，前端开发这种方式可能很有效,同事 方式,Colleagues
65a51ad0000000001f01213f,你们这一张展板尺寸是多少啊,展板 尺寸,Exhibition plate size
5bde9ddfc703cf00014db150,想问一下 当时投比赛的时候就这两张展板吗？,展板,Exhibition board
5d2a83e600000000120140a5,原图在最新笔记哦,原图 笔记,Original notes
5f92fa87000000000101f9b1,居然国内也有服务设计这个专业吗，感觉好像很少,专业 感觉,Sense of professionalism
5e0e07590000000001003c7a,学姐厉害啊我也是产品，研究生准备去服务设计可以分享一下你的毕设作品集吗,学姐 厉害 产品 研究生 作品集,Sister Sister Powerful Product Graduate Work Collection
5b28c86cf7e8b921ddb24f07,现在学校的专业与时并进了，我们做体验设计这行都是各路出身,学校 专业 体验,School professional experience
5feff3a3000000000101f9fe,求学生成绩管理代码,学生 成绩 代码,Student performance code
60e1c108000000002002d2bd,想问一下这个专业现在在什么岗位，产品经理吗...工资待遇如何，...本建筑生想跳槽到这,专业 岗位 产品 经理 工资待遇 建筑 跳槽,Professional job product manager salary salary building hopping
5f3075f6000000000101e0bf,求网上订餐管理系统,订餐 管理系统,Food order management system
5cf3eb5e000000001702b58f,只有我在看人嘛侧脸好看和正面比较一般,正面,front
60410b180000000001002ea4,图片,图片,picture
5d98d0a300000000010044b2,求酒店客房管理系统,酒店客房 管理系统,Hotel room management system
5ca5fdff000000001002a092,求图书管理,图书,books
604b3526000000000101da90,  -你实地穿过吗？我买了一双，小雨还行，大雨穿鞋头马上进水。,实地 小雨 大雨 穿鞋,Xiaoyu Da Rain wears shoes on the spot
644a76620000000010029d9b,学姐你的服务设计使用什么软件做的呀,学姐 软件,Sister Software
61225fd5000000000101fd0e,在普象上面看到了这位同学作品集,普象 同学 作品集,Pu Xiang classmate works
62a95926000000001b02a928,求素材,素材,material
63c954da0000000026012182,求网上购书系统,购书 系统,Book purchase system
5e21b0eb00000000010026a1,给我私信一下，我需要个人设计师,私信 设计师,Private letter designer
61645f07000000000201e778,求下源文件,源文件,Source File
5c4c4bc400000000100203ef,作业求求了,作业,Operation
64a58f3400000000110002bf,求图书管理系统,图书 管理系统,Book management system
5ff7e8d80000000001009d6b,有没有黑色？,黑色,black
6162374b0000000002020135,作者大大，请问展板实际尺寸是多大啊，电子尺寸是多大呢,作者 展板 尺寸 电子 尺寸,Author exhibition board size electronic size
6108fb5a0000000001003fd6,怎么联系你，我需要鞋面设计,鞋面,vamp
5eb1a7d40000000001006326,匡威的那款鞋底会渗水,匡威 鞋底,Converse shoes
5e9828cd000000000100a410,求图书管理系统,图书 管理系统,Book management system
5efc165a0000000001005984,可以求下源文件吗,源文件,Source File
62545b5e000000001000c7ea,姐姐有服务设计/体验设计的课程推荐吗？球球,姐姐 体验 课程 球球,Sister experience course ball
64c8c6f2000000000b00bd78,给妈妈买的，物流很快，脚感舒服，鞋跟也很软，值得购买,妈妈 物流 脚感 舒服 鞋跟 很软,"Mom's logistics feet feel comfortable, the heels are very soft"
6033630d00000000010085ef,求服装销售管理系统,管理系统,Management system
62ebead9000000001f0151d3,草图推演这种 是用什么软件画的啊,草图 软件,Sketching software
548699c9e779893cb122a6b7,并不透 不舒服,舒服,Comfortable
5f4c9faf000000000100b2b6,网上购物系统,购物 系统,Shopping system
5e284313000000000100acc9,求源文件,源文件,Source File
5eba721a00000000010018cd,雨天穿白鞋。。？,白鞋,White shoes
5f940d730000000001005c73,请问有没有人知道那种暴雨天也不怕的鞋子啊,暴雨 鞋子,Heavy rain shoe
62c18ac8000000001b028f82,这是网购最合适，合脚的一双鞋，非常满意。靠谱的商家。,最合适 合脚 靠谱 商家,The most suitable business is the most suitable merchant
62ca89930000000002003430,求新闻后台管理系统,新闻 后台 管理系统,News background management system
597d5e9e6a6a692e216404df,款式 很别致，看到了就想入手一双试试，收到实物以后跟图片差别不大。,款式 实物 图片,Model physical picture
5b891316f2a6c50001a86500,确实舒服，买一双下楼买菜最合适，走路不累,确实 舒服 买菜 最合适 走路,It is really comfortable to buy food most suitable for walking
601e6c1d0000000001009625,是标准码吗？,标准,standard
5883743582ec395c6cbe3935, 匡威万斯都有,匡威 万斯,Converse Wans
64e0638f000000000100d6da,匡威那侧边底下那俩洞不给你水给你渗满就不错了,匡威 不错,Converse is good
5d309cb200000000120265a6,助理产品设计师做家居产品,产品 设计师 家居 产品,Product designer home product
5498caa12e1d933f89a37f26,这个实体店没有的吗,实体店,Physical store
630a25b9000000000f0051f5,渝北哪里有呀？,渝北,North
5d22b779000000001600ecaa,沙坪坝附近有吗 或者离沙坪坝近一点的,沙坪坝 沙坪坝,Shapingba Shapingba
5c454e590000000005009f88,店名是什么呀,店名,Store name
616248db000000000201fc91,应该是弹子石星泽汇,弹子 石星,Marble
60c05e57000000000101f6fa,大一学软件 大二做比赛 大三找好兴趣弄完作品集 大四签完工作直接玩,软件 兴趣 作品集,Software Interesting Works Collection
5cfe5b430000000010028da5,去看过了 都是些过季款屯货 不是啥好货 看的上的款也不便宜,屯货 便宜,Cheap
59df290720e88f74eed01166,多少钱唉？男款女款？,男款 女款,Men and women
6137a79300000000020212cb,摆摊买东西送建模,东西 建模,East -west modeling
59cca7ad6eea88538ad982da,好厉害呀,厉害,sharp
61d59eaf0000000021020592,小艺姐，最近老下雨，我想把跑步重操起业了，可惜就是迈不动腿我应该怎么办，一个在校女大学生,小艺 跑步 重操 大学生,Xiaoyi Running Re -Fuck College Students
61f4b85300000000100074f5,你好，请问160/85左右跑800米可以穿哪双跑鞋，价格在300-500，800最快3：25，希望跑到3：05。本来是想买马赫2的，但是看到网上是小体重的人不太适合，所以有一点纠结，谢谢,跑鞋 价格 马赫 体重 谢谢,"The price of running shoes Mach weight, thank you"
5ca60c1d000000001700a0cc,看了半天才发现是打码了我就心想那块咋看着不像自己的肉呢,心想,Think
57554adb3460943715f351ac,喜欢这组哈哈哈，没有那种很不舒服的电商节促销感的大畸变大特写，色调也很舒服,舒服 电商 畸变 大特写 色调 舒服,Comfortable e -commerce distortion large close -up color tone comfortable
6263a5fe00000000100043d9,身高176 体重185日常7公里，配速6分钟吧。500以内，有推荐的跑鞋吗,体重 跑鞋,Weight
5b43430ae8ac2b386e7f3346,哇塞，是艺哥诶,艺哥,Art brother
5d4f6022000000001602ff08,小宇哥 经常3 配速5  身高172 体重70  求推荐,小宇哥 体重,Xiaoyu Ge's weight
5c5d92ed000000001d01a11d,鞋带容不容易散,鞋带,shoelace
5f9988a7000000000101c21a,犀牛的珠宝设计师,犀牛 珠宝 设计师,Rhino jewelry designer
5ac9a8ab11be1042cdd35977,安踏设计师终于明白把设计小了,设计师 明白,Designer understands
62c1d2e7000000001501a2ec, 好想逛这个 好爽,好爽,So cool
5abaf0da11be104f9c790452,女款有活动吗,女款,Female model
5bdfa4f7c617ac0001397836,艺哥，今日“黑凤梨”我感觉最近状态也比较好，也定了一个珞樱配色，等着明晚付尾款,艺哥 凤梨 感觉 状态 配色 尾款,Yige Pineapple feels the status color scheme ending
5b68000a6b58b7120c48d850,厉害厉害👍,厉害 厉害,awesome
5f141cb700000000010024ca,大二，每天被作业霸凌,作业 霸凌,Assignment
5b3064b511be10400c14c618,身高152，体重55，配速6分多，一般6-10公里，想逐渐增加跑量。推荐哪款鞋?在纠结索康尼啡速3， 6，这两双配色不太好看，的追岚22颜色很好看，不知道表现如何。,体重 跑量 索康尼 配色 颜色,Weight Running Quantity Sonny Color Color Color
607e82c0000000000100578e,在一家超级传统的单一公司，做超级土的金属摆件设计，想离职的一天,传统 公司 金属 摆件,Traditional company metal ornaments
5e5742eb0000000001001aa5,求链接,链接,Link
632cf86d0000000023026f3d,工资不到位，一月五万我思维可以喷涌而出,思维,thinking
599019e66a6a690d19cf56a7,姐姐好棒哦～～ ,姐姐,elder sister
5c2f5c610000000007027e6f,模仿大佬，成为大佬,大佬 大佬,Big guy
6568577e00000000200379a7,的话多看，每天睡前/醒后刷200张图再睡/再起来。,张图,Picture
60e00b0d000000000101f32a,不用纠结，不用想太多，穿上特步360立即开跑🏃🏻‍♀️，轻松跑出色🌸,轻松,easy
59ca5ea144363b5790e36e9c,抄就好了，有什么好设计的，当然我说的是打工人不是设计师,工人 设计师,Worker designer
608d55c10000000001005dd3,好美的线条,美的 线条,Beauty line
61222de700000000010008b3,姐姐审美好好呀,姐姐,elder sister
5c4efe770000000011011681,速求,速求,Quickly
5bf4d67c2a64fe0001be9556,有中国的案例吗亲,中国 案例,Chinese case
5b66b5d2f7e8b940a52b9c31,老师，女生165-108斤，一周跑5天左右，每天5-10公里，配速5分10左右，推荐跑鞋,老师 女生 跑鞋,Teacher girl running shoes
5f9b545a0000000001000368,想看助老设计,助老,Help the old
5a2398c64eacab60de8f26c1,162 58 东北 每天4 配速 630 要防滑的 保暖的 跑雪地水泥路 预算800左右以下 谢谢,东北 雪地 水泥路 谢谢,"Northeast Snow Cement Road, thank you"
61774d440000000002025bf9,今年大四产品，校招7000设计师助理,产品 设计师,product designer
5fca1fc0000000000101d537,我觉得吧，提升思维最好的方法，应该是学会看代入，比如你在做一个产品包装，你参考的东西，可以是一张海报甚至一张名片。而不是刻意的去搜同类别的包装，那样就会跳不出去！,思维 方法 学会 代入 产品包装 东西 海报 名片 同类,"Thinking method Society for product packaging, east -west poster business cards are similar"
566f9d7482ec39376c14aaa1,你好，可以推荐一下男生中考体育跑鞋吗？身高175，体重180斤,男生 中考 跑鞋 体重,Boys and running shoes in the middle school entrance examination
6403313b00000000100289a0,"从本科产品设计转到汽车设计了 毕业后进国企,研究生毕业在20起吧",产品设计 汽车 毕业 研究生 毕业,Product Design Automobile Graduate Graduate Graduate
5f7676030000000001000ea5,男生 身高178体重76日常健身力量训练，有氧运动预算300左右,男生 体重 力量,Boys' weight
603219d2000000000101eb5a,大二不想学犀牛 想换结构类建模软件学,犀牛 结构 建模 软件,Rhino structure modeling software
5b7ab1a2622a460001299e54,如果你是用来上班的，那么并不需要提升太多的设计能力，会抄就行。如果你是准备做副业的，或者自己接单子的，那么就不要着急，你需要多看，看看大师的作品，看看大佬的作品,能力 副业 单子 着急 大师 作品 大佬 作品,Ability Vice Industry Single Emergency Master's Works Big Brother Works
5cfa8fb60000000025028bf4,男生，身高173 体重85 日常跑步机五公里 半小时 预算300内 求推荐,男生 体重,Boys' weight
58bff63182ec393b2676ccc0,这一款太棒了，好喜欢，不仅为了考试积累，以后也要买这个灯放在自己的小家里，幸福感满满,太棒了 幸福感,Great happiness
5a8aac2b4eacab4004545fde,指导得不错 能教教我吗,指导 不错 教教,Teach well
5bd9691e09f1d90001243247,高163 体重135  一般三公里体测12分半  平时跑五公里五分钟左右配速想减肥买哪个鞋好  不管预算  想要个耐穿的颜值还可以的那种,体重 颜值,Weight
6060949e000000000101d790,抄，潘虎都抄,潘虎,Pan Tiger
58a69f005e87e737458b569b,姐姐好优秀！！,姐姐 优秀,Outstanding sister
5a1ae25b4eacab1effa08c6b,姐姐好厉害,姐姐 厉害,Sister
5dbd77090000000001006f2e,棒棒滴,棒棒,Great
5d012868000000001202b726,请问有原文件吗,原文件,Original file
5e31b21b0000000001006401,是源文件还是图片,源文件 图片,Source file picture
5e525869000000000100645e,有过程嘛,过程,process
5ea7837e0000000001008b7e,请问有以科普陶瓷为主的界面吗,陶瓷 界面,Ceramic interface
646b3487000000001f031971,我们直播间卖的就是贝壳鞋，非常感谢您的话术，,直播间 贝壳,Live room shell
5f4b181e0000000001002ab5,就缺话术，感谢分享,话术,Spell
60b98ed0000000000101fb24,求素材,素材,material
5c66c956000000001203ad55,有没有源文件我就交作业应付一下,源文件 作业,Source file operation
5d2020ec00000000160070a7,做的挺好的，还有一些画的也不错，只不过红白配色的界面说实话真的好土,挺好 不错 红白 配色 界面,Very good red and white color scheme interface
5aa8b5c5e8ac2b68035e4cb9,蹲蹲完整版,完整版,full version
5dadc6dd00000000010080eb,可以求完整展示吗,完整,whole
5db3c6dd000000000100132a,老师 求源文件,老师 源文件,Teacher source file
5c318426000000000603db32,求一套图片,图片,picture
5f1ac3ca0000000001009112,求源文件,源文件,Source File
60538ef700000000010099f6,可以求个源文件嘛 孩子马上要交作业了来不及做 不全照搬会修改的谢谢🙏,源文件 孩子 作业 谢谢,"Source file Children homework, thank you"
5af6b10c11be1065fba33cdf,已四联求源文件,四联 源文件,Four Union Source Files
62e79a5b000000001e01d81f,鞋都是为矬子准备的。没一个是平的都是根,矬子,Tadpole
5bfe34db96c3e30001c1b33a,文班亚马的最靠谱，估计马上就要出来,文班 亚马 最靠,Wen Ban Yama is the most relied on
5fdda1e7000000000100281e,哇！对我脚踝的信心比我都强,脚踝 信心,Ankle confidence
5f0adcad0000000001001e3b,想问一下作者知不知道这个产品的设计师捏,作者 产品 设计师,Author product designer
6140a379000000000201fb16,后脚跟着一下地会判十年吗,脚跟 地会,Heel
5d3877bb0000000012038e86,这不是手环啊,手环,wristband
5fa557a0000000000101e8e7,红色到手了，暗色太多了，还是等你第二批绿色吧,红色 暗色 绿色,Red dark green
634fdaf2000000001802a684,龙眼还是蛇眼,龙眼 蛇眼,Longan snake eye
65bcafc9000000000d03f0c6,.啊啊啊啊啊啊穿上啦！！！！真的帅死了我哭死,啊啊啊 啊啊啊,Ah ah ah
5740e9be6a6a6953a2a0dddc,全是流行色,流行色,Popular color
5b5aee3b11be105f88d1f7dc,真的爱惨了机甲鞋 自从认识以后买的新鞋我都很爱 感觉在国潮鞋类属于顶流了 造型设计感真的是特别喜欢,爱惨 机甲 新鞋 感觉 国潮 鞋类 造型,Love Mile Mear New Shoes Feeling Guo Chao Shoes Style
6290a1c0000000001501eb87,款式很好看,款式,shape
60f830630000000001003269,铠甲勇士？,铠甲 勇士,Armor warrior
5ed8dfbc00000000010031f7,款式很不错啊！,款式 不错,Good style
591ecad96a6a6936f4955de1,请问有威尔森网球拍吗？,网球拍,Tennis racket
5c8dbfc3000000001201bae7,商店搜索不到啊，最近刚好在找此类,商店,shop
5be9621bd6f16400018e46c6,有蝴蝶乒乓吗,蝴蝶,Butterfly
5ed87340000000000101ef27,浩哥,浩哥,Brothers
54d89ed4e7798948d00694ae,终于有人做这个了。一直太理解为什么会没人做。有了这个，佳明高驰等运动手表的功能，苹果就都可以实现了。,明高驰 手表 功能 苹果,Ming Gaochi Watch Function Apple
5dc91abe0000000001000842,手握系统，蹲个内测,系统,system
5b2bc24211be102a7733f888,20%的折扣是只有线下吗 请问,线下,Offline
5d16023f00000000110196e0,学生优惠线下店能用嘛,学生 线下,Offline
5c997bb50000000016006a57,看着好舒服,舒服,Comfortable
5c818678000000001601c3f7,能不能给个具体位置,具体位置,Specific location
