评论用户id,评论内容,分词,分词-英文
151759274,专业选方向，有平面设计，也有交互，两者分别走向是什么？哪一个更有前途？,专业 方向 前途,Professional future
151758488,大赞,大赞,Praise
132985428,框架总结的很清晰！,框架 清晰,Clear framework
132830455,您好，我问一个，用户体验设计师和交互设计师，在具体的工作内容上有什么不同？,用户 体验 设计师 设计师 内容,User experience designer designer content
58064550,在 下用的是系统默认的96，直接在中做交互稿的话，单位不管是还是都不能和像素对应。确定尺寸还得在理想的像素数值上乘3/4。_,系统 单位 像素 尺寸 理想 像素 数值,System unit pixel size ideal pixel value
274290777,请问，每页文档只有四个手机页面，能解释清吗？和要分开来写两份吗？,每页 文档 手机 页面,Each page document mobile phone page
252910864,尤老师，请教一个问题，有的教程把交互说明文档的元素界面和页面流程分开了，您觉得怎么做比较能更好地传达信息呢？您的这个交互说明是同时把交互逻辑和元素都放在一起了？,老师 教程 文档 元素 界面 页面 流程 信息 逻辑 元素,Teacher tutorial document element interface page process information logic element
60487548,尤大大，偶像啊，可以问两个问题吗？1，你这些图中从 2开始全是用做的吗？2，我发现这些图都是移动端的，网页的圆形图都很大，多个页面放在一张图上就特别大，难以阅读，你怎么解决的呢,偶像 网页 圆形 很大 页面,Idol webpage is very large page
442818970,你好，请问我在悉尼学交互设计回国好找工作吗？,悉尼 回国,Sydney back to China
265145167, 请问您现在带领的团队还在使用这种交互的产出吗？,团队,team
225628330,一个产品最终面向用户的时候，用户看到的是成品。成品一定要是精品。我们要对用户负责，这是责任。在设计输出过程中，设计文档是过程。过程我们也需要做精品。我们要对自己负责，这是态度。这句好赞！,产品 面向用户 用户 成品 成品 精品 用户 责任 过程 文档 过程 过程 精品 态度,"Products for user users finished products and finished products, finished product responsibility process, document process process process, boutique attitude"
221300343,一开始看到用做交互文档，以为作者疯了，后来细想，的一些批量排版功能确实很适合做交互文档，有空研究一下,文档 作者 批量 功能 确实 文档,Document author batch function is true documentation
184474854,看完了，感觉作者好厉害！是我学习的榜样。,感觉 作者 厉害 榜样,Feel the author's great example
165808188,首先，感谢您的文字，让我受益匪浅。然后我注意到您结尾提确保文档广泛传播中的注意事项里，“每个小故事开始的时候要单独一页只写小故事的名字，打断节奏，营造节奏。”，这里的小故事是指什么，以及营造节奏的方式是什么，可以请您举例说明一下么,文字 结尾 文档 广泛传播 注意事项 故事 故事 名字 节奏 节奏 故事 节奏 方式,Text Ending Document widely spreads precautions Story Story Story Non -rhythm Rhythm Story Rhythm Rhythm
62024517,请问思维导图用来展现什么，有没有例子展示一下？,思维 导图 例子,Example
10107515868,谢谢谢谢,谢谢 谢谢,"thanks, thanks"
112412399,这网站的东西好杂啊，和博客一样，还是缺少系统。,网站 东西 好杂 博客 系统,Website East and West Miscellaneous Blog System
71385389,赤足是不需要穿袜子的意思？,袜子,sock
459339444,这种动效是用什么软件做的呢？,动效 软件,Dynamic software
168006093,2016/09/19交互的作用并不可能无限度的设计降低理解成本，凡事都有相对性。所以，交互应该有所针对性的去设计。人们的生活、习性，认知、思考方式，理解能力是有分层次的，设计出来的东西，我们只是希望尽可能的覆盖所有层，但不可能完美无缺，有些接近完美的设计，对于极端小白来说，仍旧是需要解释或引导才会懂，指望所有层次的人一眼就看懂，抱有这个目的去设计，本身就不正确的。,限度 成本 凡事 针对性 习性 方式 理解能力 东西 完美 小白 目的 正确,Limited costs Targeted habitual ways to understand the ability. Perfect and white purposes are correct
276327604,请问，   - 有网盘吗，能分享一下吗，谢谢～,谢谢,Thanks
747718307,谢谢分享,谢谢,Thanks
601109146,感谢分享!(敬礼,敬礼,salute
10291997133,难道这些不是普通海报就要遵循的设计准则吗？,海报 准则,Poster criteria
197974783,请问哪一本英文版适合初读呢，想借此提高下英文阅读水平，但是我是初学者，谢谢～,英文版 英文 水平 初学者 谢谢,English version of English level beginners. Thank you
60870142,我觉得交互的核心应该是需求的获取和需求的优先级排列以及信息架构,核心 信息 架构,Core information architecture
50313940,产品经理如果已经绘制了框图，甚至考虑了页面跳转和动画效果，交互能做什么呢？,产品 经理 绘制 框图 页面 动画 效果,Product manager drawing box diagram page animation effect
229590107,分享一个国内的摩客的博客，资源还是比较多的,摩客 博客 资源,Mo Ke Blog Resources
1231959157,阿迪达斯那双鞋底太硬了,鞋底,Sole
2220436,《动画师生存手册》是本好书,动画师 手册 好书,An animated manual book good book
128324988,又半年过去了，确定以前自己的想法，一个如何解释的方式，首先前提是自己要清楚明白交互设计是什么，自己没搞清楚这个概念，没有理清楚什么是，什么是，什么是，什么是的话，就不要想着给别人解释了，这是一个一个很懵逼的行为；其次仍旧是根据你要解释的目标方是处于一个什么样的知识层面，用对方日常能接触到的事物去举例说明，在这个过程中，自己已经具有一定的用户行为认知的概念了。不可能说，跟一个年过半百的老妈解释说，交互设计是巴拉巴拉啥的，他们可能连一个基本的词汇都不能理解，你还需要再次解释一下这个词汇又代表着什么意思。这里提到我日常工作最常见到的一个问题，就是设计者思维，这个思维我们做交互设计的人千万不能有，设计交互时需要尽可能的让自己处于一个非设计者的状态。不能带着已知结果的思维去设计，去解释，你会自以为的对方了解并按照你的意思理解了，但其实都没有=。=;另外工作的经验告诉我，设计的目标是相对有针对性的。骨灰者意见但不必都采纳但需要斟酌，大部分用户的意见是必须需要尝试解决的，极度小白的用户是需要创新式的方案但不必过于忧虑。我会大致分为前面所理解的三部分类型的用户；骨灰者的逻辑最相似设计者，但作为交互设计却不能以该思维去设计，其中缘由需要慎重斟酌；以上言语为个人经验较为主观，阅读后请结合自身实际情况思考。限于目前能力，仅此理解；记--2016,方式 前提 明白 概念 目标 方是 层面 事物 过程 用户 概念 老妈 巴拉巴 词汇 词汇 代表 常见 设计者 思维 思维 设计者 状态 思维 经验 目标 针对性 骨灰 意见 用户 意见 用户 方案 我会 类型 用户 骨灰 逻辑 设计者 思维 慎重 言语 经验 主观 情况 能力,"The premise of the premise that the conceptual goal is the level of the process, the user concept of the mother Baraba vocabulary represents common designer thinking designer status thinking experience, target, target for the ashes, user opinion solution, I know the user's ashes logic designer thinking about the words of words of wordsSubjective situation"
821700,我觉得说的很棒,很棒,great
73446906,最近入了一个的16，貌似买的刚刚合脚再穿袜子怕会有点挤。这种情况需要穿袜子吗？鞋完全包裹住脚了。,合脚 袜子 情况 袜子,"Foot socks, socks"
432766178,前几天用 和途家做可用性测试 我们以租房子为两家的主营业务 进行测试 题目是你想去看东京塔在旁边租个房子住一个星期，我们4组人做下来 发现一个新手用户是无法完成的，理由有非常的（包括不仅限于干扰信息过多，认知负荷巨大不符合中国人心里结构），而途家的题目是去上海迪士尼周围租个房子玩一星期，2分钟搞的，最后在付款界面终止的 还有店家打电话过来问咋了我这边订单取消了，体验良好,途家 可用性 租房子 主营业务 题目 东京 房子 组人 新手 用户 理由 信息 负荷 符合中国 结构 途家 题目 上海 迪士尼 房子 界面 店家 订单 体验,Tujia availability rental house main business topic topics The Tokyo house group group user reasons for the information load conforming to the Chinese structural Tujia title Shanghai Disney house interface store order experience
2220001,我不顶都不好意思。,不好意思,Excuse me
71436519,唉，这才是题主想要的回答啊！,题主,Subject
59845138,谢谢！,谢谢,Thanks
93512767,请问，这些书楼主都看过吗？,楼主,Landlord
2645305,流比。讲的不错。,不错,good
93345391,时隔一年多了，关于这句话的解释仍旧觉得有点不知道怎么开口；本身就比较概念化；当成是记录吧，此时我尝试再用简约并贴近生活习惯的来解释这句话：“交互设计，是将一件很复杂的事简而易懂的告诉你”，其中的过程从专业术语中称之为“交互设计”。－－－好吧，我还是觉得新的解释总感觉差了那么点。我不能用太复杂的词汇，因为不是所有人都能理解这个词汇（这个过程我已经产生了交互设计的惯性），所以，我要解释这个词的时候，要用大家都能简单易懂的词汇，最好能贴近生活的比喻，因为大家习惯了生活各种习性，从心理认知上更容易理解你的解释，故，我又得出结论，这句话不一定是标准的，根据对方是什么类型的，那么用对方最能理解的话告诉对方；,时隔 开口 概念化 记录 贴近生活 习惯 事简 易懂 过程 专业术语 感觉 词汇 所有人 词汇 过程 惯性 简单 易懂 词汇 贴近生活 比喻 习惯 习性 心理 标准 类型,"At the beginning of the conceptual record, the life habits are easy to understand the process of professional terms, and the vocabulary of the vocabulary process is inertia."
2232495,这本书看过，确实写得很不错。,确实 不错,Really good
70691496,我也看成好妹子=͟͟͞͞(●⁰ꈊ⁰● |||),妹子,Girl
72961860,谢谢分享！一个小提醒：产品类书单里《跨越鸿沟》出现了两次，博客里也是 &; &;,谢谢 产品 类书 单里 鸿沟 博客,"Thank you for the product book list, Honggou blog"
442518741,不错的回答~~~感谢分享,不错,good
2325861,那視乎你的介面會在那裏呈現，如果是一個  的網站（全  的網站很不流行了吧），當然是用  來做；你是要做一個   的話，最好是在  做。當然，這也視乎你負責的範圍，如果你可以做出  後有工程（程序）師替你實現的話，那就用什麼都沒所謂了。可以是用 、、 ，或者是用 ，只要做到就可以了。無論是那一個，要做得到好的介面動畫，對編程有點認識絕對是有幫助的。比較容易上手的可以是  的   或是 。建議還是使用後者，好處是要是你做網站的吧，寫好動畫就可以實際使用。而且，基本上很大部份的  都可以用 ＋ 在  系  呈現，最後還有  及 ，基本的介面交互全都可以做出來。要是做   的話，亦可在  裝置上直接以  形式運行，單指多指手勢、 以至  位置全都支援，因而可以做出跟成品極度相似的 。至於 ，很難做動畫吧⋯⋯,介面 網站 網站 範圍 工程 程序 介面 動畫 編程 建議 網站 動畫 實際 介面 裝置 形式 單指 多指 手勢 成品 動畫,Interface website website scope engineering program interface animation programming suggestion Site -finger multi -finger gesture finished animation
116755721,看来唐硕发展得不错嘛~哈哈,唐硕 不错,Tangshuo is good
1090138794,请问为啥别买气垫呢,气垫,air cushion
70687705,这些太夸张的袜子除了上海报，平时能穿出去的人应该不多吧。,袜子 上海,Socks Shanghai
51195785,请问可交互的动画，比如下拉的动画随着你手下拉而变化，这类可交互的动画也是做的再转换成吗？如果不是，那是用什么软件呢？,动画 动画 动画 软件,Animated animation and animation software
68707785,《通用设计法则》,法则,law
431917625,想系统的了解一下第一张配图的流程已经分析方法，知道的可以继续留言,系统 流程 分析方法,System process analysis method
59652803,招～兼～耳只 日，结。、有兴趣的朋友 加我～扣：1,兴趣 朋友,Interesting friend
1574183,赞一个“详细到极致”,详细,detailed
188775208,第一双绿色的是什么型号啊，好骚气啊,绿色 型号,Green model
70688906,我理解題主的意思是從運動學和人體工程學角度，而不僅僅是設計和搭配吧。,題主 運動學 人體 工程 角度,Title Main Sports Human Engineering perspective
3529665823,亚瑟士- 4这款鞋子的夜光设计好酷啊，我要买一双回来，当夜晚马路上最靓的仔。,鞋子 夜光 好酷,Shoes are cool
431860355,今天刚好有需求，马上看到这个，太棒了！感谢,太棒了,marvelous
431856716,很讲道理啊，为什么没有评论呢？,讲道理 评论,Reasoning comment
59630595,可以详细点吗,详细,detailed
3529575866,我咋没早点看到呢，刚买一双运动鞋想跑步穿，又得再买一双跑步鞋了,运动鞋 跑步 跑步,Sports shoes run and run
2221839,说的很棒！有个 的游戏，在按钮的设计上也体现了挤压与拉升，而且可看到做的有点过的动画是什么效果。,很棒 游戏 按钮 动画 效果,Very great game button animation effect
68082171,看了一下，还挺好的,挺好,Good
59624396,小米  产品生活体验师招聘,小米 产品 体验,Xiaomi product experience
2220373,“操作频率较高的交互操作动画时间一定要短，不然频繁使用动画会很快引起审美疲劳造成逆反心理”这个原则同样适用于的动画制作,频率 较高 动画 时间 频繁 动画 原则 动画,High frequency animation time frequency animation principles animation animation
3529396043,我有 这一款鞋的同款，就因为它颜值高还好搭配，我穿它的次数是最多的。,同款 颜值 次数 最多,The same face value times
68078043,网站挂了……,网站,website
70711536,好袜子 才能和好鞋搭出时尚感,袜子 好鞋 时尚,Socks good shoes fashion
818876,额。。。手持设备还有“右键说明”？第六条哪复制的吧？,右键,Right button
2327780,谢谢楼主 ：）,谢谢 楼主,thanks landlord
3529275983,我也一直没搞懂运动鞋和跑鞋之间的区别，原来是这样啊。,运动鞋 跑鞋 区别,Sports shoes running shoes difference
330978,广告现在还有效吗？,广告,advertise
116080531, 的轮盘会不会坏啊,轮盘,Wheel disk
2325868, 的話，你還是可以用它來做    的動畫。,動畫,Animation
70705847,这么高票的答案  是答非所问吧  题主问的应该是人机工学舒服度功能性的方面 而不是搭配色彩,高票 答案 题主问 人机 工学 舒服 功能性 色彩,"High -ticket answers, the main question of human -machine engineering comfortable functional colors"
2307170,请问，这些动画是用做的还是做的呢？,动画,Animation
535000867,您好 您说的这几点是普通产品经理必备的技能呢 我个人从事产品经理岗位  对交互设计比较感兴趣 也算玩的比较6  但是高保真这一块做的不行   请问有没有交互设计师入门的建议,产品 经理 技能 产品 经理 岗位 感兴趣 高保真 设计师 入门 建议,Product manager skills product manager Jobs are interested
2759037,请问交互设计一些小的动画效果是用什么软件做的呢？,动画 效果 软件,Animation effect software
3529066217,有时候不一定爱去健身房跑步，能在推荐点适合在塑胶跑道上穿的跑鞋吗？,健身房 跑步 塑胶跑道 跑鞋,Gym running plastic runway running shoes
2220545,专业回答,专业,major
112747135,良心答案没人看 哎,良心 答案,Conscience answer
3528706447,刚刚开始跑步的话，穿亚瑟士-2000 8可以吗，因为我是外翻足，得买支撑跑鞋。,刚刚开始 跑步 跑鞋,I just started running shoes
70694699,很多球鞋的确穿错了袜子就不好看了 而且穿着很不舒服,球鞋 袜子 舒服,Sneakers and socks are comfortable
384124644,广告有效,广告,advertise
97582851,诚意！,诚意,Sincerity
2447701,说的很好，拟物拟人拟态分析的很好，做产品的动画真的要做到成为一个导演，如何作出让用户最舒服的感受是非常重要也是非常有挑战性的。,很好 拟人 拟态 很好 产品 动画 用户 挑战性,Very anthropomorphic mimic and good product animation user challenges
70688277,真正运动还是要穿袜子。不穿都是潮流做法。,袜子 潮流,Socks
2309425,写的真好，就像生活一样，每个人都可以成为导演，但需要体验需要思考需要沉淀，而后才反映在那张沧桑的面孔上，还有忧伤而奔放的谈吐之间~,体验 沧桑 面孔,Experience vicissitudes
136775151,第六张图是什么呀。。,张图,Picture
71100656,感觉搭配袜子好麻烦唉，而且加上自己的袜子都基本是到脚踝的，只是漏个边边而已啦,感觉 袜子 麻烦 袜子 脚踝,I feel that the socks are troublesome socks and ankles
265852198,。。。。。。这文案写得。。。。。。。太不注重细节了吧。。。。。。。。,文案 细节,Copywriting details
452549739,没有飞马?,飞马,Flying horse
102846532,看见同配色的  来点个赞,配色,Color matching
78488911,1.标题没有限定为阿迪2.不认同直接点反对＋没有帮助3.你的图像深深地出卖了你，用不着在这里秀素质，我花时间在知乎答我感兴趣的题。非常不喜欢也不希望和低素质人撕逼。已经举报加拉黑,标题 阿迪 图像 素质 时间 感兴趣 素质,Title Adi image quality Time Interested quality quality
78454570,终于引来了以为大神。可否私信请教你一个问题？,大神 私信,Private message
1254490286,您好，如果做类似毒试鞋，是如何实现的,毒试鞋,Poisonous shoe
111902933,想问有没有靠谱的索康尼卖家,靠谱 索康尼 卖家,Relief Socian seller
144060110,所以索康尼到底到哪里买靠谱,索康尼,Socian
116024282,"    9000 "" 官网没卖的了。。",官网,Official website
111483490,价格多少,价格,price
104022459,9000那款 脚感怎么样？,脚感,Feet
102805615,请问上面的鞋子，楼主一般怎么买,鞋子 楼主,Shoe host
10574198389,你们是用哪个软件生成的？,软件,software
10164697113,气垫有的是材料缓震也有是气垫缓震。碳板如果是有加工变形那属于结构缓震，如果是平的话不属于缓震范畴，其实碳板主要是助推作用,气垫 材料 缓震 气垫 碳板 变形 结构 范畴 碳板,Cushion material cushioning thermal cushion carbon plate deformation structure scope carbon plate
908911758, 就行  连环境都是的。。。,环境,environment
557819441,答主，我高三时看了你的答案，现在大一就读工业设计专业,高三 答案 工业 专业,Senior three answers industrial majors
10165338653,请问，碳板和气垫是材料还是结构？文章没提我也不太清楚,碳板 气垫 材料 结构 文章,Carbon plate air cushion material structure article
795743440,哈哈这个是你自己建模做的吧,建模,Modeling
133671188,我也是球鞋爱好者。,球鞋 爱好者,Sneakers
133597155,手动赞你，是业界巅峰，现在的篮球主力。，球鞋涉及的材质和时候生产工艺十分复杂，画图只是开始，对材质工艺的理解和把控要求也很高,手动 业界 巅峰 篮球 主力 球鞋 材质 生产工艺 画图 材质 工艺,Manual Industry Peak Basketball Main Power Sneakers Material Production Craft Technology Painting Material Craft
10255499232,37+前脚掌够宽吗,脚掌,Feet
10296545118,新百伦的鞋子是真不推荐，一双600到800，妈的坏的真快,新百伦 鞋子,New Bellen shoes
133586719,1和2的图就有 范，3的感觉就是国产匹克范,感觉 国产 匹克,Feeling domestic Pyk
606446543,画的很好，设计一般😉,很好,very good
372839694,图三丑爆了,丑爆,Ugly
275101308,大哥虎扑的嘛,大哥,Big brother
220100812,用什么软件画的啊,软件,software
133271659,有没有机会通过自学或者报班学习满足要求呢？还是必须科班出身才能走这条路？,机会 自学 科班出身 条路,Opportunity to study self -study science
10309084987,讲道理，雨屏只能防很小的雨，实测了,讲道理 雨屏 很小,It makes sense that the rain screen is very small
9952283726,老爹鞋就是20年前的旅游鞋,老爹 旅游鞋,Daddy travel shoes
10216673757,材料缓震和阿迪谁早？,材料 缓震 阿迪,Material cushioning Adi
650128155,"如果说篮球鞋的话。我昨晚一个钻研很久的人可以认真的说。前掌的外侧一定要是平的，而且要突出越多越好。而且必须是硬的。满足这三点的鞋， 起码不会轻易外翻崴脚（我两脚外翻崴过4,5次，最多发的伤）",篮球鞋 钻研 很久 前掌 起码 轻易,Basketball shoes have been studied for a long time before the palm is at least easy
10177432691,哎来了，忘了手动邀了,手动,Manually
10164357003,自我的运动经验来说，大多数爱好者都没达到挑器材的水平。,经验 爱好者 器材 水平,Experienced enthusiast level
10084673672,推荐入手家的老爹鞋，很多明星都有代言过它家,老爹 明星 代言,Daddy star endorsement
649602912,我感觉设计球鞋简直是每个男生的梦想啊，蠢蠢欲动的小宇宙,感觉 球鞋 男生 梦想 宇宙,Feeling sneaker boys dream universe
649607762,豚叔，我比较关心的是如何成为高跟鞋设计师，能不能出一篇关于高跟鞋的呢,豚叔 高跟鞋 设计师 高跟鞋,Uncle Dolphin High Heel Designer High Heels
649600509,其实我也有一个球鞋设计的梦想，加油河豚，超级支持你，希望你能成为未来中国球鞋设计的一块重要的板块,球鞋 梦想 河豚 中国 球鞋 板块,Shoes Dream Puffer Puffer Puffer Chinese Sneakers Plate
688646006,很棒，跟我平时的工作都一样了,很棒,great
418183207,太厉害了，我想玩鞋玩到最高境界就是自主设计了,厉害 玩鞋 境界,Playing the realm of shoes
649856770,说得我莫名的心动！好像球鞋设计也很开脑洞,心动 球鞋 脑洞,Heart -moving sneakers brain hole
10387168996,反过来说，更少锻炼到某些肌肉，增加受伤风险，因为现在的滚动类型鞋子，前低后高，稳定性差,肌肉 风险 类型 鞋子 稳定性,Muscle risk type Shoes stability
781926759,请问高三普通类考生，喜欢篮球鞋设计，能力测评现实艺术性和空间能力强，无美术基础，但有设计灵感，成绩一般也就是二本或一本末尾学校，想走工业设计专业，可否。,高三 篮球鞋 能力 现实 艺术性 空间 能力 美术 基础 灵感 成绩 二本 末尾 学校 工业 专业,Senior three basketball sneakers capabilities realistic artistic space capacity art basic inspiration scores two ends at the end of school industrial majors
3783226876,豚叔。那想从事这样的工作。大学报什么专业或者大学。有推荐吗,豚叔 大学 专业 大学,Uncle Dolphin University Major University
425769413,初中那会热衷看，对各个球星的签名鞋也研究很多。课本上全是自己手绘设计的鞋子。那时候没钱，软磨硬泡让我妈给我买了双跑鞋，结果穿去学校宿舍，还没穿热，就被人偷了。。。我滴个心啦，打那以后再也没关注鞋子了。。。然后现在工作了，有点闲钱又开始入鞋坑了。本身我也是做设计的，挺想转行做球鞋设计师的。希望有机会能与大神交流一下～,热衷 球星 课本上 手绘 鞋子 跑鞋 学校 宿舍 鞋子 闲钱 球鞋 设计师 机会 大神 交流,Passionate star textbook hand -painted shoes running shoe school dormitory shoes idle money sneaker designer opportunities to communicate
650291780,真的帅呆了,帅呆了,Awesome
421202332,大哥武汉人吗😊，产品设计的学生正在朝大哥方向努力！,大哥 武汉 产品设计 学生 大哥 方向 努力,Big Brother Wuhan Product Design Student Big Brother Student Student Student
649612096,可以说非常详细了，之前了解过球鞋设计可是相光资源太少，就错过了,详细 球鞋 资源,Detailed sneaker resources
1229228784,哇我真的是，感动死，有这么多喜欢球鞋设计的同龄人，还有一个活临活现的作者，能做您现在的工作真是我这辈子最想干的事情了，无奈现在分数较差，刚过一本线的水平，还有半年高考，估摸着也就500多，想去上海，学工业设计，再出国，但这个分数只够我去上海的二本，所以我估摸着自己得复读，起码有580分，想去东华，能进李宁或者匹克真的就太让我激动了，我太想干这事,球鞋 同龄人 作者 事情 分数 较差 水平 上海 工业 分数 上海 二本 起码 东华 李宁 匹克 激动,"Sneever and the authors of the same age, the scores of the same age, the score of poor levels, Shanghai Industrial scores, Shanghai two books, at least Donghua Li Ning Pyk excitement"
649607807,震惊🤯！被豚叔的脑洞所折服，原来球鞋可以玩的这么有趣，希望豚叔能分享更多自己对设计独到的见解，期待！！！！,豚叔 脑洞 球鞋 有趣 豚叔,Uncle Dolphin's brain hoof is interesting Uncle Dolphin
2119950,非常喜欢 最美应用 的推荐！,最美,Most beautiful
10352862212,我觉得应该是 添加球鞋的滚动感，让他启动迅速,球鞋,sneakers
10121259119,361的雨屏 爆沫系列 真良心 我,雨屏 爆沫 良心,"Rain screen burst, conscience"
658822782,      你好大神！看了你的回答我真的感慨万千。我现在是一名在校高中生，马上就要开启高三的学习了，对于像我这样的普通学生来说，高考可以说是能改变一生的大事。父母希望我能努力学习，高考后能选读交通专业，来顺应中国高铁等交通设施高速发展的现状，但我从初中开始，就想成为一个像您一样的国际球鞋设计师。事实上，我现在的成绩并不算好，离本科线还有将近70分的距离，成为美术生并通过美术考试是我的出路之一，因为这可以降低我的录取分数线。      我在高二快要结束的这几天，也就是近日咨询了许多老师，和我身边美术生艺术生同学，但得到的回答五花八门。他们告诉我想学设计必须要学美术。所以他们有支持我的，也有反对我的。支持的认为只要肯努力，我在高考前还有着通过美术考试的希望；反对的人则认为我毫无美术基础，想在短短一年时间里通过考试简直是痴人说梦。他们说的都有道理，这令我十分踌躇。      我确实没有什么美术训练，硬要说的话，那就是在幼儿园里画简笔画了。可在初三，我在这种情况下，第一次尝试绘图便画出了一个完整的设计图（设计理念，各模块的用处，我甚至设想了产品定位）。到了现在，我偶尔也会画一些球鞋的图纸。在美术课上，老师让画素描时我总是同学中比较好看的，他们也会让我帮他们画画轮廓，打打调子等。      但我说这些并不是讲我对于美术是多么的无师自通，因为我从来没有过专业学习，我也不知道我的水平是怎样的。我自己认为我就是比别人多了一点天赋而已，并不是什么多厉害的人才，所以现在的我十分迷惑，到底该不该走这一条路。美术的高考对于从小练习美术的人也并非易事，更何况一个我这个零基础，可另一方面，我觉得我在设计方面确实有一些的天赋，真的不想放弃自己的梦想。      继续学习可能不会有什么好出路，我的成绩很有可能高考落榜，但学习美术与设计前途也并非一片光明。所以我想请问您:如今的我该何去何从？是学习还是梦想？如今学习美术还晚不晚？成为球鞋设计师的可能性有多少？      感谢您在帮忙之中抽出时间来回答我的疑惑，如果您能给处于人生十字路口的我提供一些建议，我真的无法表达对您的谢意。       麻烦大神您了！！！,大神 高中生 高三 学生 父母 努力学习 交通 专业 中国 高铁 交通设施 现状 国际 球鞋 设计师 成绩 距离 美术 美术 分数线 高二 老师 美术 艺术 同学 要学 美术 努力 美术 人则 美术 基础 时间 道理 确实 美术 幼儿园 简笔画 情况 绘图 完整 设计图 理念 模块 用处 设想 产品 定位 球鞋 图纸 美术课 老师 素描 同学 画画 轮廓 调子 美术 无师自通 专业 水平 天赋 厉害 人才 美术 美术 基础 确实 天赋 梦想 成绩 高考落榜 美术 前途 光明 梦想 美术 球鞋 设计师 可能性 时间 人生 建议 麻烦 大神,"Parents of high school students in Great God High School Student Student Study on Traffic Professional Chinese High -speed Rail Transportation Facilities International Sneakers Designer Grade Far Following the Art Arts Score Line Teacher Art Art Classmates to learn fine arts.The use of the concept module to imagine the product positioning sneakers drawing art class Teacher sketching classmate drawing contour tone art unspeaks, unspeaks, professional level talent, talent art foundation, real talent, dream resultsGreat god"
2098198,下载了此应用.感觉挺多干货的〜,感觉 干货,I feel dry goods
10127765953,匹克鞋子够丑了,匹克 鞋子,Pocket shoes
10123461253,你的必须真贴切,贴切,appropriate
411264632,好像学生都不穿低端的,学生 低端,Low -end student
434252388,能不能冒昧的问一句你在国外的哪所学校读研的这个专业,冒昧 学校 读研 专业,Study in the Graduate School
10120788570,请问有没有国产的，请推荐一下，支持民族事业有必要！！！,国产 民族 事业,Domestic nation
10206890298,一开始就进入大公司学习工作，但是创意和技法都一直跟不上，每天都在想鞋设计想到头大，产出的款式都被师傅改款，感觉每天都很累，但是又想把工作做好，请问作者这有什么解决方法嘛。,公司 技法 款式 师傅 感觉 作者 方法,Company technical style master feels the author's method
625326872,这双鞋很好看呀,双鞋,Double shoes
10500645318,你好，请问防水性能持久吗？是不是像滑雪服防水涂层一样，不能洗，洗了防水性能下降就不防水了,性能 持久 滑雪服 涂层 性能,Performance lasting ski clothing coating performance
611885401,想问设计用到的软件,软件,software
92704090,交互设计学堂专注交互原型与用户体验,学堂 原型 用户 体验,School prototype user experience
2089288,已经有一个叫最美应用的了：最美应用,最美 最美,The most beautiful and beautiful
63452156,太棒了！,太棒了,marvelous
864123465,得分是什么类型的鞋吧，篮球鞋的话太软弹放在前掌反而反应拖沓不利于启动，而的无论前后掌都可以有很好的反馈体验，要是把偏韧偏弹的放在前掌支持启动，放在后掌支持缓震，反而会有更好的效果,类型 篮球鞋 太软 拖沓 很好 体验 偏韧 偏弹 效果,Type basketball shoes are too soft and procrastinating.
1986186,看在回答者的份上，扫描了，相信质量有保障,回答者 份上 质量,The quality of the answers
4813990489,这就是胡说了，好看并且一直复核大众审美不过时才是经典款，不是你简单一句营销就可以了事的，消费者不是傻子,大众 经典 简单 消费者 傻子,Volkswagen Classic Simple Consumers Fools
866380370,这款鞋适合长期跑步穿吗？ 一天也就跑个三五公里,跑步,running
384620371,说到国产运动设计最有自己的风格，就是李宁，抄袭的面积小，有自己的风格，不看就知道是李宁的鞋，做工精细，有很多功能鞋，都是自己研发。比安踏，特步，国产乔丹，鸿星尔克，361，金莱克，贵人鸟，甩他们几条街。我喜欢李宁……,国产 风格 李宁 面积 风格 李宁 精细 功能 国产 乔丹 鸿星 贵人 李宁,Domestic style Li Ning area style Li Ning Fine Function Domestic Jordan Hongxing Noble Li Ning
1063970618,图片的灯光太花了，看不清真实的样式,图片 灯光 样式,Picture light style
408440308,就像上面说的一样.也差不多好吧.只是你没发现.刚好收藏了一个推文.有兴趣可以看看. ://...//821,兴趣,interest
384577641,不过 个人感觉 这鞋的设计确实不太好,个人感觉 确实,Personally feel really
1063825446,这字体有些像地摊货的设计…别喷我,字体 地摊货,Font verse
384716028,我穿过女款蓝色的烽火鞋，当时很潮的，159一双，作了一阵子家里才给买，还记得当时我爸还说过“我四十来年也没穿过一百多的鞋”,女款 蓝色 烽火,Women's blue fire
1063581037,唉.......真是一点水花都没有啊！,水花,Water flower
399878203,先改个名字再说吧，真诚建议，不然很多人不会买的。,名字 真诚 建议,Suggestion of the name
1063621078,动作很酷,动作 很酷,Action is cool
386823817,李宁很垃圾,李宁 垃圾,Li Ning garbage
384978371,你说了这一大堆，放上来的鞋子照片一看，还是奇丑啊,鞋子 照片 奇丑,Shoes photos are ugly
386032438,是的，特么安踏都能签克莱了 为毛 不能请个正经的设计师呢 ,设计师,Designer
385926051,至少李宁的羽毛球拍  不水啊！！  501  552  901  92  72哪把不是大杀器？！,李宁 羽毛球拍 杀器,Li Ning badminton racket killer
384689252,陈清泉？？学外语,陈清泉 外语,Chen Qingquan Foreign Language
