,word,聚类结果
6044,就算 公布 专业 问题 网友 能看懂,1
6045,跟风 这里 人家 公开 面试 视频 起劲 知道 一个,1
6046,保密,1
6047,但凡 考过 研就 不会 说出 这话 考研 试题 允许 泄露 面试 视频 不能 了解 基础知识 来说 张嘴 你们 杠不去 抬杠 真的 可惜,1
6048,砖别 一天 网上 睿智 言论,1
6049,为啥 公布 考试 自己 老师 学校 问题,1
6050,发表 几句,1
6051,你算个,1
6052,不再 验个 DNA 不然 我怕 踏实,1
6053,什么 可能 同学 网友 学校 教室 视频 轻易 如果 假如 面试 发挥 真的 不好 是不是 网暴 这个,1
6054,不配 官方 为了 质疑 刻意 证明 什么,1
6055,什么 权利,1
6056,人家 就是 有事吗 什么 资格 评判 官方 这么 明白 专家 厉害 手里 抱个 键盘 可以 胡说 心里 有点 逆袭 怎么,1
6057,关心 真相 真是 聚众 看热闹 围攻 自己 优秀 万人 指责 落井下石 别人 剥腹 证明 几碗 粉时 哗然 而散,1
6058,干嘛 导师 土狗,1
6059,面试 公布 本科 微博有 资格 评判 怎么着 导师 一个 层次 那种 用不着 微博 下面 视频,1
6060,公布 看不懂 歇会,1
6061,,1
6062,肚子 几碗,1
6063,没事 怎么 官方 调查 看不懂 能看懂 面试 视频,1
6064,老几 你家 多少 存款 公布,1
6065,不说 别的 微博有 几个 人能 听懂 医学 方面 专业 提问 反正 肯定 看不懂,1
6066,公布 能看懂,1
6067,能看懂,1
6068,公布 算不算 侵犯 肖像权 隐私 到时候 道歉,1
6069,可以 剖开 肚子 几碗 凉粉,1
6070,不是 你们 质疑 人家 学校 去查 发声明 是不是 有点 得寸进尺 面试 视频 如果 那个 考生 再进一步 教育部 再查 当事人 什么 部门 操心,1
6071,分析 然后 一堆 所谓 知识分子 那些 网民 节奏 继续 网暴,1
6072,公开 能看懂,1
6073,公布 能看懂,1
6074,公布出来 几个 人能 看得懂,1
6075,这样 每次 质疑 大要 视频,1
6076,懂吗 不是 招生办 老师,1
6077,那样的话 网暴 就是 腊梅,1
6078,,1
6079,签了 保密 协议 没事,1
6080,还是 先想 晚饭 有没有 着落 孩子,1
6081,看得懂 公布,1
6082,什么 资格 人家 复试 视频,1
6083,看到 放心,1
6084,什么 权利 别人 隐私,1
6085,准备 问题 录像 什么,1
6086,讨论 复试 题目 去年 人大 判处 取消资格 真的 会谢 两个 不能 下次 了解 要求 网上 没人惯,1
6087,要求 逆袭 同学 什么 你们,1
6088,为啥 公布 人为 无知 买单 朱易 就是 例子,1
6089,为啥 哪个 级别,1
6090,一包 卫龙 可能 公布,1
6091,这是 学校 内部 保密 文件,1
6092,非要 第一名 尴尬 愿意,1
6093,你算个 der 为什么,1
6094,,1
6095,保密,1
6096,什么 笔试 一分 同学 能力 很强,1
6097,公布出来 人家 科研成果 听得懂 怎么着,1
6098,这个 不是 无凭无据 既然 协和 调查组 调看 复试 录像 觉得 没有 问题 到时候 面试 视频 发出 一定 有利 两位 方面 输赢 已经 明确 批判 但是 网友 时候 不休 可能 会害 腊梅 希望 不要 影响,1
6099,哈真 看乐 真行 面试 视频,1
6100,放心 导师 明白 事儿,1
6101,肯定 不会 公布 什么,1
6102,什么 东西 导师 明白,1
6103,资格 看脸 真大,1
6104,算了,1
6105,早点 第二天 早起,1
6106,权力 老几,1
6107,什么 看得懂,1
6108,,1
6109,,1
6110,公布 然后 一阵 网友 主观 评论 一波 网暴,1
6111,哪个 学校 导师,1
6112,哈复 试题 能泄,1
6113,复试 视频 不能 公布出来,1
6114,考过 研进 复试 看过 诚信 承诺书 内容 调查 发言 行不行,1
6115,觉得 视频 公布 听懂 他们 什么,1
6116,你算个 der,1
6117,可以 评判 收人当 学生 为啥,1
6118,怎么 可能,1
6119,不学 看管 单位 干涉 专业人士 工作 领导 似的,1
6120,,1
6121,老几 配钥匙 你配,1
6122,问题 就算 真有 自查 不会 发现 当然 我们 还是 怀着 最大 善意 愿意 相信 学校 真的 核查,1
6123,说话 巨人 行动 矮子,1
6124,明白,1
6125,证明 为什么 这些 相信 公布 教授 东西 难道 怀疑 不是 妈咪 DNA 一下 肯定 这有 什么 质疑 相反 陈鑫,1
6126,资格,1
6127,什么 能看懂,1
6128,公布 能看懂,1
6129,没事,1
6130,考研 试题 属于 国家 机密信息 可能 公布,1
6131,英语 听懂,1
6132,面试 分占 自由 公布 没用 比太大 裁量权 只有 降低 正道,1
6133,没有 风暴 中心 Youngest 事实 就是 这件 事情 暗箱 那么 如果 我们 不去 揣测 想法 但是 可以 尽量避免 受到 二次 伤害,1
6134,考研 这个 一个 进来 Youngest 请问 区别 挺大 人家 公学 看清楚 学硕 而且 就是 sci 挺水 但是 作为 本科生 一作 已经 厉害 老板 愿意 能干 还是 还要 陪养 一年 才能,1
6135,就是 暗箱 操作 FLAX 如果 结果 异议 心服口服 不好 这样 才能 接受 现实 更加 沉下 心来 面对 调剂 而且 这个 因为 好多 面试 存在 情况 拿些 考公 考研 为了 杜绝 觉得 方法,1
6136,isVictor 结束 无所谓,1
6137,塔要 最高 可以 公布 至少 应该 当事人,1
6138,面试 sci 操作 空间 公布 过程 Yanicks 不仅 这个 今天 那些 没有 情况 考公 多少 单位 只招 一个 猫腻 太多 一次 事件 原因 或者 至少 向存 异议 压缩 这种 提高 公平 公正 有效 方法,1
6139,新华社 公众 调查组 看过 发出 可以 证实 当然 发布 调查结果 不是 复试 视频 神仙 没法,1
6140,知道 Youngest 需要 一位 同学 发了 一篇 sci 为什么 没录,1
6141,人家 保密 东西 为什么 为了 公开,1
6142,学生 擅长 做题 科研 复试 这个 环节 筛选 综合 能力 更强,1
6143,AnotherBrickInTheWal 确实,1
6144,看到 这样 评论 还是 感慨 微博 不尽,1
6145,出来 核心 问题所在,1
6146,双向选择 有些 东西 初试 看不出来,1
6147,不是 这个 没有 各种 文章 水平 一样 制定 一个 标准 加多少 规定 要求 而是 加分,1
6148,知道 难懂 这样 认为,1
6149,学术 水平 不是 SCI 几分 问题 而是 面试 综合 哪个 研究生 导师 招个 只会 考试 不行,1
6150,话题 好像 一个 频道,1
6151,不会 这个 科研经费,1
6152,资金 不是 这个 理解 科研,1
6153,诽谤,1
6154,质疑 可以 不是 已经 求杰 当然 但是 两边 学校 发过 声明 清楚 没有 依据 就是 诽谤 提供 证据 检举 揭发 猜来猜去,1
6155,不到 求杰 还有 资金 问题 抛开 家里 条件 因素 勤工俭学 打工 或者 大学老师 前途 愿意 一把 这些 代表 别人,1
6156,标准 导师 要求 知道 难懂 想要 什么 哪个 不愿 要强 为什么 时候 还要 一个 必须 sci 才行 得到 这个 大家 考研,1
6157,没有 当然 排除 导师 确实 参加 项目 给予 资金 支持 这方面 不是 可能 只是 目前 看到 东西 一个 质疑 罢了 否定,1
6158,质疑 没有 确实 但是 自己 合理 而已 本科生 参与 项目 以及 资金 情况 基本 当然 除了 毕设 而且 不强 很强 之前 录取线 合规 合据,1
6159,标准 不是 更好 这么 明确 专业 能力 重要 拿出 衡量 操作 空间 环节 分数 空子 很多 要是 打分 注意 没说 这件 这个 同学 问题,1
6160,求杰 所以 但是 什么 承认 别人 这么,1
6161,雪峰 而且 研究生,1
6162,因为 研究生 还是 一个 所以 求杰 如果 遇到 这样 对手 心服口服 知道 sci 含金量 况且 本科生 出来 反正 不到 但是 什么 人家 全部 流程 没有 违规 只有 名额 雪峰 一句 觉得 搞清楚 大学生 区别,1
6163,研究生 重要 知道 大学生 一样 难懂 首先 培养 综合 素质 定向培养 开始 选择 方向 而且 还有 一点 双向选择 不是 喜欢 这个 老师 一定 要选 成绩 固然 但是 对于 研究者 来说 专业 能力 所以 一篇 sci 一作 已经 很能 说明 实力,1
6164,毕业 成绩 神奇 工作 还要 面试 干嘛 直接 时来 简历 就业 就行了,1
6165,清楚 研究生 一篇 高分 sci 确实 很强 但是,1
6166,笔试 只要 使劲 背人分,1
6167,聪明 懂得 真多,1
6168,标准 知道 面试 有没有 sci 几分 如果 一块 出来 可能 大家 这么些 疑惑,1
6169,真是,1
6170,导师 学生 手底下 干活 看不上,1
6171,面试 如果 所有人 一样 评价 不能 无效 工作 为什么 还要,1
6172,先发 一篇 SCI 再来,1
6173,什么 装懂,1
6174,看到 学生 本科 影响 因子 sci 主观 客观 只要 自己 科研 熟稔 于心 心动 况且 就是 学硕,1
6175,哪个 老师 想要 能力 学生 不要,1
6176,当然 老师 想要 肯定 想法 一个 喜欢 自己 学生,1
6177,了解 一下 sci 什么 评论,1
6178,知道,1
6179,就是 面试 的确 客观 人家 sci 老师 一眼 服气,1
6180,面试 确实 操作 空间 很大,1
6181,一点 笔试 没有 主观 排版 工整 老师 一个 印象分,1
6182,本来 就是 双向选择 终归 还是 导师,1
6183,求杰 只要 有人 参与 地方 可能 完全避免 但是 研究生 本身 就是 一种 双向选择 一篇 sci 一作 已经 可以 说明 实力,1
6184,研究生 本来 就是 双向选择 招聘 一样 导师 肯定 科研 能力 他们 需要,1
6185,面试 确实 客观 很少,1
6186,真是 明白 知道 sci 什么,1
6187,主观 研究 本来 就是 意愿 完成 客观事实 觉得 这种 客观 模式 公平 考察 全面,1
6188,勤劳勇敢 美丽 善良 胡歌 媳妇 真的 心累 求生欲 拉满,1
6189,为什么 主语 还有 下次 直接 喷子,1
6190,阿弦 看不懂 智商 还考 什么 啊哈,1
6191,阿弦 这话 自己,1
6192,ShaKaLaKa 清明 快乐,1
6193,人家 阿弦 不是 反讽 干嘛 攻击,1
6194,阿弦 阿那 麻烦 聪明 大脑 喷子 的话 用得着 前面 主语 难看 这句,1
6195,他们 Cecilia 喷子 罢了 必要 对线,1
6196,乐沂盎层 明显 反讽,1
6197,建议 挂个 狗头 这年头 看不懂 反讽 评论 竟然 还有 这么 不愧 本科 微博,1
6198,阿弦 不是 层主 明显 模仿 喷子 语气 反讽 到底 没带 脑子,1
6199,阿弦 没事 没脑子 可以 用来 上网,1
6200,乐沂 没事,1
6201,真可怜,1
6202,DNA 证明 有假 滴血 验亲 相信 这是 真的,1
6203,sci 努力 成果 如果 天理 可能 一年 可是 人家 五年 怎么 不过 一张 试卷 分数,1
6204,虽然 但是 西医 综合 满分,1
6205,SCI 天理,1
6206,英语 政治 科研 不看 他俩 专业课 没差 多少 拉开 复试 时候 关注 还是 综合 能力 尤其 盛行 学科 对于 医学生 来说 文章 重要,1
6207,遇到 大神 办法 本科生 本科 期间 sci 只能 同学 真的 运气 不好 但是 分数 应该 可以 调剂 学校,1
6208,一年 考研 多少 能出 几个 sci 搞清楚 研究生 本身 就是 科研 最后 发表 论文 好比 体育 短跑 专业 觉得 各省 高考状元 还是 苏炳添,1
6209,可能 只有 考过 研的 医学生 才能 理解,1
6210,别酸 人家,1
6211,sci 六点 哪个 导师 想要,1
6212,em 还有 清华 四百多 天理,1
6213,数学系 还有 可能,1
6214,可是 sci 哪个 导师 想要,1
6215,同学 没进 复试 怎么 可能,1
6216,一年 其实 不是 难以 接受 已经 知道 好几个 左右 同学 大家 分数 属实 太卷,1
6217,别说 还是 那个 发分 文章,1
6218,可能 只收 一个 选择 调剂,1
6219,报警,1
6220,川大 计算机 以上 什么 可能,1
6221,西综 总分 结果 不是 不能 调剂,1
6222,听说 农学,1
6223,人生 是从 逆袭 开始,1
6224,怎么 怎样 肯定 很多 最起码 说明 整个 过程 走过 如果 一个 新手 老师 时间 ta 改陈 同学 不用 直接 这样 学生 培养 起来 科研成果 产出,1
6225,不是 自己 浇水 花仙子 怎么 证据 证明 知道 一篇 文章 一作 多少 人争 如果 这么 老师 升职 称会,1
6226,怎样 说实话 没读 百度 一下 sci 看着 就是 牛死,1
6227,山里 风图,1
6228,sci 论文 什么 我读 应该 一个 毕业 工作 考教资 学生 别天 愤青 一样 要是 真的 查阅 知道 就是 结论 出来 至于 过程 实验 是否 水平 读者 必要 关心 大家 只在乎 结果,1
6229,sci 怎样 一篇 一块 比不上 而且 本科生 论文 本来 多少 就算 那么 出众 一作 超越 很多,1
6230,不会 加上 英语 政治 记得,1
6231,准确 山里 好像 知道 消息 真的 非常 厉害,1
6232,医院 需要 论文 怎样 代表 很多 毕业 研究生 这么 厉害 sci 而且 其实 医生 哪怕 科研 现在 评职称 涨工资 往上升 支撑 这是 硬性 指标,1
6233,怎样 就是 SCI 评论 配图,1
6234,面向对象 程序设计 楼主 考过 研在 质疑 sci 含金量 阴阳怪气 下头,1
6235,怎样 群众 看到 很多 一篇 SCI 加上 其他 东西 一个 一点 博士 毕业,1
6236,怎样 这个 专业 能力 不好 初试 第一 白搭 评论 配图,1
6237,怎样 肯定 没有,1
6238,可能 这么 陈鑫 老师 看中 什么 自己 能力 公平 先瘦斤 改名字 就是 明确 知道 想要 科研 一个 同学 面试 大家 气愤 原因 笔试 来说 相对 一点 努力 sci 逆袭 有钱 通过 如法炮制 一下 影响,1
6239,如果 那么 依据 审稿人 内容 怎样 不能 水吧 影响 因子 排除 发水刊 毕业 可能 可以 文章 实验 中有 足够 理论 事实 并且 没有 拒掉 说明 认同 或者说 审稿 意见 能够 说服 或许 以后 推翻 现有 大家 认为 正确 结论 提供 说不定,1
6240,一种 方式 优于 治疗 就是 这种 确定 先瘦斤 改名字 我见 一个 文章 研究 是否 本来 目前 学术界 看法 一定 然后 这个 结论 对比 数据 以后 确实 不能 难道 传说 论文,1
6241,sci 一篇 论文 非常 山里 发表 这么 影响 没考 过研 但是 由于 工作 原因 翻译 不少 骨科 对于 一件 事情 研究 很多 重复性 甚至 结论 清楚 真的 代表 学术研究,1
6242,今年 月球 督察 可不 一定 高手 很多 不能 院内 调剂,1
6243,时光 很多 人太 唯分论 感觉 分高 唯一 出路 完全 不看 个人 能力 其他 荣誉,1
6244,,1
6245,浇水 花仙子 就是 学医 人家 SCI 那么 明显 出来 一作 枪手,1
6246,一作 浇水 花仙子 人家 要是 别人 的话 让给,1
6247,Try 乐生 农学 这么,1
6248,初试 成绩 顶多 算是 进入 复试 入场 根本 算不了 什么,1
6249,白粥 关键 自己,1
6250,鱼非 咸熟 无锅 学硕 协和 应该 命题,1
6251,表达 问题 譬如说 考没书读 这里 不是 而是 指考 同学 总分 没书读,1
6252,Mmnms 还是 这个 男生 能力 更强 导师 打招呼,1
6253,不是 Yumyx 就是 为什么 那么 老师 针对 刻意 压分 认识 已经 说明 一些 问题,1
6254,压分 复试 英语 初试 夜之森小萌 怎么 就是 因为 老师 想要 这个 sci 考生 这么 合乎情理 但是 违反 打分 规则 什么 听说 面试 人家 十几 十几分 相当于 七八 十分 水平 不会,1
6255,Yumyx 那个 女生 所有 老师 有仇 学校 不惜 破坏 规则 针对 压分 不是 杀父 之仇 说不过去,1
6256,确实 打分 规则 夜之森小萌 正常 或许 你们 知道 复试 恶意 压低 面试 不了 这个 学院 允许 质疑 沙口,1
6257,先生 所有 客观 难倒 那篇 六分 sci 同学,1
6258,auptw 流程 问题 举报 就是 导师 想要 这个 学生 提前 招呼 刻意 算分 压分 一个 刷掉 考研 面试 分数 可操作性 太大,1
6259,能力 先生 大姐 研究生 可不是 应试 科研 读书 出来 喷子,1
6260,想要 SCI 一作,1
6261,Mmnms 建议 举报,1
6262,先生 懂个 说话,1
6263,sci 一作 非常,1
6264,举报 Mmnms 面试 老师 打分 专家组 复核 不信 教育局,1
6265,导师 夜之森小萌 提前 联系 招呼 不可否认 sci 非常 面试 这种 而且 平均分 差分 不信,1
6266,所有 客观 笔试 最后 主观 面试,1
6267,老公 博士 发了 影响 因子 SCI 垃圾 真的 以上 太牛 大家 面试 就是 同一 起跑线 肯定 科研,1
6268,不会 以为 现在 微博上 这么 私心,1
6269,复试 清华 正常 准备 真差 之前 有个 研究生 笔试 第一 然后 造谣 污蔑 歧视 女性 当时 很大 不得不 回应 后来 女孩 事实 面前 承认 自己 时候 一个 问题 回答 出来 根本 没有 用心 考研 不好 刷下来,1
6270,是不是 没有 读过研,1
6271,老师 首先 就是 偏向 不是 正常 其次 五六个 同时 私心 说明 已经 高下 立判,1
6272,一个 正常 上岸,1
6273,相当于 sci 明显 那分 不够格,1
6274,不吐皮 舒服 斯基 应该 随意 表达出来 SCI 一作 王炸 再说 学硕 真的 录取 离谱,1
6275,老师 看着 有个 影响 因子 sci 以上 不录 离谱,1
6276,科研 学生 一万步 怎样 人家 可是 学硕 就是 而且 同学 本身 基础 能力 研究生 入学 可以 进入 实验室 需要 花费 大量 人力物力 精力 教导 并且 熟知 sci 流程 经验 这样 那个 老师 不爱,1
6277,不用说 科研 学生,1
6278,一五 怎么 赋分 改变 分数 只是 缩小 分差 而已 除非 初试 分才,1
6279,导师,1
6280,学校 学硕收 科研 学生 天经地义 讨论 比值 应该 看过 其他 几个 知道 一般 报考 肯定 研究 初复 初试 折合 直接 复试 成绩 相加 我以 那个 五开 基准 认为 这个 一五,1
6281,那个 不知 木真 有够 私信 两句 还给 我拉黑,1
6282,考高 考分 就够,1
6283,老师 想收,1
6284,本来 sci 可以 保研 这个 年龄 写出 全国 几个,1
6285,但是 肯定 专业型 硕士 不是 基础 如果 SCI 估计 两种 分类 意义,1
6286,TDKSherlock 就是 考虑 问题 因为 复试 满分 不同 所以 需要 折算 相同 比例 然后 进行 计算,1
6287,睡不着 真的 好无语 评论 配图,1
6288,考生 可乐 tiki 作为 在乎 初试 复试 一分 哪个 总成绩 比大 所以 很多 人看 初复 学校 考虑 不能 分差 我们 出发点 一样 而已,1
6289,复试 老师 控制 折合 可乐 tiki 首先 因为 嘲笑 学历 这么 不知 为啥 多少 我校 满分 大家 普遍 你们 出现 一百多 而且 打分 按照 或者 十分 那么 大分 然后 初试 一起 总成绩 还是,1
6290,复试 TDKSherlock 没有 觉得 工科 学校 就是 直接 相加 老师 打分 差距 很大 如果 协和 按照 他俩 只会,1
6291,可乐 tiki 行一 开始 嘲笑 微博 学历 另外 复试 满分 五百 专业 很多 学校 不是,1
6292,小哭 刘黛玉哈 姐妹 那个,1
6293,复试 满分 TDKSherlock 折合 直接 相加 学校 估计 老师 打分 差距 很大 差分 奇怪 不了 那么,1
6294,复试 满分 这样 初试 TDKSherlock 但是 的话 忽视 价值 本身 所以 可以 如果 老师 打分 不会 差分 考研 就是 分算 差值 很大,1
6295,什么 不知 看不到,1
6296,TDKSherlock 初试 面试 比例 开是 绝大多数 学校 选择 还有 一部分,1
6297,TDKSherlock 理是 这个 觉得 西综 英语 政治 难考 毕竟 几百 题一题 出来 面试 一会,1
6298,差分 这分 复试 Banas love 初试 补齐 识图 说明 学校 这么 可以 认为 一五 一分 值钱 规定 五是 没错,1
6299,初试 差分 TDKSherlock 分制 换算 成分 复试 权重 相当于 分只,1
6300,TDKSherlock 总分 初试 复试 分懂,1
6301,可乐 tiki 初试 五分 相当于 复试 几分,1
6302,TDKSherlock 看图,1
6303,葵花 展览馆 初试 五分 复试 需要 追赶 一分 这样 理解 而已,1
6304,sumer 小宝 你别 断章取义,1
6305,紅呂 呂是,1
6306,就是 小于 学硕 科研 专硕 临床,1
6307,就是 小于 什么 叫做 题家 分数 做题,1
6308,不知 木是 理解力 fw,1
6309,可乐 tiki 来说 一五 理解 一点,1
6310,不知 木没人 老子 一些 正经 东西 怎么 这些 没用 废话,1
6311,导师 学生 不知 木进 学校 就是 人家 不看 意愿 喜好,1
6312,不知 不是 老师 太高兴 出来 以上 影响 因子 高手 整个 学生 毕业,1
6313,面试 笔试 人家 觉得 考试 不知 事业单位 别人 高多 十多 虽然 大家 但是 合理 说话 毛病 而且 为啥 道理 不是 就是 这种 说法 招考 算了 反正 中国 应试教育,1
6314,申请 不知 两天 不是 以为 导师 愿意,1
6315,不知 科研 不是 那么 大姐,1
6316,一个 名额 不知 所以 这个 专业 只招 另外 几十个 保研 可能,1
6317,学硕 科研 不是 TDKSherlock 陈鑫考 就是 专硕 医生 而且 早该 唯分数论 考研 选拔 应当 真正 人才 做题 确实 值得,1
6318,就是 小于 相比 高分 喜欢 科研,1
6319,人家 一篇 不是 发了 六份 影响 因子 sci,1
6320,发过 一篇 六篇 真信 傻瓜,1
6321,哪个 导师 不想 学生 科研 院士,1
6322,学校 这样 同学 本科 实力 比较 指导老师 能力 有限 发出 博士 够用 高分 文章 水分 可能性 微乎其微 所以 质疑 正常 我会 一直 关注 这位 灯笼 找不出 几个 可以 期待 一下 说真的 网上 这些 支持者 真的 理解 这里 分量,1
6323,老师 机会 本科 阶段 科研 什么 没有 各个 教研室 各级 上课 只要 有心 处好 关系 或者 学校 组织 各种 创新 项目 学生 参加 如果 不得 实验 文章 因为 通讯 作者 带教 算是 这个 成绩 发分 SCI 虽然 但是 绝对 可能,1
6324,大量 想到 一块 自己 医院 医务 工作者 知道 一篇 文章 多么 需要 实验,1
6325,全国 每年 过分 以上 SCI 本科生 绝对 比清北 毕业 博士,1
6326,某些 分错 写成 不过 单纯 好奇 提出 两个 问句 怎么 疮疤 一样 暴跳如雷 而且 账号 看着 特别,1
6327,水平 天才 这个 sci 水分 感觉 应该 有点 本科 学校 指导老师 还是 重要 要么 真是 不过 考个 二本 未免,1
6328,学校 我们 几篇 人小破 感觉 就是 论文 造神,1
6329,,1
6330,此分 非彼份,1
6331,如果 属实 水分 真是 天才 普通 本科 第一篇 一作分 甚至 没个 综述 练手 真的 很强 发指 那种,1
6332,论文 我们 这个 普通 来说 方向 Li 蜜恋 星河 觉得 别理 杠精 就是 双非 一本 专业 材料 比较 研究 医用 还有 人发 以上 所以 如果 本科生 选对 二本 学校 并非 难事 不是 哪篇 花个 好几万 经费 真的 无语,1
6333,摄影 伊戈尔 大家 喜欢 看爽文 但是 爽得 过分 应该 想一想 由此可见 搜里 跟风 知道 分是 一个 什么 概念 微博 本科 率诚,1
6334,人家 清北 一年 几篇 几年 一篇 差距 鱼非 咸熟 无锅 不是 难度 因为 水平 以上 观点 仅限于 sci 影响 因子,1
6335,厉害 sci 觉得 鱼非 咸熟 无锅 确实 理解 知道 真的 没有 尤其 录取 一个 学校 就是 朝着,1
6336,厉害 梦里 相遇 特别 就是 因为 引起 质疑,1
6337,梦里 相遇 今年 确实 成为 考研 分水岭,1
6338,鱼非 咸熟 无锅分 是不是 厉害,1
6339,看不懂 这是 问句 句子 出来,1
6340,潦禾 眼睛 看到 上来 难道 不是,1
6341,平安 人话 读过 网上 喷子 学校,1
6342,温柔 市民 先生 二战 调剂 实话 姐妹,1
6343,怀疑 抱康娜 知道 大家 什么 论文 造假 还是 走后门 奇迹 可能 发生 为什么 愿意 相信 人外 的确 有人,1
6344,一作 Li 蜜恋 星河 重点 这个 水平 文章 只能 希望 真实,1
6345,jiankangkuaileveryday 可能 综述,1
6346,鱼非 咸熟 无锅 Li 蜜恋 星河 还是 要是 想证 观点 简单 持续 关注 同学 产出 可以,1
6347,鱼非 咸熟 无锅 还是 相信 这个 世界 好人 居多 每天 阴谋论 不累,1
6348,科研项目 Li 蜜恋 星河 显然 一样,1
6349,安琪 既然 提出 质疑 自然 持续 关注 下去 不是 那种 盖棺定论,1
6350,怀疑 二本 学校 鱼非 咸熟 无锅 可以 但是 本科 经费紧张 这个 观点 显然 成立 不是 一个 能力 支撑 科研项目,1
6351,抱康娜 我们 院长 就是 这么 高薪 挖来 老师 的确 这样 必要 好处 没见 代表 没有,1
6352,山东 高考 鱼非 咸熟 无锅 而且 知道 录取 分数线 别的 省份 一本 成绩 只能 二本 估计 英语 不会,1
6353,鱼非 咸熟 无锅 同为 今年 医学 考研 学生 不要 sci 六分 发表 论文 很少 而且 大多数 发在 那些 知名 期刊 能发 那么 高分 文章 不仅 天赋 还要 学校 科研 环境 所以 怀疑 正常,1
6354,专业 学校 鱼非 咸熟 无锅 二本 院校 考虑 知道 东华 理工 一个 地域 知名 核工业 地质,1
6355,Li 蜜恋 星河 这位 大佬 主要 本科 获得 成绩 瞩目,1
6356,一心 只想 论文 王姐 现在 研究院 工作 比较 厉害 导师 手下 博士 过来 参与 实验 预算 不了 kw 评论,1
6357,Li 蜜恋 星河 这些 可不是 什么 秘密 共性 东西 拿来 优势 其他 学校 缺少 了解,1
6358,他们 知道 每天 喝水 那些 支持者 已经 爽完 这个 机会 喷人 喷个 热闹 散场 什么 不屑于 过个 半年 同学 想不起来,1
6359,qieyo 识货,1
6360,团队 抱康娜 双非 学校 愿意 支持 某一 成果 名校 厉害 反而 各家 经费紧张,1
6361,鱼非 咸熟 无锅 可别 调剂 成功 浪费资源,1
6362,内容 Li 蜜恋 星河 医学类 现在 做到 分子 水平 才能 sci 本科生 显然 不是 临床 有些 自然 项目 未必 这种 影响 因子 这个 看着 真的 有点 玄幻 小说 那种 感觉 望天,1
6363,浇水 花仙子 水刊 一定 水分,1
6364,鱼非 咸熟 无锅 其实 好奇 继续 关注 这么 牛看 以后 发展 如何,1
6365,平均水平 什么 水平 平台 不同 鱼非 咸熟 无锅 同意 说法 本科 nature 子刊 他们 组是 南京大学 就是 PNASNC 这些 如果 同学 课题组 同时 几个 项目 各种 北核 SCI 觉得 正常 做过 科研 知道 发出 很大 程度 取决于 这个 哪怕 一样 东西 投出去 结果,1
6366,这个 老师 说明 鱼非 咸熟 无锅 二本 学校 科研经费 师资 力量 不足以 支撑 科研 理由 完全 不住 怀疑 他水 觉得 花钱 还是 关系 另外 复试 一听 发表 SCI 面试 不问 关于 内容 高分 能答 上来 的确 能力 最后 协和 不是 傻子 这么 多年 人家 分清 好坏 别回,1
6367,学校 不会 以为 只有 老师 申请 科研经费 课组 我们 鱼非 咸熟 无锅天 一篇 论文 一个 完成 第一 作者 干事 其他人 挂名 难道 知道 不是 个人 举个 例子 二本 院里 有个,1
6368,同学 鱼非 咸熟 无锅 好久 找到 那个 本科 资料 但是 觉得 厉害 很多 所说 支持者 只是 相信 人外有人 罢了 评论 配图,1
6369,锅发 好几篇 其中 一篇 一区 一作 影响 因子 点多 特别,1
6370,每天 喝水 完全 否认 持续 关注,1
6371,鱼非 咸熟 无锅 但是 完全 可能 干嘛 直接 否认 别人 努力,1
6372,不是 Li 蜜恋 星河 哪个 学校 这样 机会 进组 发出 一作 更何况 未免太 小看,1
6373,知道 之间 院校 老师 他们 学校 合作 单位 鱼非 咸熟 无锅 一定 大学 交换 名额 其次 不是 完全 陌生人 定期 领域 学术 交流会 另外 每个 尤其 主打 专业 其中 一些 科研院所 能力 提供 资源 这种 但凡 用心 了解 一下,1
6374,关注 温喜 就是 害怕 这拙 眼误 人才 持续 他用 方式 支持 没什么 成果 尊重人才,1
6375,Li 蜜恋 星河 这种 不甘 人下 冲劲 很棒 认真 祝福 凭借 动力 取得 成绩,1
6376,肯定 鱼非 咸熟 无锅 人家 已经 调查 公示 结果 以后 这儿 说水 什么 真的 伤人 二本 学校 一个 极其 优秀学生 容易 院里 系里 重视 培养 这番 以为 理中客 说法 不过 偏颇 罢了,1
6377,每天 喝水 这个 如果 只有 这样 大家 不会 质疑,1
6378,Li 蜜恋 星河 如果 真的 没有 水分 经世之才 绝对 担得 这个 含金量 体会 一下,1
6379,学校 我们 可能 鱼非 咸熟 无锅医 就算 二本 几个 课题 老师 这样 本科 同一 sci 因为 中医 影响 分子 应该 这个 但是 不能 直接 否认,1
6380,二本 学校 一个 出来 鱼非 咸熟 无锅 所以 觉得 只有 清北才 配得 上分 含金量 人家 不配 师资 力量 硬件 的确 不必 清北强 没有 以为 那么 其次 清北 优秀 有人 容易 怎么 知道 不会 培养 这么 人才 成功 从来不 原因 不是,1
6381,鱼非 咸熟 无锅别 觉得 瞧不起 二本 必要,1
6382,鱼非 咸熟 无锅 真的 赞同 学校 什么 论文 提供 实验 条件 真实 数据,1
6383,二本 鱼非 咸熟 无锅 这位 蜜恋 星河 不了 歧视 但是 客观 差距 存在 不然 没有 一本 区别 如果 知道 含金量 可能 更能 理解 大家 质疑,1
6384,一下 鱼非 咸熟 无锅 觉得 不如 他发 文章 哪个 期刊 下结论,1
