评论内容,fenci
这家酒店设施齐全，房间干净卫生，前台服务周到，位于湖南财政经济学院周边，附近1公里分布有地铁站（2号线金星路站），出行十分方便，无论出差还是旅游，入住这里都很合适，给个好评！,酒店设施 房间 干净 卫生 前台 位于 财政 经济 学院 分布 地铁站 号线 路站 出行 出差 入住 合适 好评
到了之后真的太惊艳了，服务我觉得很好啊，小姐姐看我们行李多还帮忙拿，里面很干净，就是酒店不是很好找，但是骑个小黄车很快就能到地铁口，离景点都才几站直达，很喜欢，下次去还住他们家,惊艳 行李 帮忙 干净 酒店 好找 黄车 地铁口 景点 直达 喜欢
最近休假出来旅游，来长沙选择了这家酒店，别说真的很新设施都很好。有洗衣机冰箱而且都很新。而且价格也非常的便宜，人均一晚只要70左右。唯一的不足就是离地铁口稍微有点远，不过到处都是共享电动车这个我们可以接受。如果有需要的可以住哦～,休假 选择 酒店 设施 洗衣机 冰箱 价格 便宜 地铁口 共享 电动车 接受
酒店环境卫生没得话说，而且周环境也特别好，很干净，很安全。晚上出去散散步是一个不错的选择，我嘞个豆，除了距离五一广场有点远，简直没毛病,酒店 环境卫生 没得 环境 干净 散散步 不错 选择 个豆 距离 毛病
家人们房间超级好 可冲！！投影冰箱洗衣机都是可以使用的！！整体的环境也很好不存在安全隐患 我超爱,房间 可冲 投影 冰箱 洗衣机 整体 环境 超爱
设施：位置可以，比较好找 卫生：卫生可以，相对来说比较干净 环境：民宿区环境不错，周边配套设施完善 服务：客服人员很有耐心，凌晨也一直在线，有需求也马上解决。,设施 位置 好找 卫生 卫生 干净 环境 民宿 环境 不错 配套 设施 完善 客服 人员 耐心 需求 解决
房间很大，干净卫生安静，还有洗衣机。就是离地铁口远了一点，一公里多点。推荐入住,房间 很大 干净 卫生 洗衣机 地铁口 推荐 入住
可以观享梅溪湖，房间很大，有洗衣机冰箱抽油烟机，投影，物业保安很有责任，前台服务员态度好服务好！,房间 很大 洗衣机 冰箱 投影 物业 责任 前台 服务员 态度
超级棒！性价比很高！酒店环境也不错，有管家服务，离地铁口也不远，推荐！,性价比 酒店 环境 不错 管家 地铁口 推荐
比住市区好多了，设施很齐全，超级安静，适合玩累了第二天好好休息，大家记得商家送的停车券是只有12小时的哦，超出部分自己出钱，,比住 市区 设施 适合 玩累 休息 记得 商家 停车 券是 小时 超出 出钱
环境挺好，床睡的也很舒服，卫生也挺干净的，服务态度也特别好,环境 舒服 卫生 干净 服务态度
真的太满意了，旅馆很新，设施齐全，啥都有，小孩都不愿意走了，说还要继续住，第一次住了这么好的民宿，美中不足的话就是离市中心有点距离。,满意 旅馆 设施 小孩 民宿 市中心 距离
房间不错，干净卫生，风景也不错！,房间 不错 干净 卫生 风景 不错
房间很不错 很干净  住着很舒心  还可以寄存行李,房间 不错 干净 舒心 寄存 行李
新装修的酒店 很干净！,酒店 干净
设施：齐全 卫生：干净 环境：好 服务：到位,设施 卫生 干净 环境 到位
房间宽敞，设施齐全。,房间 宽敞 设施
当初忘了拍照片 酒店可能因为在开发 楼底都是铺的塑料膜  我和我朋友都找不到 但是进入房间之后很好 有单独的棋牌室 有投影仪（投影有点歪）有大冰箱 也有大镜子（太高了 我和我朋友都挺矮 只能照到脑袋 我们必须要踩凳子） 除此之外没有什么意见,拍照片 酒店 开发 塑料膜 朋友 不到 房间 棋牌室 投影仪 投影 有大 冰箱 镜子 朋友 只能 脑袋 凳子 意见
房间非常干净整洁，装修很好，配套很齐全，洗衣机很方便，老板还给了很多晾衣架，3楼有个专门的晾衣间，很快就干了。套房的两个房间带上父母一起住宿非常棒！大房间的床意外的变成1米宽，惊喜！值得收藏，下回到长沙再去！,房间 干净 整洁 装修 配套 洗衣机 老板 还给 晾衣架 晾衣 套房 房间 带上 父母 住宿 房间 意外 惊喜 值得 收藏 回到
环境超级好，住的也舒服，不错,环境 舒服 不错
非常好 环境舒适,环境 舒适
不错不错不错不错,不错 不错 不错 不错
在这家酒店定了两晚，第一天房间很重烟味，淋浴间下水道很堵，水流不下去，要求换房，告诉我满房，让我第二天换，第二天去景区，非要我两点之前回来换房，之前房间有问题是酒店的问题，却非让我两点之前回来，不然就不换了，景区也没玩完就赶回来换房……从来没遇到过这种强制条款的酒店，体验感很差，差评,酒店 房间 烟味 淋浴间 下水道 水流 告诉 满房 景区 回来 房间 酒店 回来 不换 景区 玩完 强制 条款 酒店 体验
很干净，很卫生，床单被套都很白，有洗衣机和冰箱，是出差旅行的干货，特别是大热天的喝口冰水，直接爽炸了，住了靠湖的那面，很安静的，在停车费贵炸了的长沙停车还免费，给120个赞,干净 卫生 床单 被套 洗衣机 冰箱 出差 干货 大热天 冰水 靠湖 停车费 停车
设施：好，抽烟机冰箱都能用 卫生：很干净，有一次性拖鞋 环境：很不错，投影仪很清晰，还有个飘窗，外面起床景色清新 服务：好,设施 抽烟 冰箱 卫生 干净 拖鞋 环境 不错 投影仪 清晰 起床 景色 清新
房间很好，硬件设施也不错！ 面积大，舒适性和实用性都很强！ 性价比也很高！ 连住了4晚，还帮我们升级了房型，下次再来的话，还会继续选择,房间 硬件 设施 不错 面积 实用性 性价比 连住 房型 选择
设施：正齐，淋浴间下水道，下水比较慢没有干湿分离。 卫生：可以 环境：周围环境非常棒 服务：一般 总的评价还算比较合适出游住宿。,设施 淋浴间 下水道 下水 干湿 分离 卫生 环境 评价 合适 住宿
房间挺好的，卫生不错，环境好，服务一般，赠送的停车券只有12小时的时间，超过12小时后，一小时5元，周围没什么早餐店。适合全家出行。,房间 卫生 不错 环境 赠送 停车 小时 时间 超过 小时 小时 早餐 适合 全家 出行
住得很舒适，服务也很周到，前台姐姐人很好，每天卫生还可以选择是否需要清理～下次如果来长沙玩考虑来续住,舒适 周到 前台 姐姐 卫生 选择 清理 来续
房间非常宽敞，屋里也很干净，超出了我的预知。里面家电齐全，窗外的视野也很开阔，拉开窗帘就是绿水青山。离地铁站也不远，上哪都方便！,房间 宽敞 干净 超出 预知 视野 开阔 拉开 窗帘 地铁站
比想象中差点，总有种不安全的感觉，可能看我们没经验给我们开的尾房，在我们要求下才换了房间，其他没有什么问题,想象 差点 感觉 经验 尾房 房间
入住民宿看起来很舒适，房间物品齐全，冰箱洗衣机最基础的家用家电都有，还可以免费停车哦。忘记拍图片了，下次还来入住的。,入住 民宿 舒适 房间 物品 冰箱 洗衣机 基础 家用 停车 忘记 图片 入住
总体不错，不过房间内设施和图片还有点距离，自驾需注意，酒店免12小时停车费，超出时间停车费还是小贵的,总体 不错 房间内 设施 图片 距离 自驾 需注意 酒店 小时 停车费 超出 时间 停车费
房间内部设施齐全非常赞，感觉很适合做单身公寓，就是周边吃早饭不方便，床垫有点脏直接拿掉没用了。,房间 设施 感觉 适合 单身公寓 早饭 床垫 拿掉 没用
设施：非常好，冰箱洗衣机投影仪都很好用 卫生：每天都会询问是否需要打扫卫生 环境：很棒，环境很舒适,设施 冰箱 洗衣机 投影仪 好用 卫生 询问 环境 很棒 环境 舒适
很不错 听说长沙很多名宿都跟图片不一样 但这个完全没有踩雷 跟图片一模一样 住着也很舒服,不错 听说 名宿 图片 图片 舒服
各方面都还行 就是楼道有些地方没灯 晚上会害怕哈哈 不过性价比很高。,还行 楼道 地方 没灯 害怕 性价比
环境卫生都不错，一米五大床很舒服。淋浴房设施可以再提高。总之物超所值，值得入住。,环境卫生 不错 舒服 淋浴房 设施 提高 值得 入住
较新，安静，舒适，卫生，设备齐全，还送张免费停车券，是个不错的酒店。,舒适 卫生 停车 不错 酒店
入住的时候忘了拍照片，房间很干净卫生，设施齐全！窗外风景不错,入住 拍照片 房间 干净 卫生 设施 风景 不错
家人们！去住啊！飘窗，投影仪，洗衣机都有，还特别干净,投影仪 洗衣机 干净
服务很好，房间很干净，安全很好，适合一家人出游,房间 干净 适合 一家人
棒棒的一家酒店，还会再次入住，很推荐，性价比超高,棒棒 酒店 入住 推荐 性价比 超高
很舒服的床品，房间干净整洁，很喜欢，下次过来还会入住,舒服 床品 房间 干净 整洁 喜欢 入住
希望枕头可以低一点，有点太高了。其他服务都挺好的。,希望 枕头 挺好
前台小姐姐人美心善，服务周到，房间环境卫生好。,前台 心善 房间 环境卫生
设施：完善 卫生：干净 环境：安静 服务：热情,设施 完善 卫生 干净 环境 热情
设施：新卫生：干净环境：很好服务：还好,设施 卫生 干净 环境 还好
设施：很好 卫生：很好 环境：很好 服务：很好,设施 卫生 环境
公寓式的房间，价格便宜，洗衣服也方便，停车免费。,公寓式 房间 价格便宜 洗衣服 停车
房间干净卫生，大飘窗，外面就是山景，,房间 干净 卫生 山景
方间设施齐全，，环境也不错，总体来说住很舒服,方间 设施 环境 不错 总体 舒服
房间卫生好，周围环境好，可以看见江景,房间 卫生 江景
房间好，服务好，出行方便，非常满意,房间 出行 满意
意外之喜，房间很大，设备很新，值得推荐的！,意外 房间 很大 值得 推荐
房间真的很新，环境不错，慢干净的,房间 环境 不错 干净
除了卫生间有点容易积水，其他没有任何问题,卫生间 积水
还不错，挺干净的，房间大小一般般。,不错 干净 房间
睡了一晚就过敏了，服务态度也很一般。,服务态度
很干净 ，很方便，服务超好,干净 超好
房间宽敞通透。适合出差旅行。,房间 宽敞 适合 出差
房间很干净，服务态度很好,房间 干净 服务态度
全程自助入住，还挺方便的。,全程 自助 入住
卫生：不错 环境：不错 服务：好,卫生 不错 环境 不错
很干净  出行住的最舒服的一次,干净 出行
非常棒，朋友亲子出游非常方便！,朋友 亲子
环境卫生都很好，很喜欢,环境卫生 喜欢
前台小姐姐很给力，有事都会回应,前台 回应
设施：还可以 卫生：还可以,设施 卫生
真心不错，干净卫生，性价比高,不错 干净 卫生 性价比
我住得非常的满意，环境也很好,满意 环境
吹爆，住过性价比最高的酒店,性价比 酒店
房间很大，配套不错，出行方便,房间 很大 配套 不错 出行
各方面都可以，东西齐全，推荐,推荐
房间设施很好，管家服务热情,房间 设施 管家 热情
服务：很满意 环境：很好,满意 环境
住着舒服，出门方便下次再来,舒服 出门
环境很好，下次还来,环境
很好很值得住，性价比高,值得 性价比
环境很好，打车方便。,环境 打车
位置挺好的 服务好,位置
前台很好 房间干净,前台 房间 干净
环境干净舒适服务到位,环境 干净 舒适 服务到位
吼吼吼敲级好！,吼吼
非常好，干净卫生,干净 卫生
很不错哦，推荐.,不错 推荐
很不错，很满意,不错 满意
房间很新不错哟,房间 不错
还不错，值得推荐,不错 值得 推荐
服务好，卫生干净,卫生 干净
满意 都很不错,满意 不错
蛮好的，喜欢！,蛮好 喜欢
卫生环境都很好,卫生 环境
服务态度非常好,服务态度
值得打卡。,值得 打卡
满意好极了,满意
房间精致温馨,房间 精致
五星好评！,好评
挺安静整洁的,整洁
还行呃呃呃,还行
好性价比高,性价比
房间很干净,房间 干净
很棒体验.,很棒 体验
房间很好很安静，适合一家人外出住，就是离地铁站远了点，不过可以骑车也还行,房间 适合 一家人 外出 地铁站 骑车 还行
在网上最终选择了这家文艺范的特色民宿，到达时因市政工程修路破坏了门面印象，但前台小姐姐热情周到的服务让我不忍退房。无论是推荐的景区线路还是好吃店铺，都非常满意。包括一楼酒吧彬彬有礼的帅小伙，真诚待人的店长，临走时送到五楼画室(同时也感谢店主的慷慨，让住客免费欣赏)的咖啡甜品，都令我首次独行长沙，印象十分美好。期待来年柚子花香，再来！,选择 文艺 特色 民宿 到达 时因 市政工程 修路 破坏 门面 印象 前台 不忍 退房 推荐 景区 线路 好吃 店铺 满意 包括 一楼 酒吧 店长 送到 画室 感谢 店主 慷慨 住客 欣赏 咖啡 甜品 独行 印象 美好 期待 柚子
服务贴心，干净卫生； 周边有美好的茶吧和咖啡馆书店；房间布置的很有情调，接待和送别都十分有心热情。 快到的时候打电话会提前开空调，临走的时候行李箱送到车上。非常喜欢，出门不远就是橘子洲有，湘江风光。,贴心 干净 卫生 美好 咖啡馆 书店 房间 布置 情调 接待 送别 有心 热情 提前 空调 临走 行李箱 送到 喜欢 出门 风光
房间敞亮很干净，一层白天咖啡馆晚上清吧，五层有画室，六层有露台。服务特别好，会提前联系开空调，到了之后介绍周边玩儿的吃的地方。本次入住非常开心，下次再来。,房间 敞亮 干净 咖啡馆 画室 露台 提前 空调 介绍 玩儿 地方 入住 开心
床宽敞，两大两小睡得很舒服。前台小姐姐们服务很热情，推荐了好吃的，帮忙拿行李。 到周边岳麓山、橘子洲很方便，走200米就能到江边看看长沙夜景。 非常值得推荐的一家民宿。,宽敞 舒服 前台 热情 推荐 好吃 帮忙 行李 夜景 值得 推荐 民宿
很有艺术气息的民宿，楼下的咖啡厅感觉很棒，屋顶露台也很美，可以看到江景，离景区特别近，服务很贴心，还会再来的！,艺术 气息 民宿 咖啡厅 感觉 很棒 屋顶 露台 很美 江景 景区 贴心 再来
设施：配套设施完善 日咖晚酒 满足各项需求卫生：酒店很干净 服务：酒店内的服务态度巨好,设施 配套 设施 完善 咖晚 需求 卫生 酒店 干净 酒店 服务态度
房间整洁，干净，有设计感，楼上还有艺术空间和天台，楼下有咖啡和酒，炎热的夏天，楼下一坐，放空一晚上，妙哉妙哉。,房间 整洁 干净 艺术 空间 天台 咖啡 炎热 放空
很安逸，服务很体贴,体贴
名宿环境卫生一流,名宿 环境卫生 一流
楼层高，没电梯上下麻烦，咖啡不错。,楼层 电梯 麻烦 咖啡 不错
房间干净漂亮。最值得夸赞的是这家民宿的服务太好了！漂亮的店长和每一个年轻店员都特别特别体贴周到，非但帮着把沉重的行李拿上拿下三楼，而且还冒着酷暑开电动车去接打车不便的在湖南大学考完试的孩子，让我们感动！,房间 干净 漂亮 值得 民宿 漂亮 店长 年轻 店员 体贴 周到 沉重 行李 拿下 酷暑 电动车 打车 孩子 感动
睡觉比较安静，环境不吵，两张床够大，睡的不挤。性价比不高，设施一般，卫生间简陋，窗帘透光，影响早上睡眠。同价位的连锁酒店硬件档次要高很多。,睡觉 环境 两张床 不挤 性价比 设施 卫生间 简陋 窗帘 透光 睡眠 同价位 酒店 硬件 档次
房间很舒服，民宿的工作人员们又可爱又热情，把整个住宿体验打点得很好。位置也不错，离岳麓山东大门很近，离2号和4号地铁站也就步行十分钟的距离。,房间 舒服 民宿 工作人员 可爱 热情 住宿 体验 打点 位置 不错 大门 地铁站 步行 距离
一间很好的民宿！一楼有咖啡和有小小酒吧，五楼有老板收藏的艺术画廊，六楼能看到湘江夜景，还有工作人员的服务态度很好，下次来玩继续入住这家民宿,很好 民宿 一楼 咖啡 酒吧 老板 收藏 艺术 画廊 夜景 工作人员 服务态度 入住 民宿
这家民宿最大特点是服务好，管家贴心服务，如同回家一样贴心温暖。,民宿 管家 贴心 回家 贴心 温暖
酒店位置离岳麓山很近，附近吃的也方便，打车到五一广场12左右,酒店 位置 打车
干净卫生，住的很舒服，老板很热情，还可以喝酒喝咖啡，很棒！！,干净 卫生 舒服 老板 热情 喝酒 很棒
客服小姐姐态度非常好，房间干净！喜欢💕,客服 态度 房间 干净 喜欢
很有设计创意的民宿，附近景区很多,创意 民宿 景区
环境好 老板热情,环境 老板 热情
推荐！！！！！！,推荐
店家服务周到,店家
服务满意！！,服务满意
服务卫生不错,卫生 不错
房间细节很好,房间 细节
这家民宿没选错，值得一住。首先交通便利，离湘江中路地铁站也是几分钟步行距离，楼下也有公交车站，去哪个打卡点都方便。其次觅食方便，比邻跛子街、太平老街、海信广场、超级文和友…不怕没东西吃，就怕你肚子装不下。最后就是住的舒适，我超喜欢这种格局的房间，动静分离；电器配备齐全，空调给力、热水充足，洗烘一体机方便游客，还有智能马桶、投影机等等，都是大牌子的产品。客厅和卧室可以看到部分江景，发个呆还是很可以的。总之我爱了，下次有机会再来住住。,民宿 选错 值得 交通 便利 地铁站 步行 距离 公交车站 打卡 觅食 比邻 跛子 老街 广场 文和友 肚子 装不下 舒适 喜欢 格局 房间 动静 分离 电器 配备 空调 热水 充足 游客 智能 马桶 投影机 牌子 产品 客厅 卧室 江景 机会
整体入住非常满意，老板娘十分热情，响应及时。会提前告知入住注意事项、各类电器使用及每日天气预报。民宿周边都是吃的，楼下就是茶颜悦色，十分便捷，民宿内整体也很干净，该有的都有提供，会推荐朋友来入住。,整体 入住 满意 老板娘 热情 响应 提前 告知 入住 注意事项 电器 天气预报 民宿 便捷 民宿 整体 干净 提供 推荐 朋友 入住
超大落地窗看夜景很美！地理位置真太方便了，楼下就坡子街和太平老街，离也很近。环境卫生都很棒，干净整洁住着很舒服，管家随时在线也很贴心。下次再和朋友来！推荐！,超大 落地窗 夜景 地理位置 老街 环境卫生 很棒 干净 整洁 舒服 管家 贴心 朋友 推荐
老板娘人非常好，考虑周到服务细致，住的体验感非常舒适，尤其是地理位置，简直就是长沙一中心区。出门一两分钟到太平老街，三五分钟到文和友，下次去还住这。,老板娘 细致 体验 舒适 地理位置 出门 老街 文和友
处在闹市区的公寓楼，楼下就是太平老街和海信广场，晚上挺吵的，第一天住的时候没有问老板要耳塞，自然是没睡好，后来找了老板，所有问题自然是解决啦，总之是还不错的公寓,闹市区 公寓楼 老街 广场 挺吵 老板 耳塞 老板 解决 不错 公寓
房间环境还可以，两面能看到湘江，两层楼，第一层有一张大床，一个小池，小池能容纳一两人，客厅和洗手间，二楼有一个房间个一个洗手间，房间里有两张床，可以睡四个人，客厅里用的是投影，有麦克风，可以唱歌，老板服务很好，解释也很清楚，很有耐心。,房间 环境 两层楼 大床 小池 小池 客厅 洗手间 二楼 房间 洗手间 房间 两张床 客厅 里用 投影 唱歌 老板 解释 耐心
第一次去长沙，在网上万千民宿里挑出来的民宿，一行22人的娃娃团，我那个高要求朋友都能满意的民宿 在老板娘这里订了三个房间，每个房间都非常满意 干净整洁，与图片一模一样！一开始还各种担心，怕货不对版，烂糟糟，可是一打开房门就非常满意，房间很新，很整洁，重点是海信广场、文和友、坡子街太平老街，就在旁边两分钟的路，地铁站，国金中心、黄兴步行街、五一广场、～这些都是走路10分钟内就能到达！民宿晚上的景观超棒，江景、江景 这个老板娘就算你是凌晨2点或者早上六点她都能耐心细心给我们解决各种的问题,民宿 民宿 娃娃 朋友 满意 民宿 老板娘 房间 房间 满意 干净 整洁 图片 担心 对版 打开 房门 满意 房间 整洁 重点 广场 文和友 坡子 老街 地铁站 国金 中心 步行街 走路 到达 民宿 景观 超棒 江景 江景 老板娘 耐心 细心 解决
房间是小跃层，空间来说还是舒服的，在湘江和太平老街之间，逛街观江景都比较方便。,房间 跃层 空间 舒服 老街 逛街 江景
房间很宽敞，每个房间都有窗户。适合家庭派对。去哪里都很方便。,房间 宽敞 房间 窗户 适合 家庭 派对
服务很周到，还为我们房间延时，店家会很耐心回答问题。环境居住很好，地理位置和交通优异，值得入住。,周到 房间 店家 耐心 回答 环境 居住 地理位置 交通 优异 值得 入住
真的感觉非常好！房间干净整洁，老板娘人特别好，沟通起来亲切友善！地段非常中心，坡子街，五一广场，太平街，文和友………都在旁边！我们是四大二小入住，正好三个房间，客厅还有个沙发床，观影有巨幕，洗衣机烘干机一体的，很方便！如果怕人多排队吃饭的话，外卖也非常快！总之，体验非常好，如果下次来长沙，一定会再次选择！,感觉 房间 干净 整洁 老板娘 沟通 亲切 友善 地段 中心 坡子 文和友 入住 正好 房间 客厅 观影 巨幕 洗衣机 烘干机 一体 怕人 排队 吃饭 外卖 体验 选择
房间干净卫生，位置优秀。凤凰古城坐高铁站下来，非常不好打车，可选择高铁站下车后直接磁悬浮到凤凰古城等待站。酒店可以在等待站接站，非常贴心。服务人员态度很好，有问必答，推荐入住。,房间 干净 卫生 位置 优秀 高铁 打车 选择 高铁 下车 磁悬浮 等待 酒店 等待 接站 贴心 人员 态度 推荐 入住
适合朋友一起出游，可以打麻将也可以看电影！房东人超级好，因为妹妹身体不适想要多睡会，就跟房东协商了能不能晚些退房，房东也很客气的在不影响下面客人入住的情况下帮我们适当延迟了退房时间！非常感谢！,适合 朋友 打麻将 电影 房东 妹妹 身体 不适 想要 房东 协商 了能 退房 房东 客气 客人 入住 情况 延迟 退房 时间
民宿位置非常棒，下楼就是坡子街，离所有景点都非常近。房间舒适整洁，特别适合闺蜜结伴出游。下次来长沙还会选这里。,民宿 位置 下楼 坡子 景点 房间 舒适 整洁 适合 闺蜜 结伴
小朋友们称之为秘密基地的装修 每天有阿姨上门保洁，非常干净 地理位置极佳，出行方便 就是忘了拍照片了,小朋友 称之为 秘密 基地 装修 保洁 干净 地理位置 极佳 出行 拍照片
房间很大，环境干净卫生，地理位置优越，出门很方便，服务也非常好，下次来还会选择这家,房间 很大 环境 干净 卫生 地理位置 优越 出门 选择
非常不错 卫生干净 用品也不是那种便宜的东西 装修有质感 下次还会选择,不错 卫生 干净 用品 便宜 装修 质感 选择
房间干净，环境漂亮，周边环境安全性不够。其他人员也可以自由出入。,房间 干净 环境 漂亮 人员 自由 出入
住宿环境卫生干净，地理位置很好，逛街非常方便。,住宿 环境卫生 干净 地理位置 逛街
房间很干净，位置便利，服务也很贴心。推荐带家人一起！,房间 干净 位置 便利 贴心 推荐 家人
客服姐姐人很好说话，服务态度爆表，环境满分,客服 姐姐 说话 服务态度 爆表 环境
位置很棒，设施齐全，房东很,位置 很棒 设施 房东
房间宽敞，服务满意，出行方便,房间 宽敞 服务满意 出行
地段非常棒，房间也比较舒服,地段 房间 舒服
性价比较低，观景被阻挡。,性价比 观景 阻挡
相比于北塔，性价比较低,相比 性价比
位置很好，晚上很热闹,位置 热闹
很不错  干净的,不错 干净
很满意，服务很好,满意
住了四天三晚体验感很好的民宿，房间很干净，有提供一次性马桶垫和一次性浴缸垫，早餐阿姨煮的粉也很好吃，前台的小姐姐很热情，有问题都会及时帮忙解决，虽然有点偏，但是很安静很适合休息旅游，下次到长沙还会再来住。,体验 民宿 房间 干净 提供 马桶 浴缸 早餐 好吃 前台 热情 帮忙 解决 适合 休息
房间和图片一致，装修风格很喜欢，各种设施布置 精美，卫生干净，入住放心，民宿在繁华地段，周边交通出行方便。隔音好，空调凉爽，一整晚都睡的很 安稳，外面甚至有个泳池打扫的很干净卫生，水很蓝，很适合出境拍摄，下次还会选择这家民宿。,房间 图片 装修 风格 喜欢 设施 布置 精美 卫生 干净 入住 放心 民宿 繁华 地段 交通 出行 隔音 空调 凉爽 安稳 泳池 打扫 干净 卫生 适合 出境 拍摄 选择 民宿
住真的太舒服了！！我愿称之为长沙民宿天花板，原木风的设计很喜欢，没有花里胡哨的东西，而且卫生真的做的很好！工作人员的服务也非常好，没有住过他们家我真的会伤心的！都给我来住！！,舒服 称之为 民宿 天花板 原木 喜欢 卫生 很好 工作人员 伤心
选了很久民宿最终选了直木山集，果然不负所望，风格是这种日式原木风，很简约，没有杂七杂八的东西，房间也很干净，打破了我对民宿的看法，管家小姐姐的服务也特别好，出发前就联系了我们，有什么需要发个微信就解决了，还有早餐，阿姨的米粉真的赞！非常好吃！,民宿 不负 所望 风格 日式 原木 房间 干净 打破 民宿 看法 管家 出发 微信 解决 早餐 好吃
环境优美服务态度好，而且还有早餐早餐很好吃哦，下次还会过来的，而且拍照也很出片！适合情侣家人聚会性价比非常的高。￼前台小姐姐也很漂亮！还可以帮你拍照！爱了爱了！,环境优美 服务态度 早餐 早餐 好吃 拍照 适合 情侣 家人 聚会 性价比 前台 很漂亮 拍照
入住前会跟我联系，服务态度也非常好，还推荐了一些长沙的美食，房间里面环境跟图片上描述的一样，卫生也做的很干净，比较适合家人或人多出行。,入住 前会 服务态度 推荐 美食 房间 环境 图片 描述 卫生 干净 适合 家人 出行
很舒服，房间内的陈设、物件都挺注重细节，小姐姐也很热情，听我们是新婚还送了花～早餐的粉很棒！图书馆很有特色～就是我们去的时间不是蛮凑巧，刚好遇见两个包场，没有怎么好好感受到～建议大家订房之前询问清楚。,舒服 房间内 物件 注重 细节 热情 新婚 早餐 很棒 图书馆 特色 时间 遇见 包场 感受 建议 订房 询问
交通：很方便，打车直接到民宿门口。 卫生：很干净了。 环境：很有氛围感，适合旅游的时候住，经常有人来拍婚纱照，而且地方很大，适合和朋友一起聚会 服务：人都很热情，小姐姐都很可爱,交通 打车 民宿 卫生 干净 环境 氛围 适合 婚纱照 地方 很大 适合 朋友 聚会 热情 可爱
太喜欢这里了，环境超级好，充满了桂花树的气味很好闻，真的很舒服享受，工作人员也很热情，早餐丰盛！！！,喜欢 环境 充满 气味 好闻 舒服 享受 工作人员 热情 早餐 丰盛
民宿完全踩在我的审美点上太爱了，房间风格真的超级喜欢，卫生很干净，早餐丰盛，小姐姐们也很可爱，下次一定还来,民宿 房间 风格 喜欢 卫生 干净 早餐 丰盛 可爱
民宿在一个村子里，一开始以为很偏，实际打车吃饭都很方便，离岳麓山很近，而且去市中心也只要二十几分钟，闹中取静的宝藏地方，管家小姐姐也很热情，服务特别好，房间真的很干净！！,民宿 村子 打车 吃饭 市中心 地方 管家 热情 房间 干净
这是我住过的最贴心的民宿，无论是水果，饮品还是夜宵还是早餐都很棒，环境优美安静，房间临山，感觉很棒，工作人员很亲切呢！米粉很好吃，期待下一次再相遇,贴心 民宿 水果 饮品 早餐 很棒 环境优美 房间 感觉 很棒 工作人员 亲切 好吃 期待 相遇
很精致的一家民宿，房间里还准备了卷发棒我直接爱了！！！院子也很舒服，花花草草打理的很好！下次再来,精致 民宿 房间 卷发 院子 舒服 花花草草 打理 很好
小姐姐们非常热心，态度超级好！人都很可爱！房间很好看！ 环境特别棒！ 下午茶咖啡做的非常好喝！ 我的行李超级重，小姐姐亲自帮我搬上楼，再搬下来感动的一塌糊涂 房间布置的很有艺术感！ 民宿附近很多餐厅！吃饭很方便，强烈推荐！！！,态度 可爱 房间 好看 环境 下午茶 咖啡 好喝 行李 搬下来 感动 房间 布置 艺术 民宿 餐厅 吃饭
非常推荐，环境优美，让人很安静的氛围，服务也很到位，工作人员热情周到友好，主动提供欢迎水果和咖啡饮料，早餐的米粉很好吃，游泳池和房间都跟出片，儿子和老公都很满意！推荐给好多朋友啦！,推荐 环境优美 氛围 到位 工作人员 友好 提供 水果 咖啡 饮料 早餐 好吃 游泳池 房间 跟出 儿子 满意 推荐 朋友
下午整个房间都洒满阳光，真的太美了！位置也不偏，打车都挺方便的，下次来长沙一定还来住！,房间 洒满 太美 位置 打车
"对于有洁癖的人来说,直木山集名宿不错的选择卫生干净整洁，环境安静舒适。老板娘热情好客，小姐姐的服务非常好。赠送的下午茶两姐妹很喜欢。两姐妹游泳池玩了一下午，乐此不疲！晚上在森林图书馆写作业。",洁癖 名宿 不错 选择 卫生 干净 整洁 环境 舒适 老板娘 赠送 下午茶 两姐妹 喜欢 两姐妹 游泳池 森林 图书馆 作业
是我喜欢的风格，每个角落都很出片，原木风的设计让人觉得很放松，两位小姐姐的服务超级好，送的下午茶也很好喝，中午去吃饭太晒了还把自己的遮阳帽给我！！！果断退了市中心的酒店，又订了一晚！下次来长沙一定还住这！,喜欢 风格 角落 原木 放松 下午茶 好喝 吃饭 市中心 酒店
真的好喜欢这家民宿，体验感好好，有提供下午茶，晚上还有冰粉，尤其是早餐的米粉真的好好吃，很少吃粉的老公，早上都吃了两碗哈哈，泳池虽然不是很大，但完全够用，整体的设计简约大气，适合放松！推荐！,喜欢 民宿 体验 提供 下午茶 冰粉 早餐 好吃 泳池 很大 够用 整体 大气 适合 放松 推荐
真的是我住过最舒服的民宿了，跟回家一样，管家小姐姐服务特别好，阿姨早餐做的米粉也很好吃，无可挑剔，赞！,民宿 回家 管家 早餐 好吃
房间和图片一致，装修风格很喜欢，各种设施布置精美，卫生干净，入佳放心，周边餐厅很多交通出行方便。服务超级好，提前开了空调凉爽，一整晚都睡的很安稳，下次还会选择这家民宿。,房间 图片 装修 风格 喜欢 设施 布置 精美 卫生 干净 放心 餐厅 交通 出行 提前 空调 凉爽 安稳 选择 民宿
