评论内容,fenci
真的非常推荐旅游达人过来这住，这房间设施新还齐全，房间大、卫生干净、重点还有洗衣机和厨房、我还用厨房做了早餐，还用他家的茶具泡茶喝，如果枕头不是这么高就更理想了,推荐 房间 设施 房间 卫生 干净 重点 洗衣机 厨房 厨房 早餐 茶具 泡茶 枕头 理想
偶尔间发现的宝藏民宿，这个地理位置真的不要太方便，江景房太了，180度一线江景哈哈！！ 整体环境来说，非常奈斯，性价比很值！ 房间配套设施很齐全，投影仪方便玩累了回来还能躺着看个电影，综艺啥的，氛围感直接拉满，而且也挺出片的 过了马路就可以到湘江边上去 楼下就有茶颜悦。,发现 民宿 地理位置 江景 房太 江景 整体 环境 性价比 房间 配套 设施 投影仪 玩累 回来 电影 综艺 氛围 马路
来长沙玩朋友介绍的这个民店，入住酒店看起来很舒适，酒店还提供免费的停车场，房间东西都是新的，床品好舒服的，房间物品齐全，下次还来入住的。,朋友 介绍 民店 入住 酒店 舒适 酒店 提供 停车场 房间 床品 舒服 房间 物品 入住
超级棒得夜景，房间超大，卫生也很干净 里面什么都有，装修简约舒服！ 无敌江景，没什么好说的，强烈推荐！！！,夜景 房间 超大 卫生 干净 装修 舒服 无敌 江景
干净整洁的房间，大大的床铺让整个人都松懈下来。或坐或躺，城市的灯光成就了窗外的美景，沉醉其中，就是人间值得。漂亮的老板娘，美丽的江景民宿，下次还选这！,干净 整洁 房间 床铺 灯光 成就 美景 沉醉 人间 值得 漂亮 老板娘 江景 民宿
房间非常棒，和描述的一样，房间内干净整洁。地理位置靠近湘江边，环境非常好！第一次来长沙旅游，以后来旅游也定这家！,房间 描述 房间内 干净 整洁 地理位置 靠近 环境
来长沙旅游的，选了好久才找到这家酒店，连住了3晚！ 地理位置非常方便，楼下就是天宝兄弟，房间很安静，窗外还可以看到江景，非常不错，,找到 酒店 连住 地理位置 兄弟 房间 江景 不错
民宿环境不错，装修风格很喜欢。服务特别好，而且免费帮我们升级到零压大床房，超级喜欢这家民宿。白天玩累了躺床上就可以控制灯和窗帘，无比幸福。还有马桶也是智能的,民宿 环境 不错 装修 风格 喜欢 大床 喜欢 民宿 玩累 床上 控制 窗帘 无比 幸福 马桶 智能
冬瓜山晚上好热闹，这一块都是夜宵摊，随便吃点小吃都很美味，虽然在市中心，但房间很安静床品也都很舒服，睡的很好，附近的东西也好吃,冬瓜 热闹 小吃 市中心 房间 床品 舒服 很好 好吃
这次考试的行程定了这家酒店。位置很好。下楼就是天宝兄弟，老板人超级好，因为考试时间延迟。给我延迟到了下考。推荐～,行程 酒店 位置 下楼 兄弟 老板 延迟 下考 推荐
位置不错！天宝兄弟同一栋大厦、冬瓜山夜市对面、可以多吃几次宝贝蒸饺和文哥牛肉串,位置 不错 兄弟 大厦 冬瓜 夜市 对面 蒸饺 文哥 牛肉
房间干净整洁，服务热情周到，办事贴心高效，有需求能尽量满足。为住客着想，提供最佳的服务！下次我们来会再次光临,房间 干净 整洁 办事 贴心 高效 需求 住客 着想 提供 光临
服务态度好，环境干净卫生，交通出行方便，隔音效果好，离附近的景点都比较近，周围小吃饭店也比较多，推荐入住！,服务态度 环境 干净 卫生 交通 出行 隔音 效果 景点 小吃 饭店 推荐 入住
很满意，楼下就是冬瓜山夜市，交通方便，房间干净卫生。配了冰箱和洗衣机，下次来长沙还会选这家，看江景非常美！,满意 冬瓜 夜市 交通 房间 干净 卫生 冰箱 洗衣机 江景
特别舒服，环境好，位置更好，还包免费停车，房间环境很个性，连住了几天。,舒服 环境 位置 停车 房间 环境 个性 连住
晚上去江边走走比较方便，东瓜山小吃街就在对面位置相当方便！空调给力,走走 小吃街 对面 位置 空调
非常好的民宿，东西特别干净，都是新的，住起来也特别好，特别特别是湘江的景色特别美。第一次住店可以看这么好的风景，很棒,民宿 干净 景色 住店 风景 很棒
房间很大，景色很美！卫生很干净！很不错的一次旅行！！！,房间 很大 景色 卫生 干净 不错
酒店位置在市中心很好找，房间环境也不错！性价比很高,酒店 位置 市中心 好找 房间 环境 不错 性价比
地理位置绝佳，非常适合来长沙玩，房间很干净整洁，住的很舒服，下次还选这里,地理位置 房间 干净 整洁 舒服
汇景揽江美宿真的很赞，可以躺在床上看烟花，这种感觉值得拥有，来长沙选择揽江美宿不会让你失望。,汇景 床上 烟花 感觉 值得 拥有 选择 失望
房间空间很大，坏境很好，位置好，周边有好多好玩好吃的,房间 空间 很大 坏境 位置 好玩 好吃
老版是单身帅哥，人不错，被事业耽误三好青年。酒店环境不错，值。,老版 单身 不错 事业 耽误 酒店 环境 不错
房间环境很好 老板很热情 下次还会来住这家,房间 环境 老板 热情
房间很不错，风景也非常美，住的楼层比较高也无遮挡,房间 不错 风景 楼层
干净整洁舒适  观景特别好 下次还来住,干净 整洁 舒适 观景
地理位置好，出行非常方便，酒店服务很!,地理位置 出行 酒店
很满意的公寓，地理位置，环境都不错，隔音很好很安静,满意 公寓 地理位置 环境 不错 隔音
房间很漂亮，景色很好，老板服务也超到位，五星五星~,房间 很漂亮 景色 老板 到位
环境，卫生服务各方面超乎我的预期，下次过来还会选择，值得推荐,环境 卫生 超乎 选择 值得 推荐
房间很新，很干净，老板很热情,房间 干净 老板 热情
干净，卫生，服务好，设施齐全,干净 卫生 设施
很不错！景色很美！住的很舒服 服务到位 推荐,不错 景色 舒服 服务到位 推荐
长沙 遇见你真好,遇见
环境好，设置好，下次还来！,环境
第一，房间设施与实际情况不符。第二，据说是刚开张的民宿，卫生情况却有点难受，飘窗，桌面，床单被子上随处都有的灰尘，卫生间，洗衣机，冰箱也一样，灰尘，水渍。第三，有一说一，老板态度还是不错，换房，送东西，沟通，都没问题，到位。,房间 设施 情况 不符 开张 民宿 卫生 情况 难受 桌面 床单 被子 灰尘 卫生间 洗衣机 冰箱 灰尘 水渍 老板 态度 不错 沟通 到位
设施齐全，装修风格新颖，装修很新，紧邻橘子洲，真正的临江房，老板热情，服务态度好，交通便利，出行也比较方便，位置好，离商业街也比较近，吃饭，玩都比较方便，住着很舒服，私密性也比较强，性价比也很高，值得推荐。,设施 装修 风格 新颖 装修 紧邻 老板 热情 服务态度 交通 便利 出行 位置 商业街 吃饭 舒服 私密性 性价比 值得 推荐
酒店环境可以的，客服人也很，一室户的房型  装修不错，落地窗视野采光都好，住着很舒适～就是刚来不好找，一楼看不到任何酒店标识，需要携程上找酒店客服问,酒店 环境 客服 室户 房型 装修 不错 落地窗 视野 采光 舒适 一楼 看不到 酒店 标识 携程 上找 酒店 客服
因为带孩子出行，所以对卫生要求比较高，在网上比较了好久选的这家民宿，在一栋商务楼里，楼里都是民宿，周边很安静，离3号线地铁600米左右，出行方便，老板人很好基本有求必应，智能化小管家操控用灯，还有洗衣机，老板给送的洗衣凝珠，非常人性化。 唯一有点瑕疵，护发素瓶上有一根头发。,孩子 出行 卫生 民宿 商务楼 民宿 号线 地铁 出行 老板 管家 操控 洗衣机 老板 给送 洗衣 人性化 瑕疵 护发素 头发
房东管家服务非常到位，有问题能及时解决。选了临江的房间，视野开阔景色不错。民宿所处位置出行、吃饭相当便利，即使无早提供也无所谓。有机会还会再来～,房东 管家 到位 解决 房间 视野 开阔 景色 不错 民宿 位置 出行 吃饭 便利 提供 机会
地址位置非常好，可以步行去东瓜山和江边。 大厦停车也很方便，客服回复也非常快，还是宠物友好，好评。下次有机会还会选择的～,地址 位置 步行 大厦 停车 客服 回复 宠物 友好 好评 机会 选择
房间很大宽敞，设施齐全，洗衣机，厨房都有，江景美景尽收眼底，小孩超级喜欢，服务也超级满意，下次有机会还会订购的,房间 很大 宽敞 设施 洗衣机 厨房 江景 美景 小孩 喜欢 满意 机会 订购
房间卫生特别好，老板亲自迎接。江景也特别特别舒服，对面就是橘子洲。到五一广场和橘子洲骑车也就5分钟,房间 卫生 老板 迎接 江景 舒服 对面 骑车
酒店很新，位置也很好，属于酒店式公寓，冰箱，烟台，洗衣机应有尽有，适合长时间出游的朋友。,酒店 位置 酒店式 公寓 冰箱 烟台 洗衣机 适合 朋友
房间干净整洁，附近交通便利，离五一广场很近，老板服务特别好，位置好找，就在天宝兄弟的楼上。,房间 干净 整洁 交通 便利 老板 位置 好找 兄弟
离湘江很近，散步出行很方便，房间卫生干净，服务周到热情，管家非常耐心优秀，等我们到晚上12点，还介绍好吃的,散步 出行 房间 卫生 干净 热情 管家 耐心 优秀 介绍 好吃
房间地理位置绝佳，去江边和都很方便。党建卫生很干净，设施比较全，适合出差和游玩,房间 地理位置 卫生 干净 设施 适合 出差 游玩
非常棒，新装修，位置很好，旁边冬瓜山是个很有人气的夜市，交通便利，设施齐全，服务优良。,位置 冬瓜 夜市 交通 便利 设施
最近去长沙旅行，住在了这家家非常棒的民宿酒店，位置超级好，交通便利，周围有很多好吃的餐厅和有趣的景点。房间非常干净整洁，设施齐全，服务也非常周到。酒店员工都非常友好热情，为我们提供了很多有用的旅游信息。特别是江景视野的房间太舒服了，每天都心旷神怡，在这里住了几天，感觉非常舒适和惬意。如果你去长沙旅行，一定要考虑住这家酒店，相信你一定会喜欢,家家 民宿 酒店 位置 交通 便利 好吃 餐厅 有趣 景点 房间 干净 整洁 设施 周到 酒店 员工 友好 热情 提供 有用 信息 江景 视野 房间 舒服 感觉 舒适 惬意 酒店 喜欢
房间江景房 并且比较安静 房间设施很新 干净整洁 内配智能家居调控系统 比较方便,房间 江景 房间 设施 干净 整洁 系统
位置很好，对面就是东瓜山夜市，也可以看到江景，管家很负责，卫生也很好~,位置 对面 夜市 江景 管家 负责 卫生
很不错的民宿;风景很好，床很舒服，楼下美食很多，非常不错！！！！,不错 民宿 风景 舒服 美食 不错
出游方便！环境好！卫生不错！！位置好！离江进！！价格合适！！值得选,环境 卫生 不错 位置 价格 合适 值得
房间窗外就是湘江，视野超级棒 房间干净整洁 老板人超级好哦，基本有什么事情韩老板就对了！来听音乐节结果中暑，老板很，帮忙拿快递简直救我命,房间 视野 房间 干净 整洁 老板 事情 音乐节 老板 帮忙 快递
房间装修很新。直面江景，设备齐全，老板也很热情，服务周到！,房间 装修 直面 江景 老板 热情
非常，房间隔音效果很好，有空气净化器，配置了智能马桶！,房间 隔音 效果 空气 净化器 配置 智能 马桶
位置好，江边窗外就能看到桔子洲，房间大，设备齐全挺好的,位置 桔子 房间
装修新，房间干净卫生，夜景很美，房间可以直接看到江边夜景,装修 房间 干净 卫生 夜景 房间 夜景
卫生：很干净 设施：齐全 环境：不错 服务：老板很好,卫生 干净 设施 环境 不错 老板
房间很轻奢，很干净，配有饮料，服务也很好。,房间 干净 配有 饮料
酒店非常舒服 设施很齐全 管家服务很贴心,酒店 舒服 设施 管家 贴心
非常好，房间干净老板，主打温馨。,房间 干净 老板 主打
干净卫生，出入方便，不吵闹，值得入住。,干净 卫生 出入 吵闹 值得 入住
满意，前台小哥很可爱，服务也很周到,满意 前台 小哥 可爱 周到
房间干净，温馨，适合居家旅行。,房间 干净 适合 居家
酒店环境很好，交通便利、卫生干净,酒店 环境 交通 便利 卫生 干净
温馨，舒适很不错的一次住宿。,舒适 不错 住宿
卫生、环境、服务都非常好 非常好,卫生 环境
感觉就是很好，工作起来很顺利,感觉 顺利
房间很好，服务也好，推荐,房间 推荐
挺不错，环境好，位置也好,环境 位置
挺好，很喜欢，下次还来,喜欢
近江边，旅游出差很方便,出差
房间特别好，值得推荐！,房间 值得 推荐
新开业，离冬瓜山近。,冬瓜
房间不错 老板贴心,房间 不错 老板 贴心
好地方，服务让你安心,地方 安心
风景好，房间干净,风景 房间 干净
特别好干净舒服,干净 舒服
环境特别好很干净,环境 干净
挺不错的，超值,超值
房间温馨满意,房间 满意
还不错哟，，,不错
不错，会再来,不错
环境还可以,环境
非常好喝哦,好喝
老板很热情,老板 热情
民宿环境安静舒服，房间看到江景，楼下就是天宝兄弟小龙虾，过对面马路就是东瓜山夜市，满街都是地道的小吃。满意,民宿 环境 舒服 房间 江景 兄弟 对面 马路 夜市 地道 小吃 满意
房间干净舒适，前台小哥服务很好，唯一就是没有洗衣机～下次还会再住的,房间 干净 舒适 前台 小哥 洗衣机
房间干净，江景好看，服务很好，会再次入住。,房间 干净 江景 好看 入住
作为一个伪小资出游对住店是非常挑剔的，千挑万选才选中的店，不大，位于一个小区内，湖也是人工湖，但一进店就给人很雅致的感觉，房间的名字也很别致。我和老公订了270度水中大床房，智能马桶和小度，有简易的塌塌米茶山和泡澡浴盆，还有一个大大的衣架。灯光也很温馨，最重要的是很安静。我们端午节过来时恰遇下雨天，住了三晚也不觉无聊，两面临湖的开阔视野拍照也是非常好看的。下午－边喝茶一边听雨，湖边有红莲正开，偶有水鸭子在湖面戏游，不失为一幅唯美的画面。再说说老板人很热情，帮我们拿行礼，有求必应，最后还给报销了停车费。要说缺点就是地毯有一点污渍（我有强迫症），另外凉衣服不方便，其他都挺满意的。,小资 住店 挑剔 选中 位于 人工湖 进店 雅致 感觉 房间 名字 别致 智能 马桶 小度 简易 塌塌米 茶山 泡澡 浴盆 衣架 灯光 恰遇 下雨天 无聊 面临 拍照 好看 喝茶 鸭子 湖面 戏游 不失为 唯美 画面 老板 热情 行礼 还给 报销 停车费 缺点 地毯 污渍 强迫症 衣服 满意
老板看上去很魁梧，实际上很温柔，很细腻，是个挺好的人。 房间比较宽敞明亮，卫生条件过硬， 必须给个好评！ 也真心的希望这个民宿会做得越来越好！,老板 魁梧 温柔 细腻 房间 卫生条件 过硬 好评 希望 民宿
非常不错的酒店，老板很热情，酒店设施非常好，全智能化，还有巨幅投影，性价比超高，每次去长沙都住这里,不错 酒店 老板 热情 酒店设施 巨幅 投影 性价比 超高
房间零乱，并且有一股怪味，周边实际环境与网上图片严重不符，停车麻烦，,房间 零乱 怪味 环境 图片 不符 停车 麻烦
幸好住在了河西，河东人挤人，住在这，白天骑车去中南大学校园逛一圈，很舒服,幸好 校园 舒服
环境优美，服务周到,环境优美
非常不错，难得的好酒店,不错 酒店
帮朋友订的 朋友很满意,朋友 朋友 满意
非常满意，非常舒适,满意 舒适
超美的环境，就在路边交通方便，却在岳麓山山脚下，可以看到远山的云雾缥缈，很美。民宿的设施不错，环境绝美，泡澡的池子感觉很好。夜里安静，早上还有回归田园的鸡鸣声。民俗管家服务贴心，下午茶可以送到房间。早餐丰富，有蒸饺烧麦、长沙特色的粉面，还有一个咖啡馆哟。,环境 交通 云雾 缥缈 民宿 设施 不错 环境 绝美 泡澡 池子 感觉 回归 鸡鸣 民俗 管家 贴心 下午茶 送到 房间 早餐 蒸饺 烧麦 特色 粉面 咖啡馆
小红书与本地宝推荐的打卡民宿。性价比不说，但是绝对是情侣，家庭，朋友聚会，的首推民宿~夜晚可以烧烤，啥都好，有下午茶有早餐~美滋滋哈~下次再来玩~,推荐 打卡 民宿 性价比 情侣 家庭 朋友 聚会 民宿 烧烤 下午茶 早餐
每个月都会订酒店去拍衣服，小红书刷到这家店的时候，就立马决定要去体验一下，河东过去驱车半个小时到达目的地，民宿很安静，想放松心情的正好是个不错的选择。店内的小姐姐们服务态度都很好，有送下午茶，去的时候正好碰上大太阳，小姐姐们还送了现磨的咖啡，味道也很不错 拍照真的真的很出片，傍晚时分大厅的氛围感真的绝了～,酒店 衣服 刷到 体验 驱车 小时 到达 目的地 民宿 放松 心情 正好 不错 选择 服务态度 下午茶 正好 碰上 现磨 咖啡 味道 不错 拍照 时分 大厅 氛围
设施：非常舒服，而且很适合拍照。卫生：非常干净，每天都打扫的干干净净还有小甜点服务：每天晚上都有些小活动，氛围真的好早餐: 早餐很丰富，都是现做的，尤其推荐它家的粉！,设施 舒服 适合 拍照 卫生 干净 打扫 甜点 氛围 早餐 早餐 是现 推荐
民宿在房间在半山，但仍然干爽小蚊蟲，老板和员工亲切有礼，配送的双人下午茶和早歺比想像中出色，,民宿 房间 干爽 蚊蟲 老板 员工 亲切 配送 双人 下午茶 出色
环境非常好，老板娘非常用心的经营，下午茶的水果品质好，咖啡也是手冲的，推荐大家有机会一定要去体验。,环境 老板娘 用心 下午茶 水果 品质 咖啡 手冲 推荐 机会 体验
房间还行，总体还是不错的，硬件设施肯定是不如星级酒店，但也很不错，服务是七星级的待遇，老板娘和员工都很热情很温馨，庭院很漂亮。有缘再聚,房间 总体 不错 硬件 设施 肯定 星级 酒店 不错 星级 待遇 老板娘 员工 热情 庭院 很漂亮 有缘
环境非常舒服，我们几个小姐妹都非常喜欢，这次都夸我选的地方好，民宿的小姐姐都非常热情，烧烤，唱歌，很开心。一发朋友圈，好多朋友都打听，非常愿意帮她们宣传。,环境 舒服 姐妹 喜欢 地方 民宿 热情 烧烤 唱歌 开心 朋友圈 朋友 打听
设施：设施设备齐全 卫生：干净 环境：拍照非常出片 服务：店长小姐姐很热情，下的米粉好吃，中午特意给我们做面条，推荐,设施 设施 卫生 干净 环境 拍照 出片 店长 热情 好吃 面条 推荐
非常棒的入住体验，民宿很漂亮，每一处都很用心，和图片完全无差！店员小姐姐们也都热情亲切！ 强烈推荐！,入住 体验 民宿 很漂亮 用心 图片 店员 热情 亲切
挺好的，庭院小而精致，看得出来是精心设计过的，喜欢,庭院 精致 看得出来 喜欢
满意，下午茶很高档，早餐也是随叫随到。,满意 下午茶 早餐
很安逸的地方，接待也很热情,地方 接待 热情
体验超级棒！！,体验
来长沙旅游之前定好的另一家两夜的住宿，那家入住时候就已经对拿家环境很不满意了，只有大堂是新装修的，客房一看就年久失修，但是在携程上标注的是2022年装修。早上不到7点就被旁边楼工程装修的噪音砸醒了，忍无可忍当天临时决定换到这家，全程自助式的入住，虽然是标注的无窗，其实是有窗但只能透光不能打开那种，房间很大，兼职是受虐后的惊喜，洗漱坐便分三个区，每个区都足够宽敞，并且干净卫生，还有大餐桌，像家一样舒适。地理位置是离国金中心附近的老巷子里，幽静方便。 房间如老板图片介绍一模一样，下次来还选这家,住宿 入住 拿家 环境 满意 大堂 客房 携程 标注 装修 不到 工程 装修 噪音 砸醒 全程 入住 标注 无窗 只能 透光 打开 房间 很大 兼职 受虐 惊喜 洗漱 足够 宽敞 干净 卫生 餐桌 舒适 地理位置 国金 中心 巷子 幽静 房间 老板 图片 介绍
1、房间就在黄兴路步行街旁边，从胡同里直接可以穿到步行街，笨萝卜就在胡同里，排队真的超方便，地理位置没得说； 2、房间新装修真的不错，小米电视超大超薄很爽，智能马桶、化妆镜、大床超级软，类似欧式风格真的很安逸，如果再加个小米智能音箱就更棒了； 3、线上入住太方便了，大门，房间门密码、地理位置等会通过微信发送到手机，入住和退房很方便，直接线上发个消息就行，不用担心赶景点回来退不退房的纠结； 4、算是建议吧，房间构造的问题，我住的这间房没有窗户，稍显压抑，但还挺符合这种风格定位的，如果有窗就简直完美了，总体很推荐，下次有朋友一定会推荐，特别是情侣。,房间 步行街 步行街 萝卜 排队 地理位置 房间 不错 小米 电视 超大 超薄 很爽 智能 马桶 化妆镜 大床 类似 欧式 风格 小米 智能 音箱 入住 大门 房间 密码 地理位置 手机 入住 退房 消息 不用 担心 景点 回来 退不 退房 纠结 算是 建议 房间 构造 窗户 压抑 符合 风格 定位 完美 总体 推荐 朋友 推荐 情侣
优点是酒店位置很好，就在国金旁边，逛街吃饭很方便。在一栋居民楼里面，也不吵。 缺点 查房不严谨，漱口杯有个缺口，容易划伤嘴巴 房间有点潮湿，被子也潮潮的，晚上睡觉的时候身上痒的不行，第二天看身上长了很多红点点，建议店家准备个烘干机，经常给床单被子消消毒。,优点 酒店 位置 国金 逛街 吃饭 居民楼 缺点 查房 严谨 漱口杯 缺口 划伤 嘴巴 房间 潮湿 被子 潮潮 睡觉 不行 点点 建议 店家 烘干机 床单 被子
闹中取静，走进很亮眼，性价比很高，房间很舒服干净，交通超级方便，走几分钟就到市中心了，像世外桃源一样，真好！,走进 亮眼 性价比 房间 舒服 干净 交通 市中心 世外桃源
闹中取静，装修很有特色，很温馨，体验感十足，出行方便，马路对面就是国金中心，到步行街也很近,装修 特色 体验 出行 马路 对面 国金 中心 步行街
民宿蛮不错，房间很干净。离黄兴广场很近，老板很不错，入住前加了微信，服务很贴心 。下次去长沙还会考虑入住,民宿 不错 房间 干净 广场 老板 不错 入住 前加 贴心 入住
酒店地理位置很方便。离五一广场超级近！阿姨也很热情！,酒店 地理位置 热情
很满意，民宿地理位置特别好，就在五一广场周边，闹中取近。整体环境卫生过关，服务也很到位，打扫阿姨人非常热心。,满意 民宿 地理位置 取近 整体 环境卫生 过关 到位 打扫
房间非常好 房东也很客气 卫生间超级干净 地理位置非常不错虽然挨着五一广场但是超级安静,房间 房东 客气 卫生间 干净 地理位置 不错
非常推荐！环境非常安静，离五一广场走路两分钟即可！老板也非常好,推荐 环境 走路 老板
设施：好 卫生：好 环境：好 服务：好好,设施 卫生 环境
位置还不错,位置 不错
长沙的宝藏民宿！老板准备了长沙旅游攻略，但是省博物馆是排不上了，五一广场人太多了，结果还是在民宿最舒服！老板准备了下午茶，大厅也可以点西餐，基本上一日三餐也可以在民宿解决了，晚上老板和朋友在露营烧烤，邀我们去喝了两杯，难忘的一天啊,民宿 老板 攻略 博物馆 排不上 民宿 老板 下午茶 大厅 西餐 民宿 解决 老板 朋友 露营 烧烤 难忘
环境确实没话说，我是比较看重睡眠体验的，我预定的房间外面有马路，不拉开帘子我还真没注意到，隔音效果应该是我住过民宿里面最好的，房间里面洗衣机、投影仪都有配备，冰箱随送的酒水牛奶，下午茶水果这些也准备地很贴心，好像是新开业的民宿，不知道长沙还有这个地方哦，下次休息再来,环境 确实 看重 睡眠 体验 预定 房间 马路 拉开 帘子 隔音 效果 民宿 房间 洗衣机 投影仪 配备 冰箱 随送 酒水 牛奶 下午茶 水果 贴心 好像 民宿 地方 休息
讲真，酒店有点小。房间也真的有点小。但是设备很齐全。洗衣机，洗手台，浴缸，冰箱，都在床边上。中央空调有点响，投影仪又在床头顶上，呼吸灯一闪闪一晚，都有点影响睡眠。网红有点多，都是拍照打卡的。泳池很小，还对外开放。挨近树林，蚊虫有点多。泳池里面很多死飞蛾，蚱蜢什么的，虽然老板晚上也清理。店里卫生条件有点差，楼梯上有苍蝇有头发，楼顶上随意放置的工具，几个老板都是男生，可能不注重这一块。双人下午茶:西餐餐食这一块很好，做的东西好吃。但是早餐中餐不好吃。有粉和一个九宫格。,酒店 房间 洗衣机 浴缸 冰箱 床边 中央空调 投影仪 床头 呼吸 睡眠 网红 拍照 打卡 泳池 很小 挨近 树林 蚊虫 泳池 飞蛾 蚱蜢 老板 清理 店里 卫生条件 楼梯 苍蝇 头发 楼顶上 放置 工具 老板 男生 注重 双人 下午茶 西餐 餐食 好吃 早餐 中餐 好吃
天气真好，很适合夏天的民宿 停车很方便，入住服务很流畅，管家会送水果点心，问我们什么时候用下午茶，房间设施也很齐全 缺点是没有宵夜，要下午预定好，深夜临时点餐的话厨房已经下班了,天气 适合 民宿 停车 入住 流畅 管家 水果 点心 下午茶 房间 设施 缺点 宵夜 预定 厨房 下班
晚上来游个泳是个不错的选择️房间有投影、洗衣机、浴缸，设施还是蛮齐全的 入住后送来水果和点心，下午另外有下午茶第二天也有早餐，感觉管家小哥一直在送东西过来哈,不错 选择 房间 投影 洗衣机 浴缸 设施 入住 送来 水果 点心 下午茶 早餐 感觉 管家 小哥
整体设计风格都很不错，看得出老板是很用心了，配套设施都很完善，等夏天多叫点朋友搞搞烧烤派对的更有氛围，房间外是泳池，工作人员说楼上还有个无边泳池也是一大亮点，下次来再体验吧,整体 风格 不错 看得出 老板 用心 配套 设施 完善 朋友 搞搞 烧烤 派对 氛围 房间 泳池 工作人员 泳池 一大 亮点 体验
太可惜啦，这次匆匆订个房本来只想找个地方睡一觉，没注意这边还有一片很大的露营区，泳池也稍稍坐了会没下水呢，我的冤种朋友还不叫我起床吃早餐，但是十点多啦管家小哥叫阿姨又给我下了粉，太感谢了！被朋友拉出去逛街真的太热了，下次我就在泳池泡一整天了,可惜 地方 很大 露营 泳池 下水 冤种 朋友 起床 早餐 管家 小哥 感谢 朋友 拉出去 逛街 泳池
非常推哦！这个泳池真的好好出片，和我的小姐妹拍了一下午，嘻嘻！下午茶也不错，管家还送来了点心水果，下午游了会儿泳让管家更换了干净的浴巾都很及时，真的很贴心，给服务好评，走的时候行李箱都是管家小哥哥帮我从房间送到车上，所以一直记得留个好评～,推哦 泳池 出片 姐妹 下午茶 不错 管家 送来 点心 水果 会儿 管家 更换 干净 浴巾 贴心 好评 行李箱 管家 房间 送到 记得 好评
下午搞了个围炉煮茶，吃点东西大家游了会儿泳，晚上的烧烤也很丰盛，大家玩得蛮尽兴，就是歌有时间限制，搞个可以通宵的歌房就好了，晚上只能回房间打麻将了,搞了个 围炉 煮茶 会儿 烧烤 丰盛 时间 通宵 歌房 只能 房间 打麻将
超级舒服的一家民宿，去的时候还有人在拍摄，人气很足。老板设计很有品味，随便拍拍都很出片。天气好的时候，坐在院子里或者泳池哪儿晒太阳，好惬意。房间都很大，这次订的泳池边的房间，出门就是泳池非常方便。老板人很好，超级推荐。,舒服 民宿 拍摄 人气 很足 老板 品味 拍拍 天气 坐在 院子 泳池 晒太阳 惬意 房间 很大 泳池 房间 出门 泳池 老板 推荐
管家热情周到，服务没话说，民宿设计太适合少女们打卡拍照了，酒店一应俱全，关键还是宠物友好。还可以露营，白天出片，晚上还可以吹着小风聊着天，来长沙住到宝藏酒店，绝绝子。而且五一假期价格也很合适，不多说了，看图吧。提个小建议，如果卫生打扫的能更干净就好上加好啦！,管家 民宿 适合 少女 打卡 拍照 酒店 关键 宠物 友好 露营 出片 小风 聊着 酒店 价格 合适 看图 建议 卫生 打扫 干净
夏天的宝藏民宿！小红书看到这家，周末特意过来打开，果然不辜负此行，有下午茶有早餐，拍照真的很出片，随图附上，哈哈,民宿 打开 辜负 下午茶 早餐 拍照
还是岳麓区这边的民宿适合室外活动，贴近自然，环境是闹市中的民宿比不上的，哪天下午不住宿也可以来单独做个烧烤,民宿 适合 贴近 环境 闹市 民宿 住宿 烧烤
泳池太适合夏天啦！民宿处处洋溢着夏天的味道，却没有一丝燥热的沉闷，阳光、清爽、活泼才是它的代名词！,泳池 适合 民宿 味道 燥热 沉闷 清爽 活泼 代名词
很的地方，周围不是什么闹市，适合周末小度假来放松，房间打扫也仔细，有下午茶和早餐,地方 闹市 适合 度假 放松 房间 打扫 仔细 下午茶 早餐
下午还是忍不住淋雨下了会水，管家小哥哥很贴心，熬了红糖姜茶，第二天雨过天晴，心情真好,忍不住 淋雨 会水 管家 贴心 红糖 心情
服务场地体验感都非常棒！我们玩到有点晚，谢谢小哥哥等我们啦，暑假肯定还要再来几次,体验 肯定
舒服的下午，收获满满的快乐 民宿很有设计感，后面的露营场天幕氛围感拉满,舒服 收获 快乐 民宿 露营 天幕 氛围
民宿很有设计感，泳池氛围很好，另外点名表扬下午的烧烤，味道不错,民宿 泳池 氛围 点名 表扬 烧烤 味道 不错
房间风格比较简单，泳池边直通的房间有特色些，主要场地比较合适搞团建,房间 风格 泳池 直通 房间 特色 合适 团建
夏天的好去处，老板的设计很有品味，推荐来打卡，老板生意兴隆！,老板 品味 推荐 打卡 老板
民宿氛围满满，那就假装在度假吧 服务卫生都很好，点赞滴滴小管家。,民宿 氛围 满满 假装 度假 卫生 滴滴 管家
大人还好，小朋友玩的很开心，吃的东西也还可以，性价比很高。崽崽说等夏天来了，还要来玩，想游泳，特别想去游泳，只是这个天气水有点凉。,大人 还好 小朋友 开心 性价比 崽崽说 天气
小朋友的热情，是下大雨都挡不住的，哈哈哈,小朋友 热情 大雨 挡不住
收藏夏天的感觉，又遇到一家的民宿,收藏 感觉 民宿
住的很舒适～环境非常棒，服务也很好,舒适 环境
不错了，环境服务也好，可以过来试试,不错 环境
休息地很好，服务很棒，下次再见呐,休息 很棒 再见
房间不错，泳池也很舒服，五星好评,房间 不错 泳池 舒服 好评
夏天该有的样子呀，我找到啦！,样子
